	word/verb	mogelijk/adj	slecht/adj	aan/adj	momenteel/adj	enigszins/adv	afgelopen/adj	patiënt/noun	helemaal/adv	nog/adv	muur/noun	blijk/verb	reliëf/noun	termijn/noun	tijdig/adj	water_kanon/noun	gisteren/adv	kosten/noun	schouder_blessure/noun	alles/noun	installatie/noun	reputatie/noun	trauma/noun	consumentenvertrouwen/noun	geraakt/adj	onafhankelijkheid/noun	lijk/verb	geleidelijk/adj	help_mee/verb	operatie/noun	economie/noun	net/adv	systeem/noun	samenleving/noun	balans/noun	vanmiddag/adv	woning/noun	lever_in/verb	Champions/noun	politiek/noun	doelman/noun	leiding/noun	geloofwaardigheid/noun	probeer/verb	echter/adv	gisterenavond/adv	strand/verb	verbeter/verb	patiënte/noun	vervolgens/adv	dien/verb	zodanig/adj	fiets/noun	fonds/noun	koers_val/noun	ziekenhuis/noun	zal/verb	middag/noun	contact/noun	letsel/noun	populatie/noun	krachtig/adj	goed/adj	voet_blessure/noun	zuiverheid/noun	land/noun	paars_wit/adj	snel/adj	beurs_fonds/noun	euvel/noun	spel_maker/noun	thuisploeg/noun	tijd/noun	vergeef/verb	veiligheid/noun	mede/adv	onbemand/adj	geheel/adj	normaal/adj	vrijwel/adv	36-jarige/adj	laat/adj	bevolking_groep/noun	kerk_toren/noun	voldoende/adj	kan/verb	pas_aan/verb	niet/adv	moet/verb	norm/noun	verbetering/noun	pas/adv	ploeg/noun	golfer/noun	weer/adv	maand/noun	natuur/noun	toestand/noun	ingreep/noun	griep_aanval/noun	gebouw/noun	voldoende/adv	thuis/adv	misstap/noun	contract_uur/noun	Amsterdams/adj	glorie/noun	rij_richting/noun	rust/noun	ben/verb	blessure/noun	val_partij/noun	eveneens/adv	gezag/noun	opnieuw/adv	kom_terug/verb	democratie/noun	meer/adv	water_kwaliteit/noun	middenvelder/noun	intussen/adv	hart_operatie/noun	wereld_gemeenschap/noun	sluit_post/noun	olie_prijs/noun	meteen/adv	tijdelijk/adj	laat/verb	winstwaarschuwing/noun	evenwicht/noun	nodig/adj	kraan/noun	aandeel_beurs/noun	weeg/verb	bilateraal/adj	bezoeker/noun	fout_DIM/noun	geschonden/adj	griep/noun	volk/noun	terug/adv	licht/adj	vanzelf/adv	op_doffer/noun	wegdek/noun	volledig/adj	breuk/noun	lies_blessure/noun	orde/noun	waarschijnlijk/adj	wil/verb	situatie/noun	gebied/noun	herneem/verb	opening_fase/noun	lever/noun	onderhoud/verb	staat/noun	allicht/adv	ere/noun	dak/noun	markt/noun	geloof/noun	veerkrachtig/adj	oorspronkelijk/adj	wonderbaarlijk/adj	kiezer/noun	oud/adj	vanochtend/adv	naai/verb	electrisch/adj	schade/noun	kwetsuur/noun	redelijk/adj	Amerikaans/adj	eer/noun	spectaculair/adj	effect_beurs/noun	opereer/verb	voorlopig/adj	wat/adv	gemeente/noun	help/verb	eventueel/adj	gezondheid_probleem/noun	enkel_blessure/noun	knie_operatie/noun	vertrouwen/noun	onmiddellijk/adj	iets/adv	traditie/noun	kliniek/noun	ziekte/noun	stijl/noun	nauwelijks/adv	cabaretier/noun	sars/noun	autonomie/noun
muur/noun	0.85176784	0.9590037	0.97902936	0.9553522	0.92839307	0.9115949	0.97789717	0.9003668	0.8575148	0.9573827	0.0	0.8847414	0.60084176	0.9637312	0.9105399	0.76740134	0.9615152	0.90689313	0.93813664	0.95985365	0.6057254	0.97814083	0.88187015	0.97769564	0.926285	0.9737232	0.97323364	0.97283214	0.9270622	0.9348313	0.84559906	0.84355175	0.79700977	0.8806023	0.97565866	0.9724249	0.5336268	0.9808361	0.9835468	0.9803603	0.89684165	0.7895904	0.9855809	0.8991544	0.9001539	0.90494263	0.71044236	0.96350956	0.9352037	0.6696092	0.82600117	0.91179657	0.7437062	0.9848752	0.98929495	0.8869614	0.9571166	0.8510431	0.96721864	0.9532972	0.9563442	0.83303833	0.9660194	0.92433095	0.9597076	0.9936954	0.9288409	0.92209464	0.99334353	0.9134223	0.9662039	0.9261931	0.9633865	0.98159325	0.94609773	0.8435625	0.91996557	0.94216347	0.9285783	0.9251789	0.9253454	0.9570762	0.93693304	0.49021947	0.9851648	0.9467308	0.9040405	0.9778648	0.93592644	0.99052787	0.94501835	0.9453597	0.8740088	0.99168825	0.91224587	0.96678555	0.8490157	0.8768186	0.83465594	0.96395034	0.5009407	0.98267484	0.90121394	0.9631507	0.9382304	0.9548847	0.8497485	0.9530672	0.9495689	0.89545286	0.9359527	0.94754916	0.90055895	0.97481847	0.90401447	0.87405664	0.9802715	0.9734378	0.97468865	0.96333694	0.90324396	0.9635151	0.9815797	0.9259165	0.9716328	0.9750389	0.8601217	0.88975334	0.99655104	0.9072082	0.881911	0.5893122	0.95379	0.8870421	0.9666573	0.94226193	0.9088886	0.9748172	0.96520203	0.82728726	0.86316174	0.8018433	0.90777946	0.96557397	0.79469395	0.78267026	0.9473926	0.91690665	0.9889839	0.90051115	0.9814386	0.96387345	0.774239	0.9298756	0.9357922	0.9174306	0.84132653	0.89808315	0.95412505	0.9016304	0.32457143	0.88626647	0.89644635	0.9028343	0.7233814	0.9669111	0.93557817	0.7471789	0.9569142	0.924477	0.6339759	0.6963178	0.91801417	0.9807036	0.97581744	0.9474824	0.9031425	0.9702682	0.94814295	0.9300896	0.8177945	0.84677064	0.993797	0.9121772	0.9541853	0.9266866	0.9447783	0.9739055	0.9127829	0.7994662	0.9160974	0.8270807	0.99026364	0.8789201	0.9136932	0.9627811	0.95847833	0.96528465
blijk/verb	0.73046976	0.6888498	0.717195	0.905609	0.8189354	0.76892686	0.78434	0.71153295	0.7889404	0.6386306	0.8847414	0.0	0.9161787	0.729133	0.70412606	0.89591765	0.83550143	0.81709933	0.774884	0.8458792	0.8516397	0.8908984	0.8562733	0.7032991	0.84945333	0.94893986	0.5150372	0.83208597	0.94287217	0.68789375	0.6125366	0.76601756	0.80848324	0.8059766	0.7957442	0.7903706	0.934021	0.8082367	0.85567486	0.8737877	0.76886946	0.8848079	0.89407367	0.6927494	0.54564893	0.85267735	0.7871524	0.6640353	0.77239484	0.801432	0.7806871	0.6632292	0.9101299	0.7720866	0.8536508	0.65135276	0.6994473	0.7525075	0.8626911	0.7402861	0.74583364	0.69323266	0.76342505	0.82662076	0.95624626	0.79078627	0.84128743	0.64436316	0.8266168	0.74318546	0.8752098	0.76357275	0.6197351	0.8877686	0.73525244	0.74073434	0.92627305	0.7389847	0.63244295	0.70433164	0.8213105	0.7789339	0.82572365	0.96679944	0.65485096	0.69735694	0.82857656	0.68926585	0.7687948	0.8342849	0.67649657	0.69823277	0.68264335	0.8870007	0.6809535	0.6945609	0.65072626	0.7680645	0.69117785	0.7731137	0.9155027	0.84549433	0.8341398	0.8006744	0.92795205	0.8110613	0.96342784	0.89936817	0.7592699	0.38574737	0.79357386	0.8029418	0.7307392	0.87457454	0.6246347	0.59184605	0.91120875	0.75497735	0.73223627	0.88160896	0.67833	0.718817	0.8473177	0.8948573	0.7397094	0.7395327	0.73055243	0.70661235	0.73099244	0.80530083	0.7577976	0.85998553	0.7538922	0.6505432	0.91441035	0.79988396	0.8021626	0.8044077	0.7732404	0.80491185	0.78875667	0.6398821	0.80823195	0.7576981	0.88826716	0.74337786	0.7456012	0.75307846	0.76447725	0.62674916	0.8224821	0.7974594	0.74004406	0.73064065	0.85898346	0.79025984	0.91380244	0.8841528	0.8285348	0.95116377	0.9371856	0.7784139	0.82050896	0.8969958	0.90001494	0.7650931	0.76515186	0.8465607	0.80630475	0.92122024	0.9199475	0.7931848	0.7188647	0.67478734	0.7440666	0.9264029	0.68205154	0.7901059	0.7078754	0.5567094	0.8279296	0.91365653	0.75806326	0.72455084	0.7879772	0.6993338	0.8278303	0.71337974	0.76551664	0.62394106	0.90796	0.8107039	0.70288837	0.9197716	0.6697233	0.95455986	0.7782966	0.8946223
reliëf/noun	0.7974396	0.8525463	0.8664113	0.8598098	0.9412523	0.93363744	0.95775914	0.9166767	0.9385416	0.8776366	0.60084176	0.9161787	0.0	0.8731828	0.92145795	0.9552054	0.9909659	0.78539217	0.9214531	0.94392276	0.80378824	0.93630326	0.9729637	0.93606484	0.91260207	0.9433081	0.8736951	0.8215159	0.87545955	0.8663181	0.88580793	0.9450558	0.9042322	0.86022395	0.8617569	0.8761399	0.8492414	0.95883393	0.96679455	0.9295872	0.9371871	0.88923097	0.9211529	0.9030647	0.90206426	0.9647866	0.85970855	0.83034647	0.9639147	0.8259289	0.7246293	0.8737458	0.8988471	0.9299624	0.9189182	0.91792893	0.85960025	0.90185374	0.88797116	0.9331208	0.7987783	0.6294801	0.90596336	0.89034784	0.80039257	0.9426142	0.93572915	0.8575957	0.9567261	0.87306917	0.92539406	0.9120551	0.9100902	0.9385804	0.8542773	0.7763636	0.8320661	0.84775186	0.90115416	0.9097223	0.9863935	0.9058277	0.73944986	0.8548661	0.903046	0.88579166	0.80040205	0.96288127	0.89805675	0.9178012	0.834821	0.92805374	0.9304805	0.89990216	0.8746436	0.9761799	0.76005954	0.7722481	0.68859893	0.93964654	0.76518977	0.84553725	0.9185766	0.93485856	0.89508104	0.98313904	0.88780296	0.75937504	0.9014961	0.8317827	0.87902826	0.872103	0.9209939	0.877972	0.8926964	0.9595057	0.90412784	0.9435941	0.84186566	0.98138535	0.95359343	0.8866352	0.7957499	0.87497085	0.87641966	0.9124325	0.7570338	0.91924566	0.9498438	0.8243032	0.72067845	0.7908243	0.8978085	0.8664648	0.9101158	0.9264102	0.88434327	0.87273985	0.9576148	0.9390052	0.87657213	0.81565547	0.91772497	0.95291084	0.6932106	0.81719494	0.9124175	0.9208075	0.9395669	0.8212285	0.89128554	0.93444103	0.7406721	0.8782432	0.93991673	0.91690487	0.87990034	0.7096323	0.92556083	0.8781909	0.81968224	0.9674779	0.90412694	0.78456503	0.7263347	0.8833087	0.84990585	0.8336362	0.9097993	0.93391114	0.78459865	0.78450876	0.91681194	0.8867007	0.9658176	0.9604636	0.8641941	0.9255809	0.88328016	0.9360557	0.75382626	0.92867756	0.8895265	0.91566813	0.82486725	0.9054564	0.888652	0.9367726	0.8628932	0.7843264	0.85552615	0.87087154	0.9571451	0.7685045	0.87250733	0.96385086	0.9070114	0.93653
termijn/noun	0.67721725	0.6365862	0.8209964	0.8112109	0.74559724	0.7307587	0.753163	0.6565213	0.8365744	0.6801058	0.9637312	0.729133	0.8731828	0.0	0.73362577	0.8755824	0.8880457	0.511484	0.90822	0.8021696	0.81734127	0.83558965	0.8908585	0.69913316	0.8472675	0.8033636	0.6420469	0.68849814	0.652905	0.61745393	0.69283307	0.8941881	0.6235503	0.7630741	0.6879768	0.81857365	0.7998842	0.80848396	0.95781463	0.80613244	0.9574177	0.9023453	0.7643504	0.7333664	0.65353113	0.9240984	0.9437723	0.69087684	0.83813494	0.8897013	0.68772554	0.6881906	0.9192562	0.745441	0.81041056	0.82857335	0.45742148	0.860713	0.91208863	0.8187873	0.76421934	0.74287426	0.6814512	0.92689365	0.8636772	0.84694487	0.89475536	0.51296526	0.8760446	0.69451815	0.9242801	0.8984696	0.7111645	0.91563773	0.65250856	0.64566857	0.85048485	0.8160083	0.65376675	0.8201771	0.957595	0.78381395	0.79740125	0.9472518	0.8225152	0.6197225	0.6632303	0.7798233	0.6362276	0.7958778	0.7367387	0.7734158	0.8431627	0.91441214	0.72313315	0.8065202	0.7832593	0.68517816	0.5694243	0.8630507	0.81108594	0.76675963	0.87428355	0.8229739	0.95672274	0.9169932	0.96345115	0.83545446	0.8437822	0.62475944	0.8596779	0.93391395	0.8350594	0.81795704	0.73937106	0.85173905	0.70721126	0.81704706	0.69645447	0.938292	0.73460793	0.747033	0.8267893	0.87993777	0.67733073	0.88814247	0.60916674	0.8846595	0.8521431	0.7396829	0.6741824	0.83746886	0.8062371	0.7338084	0.7256288	0.9047387	0.8943588	0.8592683	0.880688	0.8548269	0.85703397	0.76500535	0.79437244	0.9115303	0.7507512	0.78646857	0.85743743	0.89696616	0.7570325	0.69369984	0.74376523	0.5716275	0.8335161	0.79482126	0.8294317	0.82258403	0.8637098	0.80976695	0.8464172	0.91897565	0.89498025	0.71782404	0.93707705	0.8751868	0.8844961	0.8293478	0.7480712	0.86396664	0.80752736	0.9125135	0.8731156	0.74002993	0.927346	0.61505175	0.8177922	0.9468706	0.6705483	0.8622529	0.7095785	0.7328775	0.77387476	0.73310065	0.5701643	0.58682764	0.7644651	0.86681426	0.7850324	0.7631074	0.8197782	0.7851166	0.9502966	0.8240407	0.8336972	0.8943447	0.67848957	0.9580267	0.8794647	0.7896021
tijdig/adj	0.6654108	0.72179466	0.8463523	0.9221799	0.7108679	0.74633604	0.7954354	0.72106206	0.67439675	0.723763	0.9105399	0.70412606	0.92145795	0.73362577	0.0	0.75927114	0.743143	0.6291328	0.6587497	0.8335882	0.7888737	0.95702875	0.85207295	0.9317202	0.82507867	0.89133763	0.67484355	0.8686288	0.7705176	0.65540576	0.902107	0.7667389	0.7781636	0.8336149	0.7817216	0.85951906	0.7675706	0.8361012	0.78759426	0.93610877	0.6871089	0.9176401	0.87658346	0.8046886	0.7221906	0.88069296	0.9275299	0.77784956	0.85732526	0.67303944	0.6891855	0.7091155	0.7623209	0.7923973	0.8924205	0.7254373	0.6479173	0.8173398	0.8728843	0.59014165	0.81802505	0.839452	0.8740672	0.6975908	0.96717113	0.8807176	0.7978192	0.6670819	0.741837	0.81856006	0.73660964	0.8669721	0.69633496	0.8507161	0.775166	0.7258836	0.84532917	0.76584	0.7394802	0.82032466	0.800254	0.794767	0.9274851	0.87344974	0.5788709	0.64514804	0.7306599	0.69864213	0.52306795	0.81331694	0.8532342	0.62962365	0.7941568	0.7956694	0.6811377	0.7520353	0.8594859	0.8132199	0.7189989	0.689721	0.76721656	0.8415786	0.71712506	0.76300913	0.73051673	0.8557446	0.8750653	0.7907465	0.6596136	0.7002038	0.5979822	0.7127738	0.5806162	0.8620128	0.5915163	0.7381242	0.8960379	0.7028794	0.89913505	0.5641737	0.6259637	0.8176626	0.91590744	0.78775084	0.8544395	0.75247455	0.6198447	0.7909592	0.75667644	0.7868786	0.77915	0.82997715	0.8711936	0.7643742	0.8658265	0.8713794	0.8741193	0.85344934	0.59620345	0.91216373	0.70753866	0.6388585	0.68972087	0.86914706	0.84416145	0.6445278	0.7177237	0.6113372	0.81199384	0.70850384	0.7692174	0.8539243	0.83959824	0.6728507	0.9217869	0.6476997	0.8635529	0.8957001	0.5731073	0.85838497	0.8535523	0.82348	0.95680016	0.9743627	0.8353375	0.80040276	0.84217405	0.674324	0.81949186	0.8468616	0.8417213	0.7085211	0.618832	0.84450823	0.88954854	0.9707893	0.7356347	0.8753331	0.62062997	0.65544355	0.78523004	0.77036643	0.68820095	0.7170824	0.6408823	0.619439	0.77407897	0.84336305	0.69934833	0.92226297	0.93459666	0.7606634	0.62624794	0.89410925	0.7630981	0.9243349	0.81082225	0.8486252
water_kanon/noun	0.91409636	0.8534039	0.9836297	0.8321007	0.86766744	0.8042702	0.9755613	0.96737623	0.83776665	0.87667865	0.76740134	0.89591765	0.9552054	0.8755824	0.75927114	0.0	0.9376261	0.8648504	0.9404299	0.848785	0.7194024	0.999656	0.98344773	0.9447496	0.892319	0.9665874	0.95075333	0.9467315	0.9546408	0.7940406	0.9292786	0.93635607	0.9408091	0.90884835	0.81969994	0.8859452	0.83584327	0.9103523	0.79843086	0.9945986	0.97304237	0.782143	0.89344317	0.91227454	0.9076116	0.87197435	0.8924072	0.9360245	0.99679506	0.71000993	0.9127644	0.8940073	0.9160935	0.87911934	0.9192635	0.95272595	0.8716997	0.8266793	0.95352054	0.94628876	0.9368381	0.8740622	0.952185	0.9514004	0.98427355	0.9272897	0.7888566	0.922	0.7803461	0.8281431	0.85755986	0.8861902	0.91722614	0.97765714	0.8714151	0.9261458	0.49453592	0.8883768	0.93514526	0.9399954	0.9906317	0.9531602	0.9536833	0.87152946	0.9546189	0.9196375	0.91995996	0.87043345	0.8849226	0.98076373	0.95973754	0.89594334	0.88685846	0.75957274	0.8292268	0.9835872	0.9933631	0.95878094	0.9210465	0.90875936	0.76578933	0.9357787	0.96391195	0.8489056	0.767155	0.8615475	0.9139115	0.9779221	0.8546907	0.88275373	0.88612497	0.969441	0.81612563	0.8379172	0.8122912	0.98817426	0.977823	0.9528722	0.9362309	0.9333155	0.82894367	0.9638428	0.89630485	0.95269483	0.9155743	0.9062363	0.79048824	0.8410461	0.8662681	0.8305607	0.88543093	0.53740716	0.8870894	0.8315553	0.9425231	0.9771996	0.9134961	0.8269937	0.9629874	0.9766266	0.97905076	0.8874561	0.89624447	0.9456192	0.80910385	0.8571506	0.9179602	0.9258774	0.90803635	0.8998371	0.9509953	0.96125525	0.98861575	0.95735914	0.96238875	0.84732246	0.9545069	0.9580505	0.8721007	0.8585547	0.76925063	0.97968066	0.9772937	0.9180799	0.98507327	0.9871562	0.8889116	0.91708905	0.9231342	0.945365	0.6962686	0.80316544	0.95176667	0.9189954	0.8531256	0.9851634	0.93400097	0.8862339	0.97151935	0.75955486	0.8515974	0.91054636	0.85362726	0.88244665	0.91046	0.8139101	0.98680544	0.94235086	0.85395044	0.88192165	0.93316877	0.8274672	0.9876358	0.9328632	0.8820595	0.9648794	0.9634471	0.9856672
gisteren/adv	0.81507015	0.8653421	0.73744905	0.92452544	0.74759674	0.61735433	0.4267441	0.89473766	0.84695816	0.8459315	0.9615152	0.83550143	0.9909659	0.8880457	0.743143	0.9376261	0.0	0.92082864	0.8050089	0.9461041	0.9736751	0.91140133	0.9448456	0.6900561	0.74707913	0.97263676	0.6363626	0.80043024	0.75982916	0.8661054	0.685465	0.6922753	0.93730354	0.9325657	0.896664	0.5461674	0.92793655	0.5190667	0.93431294	0.9231944	0.6322031	0.86516047	0.9572028	0.8740082	0.7618496	0.76774675	0.78216195	0.90446055	0.8483357	0.7127186	0.8362507	0.8971389	0.895272	0.42593044	0.46585292	0.80315185	0.8531319	0.72361946	0.9522385	0.8191862	0.9426923	0.82109594	0.87508446	0.7357234	0.98548144	0.8801942	0.8306214	0.808116	0.47911936	0.88981545	0.75226766	0.7673595	0.82464725	0.9123913	0.9715493	0.5941402	0.91821975	0.86434644	0.78364086	0.6356461	0.7788508	0.6822145	0.97745275	0.9668641	0.80642164	0.9008185	0.93428797	0.9322192	0.7442659	0.9724467	0.92670965	0.7139255	0.8569627	0.6726603	0.66917	0.5705085	0.95893097	0.8892884	0.84973526	0.79283327	0.97623795	0.8616466	0.8447275	0.9601444	0.86194026	0.47507334	0.90447026	0.9559444	0.7647536	0.8828553	0.7162831	0.8657635	0.47801065	0.9065598	0.54766357	0.8194896	0.9747409	0.92631483	0.9717399	0.67381346	0.7276174	0.9041063	0.9306755	0.82636523	0.5313407	0.7566148	0.8453697	0.6974623	0.463243	0.86903036	0.9008701	0.88296664	0.6130413	0.69615775	0.91570705	0.85144156	0.8970071	0.91585255	0.7280628	0.9529488	0.7909759	0.64400494	0.9248121	0.8771988	0.9262309	0.81458056	0.8544855	0.8077945	0.9276662	0.70203567	0.9168313	0.8931851	0.92746973	0.7028122	0.9439083	0.93199	0.93184525	0.9292805	0.66021097	0.95575345	0.8990133	0.44801635	0.9602442	0.91778624	0.9166074	0.8495737	0.9261982	0.90800893	0.3076414	0.8976457	0.96451706	0.86540025	0.7180227	0.80377555	0.52050185	0.93624073	0.7090931	0.568114	0.76920086	0.7215684	0.8557878	0.9686905	0.8839826	0.8701619	0.92719465	0.7934449	0.86546016	0.755571	0.7616997	0.72148967	0.9099718	0.92290074	0.89612824	0.93068534	0.6902247	0.8695105	0.8931013	0.96788895
kosten/noun	0.6126418	0.675442	0.8948538	0.9283072	0.80760634	0.8095032	0.8976444	0.6722128	0.901504	0.8173508	0.90689313	0.81709933	0.78539217	0.511484	0.6291328	0.8648504	0.92082864	0.0	0.87450933	0.8695951	0.69386804	0.9209608	0.8911524	0.89032716	0.85180235	0.8610476	0.86714923	0.8207129	0.6919667	0.5996735	0.83025426	0.9782026	0.7050235	0.8675876	0.7617363	0.8823168	0.70915735	0.85587895	0.93666315	0.9412882	0.97514236	0.8872627	0.8148697	0.80600786	0.79656583	0.8691424	0.9631802	0.6871229	0.83850586	0.88297665	0.6738592	0.7697695	0.8822453	0.8004936	0.8570892	0.8011514	0.5159445	0.92457265	0.87730527	0.8244549	0.8596462	0.8413272	0.8877797	0.9011214	0.9376487	0.9417265	0.9170133	0.7449323	0.93932915	0.7123549	0.89031947	0.9427462	0.8520214	0.89704704	0.72611296	0.82035583	0.7119309	0.901662	0.7724525	0.8858803	0.96377945	0.9070864	0.8805389	0.81423414	0.7839471	0.6321727	0.5841596	0.82587564	0.6023652	0.8058402	0.7895198	0.822315	0.8745394	0.90909886	0.84055316	0.8770875	0.8503199	0.74297595	0.58276707	0.81098413	0.6273334	0.7383535	0.92146474	0.7762909	0.9291041	0.961809	0.972155	0.6837524	0.89411855	0.7902472	0.8617395	0.86836576	0.86860865	0.9407797	0.7879075	0.930931	0.8774531	0.8738878	0.83536255	0.96121997	0.7449869	0.74265385	0.9006899	0.8076366	0.75916713	0.898327	0.6213226	0.8980526	0.8986283	0.8489171	0.60376984	0.7568502	0.89874995	0.6808002	0.79987663	0.89617157	0.87116295	0.86410296	0.91706747	0.92682487	0.92248946	0.82872576	0.86563367	0.9242367	0.7132645	0.6861826	0.89277214	0.8921035	0.84094685	0.78336674	0.75710416	0.79380316	0.8453895	0.84997916	0.93335354	0.77354777	0.81120515	0.8543978	0.8102335	0.9234794	0.7875592	0.8275175	0.98801786	0.93549114	0.88871855	0.8255996	0.917278	0.88507104	0.89145344	0.8764493	0.76958025	0.61700195	0.9015525	0.7739895	0.92434216	0.9702803	0.8050487	0.9245633	0.74664116	0.7746337	0.7637435	0.5648587	0.62050486	0.64887756	0.66328704	0.81616867	0.7759469	0.90441227	0.8217405	0.8827751	0.9504324	0.72511184	0.8507248	0.90727913	0.84270155	0.9795481	0.8640058	0.8348254
schouder_blessure/noun	0.80086714	0.88946563	0.9327204	0.80024433	0.6995771	0.9299879	0.86001354	0.8349272	0.7595697	0.71504706	0.93813664	0.774884	0.9214531	0.90822	0.6587497	0.9404299	0.8050089	0.87450933	0.0	0.91259867	0.9701478	0.9825175	0.86615473	0.8903772	0.9154061	0.94585454	0.6290699	0.8859419	0.98224163	0.69805014	0.95521086	0.59209573	0.93978786	0.9527837	0.90020657	0.81699586	0.95605433	0.9285325	0.9498435	0.93328327	0.6182509	0.87463224	0.94816554	0.9242124	0.73314834	0.82425725	0.7850543	0.9362103	0.9113157	0.8069438	0.75712734	0.8941003	0.7675672	0.92498946	0.9614572	0.64504	0.87400794	0.77764523	0.9579274	0.568557	0.88987905	0.91983	0.9371752	0.558862	0.9713816	0.93138	0.8604212	0.8856867	0.89541084	0.8107136	0.8083453	0.7655103	0.72937787	0.9508717	0.9340232	0.7960931	0.9353687	0.8880349	0.817201	0.8878896	0.79871976	0.7205955	0.9152358	0.9495091	0.61466265	0.85301256	0.9108747	0.8442707	0.76469415	0.9748532	0.9141681	0.58457077	0.7545033	0.92230576	0.7639115	0.79120445	0.94390965	0.85763705	0.86283654	0.47540313	0.9468056	0.90120924	0.79105395	0.89114445	0.7108982	0.96636474	0.93330264	0.9350256	0.6393471	0.75143623	0.34742343	0.54019755	0.6902588	0.9319394	0.68510795	0.6095436	0.9629414	0.8286926	0.90787864	0.5527508	0.79604495	0.7474551	0.8962799	0.80904317	0.89867437	0.87382376	0.867963	0.76038533	0.9124419	0.8232858	0.89719075	0.9627232	0.91032416	0.76796603	0.93582857	0.85044336	0.81391823	0.9474632	0.42241699	0.96952	0.59469235	0.54333556	0.86073536	0.809952	0.8303672	0.7451595	0.5132574	0.23746634	0.8744969	0.7170115	0.9252244	0.9325683	0.8926264	0.75961554	0.7578083	0.878336	0.9225135	0.9591048	0.7356079	0.9381291	0.93986434	0.8940309	0.9747604	0.85418874	0.9336067	0.83459973	0.93354106	0.7893516	0.89165306	0.7757746	0.9250937	0.8542954	0.24832278	0.93559605	0.97154516	0.9728247	0.7928006	0.91708064	0.6470326	0.7294847	0.86527705	0.9585983	0.946029	0.8388618	0.7159051	0.36558902	0.67911184	0.8966557	0.7843635	0.90068215	0.9146495	0.7964303	0.58879375	0.9093824	0.79436064	0.9743961	0.81622314	0.9704081
alles/noun	0.6825181	0.7206335	0.93871605	0.8386632	0.880412	0.77698666	0.8933419	0.87301075	0.6504094	0.7046453	0.95985365	0.8458792	0.94392276	0.8021696	0.8335882	0.848785	0.9461041	0.8695951	0.91259867	0.0	0.93918526	0.8980988	0.93091214	0.90425265	0.85883397	0.9242124	0.6855964	0.88891864	0.81445634	0.8872535	0.8448186	0.8788725	0.8447982	0.8346795	0.73433244	0.83954966	0.90954167	0.8573527	0.9296042	0.840552	0.91160554	0.96031296	0.8929035	0.6590619	0.7525377	0.870955	0.9258797	0.81147027	0.9543271	0.6831503	0.76754546	0.8839176	0.87064445	0.9017593	0.9054515	0.9326098	0.6532133	0.84106916	0.8247635	0.95007527	0.7019458	0.89985406	0.7283889	0.89595515	0.76110125	0.8690473	0.888392	0.6489161	0.9385233	0.5759338	0.9349283	0.84136665	0.7252424	0.6060145	0.7364795	0.9209894	0.9269786	0.7779175	0.66133606	0.8644792	0.81900066	0.8659427	0.87233454	0.9598628	0.85187614	0.6627898	0.7458223	0.635173	0.7165476	0.87858707	0.89096004	0.86851895	0.83971304	0.86413276	0.60612255	0.9399736	0.74747527	0.8816232	0.8651564	0.8832271	0.87807447	0.83021295	0.78973085	0.6330975	0.92770636	0.98408276	0.8783739	0.9285183	0.7562468	0.6239754	0.8834094	0.92053753	0.9202353	0.8585142	0.79469085	0.75221646	0.8388915	0.7172438	0.88724303	0.94215703	0.7892575	0.9041358	0.77024186	0.7520914	0.9065178	0.7389365	0.9397415	0.7992995	0.9108151	0.6675011	0.85933095	0.89255226	0.8489448	0.89350414	0.915954	0.86581445	0.7716282	0.8248197	0.8938083	0.7778816	0.72804445	0.9568842	0.6137704	0.89274937	0.94310975	0.81688255	0.9338752	0.87650406	0.6830585	0.8146227	0.7964297	0.80527014	0.8460527	0.8866868	0.8684858	0.8699202	0.8607849	0.88005495	0.795454	0.86031264	0.97897524	0.8710982	0.84032005	0.78902113	0.87436104	0.8520981	0.72829044	0.9201177	0.9021087	0.6969873	0.91337997	0.8225143	0.90075386	0.75383675	0.9803514	0.94516194	0.93663466	0.90533525	0.86715555	0.78256613	0.69555485	0.86813647	0.7100448	0.80740166	0.86149603	0.8392551	0.87318534	0.8448273	0.7180629	0.81342405	0.89016306	0.89389056	0.8632289	0.8464942	0.84921485	0.8929172	0.9187498	0.90637046
