	eind/adv	immers/adv	elektricien/noun	word/verb	plein/noun	bekom/verb	schepen/noun	carrière/noun	stadion/noun	mag/verb	aantal/noun	afgelopen/adj	16/noun	aanpak/noun	daar/adv	daarentegen/adv	dank/verb	eerder/noun	stap_af/verb	stelling/noun	mei/noun	schepen_college/noun	vrijdag/noun	Genkse/adj	gisteren/adv	burgemeester/noun	sociaal-democraat/noun	ere_podium/noun	jaarlijks/adj	diner/noun	ere_titel/noun	inwoner/noun	namelijk/adv	mening/noun	totnogtoe/adv	ook/adv	onderscheiding/noun	Ier/noun	persoonlijk/adv	maand_blad/noun	samenleving/noun	tegelijk/adj	Belgisch/adj	louter/adj	al/adv	nieuw/adj	passend/adj	sporter/noun	stad_bestuur/noun	dans/noun	kampioen/noun	campus/noun	stad/noun	winnares/noun	ingebruikname/noun	medaille/noun	sporthal/noun	9/noun	strijdlustig/adj	gesneuveld/adj	volg/adj	Frans/adj	weekend/noun	waarde/noun	be/noun	goed/adj	drager/noun	meest/adj	Brugse/adj	wetenschapper/noun	ondernemer/noun	voortaan/adv	morgenavond/adv	nationaal/adj	decennium/noun	vrijwilliger/noun	wedstrijd/noun	strategie/noun	jong/adj	gemeente_bestuur/noun	vasten/noun	premier/noun	minstens/adv	succesvol/adj	credo/noun	ploeg_makker/noun	2003/noun	vier/verb	maart/noun	helder/adj	ploeg/noun	sport_raad/noun	begrip/noun	bovendien/adv	u/noun	filosofie/noun	filosoof/noun	inzicht/noun	ga_op/verb	bewogen/adj	ere_burger/noun	jaar/noun	uur/noun	visie/noun	start/adj	numerus/noun	openbaar/noun	wereldbeker/noun	Oudenaardse/adj	reder/noun	rij/noun	opvatting/noun	sport_mens/noun	laureaat/noun	decor/noun	gisteravond/adv	misvatting/noun	vader/noun	Thais/adj	laat/verb	Sint-Niklase/adj	gereformeerd/adj	donderdag/noun	titel/noun	groente/noun	vrijwilliger_werk/noun	inzet/noun	eerst/adj	lid/noun	provincie/noun	winnaar/noun	nerveus/adj	eigenaardig/adj	genodigd/adj	ander/adj	verkoudheid/noun	idioot/adj	steeds/adv	minister/noun	kennelijk/adj	legislatuur/noun	muzikaal/adj	principe/noun	ideaal/noun	supporter/noun	kommer/noun	dienst/noun	loopbaan/noun	duidelijkheid/noun	yoga/noun	never/noun	vorig/adj	Spanjaard/noun	muze/noun	parool/noun	sterf_dag/noun	midden_stip/noun	stadhuis/noun	eind_winnaar/noun	briljant/adj	keer/noun	Ninoofse/adj	burgerlijk/adj	feest_zaal/noun	junior/noun	lang/adj	tienjarige/adj	gelovig/adj	waar/adv	seizoen/noun	persoon/noun	verdrijving/noun	aanvankelijk/adj	beeldhouwer/noun	behaal/verb	blijkbaar/adj	in/adj	indrukwekkend/adj	sport_laureaat/noun	reflex/noun	verdienstelijk/adj	aanvang/noun	standpunt/noun	week/noun	7/noun	voorzitter/noun	gemeente/noun	omroep/noun	neem_plaats/verb	drie/noun	officieel/adj	lijst/noun	restaurant/noun	traditie/noun	kring/noun	loos/adj	overtuiging/noun	simplistisch/adj	top_schutter/noun	judoka/noun
persoon/noun	0.8899767	0.789001	0.8581526	0.6900027	0.9002961	0.83077526	0.94154257	0.92616874	0.88580173	0.8233097	0.7738787	0.7829137	0.90068924	0.84222734	0.8872399	0.8671178	0.9316303	0.85111326	0.89999497	0.8918569	0.9030738	0.8826401	0.882111	0.8580032	0.8758894	0.925464	0.8841265	0.9295427	0.61852324	0.8153409	0.89445484	0.601785	0.7926005	0.86376774	0.7500459	0.8339014	0.8344343	0.8469566	0.81839854	0.8925774	0.84820586	0.78909814	0.85836786	0.8151204	0.8032737	0.91081697	0.8469858	0.67292386	0.8578028	0.9201728	0.93584645	0.82734406	0.8557122	0.8928255	0.89580345	0.8198341	0.8737098	0.91008264	0.91424054	0.7970697	0.93770576	0.90831065	0.8697003	0.7907649	0.9256842	0.9182996	0.77882767	0.85300845	0.8359469	0.8092337	0.7900994	0.7149142	0.91818655	0.89938843	0.8811501	0.6495893	0.8708037	0.8753356	0.82137656	0.84766054	0.90251625	0.93549323	0.55224144	0.9312875	0.91113144	0.91989845	0.82941586	0.92477626	0.89330244	0.90092534	0.87961257	0.8695069	0.8728641	0.7856029	0.83005226	0.8930703	0.88095546	0.85446197	0.89264345	0.89874715	0.91093904	0.6528269	0.7966193	0.87079763	0.8172606	0.900103	0.84968746	0.923915	0.84998256	0.8459904	0.9123335	0.8478128	0.84634805	0.82632875	0.90197176	0.8618982	0.8719245	0.8563144	0.8145864	0.8890349	0.8339823	0.8647341	0.87680036	0.90829664	0.85616183	0.7995387	0.86692554	0.8992483	0.6606168	0.8265747	0.86999565	0.93190336	0.87495065	0.72269404	0.7965558	0.8975617	0.87898463	0.8520067	0.9452135	0.86975205	0.8852368	0.8818019	0.8319027	0.88161665	0.77869433	0.9340014	0.786073	0.9121099	0.9000756	0.87793505	0.95824933	0.85743964	0.89118636	0.8923858	0.91982603	0.90989405	0.92107576	0.8950783	0.91154397	0.9116881	0.73047745	0.8481315	0.82422096	0.8623164	0.90400887	0.8275198	0.87375444	0.7822402	0.8554574	0.92955965	0.0	0.8742427	0.8732111	0.8670436	0.85561985	0.89151746	0.89377123	0.90088016	0.9047917	0.88803476	0.8807516	0.9025661	0.88720745	0.8229154	0.9042883	0.95664024	0.7641061	0.8559993	0.89395195	0.7863185	0.8521554	0.77796364	0.86304885	0.8909372	0.8493546	0.8915666	0.8751319	0.8953222	0.8996587	0.8211198
verdrijving/noun	0.9239078	0.8730849	0.90486896	0.8625318	0.9237306	0.935191	0.969082	0.90829563	0.93367004	0.9038026	0.88261616	0.8703964	0.95108116	0.8553137	0.8992765	0.8413056	0.90618366	0.857808	0.9206304	0.812321	0.9321171	0.9317472	0.9433231	0.9230916	0.8440901	0.94051826	0.85110843	0.9282888	0.900943	0.89550954	0.90318394	0.8056977	0.86475456	0.8971659	0.8791578	0.9151607	0.91436523	0.8797782	0.8482529	0.94191074	0.8026448	0.89326024	0.9088681	0.8461323	0.8980804	0.9161901	0.91448873	0.8917334	0.9169204	0.9297986	0.945555	0.9184441	0.81291217	0.9362414	0.8914002	0.9422925	0.9513815	0.94119173	0.86384356	0.813475	0.92589	0.8861258	0.9327539	0.9140707	0.9465402	0.9394139	0.9127465	0.8561615	0.9374788	0.9038236	0.888037	0.9045199	0.9285899	0.88767016	0.84950155	0.8837936	0.9386519	0.8334951	0.90037996	0.9206362	0.90790206	0.82851946	0.8817963	0.8991405	0.8939949	0.922336	0.9236074	0.90679044	0.93178034	0.91421735	0.9388326	0.9119036	0.8692157	0.8990574	0.9519493	0.89239985	0.89419055	0.90405333	0.885863	0.9025749	0.92616117	0.91191345	0.950231	0.88884854	0.92080355	0.9313636	0.8571664	0.9311956	0.9262048	0.8970624	0.9437504	0.85895056	0.93837994	0.9425	0.92062247	0.86233103	0.891535	0.88683987	0.87221444	0.9235806	0.91455156	0.87432927	0.9209457	0.9453131	0.94621956	0.8924173	0.85329545	0.9026351	0.83424056	0.82891	0.94159865	0.9193937	0.90919113	0.912458	0.9063231	0.9243193	0.8878314	0.86026925	0.9265943	0.86175716	0.9259693	0.9179737	0.87481546	0.86934155	0.8935803	0.93859494	0.91999996	0.9164468	0.92938143	0.94503176	0.96699184	0.9099991	0.89085954	0.9331465	0.9204466	0.9102885	0.9477325	0.95116866	0.9533399	0.92048156	0.93913007	0.92507344	0.8876439	0.9423693	0.9540392	0.92142594	0.87553495	0.82063663	0.82810646	0.9450866	0.8742427	0.0	0.8330184	0.9249015	0.9443042	0.9193226	0.92636156	0.9114605	0.95706826	0.90593934	0.9329673	0.93781465	0.85644156	0.9132484	0.94778055	0.9530682	0.90794504	0.9159434	0.9442518	0.9345716	0.8530291	0.9095955	0.95517063	0.8749953	0.8574658	0.8925905	0.8561022	0.87484986	0.9425134	0.92962456
aanvankelijk/adj	0.8536141	0.7093368	0.8866995	0.78772706	0.8915459	0.84473884	0.9141221	0.87005323	0.88017917	0.8059206	0.82699215	0.79588383	0.9261031	0.7828407	0.8330291	0.5836633	0.8453586	0.70847994	0.83986855	0.80545497	0.9070988	0.7968826	0.85494035	0.8076272	0.6840383	0.87315863	0.75554013	0.9075352	0.88176364	0.87262887	0.8697246	0.8746826	0.71165144	0.85005563	0.65943587	0.75054294	0.8781361	0.85335076	0.7889733	0.88318175	0.85265994	0.792665	0.8639974	0.7751175	0.814159	0.8358282	0.8510343	0.83504236	0.7897715	0.8986347	0.91440034	0.8769696	0.88174593	0.8900682	0.87363774	0.9093685	0.9151748	0.93729293	0.7823993	0.8820596	0.8473447	0.84364974	0.8675954	0.8257448	0.93342215	0.79934746	0.87010854	0.8104373	0.8496894	0.8032076	0.7905256	0.79464906	0.8335388	0.88898903	0.84329677	0.8537378	0.8326163	0.7777009	0.8620975	0.794392	0.8961276	0.8004836	0.86784756	0.84663594	0.83755577	0.8799743	0.844996	0.93239385	0.891936	0.8393192	0.81613624	0.85942996	0.8065458	0.65721214	0.92466486	0.8663384	0.88628405	0.85198534	0.8943	0.8474025	0.9204738	0.8945525	0.94466233	0.8266188	0.8246115	0.8883876	0.808835	0.911158	0.86441225	0.8356979	0.9026623	0.8003919	0.8864509	0.9305537	0.8741186	0.7142278	0.83053553	0.89141214	0.82173395	0.78596824	0.8540677	0.83547604	0.84008753	0.9019979	0.8985955	0.84812176	0.81368387	0.89389014	0.88107795	0.86056685	0.9001912	0.7280581	0.78885853	0.83386886	0.85663724	0.82579243	0.80647266	0.7089927	0.8442309	0.6572874	0.85569113	0.86517364	0.79913205	0.8469786	0.8326897	0.8735105	0.8940328	0.86366767	0.8210684	0.8878693	0.9234589	0.80980223	0.84539366	0.87611747	0.8625565	0.9138388	0.91652733	0.8977221	0.9278656	0.8470057	0.90104365	0.85909045	0.8582105	0.9141118	0.91807264	0.8203537	0.8565923	0.83363634	0.86345947	0.8473228	0.8732111	0.8330184	0.0	0.90249753	0.8761173	0.6938302	0.9113749	0.8451508	0.9521078	0.8214614	0.86788595	0.84819114	0.80863893	0.8171261	0.9326188	0.91396534	0.8154567	0.8453089	0.8724903	0.88664174	0.7781338	0.88817984	0.9234895	0.89539194	0.7500963	0.799924	0.8109889	0.79342747	0.8959265	0.8629241
beeldhouwer/noun	0.8863667	0.87497705	0.79835284	0.87440383	0.82758904	0.8933355	0.7082303	0.8343814	0.894169	0.93199533	0.9082033	0.9200821	0.871895	0.9041048	0.9035841	0.8813357	0.88138825	0.8866381	0.8601421	0.8914703	0.8891601	0.8650453	0.8842058	0.8558898	0.8263696	0.7122646	0.8558295	0.88976645	0.8980474	0.86192954	0.81911707	0.86654204	0.880249	0.9353375	0.86277807	0.88248473	0.7711058	0.81401193	0.8355192	0.8226969	0.8713954	0.84811276	0.8162586	0.84402627	0.89997786	0.89082396	0.8415682	0.81596607	0.8474691	0.8064652	0.8098764	0.8366834	0.8316268	0.8290914	0.9165484	0.8875373	0.88853216	0.8897296	0.8275647	0.8055651	0.9191168	0.73095196	0.87834746	0.90981984	0.87384605	0.91284484	0.8111167	0.84255934	0.7620697	0.738011	0.82067263	0.8923367	0.83744097	0.87917674	0.8641891	0.84579813	0.93285525	0.9070924	0.7496555	0.8674178	0.91415393	0.8369936	0.9137911	0.8148472	0.8252299	0.80433595	0.9159476	0.8010938	0.8888941	0.8803112	0.8381089	0.8305135	0.8875228	0.8996203	0.86167014	0.8300303	0.57227063	0.87927294	0.93187964	0.79346687	0.74460256	0.89356923	0.923386	0.8465911	0.85403234	0.9555951	0.91721845	0.894853	0.8385427	0.810169	0.9362329	0.8781716	0.8751575	0.71302193	0.76984704	0.843654	0.868243	0.70261264	0.83909816	0.91198134	0.8410775	0.82331383	0.8812802	0.86786294	0.9116371	0.8537762	0.905025	0.91630346	0.87144464	0.8861115	0.8097232	0.89334315	0.849235	0.8128363	0.871286	0.9169258	0.88944256	0.9045311	0.8188473	0.89327013	0.8846995	0.7875079	0.92631817	0.843233	0.85930943	0.9300337	0.8841512	0.8437313	0.9398887	0.88658404	0.9178382	0.89811164	0.85497206	0.71661973	0.9332276	0.7800018	0.93125665	0.80538774	0.81941205	0.74189246	0.9253148	0.8391526	0.8813999	0.84517527	0.8132087	0.934678	0.81749743	0.8589556	0.85278094	0.9128145	0.8670436	0.9249015	0.90249753	0.0	0.8941844	0.9159606	0.94255155	0.7846334	0.89886445	0.8714595	0.77190816	0.89107656	0.9051061	0.9146831	0.88229924	0.68622136	0.86446714	0.88180375	0.84271544	0.9076035	0.88739705	0.87072396	0.82457685	0.8194035	0.8302121	0.87892306	0.91091186	0.88459975	0.80798006	0.8118493
behaal/verb	0.83679247	0.8341373	0.8816149	0.9081737	0.95828056	0.84265864	0.90922594	0.799139	0.79854584	0.8717751	0.86455697	0.7495291	0.8560694	0.93665624	0.95199835	0.7733557	0.792737	0.8654854	0.8679143	0.9046831	0.83249176	0.9105656	0.88054395	0.82939744	0.82998973	0.8908119	0.8315231	0.77027893	0.8080582	0.9251201	0.85529923	0.8270366	0.9138483	0.9488863	0.7806908	0.9281657	0.77744836	0.79029584	0.89151037	0.91148895	0.947958	0.9259746	0.7462522	0.921916	0.8096943	0.93063474	0.9175819	0.8036494	0.9055006	0.94094795	0.48825258	0.8813937	0.8935212	0.6705222	0.9060902	0.5791256	0.89711607	0.86735135	0.8207873	0.903113	0.78285	0.87989473	0.72136927	0.8499491	0.9277331	0.8943413	0.89654744	0.8983232	0.8505183	0.91660726	0.88910925	0.9022175	0.72463715	0.70868087	0.8638316	0.8887097	0.57939494	0.8855405	0.86508775	0.93210804	0.938495	0.9110884	0.73784494	0.78527033	0.8945661	0.8004637	0.76239866	0.7088691	0.8483425	0.93607235	0.5991106	0.8552694	0.9382976	0.8896539	0.8094941	0.9077334	0.9285224	0.92857254	0.8979694	0.8395574	0.8350487	0.7287607	0.88322145	0.933627	0.86117107	0.95202374	0.94270986	0.61174905	0.8573513	0.8863513	0.62252986	0.9356463	0.8649823	0.6750133	0.9149269	0.76304376	0.9220242	0.9400845	0.9065761	0.93482375	0.89738417	0.9212437	0.8875933	0.6402182	0.95502853	0.89979935	0.8227179	0.79931116	0.8412957	0.90516824	0.58427805	0.883342	0.89553756	0.8973718	0.92052555	0.9149117	0.927001	0.92670065	0.94608086	0.9327849	0.8574166	0.9135965	0.91982514	0.921063	0.80276346	0.899271	0.9364485	0.7406748	0.93012464	0.93804884	0.95447844	0.6917707	0.7417344	0.9309904	0.9336326	0.89239186	0.90877527	0.91159236	0.7690958	0.86039835	0.68898207	0.8747986	0.9042919	0.91436625	0.6100824	0.9030342	0.8479445	0.9377587	0.8923867	0.60611975	0.85561985	0.9443042	0.8761173	0.8941844	0.0	0.9243104	0.9671674	0.8198743	0.79854745	0.8910196	0.65083766	0.82067174	0.9196667	0.8270353	0.860154	0.8593885	0.90331215	0.9311104	0.8782131	0.7946725	0.89061147	0.84247875	0.93195707	0.9322951	0.93954015	0.91751504	0.9148847	0.9378373	0.6556027	0.71029115
blijkbaar/adj	0.9182587	0.6172521	0.88070685	0.8440304	0.91993386	0.82270515	0.92521524	0.9123088	0.9093854	0.7487365	0.8841734	0.9322458	0.97619766	0.7844241	0.7498667	0.7218992	0.8546631	0.91686887	0.8073828	0.83428705	0.97549146	0.84539783	0.9567685	0.80404997	0.90776575	0.9161669	0.8438757	0.9070722	0.9196287	0.911409	0.8856151	0.8948337	0.6503432	0.7650974	0.7320906	0.63847536	0.91048884	0.8727293	0.78429145	0.9065043	0.78005826	0.7694547	0.87522537	0.7899503	0.77924514	0.8694076	0.8492062	0.80422944	0.837127	0.90247506	0.92947227	0.907529	0.9064828	0.9360386	0.9118788	0.9231529	0.9248753	0.97544247	0.8591906	0.90397537	0.9080919	0.9194239	0.8651466	0.8539592	0.89616597	0.676203	0.82989836	0.7731924	0.8813248	0.8186412	0.79919195	0.8265318	0.8906971	0.9041334	0.8663919	0.8736786	0.8788968	0.81540614	0.80550915	0.8463383	0.8662663	0.9188253	0.8865728	0.8981012	0.8473446	0.8718834	0.9375353	0.92675936	0.9780441	0.8149812	0.81640935	0.8956456	0.7749655	0.6184971	0.93238467	0.8178116	0.8736446	0.7804292	0.91081816	0.8705281	0.9301004	0.9643197	0.9626932	0.79535985	0.86965454	0.92450845	0.8472489	0.93542206	0.8744696	0.8565688	0.92286485	0.7999123	0.8183907	0.9163459	0.9044967	0.9025487	0.78835106	0.9138615	0.8826518	0.7532646	0.85894036	0.83590126	0.9492787	0.91621894	0.8662021	0.8165532	0.8343011	0.93636894	0.92866397	0.92069274	0.94796115	0.752339	0.705155	0.87567776	0.79631877	0.78028166	0.7625896	0.66032445	0.93505204	0.32241654	0.8619395	0.8408948	0.7940166	0.82499313	0.8109819	0.8582008	0.9223416	0.913411	0.8196214	0.84455174	0.89644027	0.92963815	0.88842285	0.8804964	0.87550974	0.9513314	0.9194811	0.9287533	0.9543875	0.8618616	0.89957523	0.88756186	0.8977628	0.93071306	0.93368125	0.858183	0.89519733	0.77711654	0.88205147	0.8813381	0.89151746	0.9193226	0.6938302	0.9159606	0.9243104	0.0	0.809739	0.89744747	0.9339608	0.7843219	0.8628612	0.9360873	0.8309223	0.92466354	0.973469	0.93560714	0.8842536	0.8674924	0.8802307	0.88528985	0.91585946	0.90327066	0.93877715	0.86154616	0.81342614	0.80217034	0.76173604	0.7855147	0.8966555	0.8524549
in/adj	0.929803	0.78696865	0.9174398	0.8541607	0.9157661	0.8623332	0.97595966	0.936034	0.9329407	0.8359182	0.90581685	0.9512953	0.97139794	0.9014477	0.85191536	0.86591166	0.9205778	0.92717487	0.8836159	0.89221466	0.9740905	0.9169304	0.9712434	0.92900014	0.93672806	0.9699003	0.9079815	0.916698	0.9470054	0.92485857	0.9277342	0.9576726	0.7744938	0.890695	0.870297	0.8717812	0.9471772	0.92550796	0.8822092	0.93853635	0.87039626	0.869153	0.9207309	0.84337604	0.90427846	0.8581234	0.8470557	0.8691061	0.9179859	0.9280699	0.971453	0.9398245	0.94233394	0.96342224	0.89493865	0.96477026	0.94235194	0.97387564	0.91607755	0.9278284	0.9411306	0.951703	0.93440735	0.89546967	0.91981643	0.8517955	0.8540334	0.8889967	0.9414508	0.88146144	0.8692303	0.86474377	0.94422925	0.9249701	0.909485	0.90508735	0.9370001	0.89254624	0.94514185	0.9054042	0.9329795	0.94405776	0.9241164	0.93326896	0.888775	0.93004215	0.94913626	0.9557852	0.96952987	0.8234317	0.90103525	0.9459059	0.8822534	0.7982124	0.96387273	0.87860644	0.93665886	0.84316796	0.8622848	0.92301965	0.955469	0.95751345	0.9550668	0.88115734	0.9033312	0.95712	0.8536009	0.9647043	0.9212458	0.8847528	0.94781816	0.8542231	0.8863381	0.9618085	0.91135144	0.93632925	0.88385475	0.9343151	0.89485395	0.86597955	0.92550695	0.8766027	0.9589753	0.9646514	0.9200667	0.8760663	0.9149415	0.933311	0.9512079	0.929703	0.9802512	0.87696534	0.8710025	0.9265041	0.90243363	0.8988471	0.82176644	0.8367945	0.9656629	0.8140956	0.92412215	0.8980039	0.80092067	0.85198975	0.93938196	0.8890418	0.8943013	0.9438501	0.88421154	0.9074428	0.9347329	0.96303314	0.9571612	0.91629905	0.9249075	0.96760017	0.94578415	0.94860864	0.9702647	0.9040769	0.94933623	0.92723495	0.88091385	0.9183481	0.9730733	0.9243281	0.9296286	0.88087034	0.8969983	0.9501126	0.89377123	0.92636156	0.9113749	0.94255155	0.9671674	0.809739	0.0	0.8965179	0.98121184	0.85934293	0.9365443	0.95558363	0.88825786	0.93812144	0.9751614	0.98101646	0.9050904	0.9133732	0.90628105	0.9141295	0.8712946	0.9378547	0.9418359	0.911425	0.916759	0.8463757	0.8460144	0.8589872	0.9568071	0.92134154
indrukwekkend/adj	0.9156249	0.8284676	0.8984454	0.8579417	0.7539622	0.8853123	0.9468921	0.74061364	0.8384086	0.8875002	0.86209536	0.878683	0.9174907	0.8760687	0.88647085	0.79915965	0.796347	0.8815842	0.85654914	0.85315293	0.9473261	0.9252908	0.9342802	0.8679615	0.88105416	0.94424534	0.88035756	0.8557808	0.85710406	0.81293064	0.8622401	0.9167734	0.8189999	0.923856	0.80254936	0.82496655	0.80679905	0.85793674	0.8653272	0.8653375	0.86692446	0.7387885	0.86611456	0.79258925	0.8697117	0.7831489	0.73302287	0.8399315	0.90875363	0.72312576	0.86214185	0.86768794	0.84375036	0.855686	0.8564665	0.8484602	0.889032	0.934329	0.79311454	0.81534404	0.8959043	0.86484975	0.8595898	0.86401194	0.87158954	0.7396095	0.83407867	0.790563	0.8459261	0.8556077	0.8982997	0.8913946	0.836486	0.8576167	0.79116285	0.8884146	0.84355086	0.89651126	0.8228212	0.9151291	0.8857653	0.92682904	0.887727	0.69074297	0.8478013	0.87623584	0.9104548	0.852402	0.9412613	0.7077513	0.81273824	0.9026828	0.86269194	0.802733	0.8976007	0.84977674	0.84167033	0.7969644	0.8527583	0.68310773	0.9055743	0.9056283	0.91872203	0.81795126	0.87667775	0.9618013	0.879991	0.85876566	0.8701941	0.90711796	0.8337332	0.8503887	0.85836595	0.8352233	0.61053956	0.85229677	0.85367095	0.90985286	0.8634623	0.8745079	0.8533356	0.8768133	0.9315627	0.79361945	0.88206285	0.8750098	0.84146583	0.8636979	0.9172756	0.92652667	0.86154443	0.78148705	0.69013965	0.78492564	0.86504006	0.89739764	0.76674503	0.858768	0.957473	0.8775883	0.8914111	0.6197864	0.9312326	0.8542072	0.8733451	0.8719647	0.9047303	0.7733217	0.9154943	0.8806267	0.9243544	0.87608325	0.8509198	0.8279535	0.9262265	0.89778936	0.90103865	0.82031626	0.88319635	0.5941647	0.8895476	0.8689904	0.8821189	0.8493977	0.874075	0.8131069	0.850243	0.8550966	0.83602846	0.8348787	0.90088016	0.9114605	0.8451508	0.7846334	0.8198743	0.89744747	0.8965179	0.0	0.9225415	0.8557489	0.7381271	0.8631439	0.9007007	0.8920923	0.9418296	0.9502655	0.91817784	0.9007453	0.8117899	0.87067527	0.85014623	0.84983474	0.85879564	0.83006257	0.8678709	0.85319334	0.8762451	0.81127286	0.8775582	0.84185565
sport_laureaat/noun	0.846628	0.9025443	0.9409516	0.88935626	0.9110254	0.903972	0.8375253	0.9176469	0.8975495	0.9205903	0.9406337	0.90295655	0.81506205	0.9470606	0.95890826	0.9288531	0.91287994	0.94319147	0.9216105	0.96016854	0.8300625	0.84272164	0.8440327	0.85853696	0.90735203	0.84686995	0.9374243	0.927209	0.85789824	0.8955257	0.87705874	0.8505862	0.93500483	0.96309984	0.9098167	0.93163604	0.81981564	0.9346661	0.89782715	0.9026809	0.97103924	0.9268559	0.85905164	0.93915117	0.92587936	0.90534616	0.9067528	0.8599266	0.8591218	0.9351747	0.7767874	0.9095938	0.8914073	0.8223793	0.87776893	0.8595997	0.7750162	0.8312454	0.89354163	0.9281621	0.87374735	0.9334295	0.7701659	0.9572393	0.96063995	0.92251843	0.92662466	0.9306916	0.85998905	0.94599587	0.9161835	0.8704902	0.8414533	0.8367166	0.9368824	0.86898285	0.8586887	0.96020716	0.9232351	0.8582005	0.9481192	0.92938113	0.9142624	0.9269993	0.9608847	0.8723623	0.84717596	0.7307236	0.8316494	0.9664852	0.85730493	0.6932324	0.95090926	0.95298344	0.87651426	0.9730418	0.9433546	0.9704085	0.9525465	0.91708505	0.81010073	0.89359367	0.86218745	0.9492309	0.9136127	0.97040427	0.9565527	0.87496686	0.8293824	0.91767156	0.90056586	0.9508506	0.89461994	0.6458635	0.9227061	0.8869064	0.9557695	0.93778574	0.92641234	0.9410316	0.84119064	0.9379012	0.8594227	0.83726305	0.9633841	0.9257277	0.9198199	0.8887198	0.8895493	0.90952194	0.756097	0.9542775	0.92393774	0.85343254	0.938034	0.95425355	0.9553558	0.9399531	0.9556906	0.9636489	0.8864782	0.87956166	0.95895684	0.969184	0.8609023	0.9463753	0.90197873	0.90087414	0.96558845	0.9399076	0.9827468	0.8574977	0.93956304	0.92156386	0.92426527	0.88528943	0.9294065	0.83997023	0.8463769	0.918075	0.8972623	0.7953106	0.9214588	0.7963027	0.8022364	0.9659418	0.92556745	0.9363609	0.92396665	0.8482801	0.9047917	0.95706826	0.9521078	0.89886445	0.79854745	0.9339608	0.98121184	0.9225415	0.0	0.94338405	0.7589313	0.871929	0.9437962	0.8991578	0.83023214	0.867514	0.884685	0.9315557	0.8873069	0.92659444	0.8622256	0.9094631	0.9375196	0.9265397	0.91376853	0.9549738	0.9553073	0.9645544	0.8210284	0.8377523
reflex/noun	0.92469573	0.76827574	0.90685916	0.81546056	0.90203035	0.8808484	0.90856165	0.86696917	0.8982972	0.85898995	0.88128686	0.912097	0.9192125	0.7741501	0.84792745	0.7662506	0.87212217	0.8802666	0.80910385	0.7800184	0.888363	0.9066972	0.8910108	0.82513297	0.8779387	0.90175223	0.8027984	0.89885646	0.9192601	0.8671875	0.8875919	0.90632737	0.7901695	0.8184652	0.82345945	0.7837668	0.88954365	0.8608699	0.8483925	0.8586773	0.75752705	0.77025145	0.8943151	0.8006958	0.8835088	0.8926692	0.8661817	0.8182441	0.9033293	0.8439988	0.91028726	0.8892181	0.9014256	0.91087496	0.9143265	0.90899456	0.928226	0.9098601	0.84902114	0.8761456	0.91862166	0.88076794	0.89103156	0.81630576	0.886827	0.8442453	0.80399954	0.8195697	0.859143	0.828713	0.8548908	0.8447368	0.8899871	0.8927943	0.83987886	0.8723426	0.8468486	0.80392766	0.8554165	0.89927906	0.86839354	0.8730911	0.88488466	0.88005114	0.7954979	0.85282874	0.9055485	0.899741	0.89717317	0.8253597	0.8183841	0.90215975	0.7991303	0.74602515	0.87273276	0.82053965	0.8500555	0.76175445	0.86518145	0.83771664	0.92653626	0.9227116	0.9035101	0.79078674	0.88003314	0.94290847	0.83018756	0.9241306	0.87560993	0.8714837	0.92434776	0.73585033	0.8537138	0.89471745	0.82246816	0.883626	0.80841964	0.8737136	0.87631816	0.84634185	0.89345497	0.8244601	0.8838458	0.8852343	0.87502337	0.84152746	0.8062852	0.91215646	0.87785286	0.91847116	0.9053603	0.7995043	0.79615843	0.8868398	0.87082446	0.80665773	0.81222063	0.7836387	0.90594184	0.7983142	0.8791626	0.8353339	0.81126004	0.7648068	0.8666474	0.88150406	0.8991779	0.863116	0.88884825	0.8582563	0.9095288	0.9101815	0.8726346	0.8699174	0.87431437	0.915736	0.8804829	0.91009486	0.9051343	0.83180654	0.87679327	0.89402163	0.8602753	0.8985716	0.9023424	0.8679522	0.88187414	0.8044852	0.8855356	0.8819204	0.88803476	0.90593934	0.8214614	0.8714595	0.8910196	0.7843219	0.85934293	0.8557489	0.94338405	0.0	0.8569081	0.89105386	0.774477	0.90815735	0.9069115	0.91136545	0.9040748	0.8469172	0.8596815	0.8928306	0.9117118	0.883562	0.9046918	0.7771615	0.78232485	0.8629504	0.7503713	0.7959754	0.8473439	0.83953935
