	steun/verb	spoor_op/verb	word/verb	dosis/noun	bevrijd/verb	alleen/adj	carrière/noun	mag/verb	geld/noun	dan/adv	ver/adj	aanpak/noun	vooruit/adj	Amerikaan/noun	wel/adv	ondersteun/verb	tracht/verb	strijd/noun	getroffen/adj	zeep/noun	toe/adv	weg/noun	professional/noun	vang_op/verb	maar/adv	probleem/noun	Republikeins/adj	trouwens/adv	werknemer/noun	ook/adv	op/adj	duizenden/noun	proces/noun	systeem/noun	weduwe/noun	boel/noun	zelfs/adv	begrijp/verb	vertaal/verb	lamentabele/adj	ouder/noun	passend/adj	kind/noun	sociaal/adj	weer/verb	ginds/adj	niets/noun	probeer/verb	zogezegd/adj	juist/adj	en/adv	er/noun	alleen/adv	bedwing/verb	baan/noun	fiets/noun	zal/verb	arm/adj	god/noun	lezer/noun	zo/adv	jongen/noun	maaltijd/noun	bouw/noun	goed/adj	mentaliteit/noun	financier/verb	snel/adj	designer/noun	opbouw/noun	zaak/noun	extra/adj	gedicht_DIM/noun	imago/noun	iemand/noun	veiligheid/noun	zet_op/verb	treed_in/verb	broer/noun	buur/noun	vaderland/noun	job/noun	vakantieganger/noun	gemeente_bestuur/noun	het/noun	red/verb	gang/noun	kan/verb	zadel/noun	niet/adv	moet/verb	vlot/adj	wijze/noun	man/noun	want/noun	straf/noun	alvast/adv	valk/noun	weer/adv	vrouw/noun	bovendien/adv	manier/noun	humanitair/adj	wil/noun	maatregel/noun	drugsverslaafd/adj	graag/adj	1-1_gelijkspel/noun	familie_lid/noun	ons/noun	gezondheidszorg/noun	verzet/noun	toch/adv	dus/adv	stap/noun	taal/noun	soms/adv	familie/noun	meer/adv	wereld/noun	overkill/noun	af/adv	meisje/noun	heb/verb	creativiteit/noun	gezond/adj	tijdelijk/adj	vader/noun	bruid/noun	nodig/adj	mens/noun	klant/noun	misschien/adv	specialist/noun	vooruit/adv	daar/noun	oog_arts/noun	huis_bezitter/noun	therapeut/noun	ander/adj	verblijfsvergunning/noun	werk/noun	wil/verb	kloof/noun	hier/adv	meen/verb	natuurlijk/adj	partner/noun	even/adj	organiseer/verb	vul_in/verb	gelukkig/adj	uitstekend/adj	tussenstap/noun	amateur_club/noun	persoon/noun	leer_aan/verb	zeker/adj	zoek/verb	allemaal/adv	overwinning/noun	slachtoffer/noun	club/noun	gestrand/adj	bouw_op/verb	boer/noun	zelf/adv	meneer/noun	taal_grens/noun	verstoot/verb	niks/noun	veel/adj	structureer/verb	om/adj	tekort/noun	jood/noun	bestuur_crisis/noun	onmiddellijk/adj	weg/adj	handjevol/noun	index/noun	droog_leg/verb	kom_voor/verb	chauffeur/noun	president/noun
maatregel/noun	0.7679036	0.8283926	0.7176745	0.8410038	0.91830045	0.7680331	0.92505705	0.8636945	0.8029164	0.8526651	0.8168606	0.5653517	0.88709486	0.88191116	0.8395345	0.7167959	0.80335236	0.85364926	0.81777453	0.88530934	0.937937	0.8939471	0.8729025	0.8178092	0.88638884	0.6934787	0.87105453	0.8208135	0.73264533	0.7613277	0.90170544	0.8820187	0.78286356	0.6323334	0.9373595	0.8921892	0.84264845	0.9007264	0.8818488	0.88605297	0.85990655	0.7837051	0.905864	0.6830547	0.7954108	0.89098233	0.8810482	0.83686996	0.8018806	0.81217074	0.9579733	0.87651443	0.8192011	0.89361465	0.81964284	0.9222367	0.6328097	0.877958	0.9139925	0.8864801	0.8517219	0.93887424	0.8822618	0.7601098	0.8927628	0.86869645	0.7590227	0.826802	0.9046504	0.8387153	0.7264713	0.6944517	0.924182	0.8417798	0.86993676	0.7156396	0.83478296	0.8431426	0.9748858	0.91506135	0.90249074	0.80872095	0.8181836	0.6755998	0.8645496	0.93066704	0.88417315	0.7613023	0.8876169	0.8119769	0.67693084	0.89862037	0.7873787	0.946826	0.87651545	0.6922288	0.75862455	0.9367751	0.90096885	0.9414655	0.62911564	0.76869977	0.728938	0.822435	0.0	0.81468225	0.9224068	0.9542147	0.89874697	0.87649506	0.69011533	0.7621993	0.8664443	0.7740389	0.70510995	0.8645338	0.85594624	0.94044673	0.8770067	0.90949094	0.8790503	0.949923	0.9526708	0.76221734	0.82269144	0.8635157	0.7271893	0.9576961	0.89510965	0.73542213	0.8573837	0.8299343	0.8858748	0.77633643	0.90498245	0.83390176	0.8446241	0.80126256	0.8294713	0.86005694	0.76308185	0.81113267	0.6719433	0.90044653	0.9246167	0.791015	0.8751802	0.8064366	0.9041046	0.89007974	0.81006414	0.9229431	0.91947144	0.78277826	0.879134	0.8625832	0.8432288	0.8825005	0.8573151	0.8998947	0.9117581	0.87905014	0.882156	0.8791057	0.8931059	0.80162704	0.8273782	0.9116064	0.87612677	0.91576296	0.90803295	0.8458823	0.86363053	0.87180173	0.74349666	0.8821565	0.86782813	0.76326144	0.9434039	0.87931496	0.8964417	0.8694202	0.8528508	0.85579634	0.8598499
drugsverslaafd/adj	0.87878025	0.7203518	0.7494911	0.8131934	0.86160487	0.81572735	0.9035663	0.8449771	0.8483519	0.8919421	0.8870074	0.78686446	0.89259297	0.8508446	0.89412653	0.8118659	0.8261198	0.879606	0.779564	0.85683995	0.90516853	0.9097101	0.8109977	0.72588503	0.89800066	0.7985292	0.89169115	0.8538271	0.76558065	0.83198774	0.88953644	0.77436864	0.83591986	0.8404149	0.85117936	0.88235176	0.8697407	0.9153381	0.8830211	0.89084446	0.74647224	0.8294377	0.7147683	0.80809265	0.7571312	0.8581704	0.92344135	0.82326126	0.77959365	0.8563263	0.9101102	0.90381694	0.846194	0.8894094	0.81554973	0.8461104	0.81826365	0.7699907	0.87600386	0.8597156	0.88321704	0.78717524	0.80977666	0.8657243	0.8799393	0.8679204	0.84395456	0.86220825	0.8728823	0.8621588	0.8592068	0.8065639	0.9046382	0.8917411	0.81316566	0.8467351	0.8360692	0.88115394	0.86436605	0.8201639	0.8773635	0.82443273	0.7552456	0.83367217	0.91961265	0.9161667	0.90064204	0.8386842	0.8858829	0.8707388	0.8045712	0.90556055	0.84298676	0.74719954	0.8732021	0.755408	0.87459016	0.91015106	0.9031435	0.75536525	0.76666075	0.858376	0.81808066	0.89011425	0.81468225	0.0	0.8878412	0.94685787	0.70261896	0.8546881	0.7785562	0.8449439	0.89541614	0.8594375	0.9375281	0.8759725	0.8347868	0.8204524	0.85380757	0.8732283	0.93736017	0.9080998	0.7979271	0.8485283	0.87874234	0.8509687	0.7524198	0.858017	0.84466493	0.82994753	0.71531105	0.7928067	0.9016848	0.8055561	0.90269715	0.9060135	0.7972678	0.8363955	0.7662318	0.81416416	0.7695087	0.8605346	0.83125925	0.8983572	0.82325447	0.88813263	0.8903272	0.8460542	0.91672117	0.8804319	0.8766945	0.88873935	0.8828678	0.8863855	0.8486688	0.7286395	0.857392	0.90301716	0.82131624	0.89790016	0.92218405	0.7440001	0.8744934	0.77627075	0.89635855	0.7894613	0.856182	0.90527344	0.8591583	0.8739412	0.9277979	0.83969986	0.87631154	0.8834726	0.8241165	0.7905619	0.91667354	0.8431022	0.8829278	0.8082588	0.9033237	0.880091	0.81072956	0.79784703	0.9152589
graag/adj	0.8985973	0.9167445	0.8531991	0.8846258	0.8932891	0.7069283	0.87085116	0.6609396	0.8136214	0.6836245	0.8088253	0.8978563	0.84994066	0.84301	0.6673094	0.8833604	0.824656	0.92339766	0.9095293	0.8431615	0.7048532	0.9008076	0.77356213	0.8956286	0.7072829	0.907076	0.93436474	0.71056634	0.9169855	0.66195613	0.9019434	0.8645541	0.925028	0.8957498	0.8932122	0.8435909	0.7612219	0.71568877	0.8868259	0.916258	0.7770536	0.8352902	0.78777903	0.91817987	0.866823	0.76113486	0.76897717	0.79034555	0.80101055	0.8417094	0.7398538	0.760285	0.73747844	0.8877913	0.92529	0.8275235	0.78444415	0.865441	0.7969191	0.7630795	0.7658343	0.7806407	0.80870295	0.943927	0.72820324	0.8202529	0.9136254	0.82603467	0.84248745	0.8752384	0.87436295	0.8733541	0.8082742	0.8408978	0.68754256	0.9286589	0.907936	0.9147349	0.88617885	0.824954	0.8305952	0.85687256	0.8318775	0.85776603	0.84983814	0.8790512	0.8999364	0.6631806	0.87518305	0.72841245	0.7306841	0.82792443	0.84404594	0.8722881	0.8153362	0.94591904	0.7883952	0.89264053	0.7836595	0.84543425	0.80945575	0.81006783	0.9063823	0.87127304	0.9224068	0.8878412	0.0	0.94066966	0.8345182	0.7384616	0.9320286	0.93374944	0.6974337	0.75812745	0.90932506	0.8403195	0.7254492	0.81821084	0.7820375	0.87682045	0.88156384	0.7011499	0.8300272	0.75433266	0.8418256	0.785434	0.9107201	0.81714153	0.84210956	0.8688495	0.764346	0.83182436	0.71695644	0.8683051	0.82646126	0.7122351	0.8673578	0.92270845	0.815782	0.8000387	0.90096986	0.84817326	0.57186353	0.92476153	0.64891803	0.89624184	0.7295166	0.8673363	0.7300941	0.9302816	0.8556694	0.74840647	0.8169799	0.90930057	0.8473884	0.9141537	0.8083396	0.8214365	0.8411736	0.7126343	0.89844644	0.93887806	0.8400355	0.8892927	0.9097829	0.8801309	0.65575093	0.73758036	0.8729634	0.8748435	0.7427879	0.6936162	0.8664027	0.80060315	0.94989353	0.89467275	0.9356409	0.8575464	0.90327704	0.79619	0.95129204	0.92179495	0.8902165	0.90306604	0.9253032
1-1_gelijkspel/noun	0.94888395	0.9614893	0.94231254	0.9541172	0.9447646	0.94238234	0.92497927	0.89816296	0.92730737	0.908211	0.927458	0.95726806	0.9160994	0.9360692	0.9265659	0.96029925	0.8670844	0.9302301	0.9537033	0.9560043	0.95007616	0.9314776	0.92171407	0.93411034	0.93487835	0.95585686	0.9435634	0.8889656	0.95275533	0.92239916	0.9383546	0.9505618	0.93641895	0.96770316	0.9607825	0.9310403	0.90083206	0.9523174	0.9557033	0.8989375	0.9511352	0.93352425	0.95392114	0.965562	0.91546375	0.85749435	0.9278924	0.9101866	0.9051466	0.94273734	0.9602657	0.9371529	0.91015816	0.8719004	0.94395703	0.9639294	0.91679466	0.9384774	0.9540507	0.94945204	0.9284394	0.9333466	0.9521459	0.97677904	0.88553214	0.91399956	0.9648601	0.90785253	0.9283915	0.9211637	0.95489794	0.96483046	0.9511081	0.9412134	0.94323355	0.9580638	0.93298787	0.9129414	0.94832766	0.8346792	0.9064529	0.9256323	0.9141869	0.92960846	0.9454576	0.868433	0.9225074	0.9081358	0.9252779	0.9172681	0.9139077	0.8126608	0.9292564	0.9327494	0.9106438	0.9552446	0.86729926	0.9637228	0.9081578	0.94124186	0.9245255	0.9436236	0.93851835	0.9293219	0.9542147	0.94685787	0.94066966	0.0	0.94108635	0.90029025	0.97961676	0.95098794	0.8550361	0.90735936	0.9193875	0.9561655	0.9240165	0.9480087	0.9479184	0.9642006	0.94863135	0.95026326	0.9509765	0.9124948	0.9106854	0.94951	0.95717025	0.95509595	0.9317361	0.96315724	0.94582975	0.948051	0.93181074	0.95714587	0.9134946	0.9331801	0.95323426	0.97097486	0.94098836	0.9541422	0.9382796	0.9435027	0.9185298	0.8001269	0.93189365	0.93911517	0.94723487	0.9552862	0.918711	0.911358	0.94701886	0.8838359	0.86281246	0.90158516	0.8765936	0.9648678	0.94771385	0.910504	0.9551173	0.9293096	0.6366755	0.96079177	0.7648752	0.921599	0.9413388	0.95113456	0.93196267	0.9506712	0.9126381	0.95372605	0.90905493	0.9173784	0.9343808	0.9313165	0.9628884	0.9445817	0.9170697	0.93259203	0.8316961	0.9184506	0.9108513	0.9759645	0.9523955	0.94787526	0.9408
familie_lid/noun	0.8241041	0.723758	0.71660703	0.85727376	0.74906164	0.8262993	0.9069097	0.8252549	0.85328007	0.8800409	0.89646375	0.9118753	0.9095675	0.747211	0.9097276	0.80717623	0.7696791	0.87539476	0.6962056	0.8615438	0.87005126	0.8953581	0.7949864	0.7047967	0.90239334	0.86723083	0.8486197	0.8641736	0.7857097	0.8259501	0.85880435	0.62856364	0.80838597	0.9021084	0.62702084	0.8823176	0.8068834	0.8926573	0.8990104	0.9069911	0.5159037	0.8350493	0.56242484	0.8609119	0.86751056	0.81917495	0.9097918	0.7752669	0.72507274	0.88864785	0.8863609	0.9166503	0.8608992	0.8508314	0.85580397	0.8448259	0.8017997	0.77921546	0.81098026	0.79418105	0.89670426	0.70408607	0.81103516	0.9056958	0.8819479	0.895789	0.8765734	0.8950668	0.8575381	0.8932849	0.86179674	0.8531883	0.84650254	0.8989456	0.7259309	0.8827749	0.8852138	0.8690052	0.6487281	0.6209973	0.7462723	0.83844954	0.7306458	0.83222556	0.9439853	0.8367961	0.8941122	0.82490003	0.8857164	0.88839066	0.820657	0.9381409	0.8098438	0.62717795	0.87040836	0.8458956	0.87192184	0.8916177	0.88564974	0.5809696	0.8175552	0.82762957	0.82254636	0.861395	0.89874697	0.70261896	0.8345182	0.94108635	0.0	0.7923807	0.88157547	0.8340186	0.9049861	0.9005253	0.9285261	0.8534126	0.80786294	0.42246157	0.8904072	0.8831826	0.92162764	0.8589838	0.6396922	0.76905155	0.87552005	0.8631375	0.78399557	0.5791421	0.71835136	0.8718231	0.64293766	0.7401009	0.9034256	0.78591144	0.93060523	0.9123096	0.8053256	0.85543483	0.69344676	0.7595914	0.80373675	0.8627858	0.8168306	0.9141801	0.8298622	0.8992687	0.8976687	0.7136765	0.8642175	0.9073824	0.84977365	0.8536581	0.90711886	0.9114769	0.88734996	0.665413	0.8674194	0.88800585	0.79194593	0.88339734	0.9197488	0.5249033	0.8655471	0.7249809	0.8914031	0.7367289	0.79408133	0.8432846	0.88066167	0.7852125	0.92620623	0.8724506	0.8882434	0.8739811	0.87029445	0.7145081	0.9362235	0.7978419	0.86142266	0.7434219	0.9330102	0.901745	0.8450904	0.73505896	0.7874791
ons/noun	0.8814346	0.87847227	0.7554568	0.83023435	0.8475096	0.7091414	0.9016645	0.72402525	0.8283226	0.68885654	0.82798797	0.8630682	0.82946074	0.79187125	0.71467984	0.8878294	0.742154	0.8889892	0.8585451	0.82207716	0.7684551	0.8426476	0.79865766	0.874971	0.7232388	0.8523675	0.8790645	0.7358656	0.87647825	0.7338837	0.8753184	0.83694905	0.8814399	0.8657926	0.8671069	0.7697897	0.7527485	0.7649671	0.8764784	0.9102586	0.7530929	0.8278978	0.77392274	0.9026589	0.8496609	0.7428085	0.8020822	0.73081064	0.759763	0.7796942	0.80526733	0.7541749	0.7300082	0.83831644	0.87361085	0.8320988	0.7248945	0.83741236	0.6929618	0.6851245	0.7483455	0.76060414	0.82005835	0.9278357	0.7634377	0.79192054	0.916468	0.81829524	0.84779906	0.877588	0.84612536	0.85267735	0.83688563	0.84875906	0.6244856	0.8705285	0.89351845	0.88967854	0.8839968	0.74803025	0.79422563	0.85047513	0.78043854	0.85917914	0.76856136	0.83793426	0.84912956	0.6678251	0.8499126	0.6730891	0.7209921	0.84814644	0.81251204	0.79135865	0.79931414	0.9061595	0.76704836	0.87463063	0.75904936	0.77847785	0.7355168	0.79487604	0.846432	0.79341215	0.87649506	0.8546881	0.7384616	0.90029025	0.7923807	0.0	0.91108716	0.8938505	0.67626715	0.6992016	0.86973405	0.8409253	0.7146415	0.79809856	0.7602962	0.819574	0.9115661	0.76500326	0.80243254	0.77921987	0.7990267	0.8118627	0.89389	0.8391762	0.83652604	0.8508198	0.68444526	0.74991894	0.71479243	0.85545695	0.79374874	0.7631856	0.8511487	0.88425356	0.7830856	0.8323718	0.8664548	0.8602586	0.7215353	0.84312606	0.69687974	0.87552536	0.7278894	0.8533605	0.70709556	0.94740367	0.8746306	0.7661991	0.82854474	0.88787115	0.84434515	0.82610947	0.8366239	0.81903535	0.876036	0.7191674	0.86045444	0.8479884	0.85790455	0.8414102	0.8903442	0.80434656	0.7890749	0.75141805	0.8404307	0.87604535	0.78528583	0.76338655	0.86459816	0.7469051	0.91871786	0.8160323	0.91043365	0.825285	0.8579677	0.8065567	0.9052976	0.9169585	0.8729227	0.8038163	0.9036618
gezondheidszorg/noun	0.84699416	0.8585553	0.8157165	0.861044	0.9219825	0.8002337	0.9333608	0.88609004	0.75328827	0.91924095	0.8440956	0.7215731	0.873408	0.8980569	0.92461556	0.7108557	0.8430185	0.88567907	0.8067037	0.88280493	0.9613417	0.8884655	0.8065815	0.78282595	0.92546225	0.7399266	0.900829	0.89566725	0.7062564	0.8120986	0.93417263	0.8825855	0.86694646	0.6976637	0.9174994	0.9155821	0.89500856	0.93681014	0.8586302	0.858279	0.82799715	0.8213095	0.83056724	0.46741784	0.85037434	0.91231	0.9266421	0.8976241	0.83368605	0.8518889	0.9627751	0.93744993	0.81837654	0.9020372	0.81164515	0.9271955	0.77277327	0.7669263	0.9320162	0.91347665	0.9036239	0.93547165	0.8401063	0.77983296	0.845156	0.83119994	0.6755041	0.836048	0.8928755	0.76982415	0.8270907	0.6542116	0.9568576	0.80752903	0.91788375	0.55137074	0.8173078	0.8726486	0.9639556	0.94578624	0.91226244	0.8269675	0.8172656	0.82260084	0.93435663	0.9423482	0.91123265	0.8075784	0.9288515	0.89592814	0.73024935	0.8901771	0.82464105	0.9471921	0.8988763	0.8796913	0.89336884	0.95590454	0.9209171	0.888933	0.6476965	0.8350739	0.7308763	0.8793885	0.69011533	0.7785562	0.9320286	0.97961676	0.88157547	0.91108716	0.0	0.8548956	0.92244786	0.8076519	0.8907877	0.8432795	0.90025693	0.91147876	0.8604334	0.86464185	0.92433125	0.95890963	0.93399256	0.8727016	0.7833995	0.7791906	0.7966009	0.92370766	0.92210937	0.7367208	0.81738603	0.81784993	0.93783104	0.6835841	0.90747404	0.9086336	0.82979596	0.78954923	0.79220074	0.81954384	0.8470953	0.8247673	0.80303764	0.8596546	0.91818947	0.844989	0.90323526	0.8237449	0.955607	0.88820744	0.847228	0.9466075	0.8792028	0.8672584	0.87301475	0.8399857	0.828403	0.92525345	0.858691	0.93870866	0.95174074	0.90221566	0.89087015	0.8871075	0.8349336	0.8028184	0.8518988	0.94685686	0.8807322	0.9267517	0.9447491	0.82456285	0.84063137	0.9229765	0.651466	0.8748237	0.8896245	0.9029004	0.94892794	0.8744549	0.8688321	0.8958643	0.87365776	0.90326416	0.93418807
verzet/noun	0.5549088	0.84530616	0.81415397	0.900255	0.7624753	0.8671137	0.8924822	0.9037731	0.92490196	0.92089206	0.8934708	0.772306	0.9076727	0.6810416	0.92534906	0.7670342	0.7823027	0.6032268	0.8182412	0.9142779	0.9296348	0.90582436	0.89135087	0.8747575	0.9238377	0.8077266	0.71137047	0.91501045	0.87268126	0.8692334	0.9421716	0.78662246	0.7696636	0.85305893	0.87042856	0.92632896	0.84068733	0.89645827	0.889088	0.9127348	0.8839998	0.87508816	0.92848986	0.8324412	0.7990707	0.8742708	0.9177387	0.82565635	0.8175119	0.9038918	0.92506945	0.908965	0.8515824	0.81037325	0.90394557	0.96061397	0.75895995	0.8280853	0.8480071	0.9063482	0.9119786	0.900795	0.92897385	0.87893575	0.9289912	0.86939824	0.8025997	0.8757392	0.9112324	0.840347	0.87002313	0.9090949	0.94106096	0.84039766	0.9052602	0.8317041	0.8478615	0.8499808	0.9224741	0.8493602	0.77634895	0.91278005	0.8441355	0.8380966	0.9422926	0.9036985	0.8988377	0.89415044	0.804671	0.907447	0.85922015	0.94412065	0.8378003	0.86247987	0.8827347	0.82038873	0.85479337	0.9466654	0.9065999	0.86406726	0.8323214	0.9058047	0.71842265	0.75914264	0.7621993	0.8449439	0.93374944	0.95098794	0.8340186	0.8938505	0.8548956	0.0	0.91449535	0.913906	0.8800845	0.8516999	0.86194515	0.84824383	0.9216565	0.8486806	0.90036315	0.9313462	0.9048466	0.792793	0.8754992	0.9159117	0.8306489	0.8902138	0.8528106	0.882192	0.9042212	0.9239454	0.93013155	0.88264084	0.9211191	0.8877117	0.90675884	0.8805276	0.8888753	0.88153845	0.864905	0.9046162	0.7939694	0.85513085	0.92685384	0.80723333	0.9292328	0.8396067	0.9326136	0.91196895	0.9425416	0.9383146	0.91085494	0.8888433	0.9005777	0.89988303	0.91337156	0.9137326	0.89862436	0.95848787	0.869913	0.8143542	0.8984295	0.84904087	0.8926545	0.7829819	0.8854418	0.9144224	0.85677224	0.89093846	0.9497484	0.9014958	0.905134	0.8916616	0.86801064	0.68617475	0.85709375	0.7797917	0.8943074	0.78767705	0.9170524	0.8723163	0.87964356	0.8755181	0.6572238
toch/adv	0.9333053	0.92747116	0.85145426	0.7837226	0.9051293	0.6859247	0.84896874	0.65256166	0.8247793	0.40093523	0.80615854	0.8311757	0.8093814	0.8358682	0.35992974	0.9184837	0.80660933	0.914273	0.93244904	0.83723354	0.6829282	0.8956161	0.80863464	0.87351125	0.52288914	0.8392122	0.9046203	0.5171462	0.91798216	0.5449841	0.84382105	0.8989862	0.8743647	0.8537137	0.929349	0.711499	0.62717867	0.64890754	0.8521652	0.89008516	0.8289372	0.85956657	0.8454931	0.92074275	0.86312485	0.66779685	0.6887255	0.7621302	0.7729054	0.7587715	0.7204625	0.59707403	0.70174897	0.82979196	0.8973484	0.8559319	0.6504488	0.8875745	0.77834725	0.7240349	0.5500196	0.7328373	0.8605793	0.9434939	0.6580471	0.73864067	0.949391	0.73050755	0.8562697	0.8371645	0.8223406	0.8734403	0.8277426	0.8034683	0.59547454	0.9263013	0.89517874	0.83189476	0.95085776	0.8329593	0.86817837	0.8162516	0.81844467	0.89954233	0.56032413	0.8287883	0.8587648	0.609449	0.8300475	0.47945994	0.6864672	0.7539723	0.80321157	0.8603946	0.7501327	0.8928503	0.67602587	0.8949086	0.62097996	0.8758147	0.6543125	0.7341327	0.91008407	0.7857059	0.8664443	0.89541614	0.6974337	0.8550361	0.9049861	0.67626715	0.92244786	0.91449535	0.0	0.42663932	0.82967937	0.8470603	0.52305186	0.91875654	0.69737977	0.85161155	0.84267557	0.67021435	0.8566084	0.7004273	0.7907394	0.74397653	0.9158451	0.9052327	0.85651356	0.8063167	0.69060856	0.8304311	0.3959232	0.9146584	0.77255833	0.5610339	0.8915198	0.8562139	0.8288843	0.8341427	0.8851804	0.8608656	0.73275226	0.8499327	0.5801181	0.85618514	0.44609922	0.9011343	0.574368	0.96088594	0.84071684	0.5457169	0.82163525	0.8624433	0.86014307	0.90839	0.8152466	0.67489594	0.87202907	0.46827722	0.79786986	0.9376919	0.85727584	0.8984389	0.82936496	0.8866718	0.73190737	0.7403164	0.8424379	0.8400383	0.61334854	0.62571514	0.83514047	0.6935692	0.916303	0.9113743	0.9076316	0.8394301	0.8876583	0.83240974	0.88139904	0.92146003	0.84964204	0.87375605	0.95317936
dus/adv	0.90839815	0.86904424	0.7807429	0.7580782	0.90942025	0.6188713	0.8885317	0.6114551	0.72895753	0.41190034	0.77825844	0.7771826	0.78045654	0.87417597	0.537879	0.8660143	0.8171594	0.88756	0.9144986	0.80029327	0.79062814	0.8582093	0.7859255	0.8572439	0.59317935	0.8125689	0.9079945	0.54300666	0.81886435	0.59042317	0.8236998	0.88512623	0.8504377	0.7483326	0.9316934	0.7550571	0.68903816	0.7065281	0.8122546	0.9142506	0.821687	0.8039787	0.84445846	0.81788313	0.83133805	0.7199687	0.71568024	0.80242527	0.7088333	0.7379466	0.8238359	0.65366006	0.65751654	0.8492731	0.8288797	0.8209978	0.58416474	0.8460394	0.79502994	0.76268053	0.6467657	0.8254377	0.8158836	0.91368896	0.7050808	0.7591784	0.8823354	0.74750936	0.84868896	0.7990314	0.81135595	0.7630054	0.8654887	0.7919397	0.67720795	0.8365488	0.914214	0.8401619	0.94895273	0.8533375	0.85112447	0.7580381	0.76302105	0.8544668	0.6142825	0.86931276	0.86026174	0.5644971	0.8325359	0.4723469	0.60437506	0.8197965	0.8184938	0.89187	0.73835707	0.86235386	0.69194376	0.88368315	0.6910082	0.88681984	0.5370223	0.7472473	0.82321715	0.77644783	0.7740389	0.8594375	0.75812745	0.90735936	0.9005253	0.6992016	0.8076519	0.913906	0.42663932	0.0	0.813004	0.8316455	0.6453213	0.9078476	0.6323979	0.8364048	0.8473288	0.7743562	0.8986541	0.7194823	0.7549347	0.7213912	0.83993065	0.9136932	0.84989727	0.75373435	0.72791994	0.76663065	0.5124585	0.86811835	0.800213	0.60082495	0.8498714	0.7915633	0.7910478	0.8113027	0.81932986	0.8242563	0.6897648	0.86243975	0.6166538	0.8123344	0.48323435	0.82031107	0.6627534	0.9506013	0.7733313	0.62099177	0.8387493	0.82606316	0.8492298	0.85180664	0.7789027	0.6770388	0.81338716	0.5687588	0.8480156	0.9281425	0.85353327	0.88513815	0.8357643	0.82435834	0.74925447	0.7845861	0.8382988	0.8642576	0.65910566	0.63640267	0.82062644	0.7066928	0.85200405	0.89415807	0.9086677	0.83203435	0.91056764	0.82679707	0.8829193	0.91681063	0.84587014	0.84954023	0.9512843
stap/noun	0.86621463	0.9171385	0.87783766	0.8852226	0.9369922	0.894124	0.8269313	0.89546174	0.8993846	0.8319391	0.7294619	0.8072208	0.72236985	0.9253174	0.8635459	0.82669556	0.861915	0.8543015	0.93393075	0.9189759	0.9282185	0.8167207	0.88647205	0.9329029	0.87505627	0.84600794	0.936067	0.86859465	0.9146943	0.8249483	0.8456745	0.94054127	0.8061006	0.8459618	0.96389365	0.88924265	0.83279777	0.9185921	0.8997534	0.95223033	0.936582	0.87005734	0.9527217	0.85428244	0.89081	0.86666435	0.89867926	0.86918116	0.8751177	0.8541934	0.9391476	0.8734829	0.8843065	0.9086192	0.8984918	0.8871104	0.7693467	0.9498266	0.94191694	0.93013215	0.8793857	0.942191	0.93391514	0.89074737	0.89029264	0.90114766	0.87658083	0.8365792	0.9211676	0.81738114	0.8202193	0.9059538	0.94346666	0.88436854	0.893945	0.8884116	0.8830038	0.83444417	0.97257656	0.9273121	0.86716354	0.8918088	0.88579535	0.8521765	0.8603168	0.9131848	0.85332996	0.8507911	0.8765192	0.8671533	0.8024645	0.8742402	0.86068463	0.949797	0.8762717	0.88634014	0.8010713	0.96229404	0.8234421	0.9513571	0.8496737	0.8782243	0.8722116	0.86637974	0.70510995	0.9375281	0.90932506	0.9193875	0.9285261	0.86973405	0.8907877	0.8800845	0.82967937	0.813004	0.0	0.90867496	0.8910389	0.94784117	0.91086453	0.90258247	0.92190665	0.9305907	0.9639919	0.8580754	0.8789449	0.89851815	0.8683553	0.9694755	0.9206825	0.84037817	0.92382956	0.9118437	0.8426242	0.8837718	0.7254605	0.88559085	0.93230224	0.92279625	0.89290476	0.9166865	0.901958	0.87798125	0.8035315	0.8572464	0.93294346	0.88441676	0.8906279	0.8543099	0.8276248	0.9321914	0.8744385	0.9301759	0.9184597	0.7531514	0.8843175	0.91986823	0.90601975	0.8611842	0.8612023	0.90564835	0.8235025	0.927889	0.8639531	0.9076776	0.86222637	0.92767066	0.89168924	0.94631374	0.9063824	0.9405236	0.902802	0.8803597	0.904248	0.87532943	0.8918793	0.9468656	0.9080887	0.8560028	0.7782233	0.918143	0.88410664	0.92503774	0.9344085	0.91813886	0.92326736
