	troost/noun	loot/noun	droom/noun	belangstellende/noun	geld/noun	bevrediging/noun	reëel/adj	blijk/verb	loop_mis/verb	stang/noun	in/verb	geef/verb	druk_uit/verb	vrede_regeling/noun	alles/noun	telefoon_gesprek/noun	leef_op/verb	injecteer/verb	stel/verb	pelgrim/noun	genezing/noun	lijk/verb	verlossing/noun	heb_op/verb	gelul/verb	onzin/noun	uit_weg/noun	vod/noun	leer/verb	Belgisch/adj	toepassing/noun	ontleen/verb	veel/det	staal/noun	al/adv	horizon/noun	nieuw/adj	vaag/adj	scheel/verb	ons/det	incasseringsvermogen/noun	plaats_DIM/noun	slordig/adj	verlies/verb	schenk/verb	die/det	puin/noun	nauwelijks/det	veeg/verb	redding/noun	goed/adj	vrede/noun	wanhoop/noun	krijg/verb	tijd/noun	en/vg	breng/verb	liefde/noun	groot/adj	kabaal/noun	ding/noun	oppositie/noun	geef_op/verb	schep/verb	boodschap/noun	rommel/noun	geen/det	enig/det	gooi/verb	laat/adj	mijn/det	verandering/noun	in/prep	kind_DIM/noun	wat/det	Francesco/name	één/num	terug_match/noun	einde/noun	weinig/det	verbetering/noun	overleving/noun	overlast/noun	spreek_uit/verb	wek_op/verb	rente/noun	vestig/verb	weer/adv	hele/adj	daarmee/pp	groei/verb	rechtvaardig/verb	sprankje/noun	doe/verb	vreugde/noun	zegen/noun	geef_uit/verb	ijdel/adj	koop/verb	vrees/noun	rust/noun	waarheid/noun	ben/verb	sterk/verb	materiaal/noun	pril/adj	rotzooi/noun	schiet_af/verb	stil/adj	bied/verb	genees_middel/noun	lig/verb	heel/adj	vooral/adv	conflict/noun	sterf/verb	geduld/noun	koester/verb	heb/verb	bel_af/verb	poen/noun	laat/verb	op/prep	ontneem/verb	beterschap/noun	mens/noun	licht_DIM/noun	verwachting/noun	Al/det	verdriet/noun	flauw/adj	leven_DIM/noun	haar/det	ballast/noun	enig/adj	werk/noun	alle/det	voor/prep	afloop/noun	blijf/verb	herstructurering/noun	zonder/prep	de/det	ervaring/noun	gelijkmaker/noun	hulpverlener/noun	kennis/noun	geloof/noun	hun/det	vals/adj	vurig/adj	weinig/adj	toekomst/noun	tussen/prep	dag/noun	zie_tegemoet/verb	rijs/verb	teken/noun	verg/verb	zijn/det	renner/noun	bevat/verb	rumoer/noun	solidariteit/noun	benzine/noun	druk_in/verb	beetje/noun	staar/verb	een/det	gloor/verb	veel/adj	put/verb	herstel/noun	gezeur/noun	vertrouwen/noun	koers_stijging/noun	zet/verb	geluk/noun	meer/det	waai_over/verb	besta/verb	inspireer/adj	ondanks/prep	ellende/noun
geloof/noun	0.71987045	0.92545533	0.7369094	0.9050923	0.8838747	0.7568866	0.78495276	0.8770778	0.9190172	0.863567	0.86904925	0.8190155	0.7519027	0.8440651	0.83057827	0.8706276	0.8584572	0.8668427	0.8490041	0.8014191	0.7715354	0.7776796	0.72608787	0.7968365	0.82711315	0.7770128	0.8089845	0.8972932	0.7972217	0.9016814	0.8104099	0.67950964	0.7683882	0.8945527	0.9161589	0.83401805	0.8954006	0.7371969	0.8810686	0.70682645	0.84982085	0.91532123	0.9151043	0.8898647	0.841945	0.70330656	0.8986817	0.8214343	0.8785683	0.86249083	0.8589462	0.6949358	0.7279207	0.91015464	0.88438183	0.73758274	0.88177615	0.5691359	0.8437152	0.8847597	0.80509084	0.8271794	0.8089015	0.7669387	0.7478153	0.87593937	0.7594147	0.7477945	0.9234669	0.93440384	0.7715154	0.7916306	0.87825733	0.8684211	0.86450016	0.9343498	0.91138536	0.94286513	0.9118512	0.74812806	0.8564919	0.79498017	0.884304	0.8054552	0.77634144	0.91695106	0.8906834	0.886495	0.8912053	0.80783457	0.8472753	0.7495452	0.837757	0.8652086	0.75559515	0.7760354	0.9270409	0.7773803	0.95008665	0.75436664	0.9219009	0.67310977	0.7717263	0.73377496	0.8520152	0.7743754	0.8486532	0.87549293	0.8651035	0.84907895	0.8553456	0.91315806	0.86376023	0.79198	0.78501534	0.8767947	0.78218544	0.63973117	0.78539115	0.9212524	0.8606366	0.87154317	0.9018145	0.7325597	0.882645	0.77678686	0.9043257	0.8705472	0.8220506	0.7231444	0.8601063	0.8592082	0.75151736	0.7957694	0.83501744	0.8587569	0.79600984	0.83032703	0.8814903	0.82723045	0.9064318	0.7996448	0.7930004	0.7499689	0.95124924	0.84659123	0.68221325	0.0	0.6803154	0.84661454	0.7413554	0.7701252	0.83192784	0.80719423	0.94457877	0.86629015	0.8321233	0.72048146	0.8359126	0.7503618	0.91715103	0.85876125	0.83936906	0.61248136	0.9302375	0.8641783	0.826741	0.87422395	0.8182303	0.8415668	0.7643521	0.7662467	0.8199389	0.8268534	0.6800083	0.8818596	0.93576133	0.77335155	0.82796013	0.88439316	0.7404971	0.7636603	0.8189749	0.787474
hun/det	0.76007867	0.8699566	0.8006704	0.7953122	0.73928344	0.775249	0.78498274	0.8396367	0.8367873	0.8212239	0.8197291	0.7347598	0.76576114	0.84066015	0.8212436	0.7932096	0.8235086	0.7954823	0.8321221	0.7822957	0.78173965	0.8451386	0.7998275	0.78853357	0.86927867	0.88057125	0.79402363	0.805191	0.75767505	0.8040341	0.81392044	0.70066774	0.6616534	0.8232518	0.8716485	0.8297759	0.7412064	0.7757669	0.86369836	0.43262184	0.8394386	0.85341585	0.83266777	0.79069304	0.7803607	0.6275505	0.79574066	0.721704	0.80267847	0.86639255	0.77958083	0.78059906	0.71416366	0.6843811	0.8652972	0.6096252	0.8558616	0.7024808	0.727074	0.8338763	0.84590137	0.8143674	0.7269352	0.78964055	0.80002797	0.76575357	0.70834035	0.7316891	0.79888356	0.8902704	0.3974169	0.83222497	0.8117872	0.74556184	0.7526697	0.873265	0.7595111	0.9194245	0.8910549	0.70588744	0.8190528	0.81403893	0.8040432	0.8043119	0.7414601	0.8319887	0.8443426	0.79454905	0.8156796	0.7337614	0.80648303	0.73637533	0.8604159	0.841578	0.7750729	0.82211846	0.82147205	0.8052329	0.7440417	0.77713907	0.8825297	0.8213314	0.83251345	0.7419354	0.75873476	0.7564229	0.7764077	0.8019498	0.82387286	0.77010894	0.77234447	0.8176334	0.7953682	0.7152836	0.79383576	0.76382715	0.7796297	0.70118797	0.6481968	0.83200425	0.84439206	0.7692115	0.77602094	0.6696555	0.86631364	0.714517	0.8025633	0.86296517	0.7233745	0.70230424	0.8711596	0.8037954	0.3186767	0.81523156	0.80678284	0.7877053	0.6300444	0.682656	0.83070374	0.809233	0.83739305	0.6609055	0.65899277	0.77291954	0.915521	0.6741623	0.681326	0.6803154	0.0	0.74413174	0.7508266	0.7575858	0.8433936	0.8028691	0.85203594	0.8059222	0.82834464	0.78967273	0.77715516	0.3009407	0.85155517	0.81874347	0.81281024	0.6978011	0.81537706	0.80782175	0.81873745	0.784535	0.688061	0.86422276	0.73651904	0.78303045	0.8363825	0.78429466	0.77873635	0.87370765	0.82376194	0.83471453	0.68810487	0.8859725	0.8009741	0.7504884	0.76576555	0.7856476
vals/adj	0.8588201	0.8309182	0.87609583	0.82869285	0.7883843	0.8926634	0.8753377	0.8105321	0.8841476	0.8765439	0.86277014	0.84303844	0.8717463	0.9195981	0.9125239	0.76726586	0.8858069	0.8553025	0.89281917	0.8479397	0.84565717	0.9069593	0.87064385	0.8877124	0.89699924	0.8438362	0.8642462	0.8691299	0.89942026	0.8615092	0.87152064	0.84024704	0.843174	0.8249961	0.86833936	0.87845325	0.84029925	0.7539121	0.89233345	0.8672687	0.93275565	0.9193739	0.8185388	0.9242618	0.86756146	0.8032727	0.85935235	0.8148409	0.8658487	0.9025674	0.88775384	0.8883087	0.8281484	0.80591553	0.93516916	0.78246784	0.8926267	0.86471343	0.88819927	0.8462889	0.9012499	0.89505374	0.8339715	0.8570079	0.8522811	0.8350326	0.7726581	0.81832683	0.8517648	0.90270495	0.84709424	0.92657304	0.8884873	0.88935465	0.84382766	0.90656143	0.8409869	0.9483256	0.9503541	0.8636264	0.9188798	0.918446	0.831604	0.8979777	0.8437159	0.9036593	0.9102949	0.89582056	0.83713996	0.84620976	0.9239449	0.8403734	0.89849585	0.9166678	0.8709111	0.8982536	0.83746856	0.8264713	0.8075927	0.8492846	0.93467313	0.82415384	0.88768375	0.864573	0.77265835	0.8862088	0.83183956	0.8610934	0.8823459	0.8806739	0.8213364	0.8885977	0.8841897	0.8813535	0.9159688	0.89562243	0.92205477	0.84542865	0.7764039	0.90106666	0.89361453	0.84878165	0.87891275	0.8164007	0.89792955	0.80944324	0.85191476	0.8777816	0.8471571	0.8603645	0.86351013	0.89206076	0.8195097	0.8729976	0.8994565	0.90347666	0.79867244	0.8174668	0.89431477	0.91402733	0.9304143	0.77171224	0.82494324	0.9006772	0.9342787	0.8055688	0.8534006	0.84661454	0.74413174	0.0	0.86989	0.87448347	0.9141272	0.9003189	0.88734347	0.8732046	0.8847343	0.8905172	0.8985542	0.80669916	0.8826178	0.7888856	0.85765	0.8852251	0.82437944	0.8430345	0.90238327	0.8523383	0.73738325	0.8993701	0.87848157	0.8739337	0.9164034	0.8726857	0.89267826	0.90404356	0.868979	0.89320385	0.8128624	0.9191743	0.8604096	0.8871169	0.85578054	0.8772706
vurig/adj	0.7628326	0.9082448	0.78116417	0.8518559	0.9096779	0.83129543	0.8441983	0.8662989	0.8784241	0.8847229	0.85105443	0.8702584	0.7495132	0.86374253	0.8687624	0.8257369	0.7750794	0.8821584	0.87805104	0.8011577	0.82775044	0.7986604	0.7926711	0.7920387	0.868834	0.8516372	0.8106682	0.87500674	0.8656141	0.85219395	0.857502	0.799392	0.8242859	0.8660385	0.8910315	0.78643364	0.8625687	0.8079566	0.895504	0.78305316	0.89951324	0.8392781	0.84880126	0.8396284	0.8110153	0.8151636	0.8718065	0.8115586	0.8202281	0.82768995	0.8502762	0.76589125	0.752916	0.86816484	0.89738894	0.6646086	0.87420243	0.70188904	0.8125138	0.84045506	0.87673295	0.7718723	0.8387773	0.8414461	0.8281224	0.86451083	0.84275144	0.82781714	0.83945537	0.89227223	0.7796523	0.8385232	0.82582074	0.8366381	0.85104233	0.83817786	0.8688711	0.8791739	0.90488213	0.83940756	0.8806364	0.8761704	0.897531	0.77349734	0.76225996	0.93587136	0.879012	0.8466388	0.90780234	0.8395237	0.86623895	0.8151398	0.81713915	0.89494383	0.7298908	0.7794783	0.9116495	0.75855434	0.8924455	0.79616547	0.86580783	0.8170767	0.82337296	0.78388476	0.8752502	0.77275205	0.824187	0.8133142	0.7858891	0.86006415	0.8952809	0.88863444	0.87014544	0.7958989	0.8253436	0.8452864	0.8254479	0.7013713	0.8162898	0.8743874	0.867741	0.8373936	0.8703202	0.78541416	0.8343987	0.867897	0.81634825	0.8533736	0.7837858	0.76719755	0.8428587	0.85373807	0.7307961	0.8643321	0.85381895	0.88349617	0.83731306	0.7774544	0.7894906	0.8113618	0.88669276	0.82915175	0.74501574	0.85950315	0.8902965	0.874338	0.86678517	0.7413554	0.7508266	0.86989	0.0	0.83868426	0.85017973	0.79111403	0.92095447	0.7966343	0.8395417	0.8045708	0.84958977	0.71464026	0.8677638	0.8520143	0.8026418	0.7557316	0.8975568	0.7946218	0.83296806	0.7873938	0.7519877	0.8198448	0.8183313	0.82306087	0.83375096	0.8463353	0.8396229	0.8940841	0.86226153	0.8339407	0.84283715	0.8512679	0.8601748	0.7698048	0.80822086	0.84368026
weinig/adj	0.8117245	0.89096886	0.8483421	0.8609523	0.79789233	0.8168435	0.73776054	0.7866493	0.8627885	0.8827603	0.87667257	0.79069614	0.81686807	0.86389863	0.8000711	0.89234304	0.8287723	0.87417173	0.8802323	0.87614095	0.80715483	0.74296546	0.85421324	0.77926636	0.8420116	0.82601786	0.8088354	0.8999561	0.7997429	0.8990099	0.7966685	0.801529	0.5252099	0.8781526	0.827163	0.8638364	0.8687786	0.72809386	0.8207686	0.73895204	0.85604036	0.89174473	0.78570795	0.84546846	0.87128806	0.7216035	0.9082273	0.5602561	0.86503917	0.8374951	0.6923089	0.8594653	0.83717775	0.81985515	0.820562	0.7757417	0.84781826	0.8173871	0.773646	0.8178865	0.76364684	0.85847545	0.88441014	0.7731751	0.82284456	0.83454734	0.58453274	0.62275946	0.91334844	0.8807677	0.7958639	0.78990895	0.88469535	0.89397085	0.6091062	0.940368	0.8334366	0.895951	0.9069544	0.26684856	0.770816	0.8500298	0.843854	0.8733333	0.7598696	0.8544955	0.9353562	0.83061415	0.82484126	0.8405683	0.84095407	0.7891761	0.82914317	0.83765745	0.820912	0.8435068	0.8827736	0.7668073	0.91402656	0.8467629	0.8432132	0.8097845	0.7129969	0.81333655	0.8252928	0.8044413	0.8311986	0.88398147	0.8722968	0.7476566	0.8522077	0.8685882	0.83044875	0.6573035	0.86499476	0.9194872	0.7722151	0.7730223	0.7195339	0.90423846	0.833743	0.8093431	0.8874513	0.77785945	0.7805692	0.76969415	0.84703124	0.85099804	0.8117883	0.8432189	0.7721492	0.87324435	0.84600174	0.8376392	0.7367193	0.8258332	0.7632645	0.7711889	0.80351555	0.7579199	0.8765006	0.7370818	0.843747	0.78430665	0.8773219	0.8202561	0.774916	0.7701252	0.7575858	0.87448347	0.83868426	0.0	0.81467867	0.8757749	0.9199049	0.85912204	0.8086706	0.80992156	0.7679551	0.81889933	0.8697254	0.8119204	0.8431133	0.80113536	0.8933404	0.8588594	0.74489176	0.89221907	0.8089317	0.8682992	0.37750512	0.8147707	0.8092868	0.8285209	0.808426	0.8340827	0.9053937	0.83176726	0.662758	0.8752277	0.771891	0.7558254	0.7641907	0.8143616
toekomst/noun	0.8661701	0.91393554	0.8436521	0.91588306	0.8794446	0.8544126	0.787338	0.89974093	0.8891209	0.9305345	0.90963006	0.859949	0.8933945	0.81026757	0.85757506	0.9195787	0.84625816	0.9097258	0.9016458	0.8946752	0.81051725	0.8202512	0.8386864	0.8761044	0.90616244	0.9007352	0.84185785	0.9612908	0.8505591	0.8838726	0.78865045	0.8851615	0.8564043	0.89378697	0.8969266	0.82176834	0.79957855	0.8502116	0.91705966	0.7967811	0.8928319	0.89157206	0.9225321	0.9109169	0.8929374	0.81787276	0.9292445	0.8641553	0.9216178	0.78147036	0.81447804	0.77491736	0.8536478	0.9042768	0.8656333	0.8397807	0.88961715	0.87607723	0.85247296	0.9217481	0.855824	0.88541955	0.88523424	0.8020735	0.8470032	0.91106254	0.8293492	0.81831086	0.9520433	0.94264966	0.8878606	0.77093256	0.86410093	0.9220464	0.8938218	0.953802	0.9265227	0.8796471	0.87033784	0.83622825	0.7839199	0.80961055	0.8633414	0.85283834	0.8769634	0.86982346	0.86053425	0.8781815	0.91590416	0.81234306	0.8419968	0.8431983	0.8637698	0.8982161	0.8872951	0.83270216	0.9003651	0.86741644	0.90862685	0.8285352	0.9041879	0.87406063	0.82983005	0.83972716	0.8886607	0.83650887	0.90158296	0.9063886	0.9202583	0.7652379	0.88380516	0.91622967	0.866794	0.80991185	0.82749414	0.9550843	0.881161	0.8033971	0.84031296	0.9364867	0.9063069	0.8949322	0.86940855	0.8522655	0.8012002	0.8707565	0.9114429	0.8194989	0.8838713	0.89652914	0.92561567	0.88122344	0.9044026	0.9002221	0.8553407	0.89827776	0.82032645	0.8069557	0.81783724	0.80623704	0.79908985	0.8561339	0.8392167	0.85846627	0.93647516	0.85980785	0.85205466	0.83192784	0.8433936	0.9141272	0.85017973	0.81467867	0.0	0.8835172	0.95067734	0.74409264	0.8552129	0.86775756	0.83781314	0.896304	0.9387558	0.9116726	0.8735591	0.8162015	0.9428316	0.8871238	0.8605943	0.90681535	0.8286869	0.8439052	0.8154162	0.87276596	0.72759783	0.87595487	0.8079494	0.88390106	0.9331006	0.8860667	0.8404968	0.86838186	0.8156823	0.85859513	0.8444311	0.8508825
tussen/prep	0.8614596	0.83617556	0.8725617	0.80158764	0.928744	0.8886082	0.8437618	0.9007515	0.8447911	0.879145	0.8522072	0.9294566	0.8535135	0.8172759	0.94400275	0.82901704	0.85566366	0.8711742	0.91151845	0.80935746	0.8795089	0.8723744	0.8627872	0.86111856	0.9104551	0.9126385	0.8085212	0.9182087	0.8904498	0.83796024	0.8771795	0.84828705	0.84100646	0.83940434	0.8490883	0.81655145	0.8471733	0.8512446	0.91198885	0.849164	0.9074587	0.85869384	0.8196683	0.79311526	0.8538513	0.81119204	0.84732354	0.76383495	0.8781313	0.87874913	0.8980405	0.784923	0.85077417	0.88958824	0.93696356	0.5698378	0.85328037	0.8205951	0.81651807	0.86289966	0.94375783	0.83871025	0.8755694	0.80804837	0.8977064	0.88802373	0.84373444	0.86027306	0.8800788	0.8764991	0.89271694	0.88274634	0.67577595	0.8786188	0.9020406	0.873132	0.83427745	0.8589356	0.8500631	0.8537892	0.8774409	0.8654239	0.8621549	0.861117	0.84334064	0.91512626	0.78550875	0.9011419	0.9107872	0.86068684	0.78543556	0.8267706	0.8979006	0.95897263	0.8824666	0.82880986	0.8539606	0.8802936	0.878632	0.8071349	0.88433707	0.8715738	0.89600486	0.8373364	0.8937202	0.81329894	0.8667923	0.80605584	0.8726803	0.848122	0.9086347	0.8175578	0.87821513	0.78803504	0.68734115	0.78945225	0.89424825	0.8196116	0.8556024	0.884418	0.88165385	0.8982241	0.8093858	0.8243543	0.89753246	0.8486364	0.84434783	0.8980549	0.82095873	0.8829649	0.89040166	0.8962195	0.85794294	0.8847315	0.84392387	0.90226805	0.80039895	0.8235714	0.9024357	0.86223346	0.8496022	0.8361666	0.70950013	0.9105414	0.9162471	0.8341235	0.865849	0.80719423	0.8028691	0.9003189	0.79111403	0.8757749	0.8835172	0.0	0.83506006	0.8314247	0.8665665	0.84995174	0.8402739	0.8678545	0.85153496	0.8548571	0.84591377	0.75084436	0.87322724	0.8551687	0.92581713	0.86933756	0.759827	0.8395051	0.87097883	0.8583387	0.8641399	0.88498795	0.87575245	0.86919665	0.89276457	0.9112325	0.78356445	0.8442856	0.72457004	0.84306425	0.8459577	0.8784313
dag/noun	0.9122335	0.7725146	0.8956308	0.7199724	0.91638863	0.92213464	0.93555856	0.9016979	0.8798025	0.9004256	0.87688774	0.92301506	0.94307417	0.9318148	0.86730933	0.83656394	0.88062483	0.87329835	0.9437195	0.78101397	0.8893068	0.90334225	0.90205127	0.87797225	0.9337265	0.938727	0.9141698	0.89392245	0.9138211	0.90764403	0.95817214	0.9506829	0.89299333	0.85444033	0.6645432	0.87547183	0.9237437	0.92501825	0.8512636	0.8996234	0.9307438	0.8654868	0.8266246	0.8636729	0.8707387	0.8731097	0.84551597	0.812795	0.92420465	0.89511937	0.9071075	0.9320205	0.9103012	0.82499284	0.66710705	0.83305717	0.91311157	0.91410035	0.9304881	0.86626375	0.87390375	0.9352466	0.91262245	0.9196544	0.89746094	0.86632156	0.90138006	0.8397617	0.8958643	0.6987183	0.8449363	0.93163174	0.8330458	0.7913403	0.8449506	0.9186027	0.7319075	0.8556059	0.8538432	0.9341218	0.95227027	0.91120166	0.92238796	0.91800016	0.9100895	0.88694	0.94119996	0.74615955	0.9327478	0.890985	0.86393225	0.90867263	0.91501415	0.94042826	0.8847741	0.90388906	0.85392505	0.92594886	0.85919464	0.911949	0.8860283	0.92169416	0.86839384	0.9081116	0.9110222	0.88121444	0.87647086	0.86487544	0.8420347	0.9222092	0.9079183	0.85299003	0.78193444	0.91281456	0.9207048	0.75891894	0.90038013	0.9260314	0.83892727	0.8391317	0.9342247	0.8590555	0.78786385	0.90713936	0.8884414	0.7412524	0.8359219	0.88042986	0.8669925	0.9001074	0.9211509	0.85640216	0.8523735	0.9049949	0.9549509	0.89934784	0.870648	0.8320831	0.8848778	0.8360303	0.86709315	0.85661894	0.84371	0.9187727	0.9155979	0.84619963	0.95222265	0.94457877	0.85203594	0.88734347	0.92095447	0.9199049	0.95067734	0.83506006	0.0	0.8658297	0.90335065	0.92833227	0.8513367	0.8398115	0.7294843	0.83187985	0.8731438	0.93779624	0.80197906	0.89383125	0.88258034	0.86833966	0.80433047	0.8899789	0.8704676	0.91847676	0.89534473	0.90590274	0.9405442	0.85575485	0.9293433	0.922628	0.7919673	0.8992777	0.8807992	0.92001665	0.870427	0.8640444
zie_tegemoet/verb	0.84996665	0.8503965	0.89748347	0.82398134	0.87734586	0.8916381	0.7805613	0.82859015	0.7495148	0.90906215	0.79416126	0.8417367	0.8634143	0.90627915	0.9329078	0.86398757	0.8350868	0.87046707	0.8132237	0.8637334	0.87364084	0.80847144	0.8654499	0.8482178	0.9418239	0.89138865	0.84895974	0.92288685	0.91010356	0.8056501	0.87013936	0.8443335	0.8453672	0.8737571	0.85895044	0.8521195	0.83164704	0.85755426	0.84141135	0.8264512	0.9020624	0.8938696	0.83441275	0.76928174	0.81156397	0.81172293	0.9142794	0.82164603	0.8693538	0.8585432	0.8636279	0.88840866	0.84630764	0.7740649	0.88288176	0.79168546	0.8907666	0.90243536	0.8169223	0.8728012	0.92878085	0.8641191	0.8797528	0.8190495	0.88763106	0.8900944	0.82596123	0.82111853	0.9347359	0.8833215	0.8705381	0.85120285	0.81062186	0.9004424	0.8739241	0.87597555	0.85625374	0.8447783	0.8632541	0.8310086	0.8329898	0.88737893	0.8646147	0.75864553	0.8197622	0.7853921	0.86676806	0.8788648	0.90166175	0.8007027	0.786599	0.7393463	0.8911635	0.8941746	0.82114	0.80749685	0.8007707	0.853221	0.83595186	0.7557966	0.8963538	0.8962949	0.8504338	0.77157724	0.91622347	0.82003754	0.88766223	0.8484938	0.88431805	0.7897962	0.8709532	0.907925	0.8679633	0.82446265	0.84352064	0.9074621	0.86464226	0.7898796	0.7932971	0.8777018	0.8928667	0.8908106	0.88385046	0.79712653	0.80295813	0.865698	0.8923765	0.73270357	0.78956044	0.87546813	0.8860821	0.9031649	0.86442006	0.8778357	0.86113715	0.9018243	0.8309912	0.72859883	0.78860044	0.828939	0.8095816	0.81322825	0.723668	0.882334	0.92068756	0.8761867	0.88406503	0.86629015	0.8059222	0.8732046	0.7966343	0.85912204	0.74409264	0.8314247	0.8658297	0.0	0.830876	0.83505094	0.79742765	0.825357	0.8701712	0.86125946	0.82892907	0.8623901	0.88148844	0.85552007	0.90148646	0.90628827	0.75570476	0.8198998	0.8610808	0.8143576	0.7797881	0.86541283	0.73359394	0.80686504	0.91574264	0.9015431	0.7919989	0.870193	0.83539766	0.8361768	0.7622242	0.8629688
rijs/verb	0.8557851	0.8876455	0.90879494	0.8510077	0.88745856	0.87377703	0.8050362	0.7593936	0.82889426	0.8680282	0.861728	0.830177	0.8290492	0.8814284	0.87120783	0.867789	0.8280455	0.866511	0.8137219	0.8754652	0.8428867	0.76951927	0.86257195	0.84638613	0.8863065	0.8556243	0.783608	0.90291834	0.86610186	0.8909989	0.8094731	0.8344074	0.80428225	0.85205114	0.81950164	0.8409336	0.8574146	0.77425545	0.8445133	0.84233826	0.87296987	0.9118395	0.86523783	0.87523365	0.8722421	0.7841991	0.8678504	0.78457534	0.7962089	0.8778128	0.88563174	0.8961303	0.8188439	0.82929754	0.8827879	0.7781248	0.8476007	0.9008997	0.81037295	0.842021	0.8581066	0.80391186	0.8330978	0.77404034	0.87190545	0.84308344	0.77524334	0.746635	0.8573256	0.9049019	0.8715799	0.7987597	0.850901	0.8825301	0.7759318	0.9467451	0.9016788	0.92968464	0.88673705	0.80566585	0.84686273	0.8828083	0.81649005	0.7436574	0.7670628	0.86466765	0.8688762	0.8471917	0.8629072	0.83662057	0.7166004	0.7260339	0.8855997	0.8573098	0.84906787	0.8228766	0.8888876	0.83781815	0.891232	0.7737125	0.9173579	0.8415531	0.8012701	0.77643394	0.86411464	0.86507285	0.84506375	0.8130616	0.8107095	0.82570106	0.8532872	0.85788304	0.86983216	0.81671953	0.7783648	0.8752027	0.8587012	0.7658273	0.79501957	0.9158441	0.8996698	0.8401247	0.8900664	0.77905077	0.8319697	0.8420595	0.8241189	0.86688423	0.85809	0.84520817	0.8282601	0.8952414	0.8607669	0.88453203	0.8603457	0.8833509	0.813026	0.84836954	0.8780124	0.8330283	0.8129344	0.7964023	0.7758853	0.8760893	0.9060686	0.8333389	0.84068125	0.8321233	0.82834464	0.8847343	0.8395417	0.8086706	0.8552129	0.8665665	0.90335065	0.830876	0.0	0.8206981	0.8018688	0.8501304	0.905998	0.8406865	0.79185367	0.822088	0.88750654	0.7721539	0.8694018	0.85885876	0.8053191	0.8153435	0.81488	0.8506195	0.8315939	0.83832765	0.8529351	0.851889	0.89885837	0.8848549	0.85766274	0.79905355	0.7000296	0.85255265	0.75724185	0.84348124
teken/noun	0.7970275	0.92498565	0.8569166	0.89420724	0.9126799	0.8172363	0.7653286	0.83769786	0.9125197	0.9129496	0.8922289	0.82469606	0.7225401	0.89733374	0.8748963	0.8833155	0.8304999	0.8716656	0.90351284	0.84498197	0.792224	0.7688937	0.8251059	0.82463825	0.86882544	0.8469606	0.7857003	0.88636124	0.82706916	0.9082314	0.8866902	0.7921743	0.787658	0.87930137	0.9022987	0.824503	0.8951319	0.79868335	0.8961925	0.81532437	0.8969781	0.93184596	0.90674734	0.89754164	0.8701149	0.8194581	0.8770192	0.80570126	0.8894099	0.88929015	0.8447826	0.78389627	0.76678807	0.8873706	0.89450324	0.76205003	0.8721323	0.7328685	0.8025565	0.8774332	0.84501827	0.84735644	0.8585522	0.7772187	0.78659606	0.8800499	0.7994863	0.73502076	0.90341395	0.9225938	0.8309978	0.76263475	0.8825072	0.8779607	0.8303056	0.9444121	0.90582466	0.95165074	0.90011746	0.7728282	0.7827583	0.83026993	0.8992003	0.8237855	0.7697365	0.8642174	0.911236	0.8532376	0.89051956	0.8433811	0.7952732	0.7840992	0.79139125	0.9158221	0.8056071	0.79670405	0.91816926	0.8055996	0.9252857	0.7512062	0.93562883	0.8407748	0.8012869	0.7945144	0.8758625	0.78105515	0.8720679	0.89145553	0.8403727	0.8654767	0.892655	0.9083674	0.87930775	0.7904413	0.83793926	0.89311445	0.8367355	0.77930236	0.82831746	0.9380463	0.91173476	0.87305605	0.90492785	0.82369536	0.8153069	0.8311194	0.8418612	0.8353821	0.84063965	0.7995758	0.8806055	0.89108014	0.836483	0.8504591	0.8555733	0.8741042	0.830552	0.8291837	0.8525648	0.8364586	0.89468837	0.8247244	0.8084619	0.84639204	0.944869	0.8536015	0.81349534	0.72048146	0.78967273	0.8905172	0.8045708	0.80992156	0.86775756	0.84995174	0.92833227	0.83505094	0.8206981	0.0	0.8169415	0.8185173	0.9218538	0.86422074	0.8556693	0.7679594	0.9191783	0.83544964	0.82995635	0.8754461	0.81656456	0.79723036	0.8007722	0.81149286	0.70083	0.87929356	0.76701367	0.8548799	0.9238578	0.85603607	0.83402294	0.87224257	0.8173616	0.82162875	0.7391138	0.82051235
