	troost/noun	loot/noun	droom/noun	belangstellende/noun	geld/noun	bevrediging/noun	reëel/adj	blijk/verb	loop_mis/verb	stang/noun	in/verb	geef/verb	druk_uit/verb	vrede_regeling/noun	alles/noun	telefoon_gesprek/noun	leef_op/verb	injecteer/verb	stel/verb	pelgrim/noun	genezing/noun	lijk/verb	verlossing/noun	heb_op/verb	gelul/verb	onzin/noun	uit_weg/noun	vod/noun	leer/verb	Belgisch/adj	toepassing/noun	ontleen/verb	veel/det	staal/noun	al/adv	horizon/noun	nieuw/adj	vaag/adj	scheel/verb	ons/det	incasseringsvermogen/noun	plaats_DIM/noun	slordig/adj	verlies/verb	schenk/verb	die/det	puin/noun	nauwelijks/det	veeg/verb	redding/noun	goed/adj	vrede/noun	wanhoop/noun	krijg/verb	tijd/noun	en/vg	breng/verb	liefde/noun	groot/adj	kabaal/noun	ding/noun	oppositie/noun	geef_op/verb	schep/verb	boodschap/noun	rommel/noun	geen/det	enig/det	gooi/verb	laat/adj	mijn/det	verandering/noun	in/prep	kind_DIM/noun	wat/det	Francesco/name	één/num	terug_match/noun	einde/noun	weinig/det	verbetering/noun	overleving/noun	overlast/noun	spreek_uit/verb	wek_op/verb	rente/noun	vestig/verb	weer/adv	hele/adj	daarmee/pp	groei/verb	rechtvaardig/verb	sprankje/noun	doe/verb	vreugde/noun	zegen/noun	geef_uit/verb	ijdel/adj	koop/verb	vrees/noun	rust/noun	waarheid/noun	ben/verb	sterk/verb	materiaal/noun	pril/adj	rotzooi/noun	schiet_af/verb	stil/adj	bied/verb	genees_middel/noun	lig/verb	heel/adj	vooral/adv	conflict/noun	sterf/verb	geduld/noun	koester/verb	heb/verb	bel_af/verb	poen/noun	laat/verb	op/prep	ontneem/verb	beterschap/noun	mens/noun	licht_DIM/noun	verwachting/noun	Al/det	verdriet/noun	flauw/adj	leven_DIM/noun	haar/det	ballast/noun	enig/adj	werk/noun	alle/det	voor/prep	afloop/noun	blijf/verb	herstructurering/noun	zonder/prep	de/det	ervaring/noun	gelijkmaker/noun	hulpverlener/noun	kennis/noun	geloof/noun	hun/det	vals/adj	vurig/adj	weinig/adj	toekomst/noun	tussen/prep	dag/noun	zie_tegemoet/verb	rijs/verb	teken/noun	verg/verb	zijn/det	renner/noun	bevat/verb	rumoer/noun	solidariteit/noun	benzine/noun	druk_in/verb	beetje/noun	staar/verb	een/det	gloor/verb	veel/adj	put/verb	herstel/noun	gezeur/noun	vertrouwen/noun	koers_stijging/noun	zet/verb	geluk/noun	meer/det	waai_over/verb	besta/verb	inspireer/adj	ondanks/prep	ellende/noun
ben/verb	0.79423565	0.8609078	0.8092146	0.86064065	0.8344736	0.79835045	0.77733797	0.61491054	0.8377599	0.8647858	0.8495444	0.85063016	0.80323094	0.87573636	0.72699714	0.84860873	0.82347476	0.8494096	0.81566435	0.8395987	0.7778495	0.46891826	0.8318999	0.7880082	0.8140913	0.7455315	0.7883135	0.86218107	0.82820165	0.9196549	0.76238185	0.8080659	0.7611228	0.8645953	0.744259	0.83164227	0.8658868	0.73072296	0.79378015	0.769126	0.8596357	0.87836707	0.8240149	0.8865053	0.88356256	0.6654155	0.8750852	0.7800961	0.87052923	0.83440155	0.72937536	0.8347734	0.835866	0.87579817	0.78664005	0.8123807	0.8772375	0.78512466	0.8109357	0.802789	0.6471156	0.8682898	0.85516644	0.77337766	0.80800736	0.7875036	0.69327974	0.79641974	0.9037869	0.8821945	0.7713462	0.769822	0.8967254	0.8129358	0.80130064	0.9126541	0.81567055	0.86304784	0.8999723	0.769103	0.8182118	0.7984973	0.85019755	0.9001041	0.7986696	0.8663213	0.93519735	0.7642956	0.8343307	0.80376744	0.84491825	0.77091235	0.89441377	0.7477708	0.82516164	0.83941394	0.903817	0.70486003	0.89947987	0.83017147	0.90595114	0.76088893	0.0	0.8459801	0.76862335	0.80819404	0.7778418	0.8461948	0.8037121	0.7839714	0.80941534	0.8220259	0.7448842	0.7256037	0.84100235	0.8353578	0.8249154	0.7656249	0.76436496	0.87799233	0.81177634	0.85735244	0.9040013	0.8171433	0.83905554	0.70620483	0.85843396	0.8521551	0.8003987	0.8317376	0.75227237	0.78126895	0.8718218	0.79265726	0.72291833	0.8165523	0.76761866	0.7661058	0.8089651	0.65142256	0.850834	0.80276936	0.8534081	0.7488757	0.90078	0.8138919	0.79316545	0.7717263	0.83251345	0.88768375	0.82337296	0.7129969	0.82983005	0.89600486	0.86839384	0.8504338	0.8012701	0.8012869	0.7787397	0.8641287	0.8545966	0.7692882	0.83168083	0.8043705	0.8662847	0.86300135	0.67934483	0.8536781	0.7263849	0.83954644	0.6797362	0.82748336	0.80212164	0.787604	0.830678	0.8231344	0.9107026	0.7836975	0.82863665	0.84929585	0.7255182	0.7220651	0.7685196	0.7896414
sterk/verb	0.803866	0.90013796	0.83939576	0.8770029	0.9148621	0.85796493	0.816863	0.8038569	0.8701784	0.86029357	0.85260004	0.79509014	0.7555465	0.8542831	0.8798288	0.84049976	0.80271524	0.8654101	0.8236157	0.8457043	0.8317453	0.78867567	0.82662034	0.81748664	0.8772263	0.8484613	0.81663024	0.9041067	0.83266133	0.86324483	0.8586126	0.74899507	0.80253124	0.87597436	0.86801577	0.85227895	0.873996	0.7868114	0.85559404	0.7440609	0.8588747	0.88258106	0.890246	0.8034614	0.82917905	0.7506391	0.89049137	0.8195798	0.81722546	0.8249794	0.8174585	0.8275882	0.79413974	0.8656946	0.89742124	0.77041316	0.83725184	0.8216944	0.8485179	0.8909105	0.8884884	0.7963043	0.8125173	0.8248476	0.86371607	0.8758261	0.8125579	0.80174047	0.9037323	0.8784946	0.76205605	0.8195574	0.8380259	0.87948763	0.84926593	0.89608246	0.8760999	0.8847482	0.89754367	0.7968363	0.8708563	0.8652153	0.87925303	0.7235468	0.77753437	0.8723572	0.86689204	0.85863274	0.91323364	0.82574344	0.78069246	0.6721724	0.8859947	0.8401521	0.80276895	0.79646575	0.9236765	0.79925174	0.9272932	0.76734966	0.8808205	0.84336287	0.8459801	0.0	0.89039433	0.7917253	0.86911213	0.8227469	0.8739822	0.8358138	0.9001087	0.90263593	0.87420994	0.7890047	0.8102667	0.87304085	0.8499715	0.69297063	0.7609532	0.9022861	0.8887346	0.83088964	0.8724977	0.7312256	0.82126594	0.8447084	0.88327813	0.84555	0.80757177	0.83707994	0.83913994	0.88462067	0.7736951	0.8571626	0.85525227	0.90591097	0.83349913	0.8245225	0.83447766	0.84887886	0.87557316	0.8254915	0.73473984	0.80543256	0.89616674	0.8455788	0.8177536	0.73377496	0.7419354	0.864573	0.78388476	0.81333655	0.83972716	0.8373364	0.9081116	0.77157724	0.77643394	0.7945144	0.82598853	0.73600113	0.87099534	0.86407584	0.84810704	0.784792	0.91507995	0.80588496	0.854048	0.8555445	0.7880039	0.8459954	0.797304	0.7349715	0.8306812	0.8724117	0.7604782	0.8742572	0.9002067	0.8484832	0.8520249	0.84351987	0.79931504	0.80564654	0.7060474	0.8530083
materiaal/noun	0.87049264	0.7920979	0.9112489	0.81064606	0.6782296	0.8428278	0.8614851	0.77824795	0.9197564	0.84888965	0.8824195	0.8524692	0.85092354	0.91712373	0.81769645	0.80642325	0.9054119	0.76927394	0.87926674	0.84234643	0.83643794	0.85959125	0.8722053	0.8640878	0.9087784	0.83571315	0.84693176	0.8559231	0.8655539	0.88852763	0.5965377	0.78407806	0.79398924	0.5430047	0.8855418	0.8356205	0.73770636	0.8283136	0.87624973	0.81518394	0.87456965	0.89605474	0.7954706	0.9483974	0.81937593	0.7468554	0.69960046	0.78299683	0.8701066	0.899073	0.8541565	0.91319036	0.8925188	0.8440816	0.8465135	0.6844907	0.8959146	0.8570119	0.84712815	0.8386761	0.78563225	0.92856824	0.92380655	0.8113934	0.80736583	0.6508646	0.8527325	0.86393785	0.831187	0.93466455	0.87589544	0.8361052	0.8794164	0.86530316	0.7837823	0.93487084	0.8644665	0.94238937	0.9574053	0.8335855	0.81242716	0.8486825	0.8474426	0.95536214	0.76638156	0.8881109	0.9078343	0.8641027	0.84523666	0.8678429	0.8840991	0.84310067	0.9359447	0.89662737	0.8991437	0.89048034	0.83754164	0.87093323	0.7566623	0.8889705	0.9304854	0.8674708	0.76862335	0.89039433	0.0	0.8639806	0.7253088	0.8503813	0.8926903	0.7489684	0.59956163	0.82477117	0.7995917	0.81470567	0.8886564	0.92685497	0.8556017	0.87727654	0.83907205	0.9281922	0.8585573	0.8603944	0.8871007	0.8746932	0.9149797	0.78393304	0.8036771	0.91926193	0.8433591	0.8588391	0.8676573	0.8654071	0.86309564	0.75910074	0.8769335	0.7118038	0.75055087	0.7760203	0.9361702	0.8765537	0.8768962	0.8457143	0.82812023	0.731028	0.9365511	0.7923033	0.6178507	0.8520152	0.75873476	0.77265835	0.8752502	0.8252928	0.8886607	0.8937202	0.9110222	0.91622347	0.86411464	0.8758625	0.7306521	0.86101675	0.8669982	0.62644184	0.8627663	0.8687472	0.69324243	0.87097216	0.89303666	0.8775285	0.69761086	0.9219293	0.7880542	0.77353126	0.8793283	0.8593695	0.8710349	0.9001139	0.8889096	0.89311016	0.81448543	0.8882712	0.772213	0.793188	0.8861847	0.8383768
pril/adj	0.77306527	0.9090475	0.79555947	0.85854906	0.9365561	0.86401236	0.8203277	0.8378824	0.8796456	0.9062374	0.8491438	0.8812563	0.83486086	0.89325523	0.8920271	0.8499118	0.80497533	0.8668119	0.9190993	0.8551629	0.8400253	0.79007614	0.8440997	0.84358203	0.88268197	0.8892432	0.8467121	0.89416265	0.84000146	0.8243914	0.87250507	0.7921295	0.81628984	0.88039386	0.8111814	0.809576	0.808316	0.8001264	0.91675496	0.76912975	0.8824544	0.8697015	0.869167	0.87523746	0.8352814	0.7988323	0.8813854	0.798938	0.85873795	0.8610981	0.8353618	0.801223	0.79340136	0.89832616	0.85040116	0.7183652	0.8594222	0.72897255	0.8166616	0.87525606	0.89008105	0.86283356	0.837362	0.8329024	0.8597961	0.8806768	0.8461691	0.7941154	0.9026872	0.83378726	0.7688503	0.8320519	0.8008366	0.82597506	0.82264495	0.8864764	0.880994	0.9199984	0.79826057	0.8271165	0.86391234	0.8587445	0.91783136	0.8775116	0.8241611	0.9008841	0.8476169	0.8469766	0.9055494	0.8296515	0.8225683	0.8470269	0.8623103	0.9110664	0.79133767	0.81673574	0.9109819	0.81398785	0.92059475	0.82899916	0.87652135	0.869312	0.80819404	0.7917253	0.8639806	0.0	0.85779154	0.8453976	0.84494513	0.8600254	0.8949362	0.89809823	0.8125998	0.78866017	0.82845545	0.84600616	0.84670115	0.7261998	0.8140644	0.8938396	0.88934165	0.8734201	0.8827316	0.79420245	0.85706896	0.8583181	0.8462347	0.85433424	0.76981616	0.80507827	0.84227574	0.8131677	0.71368456	0.8732178	0.85138476	0.87052965	0.84120226	0.8078073	0.8379433	0.85317326	0.8461345	0.8403931	0.7747423	0.8110105	0.8977081	0.86757576	0.8250296	0.7743754	0.7564229	0.8862088	0.77275205	0.8044413	0.83650887	0.81329894	0.88121444	0.82003754	0.86507285	0.78105515	0.8238869	0.73073554	0.83467335	0.85722095	0.86624044	0.8192287	0.92253214	0.84650457	0.8470961	0.8408508	0.75388837	0.7949113	0.80566525	0.7734546	0.77519655	0.8626208	0.8312777	0.86982673	0.887868	0.82167816	0.8738584	0.8325773	0.8174858	0.7616229	0.775103	0.8111179
rotzooi/noun	0.8315971	0.8696821	0.8392533	0.8245579	0.7697396	0.80823976	0.8985931	0.87016153	0.8695214	0.82392025	0.86004704	0.87349486	0.8448324	0.91416895	0.75556564	0.84161896	0.84658164	0.85590315	0.9117249	0.7939403	0.85451347	0.8272367	0.83108926	0.7901986	0.7745261	0.7100898	0.8433325	0.7480514	0.83517617	0.92018265	0.87078816	0.8532368	0.7472344	0.7712534	0.84764224	0.8099536	0.88760537	0.8302425	0.80561525	0.83981466	0.87346536	0.88227904	0.79649633	0.92138076	0.84096855	0.7321458	0.67731595	0.8091053	0.77438176	0.8780372	0.8326411	0.87380433	0.7998884	0.855512	0.8553153	0.7143611	0.9019661	0.8371937	0.84935546	0.7055518	0.71339786	0.8791477	0.89058954	0.82111144	0.78691447	0.4683544	0.8349424	0.87601984	0.70165455	0.90578544	0.7829788	0.86375153	0.83706635	0.8147577	0.7206565	0.9345666	0.8680526	0.93054885	0.9257872	0.83089113	0.89403504	0.89207196	0.7709319	0.90691555	0.80571645	0.90943927	0.86697173	0.74821794	0.82261777	0.84053487	0.8739898	0.8655983	0.8960884	0.8219341	0.8310644	0.8247593	0.8757656	0.7773723	0.7956341	0.8530864	0.8781622	0.8476413	0.7778418	0.86911213	0.7253088	0.85779154	0.0	0.82958925	0.8139816	0.86582255	0.82244164	0.7834709	0.7924082	0.8166973	0.86604244	0.86686414	0.8376104	0.82512873	0.80874443	0.8652909	0.77985716	0.8302728	0.84659714	0.8428777	0.869318	0.7390201	0.75900626	0.8936385	0.8572044	0.77706087	0.7952825	0.810341	0.84841955	0.7383385	0.8975557	0.8570673	0.79934174	0.8611456	0.82256866	0.8638856	0.89863306	0.83142936	0.82070744	0.8218619	0.9039817	0.8147379	0.84792	0.8486532	0.7764077	0.83183956	0.824187	0.8311986	0.90158296	0.8667923	0.87647086	0.88766223	0.84506375	0.8720679	0.8481654	0.8371402	0.87325907	0.8059872	0.7560029	0.8702214	0.7663448	0.8166454	0.767564	0.75752544	0.76787925	0.8473969	0.7765353	0.83620626	0.9047709	0.73927253	0.8671658	0.8990549	0.84493	0.8096325	0.82298326	0.87685347	0.8457962	0.8243203	0.8747429	0.6912751
schiet_af/verb	0.87778914	0.8238514	0.8993131	0.8033278	0.89397246	0.87958074	0.86931115	0.8506519	0.8275105	0.8125932	0.8521319	0.85779756	0.8796752	0.8404614	0.8847252	0.80343944	0.84054375	0.84154546	0.8489713	0.82177347	0.86515343	0.83750683	0.87315613	0.8310481	0.9063079	0.87471795	0.81367445	0.87037724	0.8950651	0.83914727	0.85719264	0.8666684	0.8412558	0.82700187	0.8456844	0.8551772	0.85200995	0.8516951	0.87436724	0.85436517	0.8947185	0.85162544	0.85492736	0.84737766	0.840916	0.816838	0.8140043	0.8122971	0.7541068	0.8516861	0.8970561	0.85147417	0.87170243	0.8420237	0.9151893	0.7358788	0.8804158	0.9041396	0.8635802	0.8251791	0.8926571	0.75889003	0.8461528	0.85923624	0.8662534	0.8454314	0.8267608	0.8209324	0.7667504	0.88103914	0.8695783	0.8890561	0.81781286	0.8743251	0.8200358	0.8812295	0.842024	0.8965739	0.9026258	0.86862165	0.89342546	0.88881886	0.8325004	0.77760756	0.8498212	0.8983156	0.83293855	0.849433	0.8756452	0.8521724	0.88736886	0.79969823	0.9219503	0.8919716	0.879475	0.7951429	0.8682493	0.8630849	0.8236785	0.79461956	0.89071757	0.88450235	0.8461948	0.8227469	0.8503813	0.8453976	0.82958925	0.0	0.8626492	0.85550916	0.8493501	0.83947045	0.8806077	0.842042	0.8224291	0.78908086	0.870514	0.850188	0.78606784	0.86122453	0.89965624	0.82470036	0.8249012	0.79513997	0.85994995	0.8402021	0.8095361	0.8940056	0.8124381	0.8952022	0.88693655	0.8892504	0.8465996	0.87986785	0.86722887	0.9042381	0.8175985	0.82450676	0.87620944	0.86992097	0.86297697	0.83194137	0.7477632	0.9041939	0.86820614	0.81784177	0.8853927	0.87549293	0.8019498	0.8610934	0.8133142	0.88398147	0.9063886	0.80605584	0.86487544	0.8484938	0.8130616	0.89145553	0.84893894	0.8230247	0.856851	0.82828605	0.85351557	0.8286983	0.83777356	0.7710203	0.87527937	0.83442396	0.75161624	0.8678142	0.8633165	0.89084363	0.8899801	0.86419374	0.89285433	0.89243495	0.8660894	0.8977566	0.8427892	0.84395623	0.828485	0.8506663	0.87529874	0.86959016
stil/adj	0.8119597	0.9128161	0.8252431	0.8331927	0.9328699	0.88782406	0.8978834	0.8670001	0.87034774	0.8755268	0.86261773	0.9197176	0.8350525	0.9240726	0.8248491	0.8587568	0.7764429	0.89218706	0.94479346	0.81079465	0.843937	0.78907	0.8195449	0.8589101	0.8844096	0.88600427	0.8533422	0.8499625	0.8896054	0.93123186	0.90327656	0.88416576	0.82211035	0.86266077	0.8391228	0.7870169	0.8741039	0.8006146	0.8738723	0.85328335	0.9151239	0.86827195	0.855988	0.89501905	0.9006839	0.7957781	0.7947922	0.8265513	0.823554	0.86276186	0.86151683	0.8865601	0.79615694	0.90555805	0.8562166	0.7793178	0.89519143	0.8023477	0.8390104	0.7417213	0.85011387	0.8999145	0.8725135	0.8772241	0.88715076	0.79809725	0.88894975	0.8685776	0.8235249	0.825324	0.8110093	0.8752337	0.83666694	0.7985009	0.8290088	0.9311949	0.8644167	0.9091837	0.8501861	0.8702692	0.9013321	0.91703033	0.8463816	0.8827938	0.82136613	0.9195314	0.87996495	0.7444383	0.88809454	0.9167456	0.8450899	0.87702304	0.853349	0.8735345	0.8169104	0.8408226	0.9354192	0.803433	0.90209204	0.87091565	0.87479573	0.8528707	0.8037121	0.8739822	0.8926903	0.84494513	0.8139816	0.8626492	0.0	0.8904048	0.92390287	0.7905339	0.7565819	0.8367883	0.8917038	0.76675963	0.8377483	0.80748576	0.8784094	0.8687374	0.89938277	0.82914054	0.8434061	0.85291207	0.8701366	0.8308812	0.78736913	0.8863019	0.86484504	0.76820517	0.82887983	0.82249135	0.8341196	0.88255656	0.89733034	0.8962755	0.83476067	0.88365406	0.8389367	0.7700856	0.90792847	0.83991903	0.8038301	0.8938763	0.9068595	0.8709223	0.9242656	0.8651035	0.82387286	0.8823459	0.7858891	0.8722968	0.9202583	0.8726803	0.8420347	0.88431805	0.8107095	0.8403727	0.86725265	0.8441265	0.9141772	0.8697977	0.767974	0.8808597	0.8665554	0.8119699	0.7955922	0.7063693	0.7515433	0.80281246	0.8106215	0.8514234	0.85593396	0.84344316	0.9248457	0.8833434	0.869667	0.8391204	0.8970958	0.8504746	0.8836673	0.82372516	0.8350389	0.7915995
bied/verb	0.8264485	0.8445219	0.9129495	0.7622597	0.80047214	0.8183424	0.7150846	0.8204859	0.8349785	0.8906372	0.8519369	0.61190534	0.88014156	0.88070285	0.92106587	0.86241436	0.8238929	0.84271777	0.8463614	0.8384609	0.78553027	0.793434	0.8534128	0.80210084	0.9059966	0.8840337	0.79703325	0.9268189	0.8362521	0.85997355	0.6832731	0.7591018	0.75430053	0.8173224	0.9029845	0.8281981	0.7283932	0.820639	0.80863583	0.75732356	0.87274027	0.8816952	0.837489	0.88643706	0.75021183	0.8028775	0.89338136	0.7233587	0.89426714	0.8444559	0.79507995	0.8459923	0.89751685	0.66173154	0.87549436	0.717738	0.8404141	0.8902426	0.7860304	0.8579947	0.86530507	0.9068107	0.85386246	0.65912986	0.86375135	0.8568877	0.7538692	0.7798153	0.9181245	0.9432045	0.8859539	0.80172044	0.8514236	0.92461514	0.8221655	0.95259166	0.8463496	0.92517495	0.9279837	0.7170647	0.6834184	0.8281759	0.8272856	0.8983671	0.7810549	0.8231528	0.83147347	0.9014367	0.85960746	0.84243804	0.8065419	0.7746618	0.89478284	0.85619456	0.88832307	0.8252876	0.72860277	0.8705596	0.77265406	0.8525113	0.9017444	0.9030849	0.7839714	0.8358138	0.7489684	0.8600254	0.86582255	0.85550916	0.8904048	0.0	0.7951075	0.8530895	0.85076237	0.7627316	0.8468851	0.9310489	0.8399008	0.8323723	0.79644257	0.90191543	0.86843616	0.8819125	0.8299751	0.73687196	0.8216197	0.8026953	0.8581289	0.855448	0.82411754	0.91290915	0.89239866	0.9041491	0.89135224	0.85606176	0.7835674	0.7983608	0.74336493	0.6379712	0.91710776	0.8652488	0.82541364	0.7609104	0.75735813	0.7679324	0.9254316	0.7883568	0.7289669	0.84907895	0.77010894	0.8806739	0.86006415	0.7476566	0.7652379	0.848122	0.9222092	0.7897962	0.82570106	0.8654767	0.70589685	0.87915933	0.9004635	0.6666385	0.8556742	0.81669676	0.8580452	0.86378634	0.91333365	0.8789125	0.68147254	0.81768316	0.79101026	0.77211833	0.7998066	0.85335994	0.8268441	0.8157237	0.90067357	0.88250715	0.6679779	0.9032886	0.6664628	0.756183	0.79716295	0.85692585
genees_middel/noun	0.8963918	0.7844486	0.9521425	0.83573306	0.769605	0.8622267	0.79344267	0.7926929	0.8516673	0.91043246	0.8573512	0.8555771	0.91019994	0.8927437	0.87594295	0.84078634	0.8982699	0.7296989	0.8493625	0.8837132	0.6912677	0.89172554	0.88585675	0.8801132	0.93263924	0.86246145	0.85373724	0.92481655	0.8946399	0.8688295	0.6017369	0.8421078	0.80850446	0.68492013	0.8914584	0.9051323	0.7813853	0.8789992	0.8781382	0.8303212	0.8987969	0.91183794	0.8733641	0.9360924	0.87614685	0.75779647	0.89002234	0.7880017	0.91860086	0.9110822	0.86248124	0.89322895	0.9054838	0.81884634	0.88945574	0.77491677	0.8952692	0.9153207	0.8377447	0.8950968	0.8626729	0.9018047	0.91133714	0.87046397	0.84753287	0.7969177	0.81164485	0.86072344	0.93267924	0.9261614	0.92872036	0.83715785	0.8798299	0.883916	0.864976	0.94463986	0.8688964	0.9371411	0.93611187	0.8385257	0.7996168	0.82196534	0.81630105	0.92582524	0.81937546	0.78232574	0.9005629	0.90246755	0.87818676	0.8000282	0.85600936	0.81311506	0.9252179	0.9034831	0.9346833	0.87942505	0.79602134	0.8988602	0.7856333	0.8435725	0.90854245	0.90873164	0.80941534	0.9001087	0.59956163	0.8949362	0.82244164	0.8493501	0.92390287	0.7951075	0.0	0.8987864	0.8858032	0.8002022	0.88056684	0.8595998	0.8855095	0.9093114	0.85502684	0.9048944	0.9032326	0.87604845	0.88238394	0.8817942	0.87845516	0.78272396	0.88027006	0.87347186	0.842809	0.89756995	0.8964443	0.8987279	0.89380074	0.85285443	0.8738297	0.82192266	0.759241	0.7547651	0.94197816	0.8914644	0.8153012	0.82715905	0.8013945	0.86257946	0.936369	0.7489551	0.72714996	0.8553456	0.77234447	0.8213364	0.8952809	0.8522077	0.88380516	0.9086347	0.9079183	0.8709532	0.8532872	0.892655	0.7733183	0.9012824	0.872767	0.7187919	0.8890554	0.8535362	0.70600396	0.8662257	0.93156856	0.9336004	0.78691936	0.91191936	0.8156415	0.8722856	0.840482	0.88212407	0.8653532	0.88130397	0.9240442	0.9163682	0.7799803	0.87523603	0.7965902	0.8611817	0.8540067	0.883809
lig/verb	0.905624	0.8774719	0.8880489	0.8520136	0.8997701	0.9226577	0.84069383	0.8631192	0.88100666	0.83794767	0.85975385	0.8970698	0.88617146	0.915223	0.8393723	0.9330099	0.8667339	0.8705628	0.8884032	0.83202326	0.88205147	0.8259754	0.90455145	0.8495186	0.9155966	0.92185926	0.8920897	0.8088413	0.90787244	0.91297585	0.8829155	0.8644979	0.86781085	0.803665	0.8718885	0.77334535	0.86437744	0.8711661	0.8304667	0.81229895	0.9101103	0.7713376	0.8434168	0.9014489	0.8812801	0.8225671	0.7083991	0.79741925	0.79290056	0.87467486	0.8807397	0.9212899	0.901388	0.8679043	0.9035398	0.76974857	0.82895136	0.9166161	0.8198986	0.8274212	0.8951128	0.9350179	0.91569686	0.8484162	0.90253717	0.7402923	0.87503284	0.90682214	0.7246649	0.8871233	0.805508	0.89424783	0.7931794	0.8339684	0.82867116	0.9521635	0.83809453	0.93485534	0.93014544	0.88692397	0.8876408	0.922775	0.8651663	0.93879473	0.8850194	0.8688563	0.7931978	0.80359006	0.85249823	0.89759964	0.81026417	0.88620615	0.9277909	0.8939172	0.8981016	0.90814924	0.88050747	0.8969933	0.81828016	0.8990365	0.9027531	0.84615123	0.8220259	0.90263593	0.82477117	0.89809823	0.7834709	0.83947045	0.7905339	0.8530895	0.8987864	0.0	0.7686399	0.85765284	0.9095889	0.8622027	0.9168641	0.88136435	0.8787893	0.89206576	0.8901913	0.86777675	0.778842	0.8623809	0.90419817	0.83344275	0.7516968	0.8664371	0.8820719	0.87996227	0.8790597	0.8886752	0.8520513	0.8789879	0.8734852	0.8915964	0.83617437	0.8728285	0.9401172	0.7672473	0.90403736	0.8637166	0.77061987	0.91862285	0.89644694	0.88969314	0.91480404	0.91315806	0.8176334	0.8885977	0.88863444	0.8685882	0.91622967	0.8175578	0.85299003	0.907925	0.85788304	0.9083674	0.8509789	0.86188173	0.9040289	0.80103445	0.8733905	0.905764	0.82895446	0.8922535	0.8647366	0.76304376	0.76194906	0.8663277	0.8071078	0.88535357	0.87681675	0.8758973	0.92979276	0.89113027	0.8104002	0.8895295	0.8231211	0.8669866	0.82000154	0.88956547	0.8915586	0.869666
heel/adj	0.85935	0.8991395	0.8495736	0.83671784	0.8908035	0.8928253	0.8805305	0.8739998	0.8856838	0.8319268	0.8367276	0.89397836	0.85653245	0.9210249	0.7536321	0.86708415	0.82857597	0.8760429	0.9224225	0.84144884	0.85494494	0.7816024	0.86279565	0.8737362	0.8577394	0.85460156	0.8623523	0.8338163	0.8241985	0.8777675	0.8418675	0.841034	0.8327728	0.8333654	0.7957534	0.80441904	0.7974065	0.8314069	0.8551897	0.72438383	0.8920197	0.8629943	0.83743334	0.9011853	0.87505424	0.7005318	0.8230265	0.81649387	0.84319717	0.87684155	0.79904336	0.89274126	0.85388553	0.88124406	0.8150262	0.7704409	0.851178	0.8512654	0.8060086	0.8199543	0.7515823	0.92534095	0.9114565	0.8431294	0.82864887	0.7879388	0.87090755	0.850332	0.8514928	0.81810737	0.7468667	0.83805656	0.7972156	0.8359382	0.8047296	0.94318247	0.80033636	0.9044341	0.8008448	0.87542796	0.86068773	0.8827863	0.8711749	0.9264969	0.85495913	0.9200963	0.8698388	0.74644357	0.8739984	0.8820578	0.85488623	0.87793815	0.9107841	0.8501941	0.85715497	0.8701013	0.9023741	0.83384186	0.85597056	0.90867937	0.90476125	0.8498482	0.7448842	0.87420994	0.7995917	0.8125998	0.7924082	0.8806077	0.7565819	0.85076237	0.8858032	0.7686399	0.0	0.7732465	0.8770146	0.8994794	0.86790586	0.8530216	0.8482399	0.88741666	0.85417545	0.8529476	0.8489002	0.87987435	0.8834503	0.78619426	0.8001765	0.9058838	0.83400434	0.843219	0.82105196	0.80594623	0.8232176	0.8262198	0.8427225	0.829732	0.75586843	0.838085	0.857134	0.77112883	0.8708039	0.82443076	0.78076077	0.82691944	0.9166701	0.8593788	0.8607336	0.86376023	0.7953682	0.8841897	0.87014544	0.83044875	0.866794	0.87821513	0.78193444	0.8679633	0.86983216	0.87930775	0.78336716	0.8167329	0.84957486	0.7950765	0.8355974	0.85951453	0.86936915	0.8622135	0.7473583	0.8120861	0.693085	0.85864407	0.75367016	0.832341	0.8637407	0.82606924	0.88765967	0.9081733	0.8295845	0.87221193	0.8927546	0.83956516	0.8041831	0.81897676	0.8469197	0.8253359
