	word/verb	die/pron	produceer/verb	vier/num	als/prep	zoals/comp	per/prep	hard/adj	hoogwaardig/adj	46/num	blijk/verb	hoeveelheid/noun	aangekocht/adj	Waals/adj	allerlei/det	genomen/adj	bedek/verb	verdacht/adj	enkel/det	waarin/pp	chirurgisch/adj	representatief/adj	naar/prep	puur/adj	hoop/noun	stuk/noun	uit/prep	klein/adj	magnetisch/adj	nieuw/adj	met/adv	die/det	lichtgewicht/adj	neem/verb	lading/noun	afdeling/noun	stel_vrij/verb	ton/noun	acht/num	importeer/verb	roest_vrij/adj	vloeibaar/adj	in/prep	berg/noun	pak/noun	Japan/det	positief/adj	het/det	waardoor/pp	ben/verb	buitenlands/adj	boven_haal/verb	met/prep	ruw/adj	verschil/adj	kilo/noun	goedkoop/adj	op/prep	door/prep	val_samen/verb	maak/verb	gebruikelijk/adj	geïmporteerd/adj	verroest/adj	zacht/adj	licht/adj	boven/prep	ambachtelijk/adj	gemanipuleerd/adj	dat/pron	dik/adj	minder/det	alle/det	voor/prep	analyseer/verb	van/prep	zuiver/adj	deel_uit/verb	krijg_binnen/verb	doorboor/verb	plat/adj	zoals/prep	verwrongen/adj	waar/adv	rond/adj	eis/verb	gepantserd/adj	verbrand/adj	een/det	waarvan/pp	gelakt/adj	slinger_rond/adj	minder/adj	meer/det	onderzoek/verb	elk/det
door/prep	0.5541385	0.543795	0.81749403	0.7848033	0.75293267	0.78571606	0.8809953	0.801546	0.82118094	0.8973941	0.8166691	0.7731789	0.8586552	0.78198224	0.7139552	0.7573382	0.80016583	0.72175974	0.73610973	0.7495308	0.8040353	0.80414176	0.83904207	0.79867935	0.823642	0.79446757	0.75424033	0.7995789	0.80411243	0.8138724	0.69736123	0.7245445	0.8759862	0.8936663	0.7752429	0.8110417	0.8447912	0.83584726	0.7955719	0.8241601	0.86502874	0.80050117	0.7836098	0.742535	0.8492066	0.84414345	0.8381468	0.771843	0.59137774	0.83535147	0.715057	0.8592611	0.7458282	0.74138355	0.7483589	0.86446023	0.8387557	0.84253436	0.0	0.7668209	0.8516983	0.77254647	0.84522957	0.86057484	0.7790904	0.74674916	0.8090806	0.83238584	0.794693	0.721614	0.8036666	0.7895091	0.75950444	0.79862833	0.77673346	0.68627936	0.78683645	0.85092247	0.80433017	0.8191319	0.807986	0.67795545	0.81246305	0.7809955	0.8205196	0.74120176	0.76626754	0.7823242	0.6704687	0.79072714	0.92139447	0.8787303	0.802619	0.8158722	0.7479955	0.8130543
val_samen/verb	0.8635398	0.7818165	0.87577957	0.8807938	0.8203025	0.7710645	0.9079134	0.89268136	0.8316193	0.92485094	0.82439065	0.86833465	0.8997711	0.83881104	0.77249527	0.84004825	0.85592306	0.8510671	0.83328104	0.7207601	0.86937094	0.8171372	0.85267687	0.76395047	0.87809885	0.872789	0.8443061	0.87474954	0.85606307	0.7406857	0.7961792	0.7614291	0.9029641	0.8851544	0.82928216	0.865042	0.8875113	0.9361471	0.87876284	0.8737022	0.91129434	0.8640438	0.77382904	0.8827896	0.9200647	0.8817222	0.86279845	0.75364536	0.7796889	0.80830586	0.86072516	0.8973241	0.815812	0.8226928	0.78459835	0.9382312	0.8984723	0.834052	0.7668209	0.0	0.83753735	0.76405466	0.91711	0.91969436	0.83949476	0.8443489	0.8645074	0.8439298	0.8549485	0.7926953	0.9142789	0.8675878	0.7947988	0.7337458	0.7734407	0.60187346	0.7589408	0.896616	0.8668886	0.9155787	0.8526405	0.724161	0.8690601	0.86558175	0.8458402	0.81403637	0.91429806	0.9034312	0.7065871	0.8086777	0.9315787	0.94239163	0.86613935	0.8529991	0.82745874	0.7900617
maak/verb	0.8589865	0.81359595	0.7787211	0.9409795	0.84330165	0.8287035	0.9257222	0.89025325	0.808075	0.9625698	0.7882379	0.8510466	0.8808437	0.9040349	0.76451516	0.83912367	0.87535703	0.89929366	0.86314476	0.78495234	0.8761129	0.85830057	0.89639604	0.81967854	0.8977397	0.79799646	0.8747257	0.8482104	0.8776148	0.85532963	0.86344063	0.7826228	0.902519	0.91230494	0.8689825	0.9067471	0.9093573	0.9293258	0.93502635	0.8611886	0.8916228	0.88746655	0.9081681	0.90962756	0.8705063	0.88964677	0.90731174	0.84821093	0.7560902	0.6999035	0.894458	0.8646716	0.8009829	0.82005405	0.8454741	0.92637336	0.8113853	0.8694933	0.8516983	0.83753735	0.0	0.8312645	0.893173	0.89733094	0.8487511	0.85974085	0.9150702	0.824756	0.8735994	0.8256912	0.88893443	0.8270813	0.83035094	0.8087829	0.8311356	0.8161404	0.8147414	0.88320935	0.8632093	0.93419594	0.8127848	0.7798588	0.86986	0.9070422	0.8546441	0.91239893	0.93326145	0.910353	0.7146623	0.83567667	0.9062637	0.884732	0.77257633	0.87141526	0.88267875	0.81866455
gebruikelijk/adj	0.7939162	0.6949653	0.8096809	0.83003193	0.76785624	0.7139634	0.83066887	0.85949093	0.78366256	0.9056599	0.8001331	0.79541117	0.8544158	0.8643004	0.6338658	0.784169	0.832461	0.80646825	0.7844013	0.6961905	0.83057165	0.78146386	0.8671351	0.7495525	0.8638554	0.8085253	0.8091934	0.7929809	0.8232925	0.76062584	0.77633965	0.6834048	0.87877303	0.8754375	0.80608743	0.86514854	0.82462966	0.8689515	0.8417127	0.8350575	0.8795837	0.80307245	0.7902992	0.86472356	0.8379845	0.8929925	0.8488816	0.7814694	0.73159355	0.81280506	0.8136648	0.83568627	0.74029875	0.7683222	0.6667041	0.8688494	0.7663629	0.8102377	0.77254647	0.76405466	0.8312645	0.0	0.82839954	0.901456	0.78090656	0.7926612	0.83299994	0.80309606	0.8394987	0.7314782	0.8442187	0.759144	0.6799153	0.7387831	0.76782596	0.7136618	0.736462	0.7983831	0.8029158	0.91408837	0.7737644	0.6843941	0.8655181	0.80912304	0.80045944	0.8312845	0.87916356	0.88342357	0.62453187	0.75918543	0.8881755	0.91397166	0.8211606	0.80010885	0.8083286	0.7181189
geïmporteerd/adj	0.82448304	0.77470624	0.6514214	0.88502306	0.854199	0.7807857	0.8080646	0.907665	0.76800436	0.93134785	0.8737433	0.6543832	0.8080277	0.89970005	0.78054786	0.8003366	0.8349605	0.7911604	0.85045266	0.85039765	0.8803749	0.87317145	0.90675735	0.86740375	0.9181498	0.82276124	0.8132715	0.83091336	0.8662987	0.8654264	0.8370711	0.84766775	0.9078057	0.92520076	0.7403175	0.89732677	0.86575377	0.7102089	0.8895207	0.5358892	0.86987054	0.7536995	0.8719189	0.8496852	0.8312274	0.86174154	0.90283865	0.86054444	0.7746397	0.8703171	0.80849373	0.8355625	0.8027463	0.7832553	0.8026618	0.7146011	0.6696991	0.8820447	0.84522957	0.91711	0.893173	0.82839954	0.0	0.8490427	0.82898897	0.8330997	0.8785281	0.7887803	0.69205177	0.80265427	0.8434218	0.7299282	0.80943334	0.85278547	0.84758353	0.81740534	0.7972508	0.86450154	0.8190117	0.9095942	0.8111036	0.7341094	0.9010847	0.8164916	0.88708264	0.92115915	0.91659874	0.8042935	0.81246716	0.77938175	0.8669441	0.88738453	0.8138242	0.79644215	0.8609057	0.84109145
verroest/adj	0.87323034	0.8528412	0.79826593	0.85470676	0.9002615	0.8852739	0.8820805	0.9075127	0.88031316	0.9486621	0.911371	0.7904787	0.8730825	0.9099279	0.838382	0.85621953	0.72317517	0.85948944	0.8432888	0.8551695	0.87896633	0.9327265	0.88426757	0.9100359	0.895349	0.77776176	0.7682817	0.82611084	0.858783	0.8711529	0.9364844	0.84681493	0.8191024	0.9183551	0.75364816	0.92999345	0.93759024	0.76191026	0.8885738	0.83906686	0.73437184	0.77150315	0.854376	0.7676468	0.8439262	0.91372347	0.9506041	0.8630448	0.776649	0.8956444	0.9343922	0.7706089	0.7931716	0.7848179	0.8762373	0.77941287	0.8700984	0.84820366	0.86057484	0.91969436	0.89733094	0.901456	0.8490427	0.0	0.832254	0.85007644	0.78978777	0.85890085	0.8960405	0.826291	0.7576026	0.90225387	0.8702524	0.9194165	0.90828854	0.86408037	0.8830432	0.8821137	0.88391477	0.7287228	0.7385013	0.8448093	0.7555381	0.8200405	0.80134964	0.95507973	0.7899429	0.7614502	0.7585337	0.80438423	0.8159619	0.7870984	0.9093869	0.91084474	0.8921061	0.8706617
zacht/adj	0.8591366	0.8075536	0.73709476	0.9070703	0.85392815	0.7722626	0.9057369	0.7436938	0.8043528	0.94764674	0.90908694	0.7314211	0.8896965	0.88273764	0.7836797	0.83341205	0.586552	0.8868963	0.85815966	0.7604299	0.8776612	0.8717607	0.84929	0.7725079	0.8701839	0.68802595	0.7871775	0.7854508	0.800282	0.8616123	0.86095756	0.7814281	0.83618575	0.92283577	0.7941047	0.91570663	0.9431604	0.82120275	0.9194792	0.8263985	0.79316586	0.6393527	0.8023163	0.7113967	0.7082573	0.8731282	0.86237675	0.8087926	0.67381096	0.834491	0.9232187	0.8199252	0.6944017	0.6533971	0.8088403	0.77468824	0.80533695	0.8191217	0.7790904	0.83949476	0.8487511	0.78090656	0.82898897	0.832254	0.0	0.5904919	0.73438597	0.7256489	0.8179577	0.8109926	0.6145029	0.82440466	0.8528714	0.8657156	0.8438932	0.8488357	0.6562144	0.8312811	0.84658283	0.83412844	0.648834	0.77769303	0.81545377	0.822533	0.6680748	0.94646883	0.8881269	0.7425436	0.7131688	0.8355507	0.7641356	0.88911986	0.73085964	0.8603364	0.9313123	0.82630813
licht/adj	0.82729596	0.80272055	0.7562032	0.8374974	0.8843958	0.8241053	0.8359784	0.8190733	0.8408115	0.8657241	0.8520556	0.73108494	0.8920921	0.89108324	0.79484594	0.8125538	0.7397466	0.8609658	0.7735438	0.8108866	0.8419801	0.8771097	0.86276186	0.79414773	0.8669957	0.7720051	0.814095	0.74626935	0.8354714	0.887868	0.8188388	0.79436374	0.8163427	0.9117347	0.7548085	0.9057812	0.91733205	0.77697814	0.8578799	0.84802264	0.80157244	0.7330602	0.8247385	0.81022644	0.7686179	0.8680315	0.83182544	0.83506507	0.61325216	0.8245768	0.9231608	0.8415914	0.67983156	0.7314868	0.82794446	0.785241	0.79425275	0.8351126	0.74674916	0.8443489	0.85974085	0.7926612	0.8330997	0.85007644	0.5904919	0.0	0.751456	0.8316399	0.86962914	0.8407906	0.7332517	0.75849384	0.8630587	0.8586071	0.8528628	0.81220174	0.760443	0.8431851	0.8316266	0.78281903	0.76596534	0.7884977	0.8068901	0.8622705	0.7906773	0.90469915	0.82911587	0.7746081	0.67456734	0.8129735	0.8093578	0.87147564	0.71281576	0.8144952	0.8980752	0.8532414
boven/prep	0.8893237	0.8243195	0.8120861	0.8067164	0.89019895	0.8787529	0.7562781	0.8717349	0.8854768	0.8439082	0.9144924	0.8082308	0.88282347	0.8740891	0.87037385	0.8247194	0.6271285	0.8920832	0.8281269	0.8162916	0.9057893	0.8980041	0.79794085	0.8849731	0.8927403	0.79590905	0.783588	0.7586119	0.80447775	0.8707721	0.88370794	0.82894266	0.89876425	0.9083918	0.8012785	0.920087	0.89517254	0.77533996	0.80965424	0.85440403	0.8351178	0.7839396	0.757501	0.6666455	0.8001368	0.8889323	0.9199461	0.76183283	0.6741809	0.9077057	0.9117977	0.8275173	0.7680051	0.7801476	0.85837466	0.79524374	0.84219855	0.715567	0.8090806	0.8645074	0.9150702	0.83299994	0.8785281	0.78978777	0.73438597	0.751456	0.0	0.8908801	0.9160353	0.7944058	0.69154286	0.79573077	0.82191396	0.87392473	0.88697976	0.79329777	0.8290695	0.8505172	0.86041176	0.7751294	0.71638876	0.82064927	0.8063724	0.70217854	0.69667995	0.91186965	0.84666526	0.76507825	0.7091739	0.7998503	0.83621866	0.8863039	0.8105355	0.8239329	0.91959774	0.8173171
ambachtelijk/adj	0.8304375	0.74597347	0.70770884	0.9037401	0.7979305	0.70459986	0.90056646	0.8806288	0.6544297	0.95108277	0.8771606	0.7699788	0.7877382	0.84302753	0.7000421	0.84159106	0.8014647	0.8823736	0.8275526	0.7399124	0.85266733	0.82466817	0.87815803	0.71888816	0.88422066	0.746686	0.7963675	0.796794	0.85488033	0.7900802	0.8458363	0.7801242	0.8374381	0.92439115	0.80711937	0.81498075	0.8998145	0.82287574	0.9112603	0.77492505	0.8149029	0.7519463	0.8338917	0.8405738	0.8194381	0.8715223	0.8939119	0.834203	0.795231	0.80393434	0.85684365	0.8455414	0.7681312	0.7467518	0.7210138	0.82315654	0.72504437	0.8725721	0.83238584	0.8439298	0.824756	0.80309606	0.7887803	0.85890085	0.7256489	0.8316399	0.8908801	0.0	0.782437	0.75326955	0.8268888	0.7945571	0.79178053	0.79147685	0.80987966	0.79886186	0.68177676	0.8455923	0.8626423	0.88460237	0.7639137	0.70188457	0.86626494	0.7587231	0.8118458	0.93297726	0.9055041	0.8525907	0.7385988	0.7790886	0.84562194	0.87883484	0.79410684	0.8137368	0.87456864	0.80257654
gemanipuleerd/adj	0.7732239	0.74960375	0.6603059	0.90818995	0.83357906	0.7456883	0.895322	0.90134543	0.7520795	0.9205942	0.79652464	0.70420885	0.8558521	0.85530674	0.70180017	0.7944257	0.85544646	0.7967224	0.8495787	0.7964686	0.8684795	0.8478912	0.91196644	0.8299403	0.8958216	0.82589257	0.82033443	0.8238052	0.8077276	0.82216585	0.78659445	0.79992795	0.8736417	0.92713845	0.7900192	0.8779814	0.90480113	0.782004	0.9059852	0.7431313	0.8613459	0.74384755	0.8735668	0.8675978	0.864336	0.87726694	0.85521936	0.82378995	0.7305882	0.8329029	0.8469755	0.87228817	0.82199407	0.7884387	0.76600224	0.78497016	0.776403	0.88201755	0.794693	0.8549485	0.8735994	0.8394987	0.69205177	0.8960405	0.8179577	0.86962914	0.9160353	0.782437	0.0	0.7699135	0.8671025	0.76925224	0.7837622	0.7948256	0.76401293	0.7856193	0.76012063	0.8717629	0.77575624	0.8972543	0.83356774	0.69902813	0.8772715	0.8654491	0.8791692	0.8830168	0.90299106	0.8375401	0.80273473	0.7689292	0.89907503	0.9246482	0.8218324	0.8134225	0.80590284	0.82145756
dat/pron	0.70752525	0.6203908	0.6872453	0.8177478	0.74974006	0.689187	0.84060466	0.8936751	0.7037544	0.9138046	0.79729164	0.7278468	0.7694159	0.8163222	0.6364926	0.7729272	0.800497	0.7990078	0.7922116	0.593623	0.82127047	0.7356653	0.86305654	0.79505503	0.82294863	0.7369442	0.74284726	0.71109664	0.80804396	0.69091153	0.7917089	0.8155185	0.86264944	0.90557593	0.76568365	0.8163303	0.86588806	0.7746986	0.82765657	0.77621806	0.8271313	0.78964555	0.74908125	0.786299	0.8424972	0.8341546	0.8342158	0.38728213	0.67829263	0.7715825	0.78224194	0.81705606	0.72031116	0.7710564	0.6501627	0.82512426	0.7719289	0.8017363	0.721614	0.7926953	0.8256912	0.7314782	0.80265427	0.826291	0.8109926	0.8407906	0.7944058	0.75326955	0.7699135	0.0	0.82195365	0.7621336	0.70406854	0.7566104	0.7325182	0.71217734	0.7452825	0.84265745	0.8060784	0.86299497	0.7820753	0.6610567	0.79811776	0.729347	0.7960639	0.8621281	0.8469185	0.80676293	0.5859494	0.6240125	0.8710516	0.8503692	0.78192836	0.76252764	0.78213525	0.73510045
dik/adj	0.88841736	0.8045205	0.77135235	0.82390624	0.8760315	0.8596278	0.8426392	0.83615	0.8626689	0.8802321	0.8878148	0.75880474	0.9021203	0.9120885	0.82761025	0.864524	0.46126598	0.8794213	0.8362927	0.819174	0.87460035	0.90614766	0.91370976	0.8722537	0.8739122	0.7159492	0.7839542	0.76908904	0.8574784	0.895769	0.9163623	0.8069501	0.81428	0.9307538	0.76966345	0.94167167	0.95036364	0.76565826	0.8475573	0.8502902	0.7368516	0.67888737	0.8212509	0.7158523	0.6026722	0.91355777	0.95579314	0.8653257	0.71433425	0.87443304	0.94156307	0.77300835	0.67276	0.74397933	0.8754189	0.6871315	0.8356713	0.808657	0.8036666	0.9142789	0.88893443	0.8442187	0.8434218	0.7576026	0.6145029	0.7332517	0.69154286	0.8268888	0.8671025	0.82195365	0.0	0.82899463	0.8671856	0.91692305	0.8756627	0.8901582	0.827399	0.7976482	0.81782246	0.7471428	0.604928	0.8219808	0.7914564	0.8449507	0.64380336	0.96839094	0.82847214	0.69563746	0.70351243	0.80371034	0.72158307	0.8408138	0.80847263	0.8638679	0.9302249	0.82778805
minder/det	0.79814285	0.671998	0.65444255	0.79528105	0.8279407	0.7216442	0.59776455	0.8498635	0.7202755	0.7997583	0.8043249	0.6175659	0.8191199	0.8408893	0.7283554	0.78089744	0.8636173	0.8158611	0.7451818	0.8313937	0.84003717	0.83790445	0.8609375	0.7864914	0.8149106	0.8211076	0.83551025	0.7513257	0.8301077	0.80915964	0.7023971	0.7357981	0.8785982	0.8621688	0.7745346	0.8471571	0.7482519	0.6391853	0.775209	0.69188094	0.8701569	0.7409167	0.84562457	0.86228424	0.77263725	0.8490356	0.8166423	0.81702185	0.588349	0.82412636	0.7554793	0.8608695	0.760761	0.7814354	0.80260885	0.6961826	0.6053996	0.8357094	0.7895091	0.8675878	0.8270813	0.759144	0.7299282	0.90225387	0.82440466	0.75849384	0.79573077	0.7945571	0.76925224	0.7621336	0.82899463	0.0	0.6932483	0.6810342	0.8286852	0.7490197	0.7516047	0.8395362	0.7133063	0.8895899	0.83886963	0.6432418	0.87802416	0.8179795	0.8784112	0.8266075	0.87293655	0.8323025	0.77419436	0.7543208	0.91874367	0.8836544	0.4140877	0.28325927	0.82977164	0.7516481
alle/det	0.7079221	0.58447224	0.78608423	0.754452	0.7516167	0.69117165	0.79729706	0.873781	0.7478484	0.86906374	0.7709293	0.7604641	0.82476026	0.7593748	0.5156162	0.72082824	0.84296477	0.72980976	0.662717	0.6823391	0.8187377	0.7452915	0.84623283	0.7764958	0.7919761	0.8537984	0.75079125	0.7758805	0.82908356	0.7200757	0.7434491	0.6004805	0.8841168	0.8389612	0.7774657	0.82197046	0.76954406	0.8451468	0.75711024	0.80048954	0.8908185	0.8372653	0.7758084	0.828763	0.81684476	0.862086	0.82015103	0.7576679	0.6735946	0.7421493	0.7222427	0.8291564	0.7635227	0.8181266	0.52625597	0.8553876	0.7688136	0.7979775	0.75950444	0.7947988	0.83035094	0.6799153	0.80943334	0.8702524	0.8528714	0.8630587	0.82191396	0.79178053	0.7837622	0.70406854	0.8671856	0.6932483	0.0	0.668872	0.72142255	0.6849076	0.7598723	0.8164937	0.76090527	0.878359	0.83106786	0.6165826	0.8735539	0.74761486	0.83957964	0.7697369	0.83480483	0.84566814	0.729386	0.69637907	0.9049243	0.8686007	0.7906744	0.63604	0.7479018	0.52624094
voor/prep	0.78807044	0.6950052	0.8024785	0.77452564	0.71123046	0.7470193	0.7745957	0.86930203	0.7168517	0.9000475	0.8172441	0.8086722	0.7996657	0.79554516	0.7110852	0.79706186	0.8926172	0.8490312	0.77761745	0.7871196	0.84420055	0.80448323	0.83344287	0.802952	0.81133914	0.8614086	0.84740365	0.82283205	0.8687998	0.6932684	0.73017037	0.73933244	0.86460435	0.8209127	0.85571676	0.759953	0.7346939	0.80453527	0.77366084	0.82996726	0.89727217	0.84844255	0.82849014	0.89383495	0.8547064	0.8599313	0.84281194	0.7725695	0.71338	0.74808335	0.726773	0.86236745	0.7920878	0.83478826	0.7740237	0.8764303	0.69839257	0.8276623	0.79862833	0.7337458	0.8087829	0.7387831	0.85278547	0.9194165	0.8657156	0.8586071	0.87392473	0.79147685	0.7948256	0.7566104	0.91692305	0.6810342	0.668872	0.0	0.83603084	0.6444977	0.7912915	0.7747727	0.77615964	0.9269983	0.8584875	0.638453	0.8967207	0.81617934	0.83943194	0.7043117	0.8915596	0.8903472	0.6439372	0.7589147	0.9308212	0.89230627	0.7430918	0.6767162	0.8068939	0.7407714
analyseer/verb	0.75938255	0.69979954	0.7709455	0.8796331	0.78183496	0.7342669	0.89088583	0.8668078	0.77627337	0.90568084	0.71358347	0.755828	0.84512264	0.87268865	0.66918874	0.76950675	0.866135	0.7937066	0.7891022	0.6575613	0.824343	0.7458336	0.8848797	0.7680626	0.8810717	0.8001617	0.79765695	0.84616494	0.75877315	0.8092714	0.76402146	0.6991646	0.9075948	0.8869145	0.77939	0.87262625	0.8763421	0.87541246	0.88829905	0.8531276	0.8555685	0.8113657	0.8235895	0.8682475	0.87345153	0.89566	0.7857184	0.78007376	0.73536706	0.80477756	0.83030546	0.8542035	0.7996973	0.79403067	0.67051446	0.8736119	0.86300397	0.85008335	0.77673346	0.7734407	0.8311356	0.76782596	0.84758353	0.90828854	0.8438932	0.8528628	0.88697976	0.80987966	0.76401293	0.7325182	0.8756627	0.8286852	0.72142255	0.83603084	0.0	0.74737406	0.72691447	0.89061344	0.8278434	0.89397573	0.8411733	0.70332134	0.82597274	0.87532693	0.86625946	0.90071404	0.89979446	0.8553263	0.71669006	0.7516903	0.90352035	0.89863926	0.825078	0.8258132	0.60292244	0.7353591
van/prep	0.8435104	0.6741097	0.7896918	0.78175044	0.71392095	0.74816203	0.8118738	0.8670298	0.7324699	0.8460019	0.7672174	0.80029035	0.7881779	0.7353865	0.7236724	0.74692893	0.8195883	0.74059385	0.7693266	0.69552255	0.84530514	0.7244115	0.80751675	0.76888996	0.84463286	0.8298673	0.70670897	0.770982	0.8049568	0.6346139	0.67796373	0.7174389	0.87922853	0.8562568	0.80531573	0.7590908	0.7713398	0.8202325	0.78579515	0.7652816	0.87038803	0.8298224	0.729712	0.83954567	0.9121742	0.7909244	0.79953235	0.6379962	0.7136854	0.8325019	0.6694615	0.86959064	0.77790654	0.75773025	0.65241456	0.8706876	0.79768497	0.807251	0.68627936	0.60187346	0.8161404	0.7136618	0.81740534	0.86408037	0.8488357	0.81220174	0.79329777	0.79886186	0.7856193	0.71217734	0.8901582	0.7490197	0.6849076	0.6444977	0.74737406	0.0	0.7393892	0.8502971	0.7905859	0.87351	0.8211467	0.5952443	0.8566137	0.77343726	0.81569475	0.6683316	0.85468566	0.82988334	0.63465375	0.5255972	0.91885036	0.8972515	0.8380966	0.74211526	0.67663425	0.7611341
zuiver/adj	0.8319205	0.7203655	0.7060013	0.8931911	0.74246323	0.6826598	0.86647683	0.8006047	0.70612895	0.89997274	0.8298642	0.69592893	0.854282	0.8298295	0.68497604	0.7783271	0.80012715	0.8444162	0.84081846	0.6966087	0.847912	0.7938731	0.87711656	0.4298895	0.8437336	0.77823365	0.8011021	0.8357076	0.8186432	0.8195618	0.75965995	0.7178056	0.8648782	0.8776045	0.7480482	0.84745663	0.86466736	0.7963868	0.8977209	0.7727111	0.82345563	0.69652045	0.8300672	0.83833313	0.8167009	0.8795713	0.8275272	0.8016741	0.70284283	0.7592286	0.86645186	0.8347671	0.7579105	0.70523715	0.7169158	0.7837042	0.7695767	0.8615733	0.78683645	0.7589408	0.8147414	0.736462	0.7972508	0.8830432	0.6562144	0.760443	0.8290695	0.68177676	0.76012063	0.7452825	0.827399	0.7516047	0.7598723	0.7912915	0.72691447	0.7393892	0.0	0.85828155	0.81033313	0.87520313	0.77677274	0.6598369	0.812526	0.8474497	0.7906437	0.8905227	0.9004879	0.8470247	0.70126176	0.769038	0.86137325	0.9132271	0.73125374	0.7907155	0.8225774	0.7712942
deel_uit/verb	0.872359	0.78587043	0.81644547	0.8170488	0.8388132	0.8595831	0.8178613	0.85085696	0.88912946	0.89916575	0.88766205	0.7998313	0.87738615	0.8565236	0.8035724	0.8108486	0.79107296	0.8414231	0.7810565	0.8422587	0.94421357	0.9051641	0.87449193	0.90191	0.90133107	0.85923237	0.84157234	0.8160795	0.9112438	0.88122684	0.87551856	0.8537379	0.9126824	0.85627323	0.79419124	0.91185313	0.8824452	0.81667584	0.8237996	0.8230998	0.9219458	0.8294797	0.8697177	0.8343972	0.73020875	0.92621744	0.9418475	0.8725607	0.8298992	0.9103714	0.8685046	0.7939022	0.74450964	0.87538517	0.8569781	0.79661	0.7953085	0.84490174	0.85092247	0.896616	0.88320935	0.7983831	0.86450154	0.8821137	0.8312811	0.8431851	0.8505172	0.8455923	0.8717629	0.84265745	0.7976482	0.8395362	0.8164937	0.7747727	0.89061344	0.8502971	0.85828155	0.0	0.78176093	0.8833556	0.82597005	0.80266684	0.9197939	0.8320146	0.8280213	0.8253443	0.9069749	0.86082995	0.6849617	0.826679	0.9097107	0.85875	0.86272824	0.85319144	0.90071416	0.76688534
krijg_binnen/verb	0.8276095	0.74079293	0.7170053	0.8330855	0.8668633	0.81477565	0.7145276	0.9020647	0.81536573	0.8860322	0.77926594	0.6858581	0.85869455	0.8759621	0.7625601	0.8021183	0.8361549	0.74565876	0.76237583	0.8350761	0.887723	0.8667559	0.8642384	0.8645781	0.8771672	0.85681736	0.8184235	0.82361317	0.8812623	0.85293645	0.8379745	0.81200576	0.9050875	0.8891918	0.7861114	0.85676086	0.8107563	0.7397691	0.81837904	0.76746523	0.90169877	0.7518572	0.8457303	0.85148764	0.8138718	0.9089354	0.86221164	0.8402789	0.6989577	0.8631774	0.83065647	0.8377953	0.8102261	0.83662784	0.8044292	0.748695	0.78654265	0.86284924	0.80433017	0.8668886	0.8632093	0.8029158	0.8190117	0.88391477	0.84658283	0.8316266	0.86041176	0.8626423	0.77575624	0.8060784	0.81782246	0.7133063	0.76090527	0.77615964	0.8278434	0.7905859	0.81033313	0.78176093	0.0	0.8722352	0.85584366	0.7406595	0.899507	0.82095957	0.86924124	0.8387913	0.8826661	0.81499815	0.74086	0.77081573	0.9194555	0.8869735	0.7558217	0.752463	0.72283995	0.7673075
doorboor/verb	0.8681069	0.81889904	0.8388266	0.8352535	0.89115167	0.8860838	0.91127634	0.8951634	0.9023739	0.9453509	0.89794487	0.8378244	0.90222186	0.9171347	0.87810284	0.8494961	0.7218429	0.85471684	0.81680244	0.86498886	0.84518206	0.9274759	0.89058495	0.90884155	0.8991208	0.8240713	0.8078091	0.8379532	0.8653809	0.92241406	0.92558986	0.8882557	0.8498513	0.8936111	0.7898808	0.9325868	0.92845523	0.84460425	0.87137866	0.9017813	0.81786823	0.8236131	0.8282659	0.81442034	0.86907995	0.9150955	0.96339226	0.87024266	0.74883217	0.91262746	0.93540335	0.7909501	0.79394877	0.80903876	0.8919049	0.8220612	0.90320414	0.83260256	0.8191319	0.9155787	0.93419594	0.91408837	0.9095942	0.7287228	0.83412844	0.78281903	0.7751294	0.88460237	0.8972543	0.86299497	0.7471428	0.8895899	0.878359	0.9269983	0.89397573	0.87351	0.87520313	0.8833556	0.8722352	0.0	0.75578004	0.8474154	0.7934941	0.84533	0.8064644	0.9004824	0.81012	0.7157633	0.7672367	0.84069914	0.8356982	0.86331326	0.9014797	0.9074695	0.8786002	0.88406587
plat/adj	0.84380746	0.7847545	0.75597775	0.8463018	0.8384316	0.784773	0.8600966	0.7751372	0.80160815	0.94046676	0.9027594	0.78205633	0.8470021	0.85520816	0.7585805	0.8296231	0.57984084	0.8636761	0.8203249	0.7557042	0.8583704	0.86295724	0.8423996	0.7703789	0.8556227	0.7053962	0.76866114	0.7277581	0.8052734	0.83332634	0.8665657	0.7760818	0.81373364	0.9063722	0.7688034	0.89209306	0.89836	0.81054956	0.8806716	0.8346842	0.75043917	0.7222667	0.8107658	0.73461443	0.7106894	0.8899063	0.92273635	0.7972227	0.704381	0.8507856	0.89458585	0.77738476	0.66472113	0.69826233	0.79823065	0.7760869	0.76682866	0.74102366	0.807986	0.8526405	0.8127848	0.7737644	0.8111036	0.7385013	0.648834	0.76596534	0.71638876	0.7639137	0.83356774	0.7820753	0.604928	0.83886963	0.83106786	0.8584875	0.8411733	0.8211467	0.77677274	0.82597005	0.85584366	0.75578004	0.0	0.76466644	0.76506776	0.78768075	0.62803435	0.9315506	0.83109736	0.7674991	0.66882783	0.7732815	0.7551569	0.818953	0.8288191	0.88073957	0.9066504	0.77730274
