	kinderachtig/adj	word/verb	die/pron	flyers/noun	surrealistisch/adj	zulk/det	aantal/noun	tv/noun	stem/noun	affiche/noun	bijtend/adj	letter_DIM/noun	geweigerd/adj	advertentie/noun	combineer/verb	Australisch/adj	vol/prep	detective/noun	verblind/adj	plaats/noun	flankeer/verb	geplaatst/adj	wereld_top/noun	ernst/noun	lijk/verb	wapen/noun	heb_op/verb	oog/noun	hoor/verb	voorwerp/noun	samenleving/noun	sla_gade/verb	centraal/adj	laat_los/verb	voeg_toe/verb	halfnaakt/adj	groot_macht/noun	niet_commercieel/adj	radio/noun	ingehouden/adj	PROV/name	minachting/noun	symboliek/noun	die/det	gehard/adj	storend/adj	vol/adj	begin/verb	priem/verb	kaars/noun	licht/prefix	slechts/adv	ben_uit/verb	verholen/adj	moet_in/verb	plafond/noun	studio/noun	en/vg	gekleurd/adj	1ste/num	beperkt/adj	accent/noun	nostalgie/noun	prognose/noun	enig/det	drijf/verb	jazz/noun	in/prep	wat/det	hang/verb	schemer_door/verb	ironie/noun	tafereel/noun	mild/adj	pose/noun	helder/adj	precies/adv	welk/det	3de/num	Euro2000/name	waarvoor/pp	Aalsterse/adj	omgeving/noun	zweem/noun	schrijven/noun	vrolijk/adj	zie/verb	eenzaam/adj	kijk_terug/verb	wereld_pers/noun	terloops/adj	verander/verb	loop/verb	met/prep	blijf_achter/verb	reeks/noun	op/prep	verwondering/noun	door/prep	maak/verb	dergelijk/adj	macho/noun	één/pron	tafel/noun	vooroordeel/noun	ingebouwd/adj	licht/adj	gebruik/verb	discriminatie/noun	waarschuw/verb	ander/adj	licht/noun	publiek/adj	ere_plaats/noun	hang_op/verb	alle/det	voor/prep	humor/noun	onder/prep	ontlok/verb	van/prep	de/det	kom_over/verb	hoon/noun	Nederlandstalig/adj	ragfijn/adj	richt/verb	Romein/noun	eentje/pron	Istanboel/name	goedmoedig/adj	zijn/det	Engelstalig/adj	introduceer/verb	verdwijn/verb	fel/adj	loper/noun	auto_wrak/noun	politicus/noun	drama/noun	zelf/adv	zend_uit/verb	een/det	waarmee/pp	sta/verb	vleugel/noun	honderden/noun	rood/adj	mikpunt/noun	geluid_effect/noun	lawaaierig/adj	buis/noun	geest/noun	onderwerp/noun	ondanks/prep	2de/num	voer_op/verb	industrieel/adj	weiger/verb	varieer/verb	productie_huis/noun	hang/adj
door/prep	0.8495058	0.5541385	0.543795	0.89236194	0.8156389	0.7306999	0.7375945	0.8414992	0.82749784	0.8378439	0.79277325	0.8965772	0.8889871	0.8177488	0.8331967	0.72338086	0.7658374	0.7875583	0.8043438	0.87345403	0.85371846	0.79756415	0.8562447	0.7468139	0.82917243	0.7457981	0.78639996	0.8284334	0.8589754	0.76870257	0.7788998	0.7802531	0.8224657	0.77914405	0.88377225	0.85051185	0.80738	0.9046916	0.8302694	0.80109423	0.9812593	0.79049814	0.8111053	0.7245445	0.8355192	0.76050574	0.86081785	0.8446968	0.87704265	0.79325247	0.8527408	0.83942753	0.7957345	0.88048434	0.79379797	0.7682259	0.8198718	0.59013355	0.75512284	0.93755156	0.7888346	0.80621386	0.8077705	0.84102994	0.81871456	0.72495127	0.83392143	0.7836098	0.8110837	0.84614193	0.8222948	0.81703323	0.7719805	0.7717022	0.828256	0.80656016	0.8293886	0.80968845	0.93909794	0.8163466	0.7771603	0.7730899	0.76435494	0.8495654	0.81702214	0.8061572	0.84717745	0.7697066	0.8602194	0.8498355	0.8160854	0.8793988	0.841378	0.7458282	0.77566653	0.7641766	0.84253436	0.79469603	0.0	0.8516983	0.7172898	0.84553117	0.79751384	0.8785677	0.76213795	0.8277434	0.74674916	0.8016044	0.7756806	0.69213486	0.7848007	0.76754606	0.7798154	0.8713701	0.80839777	0.75950444	0.79862833	0.8271951	0.70491874	0.80515313	0.68627936	0.5940403	0.83619094	0.84546363	0.7988255	0.8567941	0.80935895	0.767956	0.78959334	0.8233485	0.8874495	0.7398397	0.8067687	0.80916977	0.79814714	0.69105893	0.76858073	0.818815	0.73081166	0.7959207	0.7507038	0.87745774	0.6704687	0.72471106	0.88424367	0.76045936	0.6475393	0.8100911	0.8081816	0.85972226	0.82406163	0.75155073	0.7710387	0.84251076	0.6681436	0.94447446	0.8002448	0.7737434	0.7674387	0.7827127	0.8514235	0.84318095
maak/verb	0.8074183	0.8589865	0.81359595	0.88711894	0.81103253	0.70390594	0.87618357	0.83726513	0.8888143	0.83697325	0.86324334	0.8900673	0.9432551	0.87504	0.74221265	0.9078211	0.7774763	0.86541057	0.8874489	0.9192812	0.9160732	0.88332087	0.9108293	0.8380508	0.74547553	0.902053	0.87955725	0.8969293	0.84916914	0.8287117	0.8583113	0.8533047	0.906966	0.8330646	0.8590456	0.9118752	0.9109882	0.8640193	0.85570353	0.86008674	0.9504252	0.8714179	0.8367025	0.7826228	0.9186279	0.80256766	0.8915169	0.8632864	0.9292917	0.8822686	0.8927908	0.8905126	0.86094695	0.9171958	0.8908376	0.89929307	0.87665486	0.73978084	0.8159867	0.9531635	0.8661111	0.82822204	0.8571183	0.9041361	0.87481624	0.87550455	0.839484	0.9081681	0.84644914	0.8659997	0.87414676	0.8457733	0.8286217	0.8620546	0.85383606	0.77060145	0.90484923	0.818953	0.95729023	0.9103938	0.8177937	0.8868903	0.85405684	0.8799597	0.84697235	0.79601943	0.84840643	0.8749663	0.8493643	0.93594795	0.81553245	0.8690778	0.8852777	0.8009829	0.8808899	0.83475053	0.8694933	0.88334465	0.8516983	0.0	0.7502618	0.86692786	0.8752275	0.8748512	0.86198664	0.8633098	0.85974085	0.8065007	0.8578002	0.87515724	0.8780527	0.87738246	0.85365534	0.9151663	0.83482444	0.83035094	0.8087829	0.79375243	0.9258328	0.84330547	0.8161404	0.84611195	0.78494805	0.90355873	0.84768623	0.8422304	0.86177033	0.8577633	0.8648938	0.93239844	0.8792805	0.82669586	0.84502125	0.81964636	0.9018619	0.908862	0.90510756	0.932811	0.8652049	0.83348	0.9020886	0.86700165	0.7146623	0.77134633	0.91939676	0.8973886	0.8829496	0.8919283	0.8807092	0.86722744	0.8677347	0.8599335	0.8436008	0.80512834	0.8023733	0.9391064	0.8394273	0.8503318	0.92777926	0.8127555	0.87635326	0.90905255
dergelijk/adj	0.7786504	0.6835268	0.5840218	0.88339114	0.78954923	0.3048811	0.69414794	0.8471408	0.8850795	0.8276559	0.8423246	0.8239734	0.8466881	0.78232265	0.77558154	0.8463941	0.79507995	0.82719266	0.8640207	0.8957394	0.91221464	0.85913527	0.88067096	0.6861005	0.7164579	0.7634964	0.84785056	0.910651	0.87760115	0.7726187	0.7072315	0.8426955	0.78615355	0.7829247	0.8385534	0.9130999	0.83544123	0.7839074	0.8529854	0.830068	0.9795254	0.7880812	0.7763459	0.50075483	0.882384	0.7306497	0.9018781	0.8451639	0.95141196	0.8724432	0.8813472	0.76151353	0.83621705	0.8515505	0.8467828	0.86699325	0.8898274	0.732772	0.811573	0.9514974	0.6360745	0.8410033	0.8079045	0.82534003	0.6598929	0.8351645	0.85720456	0.8156431	0.76167965	0.9029773	0.749594	0.7598349	0.7892995	0.745495	0.82677925	0.73667824	0.7677445	0.54561275	0.9623236	0.7926402	0.57307595	0.82816255	0.80378103	0.84948003	0.76405376	0.8544414	0.83681405	0.8699552	0.8780976	0.8804477	0.75811195	0.7806198	0.9011103	0.7387285	0.8467811	0.71505535	0.81158453	0.8024759	0.7172898	0.7502618	0.0	0.8728343	0.84937054	0.88775146	0.7488949	0.76829135	0.8303566	0.6816513	0.65654576	0.7764192	0.6842351	0.85701895	0.669677	0.8954502	0.8196245	0.6119844	0.6404915	0.7824255	0.85670394	0.7912512	0.64228785	0.6916648	0.8248836	0.8325769	0.7936764	0.8704914	0.7174684	0.844928	0.8543903	0.8680955	0.88070476	0.78990203	0.80880696	0.7434174	0.8607078	0.7937212	0.86375976	0.8840004	0.7563994	0.7953917	0.7701497	0.8532812	0.5772593	0.5911046	0.88119924	0.8771739	0.8110487	0.9114654	0.82291967	0.8867085	0.83569026	0.8385423	0.7950764	0.7552807	0.6840239	0.95024467	0.7934996	0.74657	0.73015237	0.7020838	0.8216835	0.89425427
macho/noun	0.79480934	0.89042187	0.75595915	0.9240754	0.82110333	0.79788816	0.9199869	0.8569618	0.8338493	0.8716165	0.85301316	0.88509965	0.92051536	0.86329824	0.8383533	0.85480976	0.80080783	0.78033185	0.8341677	0.9402135	0.8237048	0.8644918	0.8962613	0.8521521	0.8348355	0.8986877	0.83944696	0.83989847	0.872642	0.82639885	0.84608537	0.84877634	0.9013473	0.8652399	0.92716134	0.822653	0.83540654	0.9187362	0.89089155	0.8365189	0.9395157	0.8196945	0.8145329	0.8162161	0.89072347	0.84203607	0.90882844	0.8928906	0.8864932	0.885103	0.91780967	0.91381884	0.8974237	0.8939904	0.8846835	0.86554265	0.8970149	0.740402	0.8051661	0.93641526	0.94530463	0.79541034	0.8199031	0.91879	0.9108141	0.823641	0.82210445	0.8804439	0.8763527	0.8815927	0.8824403	0.84015226	0.78729403	0.8606434	0.7776945	0.8635181	0.8832602	0.8905486	0.9381193	0.8876889	0.8822608	0.8897251	0.8954619	0.89150023	0.8763448	0.75962687	0.8723774	0.79150116	0.8552676	0.9181157	0.86632127	0.89765733	0.9030147	0.81874454	0.9083168	0.8923891	0.8963294	0.8478104	0.84553117	0.86692786	0.8728343	0.0	0.8419149	0.88767165	0.8009031	0.90795666	0.85986984	0.89622545	0.8885409	0.88944614	0.877121	0.89680177	0.8905188	0.9120372	0.8493284	0.89613974	0.90186584	0.80884993	0.88282776	0.86107475	0.87849003	0.8521471	0.74063385	0.8836338	0.88882065	0.87655383	0.8866534	0.80519235	0.7985355	0.8862755	0.8389746	0.82566684	0.8819215	0.85529226	0.90299207	0.8898732	0.8550467	0.8985459	0.7683386	0.8314613	0.8964515	0.921183	0.777238	0.84566486	0.8975094	0.87428683	0.8811057	0.8588909	0.87034094	0.9158976	0.8727205	0.85555845	0.8170166	0.8630624	0.8843328	0.9358538	0.8735014	0.89464766	0.8911199	0.8792484	0.9070824	0.85284317
één/pron	0.8547375	0.87626743	0.6631458	0.9003016	0.8008018	0.782025	0.7420725	0.86557764	0.84985936	0.78885984	0.84418035	0.91553164	0.9135814	0.8638948	0.82185316	0.7763774	0.776791	0.7898965	0.88966227	0.88311493	0.8493028	0.8609795	0.91355354	0.8765151	0.865358	0.84449327	0.8529181	0.9022432	0.84313464	0.7745684	0.8675802	0.82952595	0.85091317	0.8364042	0.8612426	0.85416365	0.8757756	0.8944676	0.88075686	0.85046357	0.9810145	0.8728306	0.8321353	0.8278332	0.89521885	0.8503756	0.9084374	0.90379155	0.92183846	0.86022073	0.91182244	0.8386615	0.87245005	0.92282933	0.87644976	0.87062526	0.82760286	0.7524625	0.82381845	0.93819827	0.9165972	0.84978366	0.84832895	0.9002581	0.8899111	0.8421133	0.815223	0.8677225	0.8911027	0.8597297	0.85545444	0.8325473	0.77279574	0.87122905	0.8313484	0.84335375	0.8362356	0.815614	0.9462255	0.880173	0.80727255	0.8376855	0.85790575	0.9266174	0.8560939	0.81066763	0.8543109	0.7886902	0.8634695	0.93276924	0.8396927	0.9295002	0.92091453	0.82276726	0.84816474	0.71324897	0.8891061	0.8713889	0.79751384	0.8752275	0.84937054	0.8419149	0.0	0.87150264	0.8756713	0.88547695	0.8868017	0.86307395	0.91495985	0.8532903	0.7021262	0.887216	0.8839777	0.8814226	0.803746	0.75524974	0.85766244	0.8166617	0.80456233	0.8216781	0.7087562	0.7218557	0.83427644	0.9155751	0.78062904	0.8962655	0.8884735	0.8568645	0.8200023	0.8685498	0.8806923	0.7693882	0.8005856	0.78624034	0.8586925	0.90466106	0.83948845	0.89727044	0.7562578	0.8022894	0.8497103	0.8730861	0.70258164	0.7819786	0.87323916	0.833066	0.77802664	0.8939331	0.86240864	0.9020722	0.87907493	0.88193893	0.85245836	0.8395965	0.86402	0.9361249	0.80995643	0.82264274	0.8628854	0.83005494	0.84945846	0.8556268
tafel/noun	0.8942488	0.8880479	0.86608475	0.8770375	0.9001583	0.86136234	0.9239097	0.838856	0.91369224	0.840593	0.887376	0.8600722	0.91601497	0.8752591	0.8717624	0.9169761	0.7044323	0.9069942	0.90178126	0.9202858	0.7858128	0.8267923	0.92218065	0.9291335	0.90654993	0.9187666	0.82560545	0.8423414	0.9021949	0.7929156	0.94361424	0.8665654	0.8902684	0.85477054	0.83183056	0.84619653	0.9204725	0.94246644	0.89159554	0.87898564	0.9974572	0.9269167	0.86817884	0.8507556	0.89865094	0.8904705	0.8011206	0.90899086	0.8335377	0.66672873	0.92234874	0.8923766	0.8989976	0.95863307	0.85325396	0.6894575	0.8142004	0.7122818	0.69779855	0.9596931	0.92722976	0.8403199	0.8715454	0.9366056	0.93092215	0.86642903	0.9231258	0.84723556	0.82226044	0.71171385	0.917603	0.90418315	0.85125786	0.90084845	0.8691388	0.84806013	0.8697722	0.872041	0.96551317	0.90686274	0.8740239	0.888738	0.90900946	0.905464	0.9105939	0.7743255	0.87518084	0.8564793	0.9235362	0.922313	0.88980114	0.94888276	0.8243582	0.70292765	0.87678117	0.9159279	0.8206366	0.91541666	0.8785677	0.8748512	0.88775146	0.88767165	0.87150264	0.0	0.905549	0.80325514	0.85028756	0.8460114	0.9380352	0.92912006	0.8734447	0.81720984	0.9342277	0.8746259	0.7587811	0.8316256	0.8808697	0.9179564	0.8239996	0.88555974	0.88538843	0.8148978	0.91576356	0.93569237	0.90740275	0.8674917	0.9342273	0.86760116	0.7646622	0.91858006	0.9195541	0.83962244	0.91915363	0.8672697	0.854661	0.88409	0.809488	0.8618469	0.90763557	0.9330784	0.8929843	0.9448965	0.7195773	0.8227265	0.75517684	0.82008547	0.8314964	0.718644	0.9431195	0.93449515	0.8802828	0.73098075	0.89441925	0.8878437	0.9239002	0.9604711	0.919599	0.89288497	0.8751505	0.8657638	0.92119145	0.7739905
vooroordeel/noun	0.7822372	0.7961924	0.6848588	0.93178517	0.8210476	0.66247165	0.8472284	0.8743441	0.8514106	0.8662615	0.8251874	0.873636	0.9020495	0.83388394	0.8058964	0.8691747	0.7816972	0.81003606	0.84795177	0.9320626	0.92631865	0.8471062	0.88010824	0.7670302	0.7738423	0.86097765	0.77815425	0.84139997	0.85746205	0.8127538	0.67128855	0.8355352	0.89205545	0.7996286	0.8975891	0.8985199	0.82315624	0.90335804	0.88870597	0.83040684	0.94608593	0.6676964	0.7682155	0.6641006	0.89241564	0.79387367	0.9185807	0.90486133	0.92053413	0.88804775	0.92049694	0.8874337	0.8353863	0.84676313	0.85811585	0.8441333	0.9169333	0.6911782	0.76303214	0.93117493	0.8692956	0.7913391	0.7216387	0.84014726	0.7905769	0.7658776	0.7938653	0.87576866	0.81351835	0.8983983	0.85390866	0.73296535	0.78971124	0.80608773	0.76910555	0.8245131	0.8376359	0.7914258	0.9331378	0.8985213	0.8459337	0.8425559	0.8414083	0.81314385	0.79873127	0.81822026	0.86066544	0.8104757	0.8431737	0.91536987	0.83025825	0.8562522	0.91834694	0.823418	0.8683673	0.8624707	0.8846681	0.788578	0.76213795	0.86198664	0.7488949	0.8009031	0.8756713	0.905549	0.0	0.86447215	0.8720124	0.85488325	0.60326564	0.8746403	0.804281	0.88195425	0.80247873	0.89468193	0.8357383	0.74443305	0.84172845	0.73802805	0.836975	0.8170681	0.80354404	0.792673	0.793934	0.8363731	0.8386655	0.9121515	0.8000194	0.7946492	0.7886801	0.89982027	0.83739024	0.78720146	0.8247167	0.79893583	0.87291515	0.788948	0.87158424	0.89430445	0.70955753	0.79477143	0.8323319	0.9220947	0.7744321	0.7601025	0.9122869	0.84768134	0.8476953	0.90062994	0.78453064	0.8887087	0.8825425	0.8601672	0.7202589	0.7513977	0.81788766	0.9389535	0.83786994	0.8694836	0.84294283	0.8273939	0.88495356	0.85206467
ingebouwd/adj	0.8930547	0.8089722	0.7574121	0.8700102	0.8639857	0.76139075	0.86531067	0.7536928	0.874378	0.85660315	0.8687497	0.87689865	0.9155014	0.839908	0.7961638	0.9080726	0.72943795	0.88786846	0.8651349	0.9351029	0.85193413	0.78769267	0.89623207	0.89361995	0.8583288	0.82587355	0.8708159	0.86927086	0.88078046	0.7451762	0.86266804	0.8528909	0.845496	0.83432245	0.8480987	0.87570304	0.90072715	0.90292597	0.7741673	0.8780133	0.9699045	0.9107308	0.83965445	0.76644737	0.87503916	0.8050675	0.84343314	0.95265985	0.8656093	0.77579916	0.8412864	0.8522519	0.8755995	0.94805187	0.84301126	0.7163327	0.83007747	0.7117337	0.7279107	0.9445799	0.8341738	0.83929366	0.8445989	0.91026103	0.8584618	0.8657712	0.8624277	0.8431558	0.8245406	0.74546343	0.9103949	0.8546221	0.85551655	0.89591587	0.84919536	0.8200059	0.839873	0.77765167	0.9419258	0.9101742	0.83125913	0.9034508	0.855103	0.8884	0.87581605	0.8390739	0.86879253	0.885862	0.90417475	0.9060985	0.8606557	0.8789752	0.88668025	0.75697327	0.8747655	0.88320446	0.81801164	0.8848108	0.8277434	0.8633098	0.76829135	0.90795666	0.88547695	0.80325514	0.86447215	0.0	0.81225204	0.69720197	0.89824015	0.89000183	0.8406918	0.77027607	0.87680316	0.9133406	0.7614399	0.76390755	0.83572114	0.8620721	0.8548656	0.8944919	0.8331206	0.78763026	0.90891445	0.913304	0.86683124	0.84925246	0.8479693	0.8781353	0.7905022	0.9187427	0.9118102	0.8404666	0.8495189	0.7372398	0.7754571	0.8771084	0.85092425	0.86088085	0.9065342	0.89608765	0.8600627	0.8597452	0.70095885	0.65923274	0.7793919	0.8330281	0.83819914	0.81418145	0.91099447	0.85808724	0.85841715	0.7526996	0.8478789	0.906966	0.8739792	0.95634454	0.8848429	0.7935044	0.9240089	0.8035899	0.87622845	0.7872902
licht/adj	0.84985584	0.82729596	0.80272055	0.9132013	0.80062735	0.783045	0.78303194	0.91123563	0.8175833	0.87879	0.77521753	0.89782465	0.90517473	0.8806258	0.7698233	0.9033186	0.7152435	0.8865943	0.81042033	0.9073607	0.8719221	0.85833704	0.9196313	0.7567112	0.82784784	0.8807841	0.84288484	0.804695	0.8677162	0.8065304	0.8915218	0.83046174	0.9076751	0.8346548	0.7840824	0.8962549	0.9031383	0.9259001	0.9041935	0.7568675	0.97371244	0.8543834	0.8218937	0.79436374	0.86741346	0.80124545	0.8072133	0.90048367	0.8329992	0.7862434	0.8093541	0.7735829	0.8617847	0.86721694	0.8495401	0.7614807	0.8983359	0.6295215	0.7009846	0.92265403	0.7805884	0.77070737	0.8012508	0.81355643	0.7862451	0.79458266	0.82748735	0.8247385	0.7134255	0.7892777	0.89899045	0.77201664	0.79261523	0.6600647	0.8127277	0.723323	0.8463994	0.83330387	0.9150054	0.884259	0.8863764	0.84067273	0.83865994	0.76473296	0.8837633	0.6986985	0.7989098	0.8479041	0.85898656	0.9399579	0.8526793	0.87594813	0.87270164	0.67983156	0.7748127	0.86761564	0.8351126	0.8094418	0.74674916	0.85974085	0.8303566	0.85986984	0.8868017	0.85028756	0.8720124	0.81225204	0.0	0.81551176	0.88745147	0.86711526	0.8367474	0.68915266	0.9013757	0.9120233	0.85173124	0.8630587	0.8586071	0.764748	0.82642305	0.83452994	0.81220174	0.7843199	0.83853334	0.89527917	0.88760173	0.8219789	0.87818205	0.87149346	0.808603	0.88498765	0.859212	0.82483965	0.89369315	0.8446611	0.81858253	0.7688413	0.8335862	0.8205686	0.9195748	0.8399883	0.90278983	0.93592346	0.67456734	0.7946995	0.8576422	0.8252603	0.8393642	0.7011279	0.92303336	0.89436555	0.83568174	0.7873018	0.8420749	0.87981033	0.7167101	0.9229329	0.8806663	0.7877764	0.93138075	0.7168114	0.9311375	0.82294285
gebruik/verb	0.85639256	0.8048323	0.66558945	0.8827295	0.84702635	0.6975801	0.8158087	0.8289956	0.90844816	0.84912163	0.82466567	0.86070013	0.8953121	0.80642736	0.6886418	0.86483115	0.69788504	0.8910269	0.89051485	0.93284535	0.876513	0.8382326	0.91361547	0.8840785	0.8732565	0.6720332	0.849661	0.9126855	0.87744963	0.7387665	0.8697703	0.873619	0.8191134	0.7615801	0.71939975	0.9031396	0.90744865	0.8453456	0.83185637	0.8984211	0.9854165	0.87016976	0.8268923	0.76499796	0.84435266	0.8146392	0.8505428	0.8882491	0.9180886	0.8207865	0.8775273	0.84531933	0.8415963	0.9280628	0.81946284	0.79887885	0.87558085	0.5927557	0.75617427	0.9620792	0.7437562	0.83893186	0.8534764	0.92670035	0.86745006	0.7981138	0.8645837	0.83966964	0.78696454	0.81772727	0.8837385	0.8386099	0.85837185	0.8675098	0.8763158	0.8261368	0.8442913	0.6977966	0.962631	0.8928887	0.7077358	0.88254786	0.84846234	0.876201	0.8510184	0.8599273	0.8802141	0.8866157	0.9191072	0.94070864	0.875264	0.8393212	0.8728751	0.70271116	0.8308257	0.87361664	0.844658	0.8931413	0.8016044	0.8065007	0.6816513	0.89622545	0.86307395	0.8460114	0.85488325	0.69720197	0.81551176	0.0	0.84845424	0.83098763	0.7425417	0.8453839	0.8473158	0.93874013	0.76377	0.7250514	0.7169051	0.849117	0.81723934	0.8553418	0.72876763	0.74234605	0.882042	0.9300067	0.8573342	0.86377215	0.7298683	0.8301271	0.8366051	0.91472244	0.9152278	0.8565994	0.83708036	0.66170645	0.7941427	0.8963119	0.88581514	0.84628963	0.8860827	0.9052788	0.86203206	0.84137607	0.70821023	0.55483216	0.8622726	0.84592956	0.74610317	0.82749325	0.8638972	0.886982	0.8491648	0.77626467	0.856429	0.8477268	0.8944149	0.9587842	0.78975695	0.7109038	0.82678264	0.75028574	0.8979486	0.8378675
discriminatie/noun	0.855486	0.76377475	0.7224214	0.9488842	0.89742035	0.7011646	0.77796096	0.90146023	0.89687103	0.89014894	0.8612077	0.89787006	0.88410354	0.8517954	0.8831962	0.8803122	0.89083254	0.895453	0.9012536	0.9432865	0.9531573	0.9152768	0.92657006	0.78164387	0.85306895	0.83740103	0.85841316	0.9112383	0.89592516	0.8544699	0.6783217	0.8886216	0.89550394	0.88222694	0.92665315	0.9439953	0.86039746	0.914965	0.9012027	0.8954584	0.97607464	0.71187395	0.8362462	0.75425017	0.93231964	0.8297738	0.9530642	0.9168729	0.94014275	0.9132405	0.9504029	0.86392605	0.8634752	0.82567763	0.8717659	0.900033	0.94202465	0.7451992	0.8235094	0.9587341	0.8425859	0.85489106	0.82902455	0.89612865	0.80173534	0.82806456	0.9009644	0.8872309	0.88113034	0.946077	0.861794	0.83363014	0.8593865	0.8136728	0.87903786	0.87082064	0.86526245	0.80436295	0.9543329	0.87736523	0.8211305	0.89106756	0.87568444	0.8597913	0.8151462	0.91056913	0.9094465	0.88511056	0.9187153	0.91917765	0.8542806	0.86041665	0.9466019	0.86804795	0.8808046	0.87744427	0.8885109	0.83351225	0.7756806	0.8578002	0.65654576	0.8885409	0.91495985	0.9380352	0.60326564	0.89824015	0.88745147	0.84845424	0.0	0.8395926	0.81725717	0.9058826	0.8004809	0.9391519	0.88044524	0.7470255	0.7941932	0.854089	0.8451371	0.85494274	0.75041807	0.79533446	0.8904548	0.8626321	0.86602247	0.9260331	0.7714904	0.8625536	0.8748228	0.9332586	0.9003675	0.8667393	0.88504064	0.840845	0.8964259	0.7667361	0.91822207	0.92406416	0.7545811	0.8424666	0.8530295	0.93500066	0.800173	0.80938333	0.93978566	0.89901936	0.8580128	0.9263453	0.80494505	0.94752485	0.892135	0.92383325	0.8392278	0.79009485	0.79578567	0.9562729	0.8623116	0.88564634	0.78642565	0.82894313	0.92004156	0.9280878
waarschuw/verb	0.92561483	0.8608069	0.70537555	0.8913762	0.9307921	0.8112159	0.7829289	0.8917097	0.8732805	0.88240564	0.88619024	0.89460015	0.9100947	0.8404481	0.9299642	0.75668645	0.87168866	0.8914398	0.89659727	0.94725287	0.9093612	0.8713141	0.920963	0.81639487	0.84388125	0.7804083	0.8414442	0.8935812	0.8669442	0.90146995	0.8279102	0.8367866	0.8655317	0.85710937	0.8755229	0.941426	0.8562448	0.92912143	0.87148494	0.884212	0.98725086	0.82963556	0.90373147	0.87609655	0.89565265	0.8555012	0.93690425	0.8833096	0.91334486	0.9270155	0.9659218	0.91111517	0.83613294	0.8765681	0.8696246	0.92279595	0.9336659	0.7704244	0.8915349	0.9702139	0.83719224	0.8786331	0.90207696	0.79834807	0.8574547	0.8317328	0.9361156	0.84970134	0.89005655	0.91141933	0.726785	0.89455503	0.8910518	0.8413271	0.9125309	0.9215027	0.9221703	0.84979695	0.9660495	0.87114966	0.8518815	0.85327166	0.8694765	0.9008355	0.8912525	0.9081544	0.867199	0.9010033	0.90189147	0.89919984	0.8816452	0.9156404	0.90395933	0.85715616	0.83305955	0.8902962	0.87203586	0.8877254	0.69213486	0.87515724	0.7764192	0.88944614	0.8532903	0.92912006	0.8746403	0.89000183	0.86711526	0.83098763	0.8395926	0.0	0.8483393	0.9277191	0.8549887	0.9566877	0.8390062	0.8026658	0.82089317	0.93730265	0.74258614	0.82866275	0.714717	0.6455964	0.8580136	0.856687	0.8731246	0.9667798	0.7513634	0.88896346	0.92707056	0.86792594	0.919922	0.85392654	0.84890574	0.8222754	0.8899048	0.7911302	0.89699185	0.91073084	0.7405449	0.8971525	0.88637155	0.8826088	0.7864406	0.8099007	0.8897256	0.8569752	0.75687206	0.9133191	0.8021263	0.9593945	0.9135423	0.912078	0.9165641	0.8814671	0.76271915	0.96528095	0.8056943	0.8460368	0.73561037	0.8969318	0.9215053	0.927071
ander/adj	0.8165735	0.79954857	0.5753567	0.8909507	0.79941404	0.67581224	0.6999501	0.875479	0.88212895	0.8578783	0.8719576	0.901321	0.8822358	0.831751	0.7758206	0.8019691	0.79588497	0.8672488	0.891286	0.89072025	0.8804823	0.8604565	0.8704407	0.8500542	0.81798923	0.84567076	0.83707625	0.88563603	0.85197544	0.77827966	0.7946892	0.8596324	0.82732373	0.80108935	0.82945216	0.89815485	0.8500585	0.82805	0.87780803	0.88073105	0.98550355	0.8358901	0.81516033	0.6504884	0.87717915	0.8087854	0.92269546	0.93420655	0.92659354	0.86592245	0.92137694	0.8080788	0.87044346	0.9080117	0.8505446	0.89774555	0.8739303	0.72101545	0.8071737	0.9426477	0.79544973	0.84451544	0.8517778	0.9073301	0.81203485	0.8054985	0.8360753	0.82009244	0.7853125	0.90915465	0.82302564	0.8501376	0.85009956	0.84143585	0.85063994	0.8132604	0.7819104	0.52823734	0.9246817	0.873869	0.70522034	0.8448085	0.81706625	0.9071717	0.8129591	0.83774555	0.82189834	0.83334124	0.92158777	0.91898	0.8280261	0.7516696	0.913964	0.76323515	0.8168047	0.8355286	0.83616334	0.8478781	0.7848007	0.8780527	0.6842351	0.877121	0.7021262	0.8734447	0.804281	0.8406918	0.8367474	0.7425417	0.81725717	0.8483393	0.0	0.87631017	0.79293066	0.8924729	0.8431412	0.56273353	0.7635389	0.85678583	0.8206284	0.8486109	0.73015547	0.7237506	0.86987674	0.9045755	0.8043126	0.90624547	0.8127909	0.8452957	0.82154715	0.8572675	0.88672847	0.80328107	0.8276572	0.7436322	0.82428455	0.88002574	0.8379073	0.8705919	0.81455064	0.8930904	0.7760377	0.88966227	0.7271613	0.68000305	0.893819	0.86180544	0.7424031	0.8896645	0.8883282	0.91488	0.85607785	0.86311126	0.83383554	0.80629355	0.8973252	0.92020655	0.8588654	0.774553	0.8237915	0.7595153	0.85493916	0.8845811
