	ven/noun	mogelijk/adj	momenteel/adj	na/prep	enigszins/adv	dit/det	patiënt/noun	helemaal/adv	nog/adv	Kralj/name	tijdig/adj	weg/noun	gisteren/adv	hiervan/pp	Brecht/name	Roda/name	installatie/noun	reputatie/noun	consumentenvertrouwen/noun	geraakt/adj	onafhankelijkheid/noun	geleidelijk/adj	functie/noun	economie/noun	net/adv	binnen/prep	samenleving/noun	samenwerking/noun	balans/noun	Esser/name	om/comp	vanmiddag/adv	woning/noun	Rocky/name	doelman/noun	leiding/noun	geloofwaardigheid/noun	spier/noun	grasland/noun	stad_bestuur/noun	echter/adv	gisterenavond/adv	vervolgens/adv	patiënte/noun	fonds/noun	ziekenhuis/noun	knap/adj	daarna/pp	contact/noun	populatie/noun	krachtig/adj	goed/adj	nadien/pp	rechtsorde/noun	zuiverheid/noun	liberalisme/noun	paars_wit/adj	snel/adj	euvel/noun	daarna/adv	thuisploeg/noun	en/vg	veiligheid/noun	geheel/adj	technologie_aandeel/noun	normaal/adj	klimaat/noun	laat/adj	Geeroms/name	voldoende/adj	kerk_toren/noun	kost/adv	in/prep	elektriciteit/noun	opdat/comp	ze/pron	niet/adv	nadat/comp	pas/adv	ploeg/noun	Dimitri/name	golfer/noun	weer/adv	daarmee/pp	natuur/noun	aandeel/noun	begin/adv	toestand/noun	gebouw/noun	als/comp	voldoende/adv	thuis/adv	door/comp	het/det	rust/noun	waardoor/pp	eveneens/adv	gezag/noun	huisstijl/noun	men/pron	opnieuw/adv	thuis_reputatie/noun	democratie/noun	voetpad/noun	water_kwaliteit/noun	middenvelder/noun	intussen/adv	zich/pron	sluit_post/noun	olie_prijs/noun	meteen/adv	tijdelijk/adj	evenwicht/noun	weeg/verb	kraan/noun	aandeel_beurs/noun	Gino/name	Kevin/name	bezoeker/noun	fout_DIM/noun	licht/adj	vanzelf/adv	Roeselare/name	terwijl/comp	wegdek/noun	volledig/adj	dat/det	monarchie/noun	breuk/noun	orde/noun	waarschijnlijk/adj	relatie/noun	situatie/noun	van/prep	hij/pron	allicht/adv	we/pron	dak/noun	bestuur/noun	geloof/noun	Bayer/name	zodat/comp	overheid/noun	ons/pron	wonderbaarlijk/adj	LOMMEL/name	Estland/name	vanochtend/adv	VN/name	volgens/prep	schade/noun	effect_beurs/noun	voorlopig/adj	wat/adv	eerst/adv	gemeente/noun	driepunters/noun	misser/noun	eventueel/adj	enkel_blessure/noun	gistermiddag/adv	vertrouwen/noun	Van/name	iets/adv	onmiddellijk/adj	traditie/noun	leger/noun	wij/pron	nauwelijks/adv	politie_agent/noun	automatiseerder/noun	ondanks/prep	cabaretier/noun	scheur/noun	autonomie/noun
rust/noun	0.9089467	0.8872902	0.851942	0.63161916	0.8217575	0.9124487	0.9049112	0.8720027	0.79152775	0.80582815	0.83964086	0.893516	0.88567007	0.9036269	0.8298232	0.6507797	0.917222	0.9074167	0.9168925	0.8410111	0.8842188	0.84454906	0.93171245	0.91028315	0.82124406	0.8732861	0.9102951	0.90641624	0.8058387	0.9411305	0.8245268	0.90046614	0.92384183	0.85179925	0.54036975	0.83348787	0.8924546	0.8604483	0.90102834	0.8752962	0.74932367	0.8128324	0.7701151	0.90995747	0.9212227	0.914763	0.6112071	0.6046264	0.9230613	0.88468164	0.88593286	0.8330529	0.4769802	0.90214133	0.8605732	0.9162968	0.69071186	0.76599735	0.8354405	0.6184552	0.33487815	0.8374573	0.8833704	0.9104547	0.87474	0.86293656	0.8915467	0.7529283	0.807383	0.8368381	0.8606998	0.8355152	0.8833435	0.91497195	0.8470137	0.849146	0.86971205	0.7400068	0.82786924	0.63161576	0.8033012	0.90404105	0.7609499	0.8228081	0.84688663	0.92113847	0.9142936	0.8913461	0.9266988	0.85638183	0.89400077	0.73877966	0.7814337	0.8993196	0.0	0.7561743	0.83592033	0.912835	0.85473883	0.87088704	0.6953732	0.78241414	0.9183912	0.8800504	0.9281677	0.6841893	0.83895135	0.8978019	0.8666059	0.88204134	0.7165134	0.9092452	0.62278485	0.92186815	0.90025	0.87814224	0.7874216	0.7849729	0.57151735	0.7344031	0.85453403	0.86168766	0.7637303	0.8189709	0.8890033	0.8543125	0.8853963	0.9263594	0.8629895	0.81055576	0.89450014	0.93191934	0.9040148	0.92617464	0.8217966	0.75844795	0.74925387	0.88807344	0.9139138	0.9219009	0.7540181	0.7417805	0.9131399	0.81781423	0.85659415	0.8653004	0.81004465	0.91500586	0.94411093	0.9523177	0.92064494	0.91371846	0.86105233	0.8461183	0.7685325	0.920223	0.7339052	0.66339916	0.89464235	0.71540195	0.8425183	0.8312638	0.8068842	0.8973314	0.8457421	0.9210562	0.9385245	0.7925566	0.8222654	0.9045446	0.89368224	0.8110068	0.9445982	0.8976288	0.9025272
waardoor/pp	0.8192076	0.6386489	0.76942664	0.78504765	0.70065457	0.79731506	0.71856344	0.78363496	0.77894497	0.8511906	0.71023726	0.7197429	0.8568049	0.72709817	0.87553066	0.8503877	0.7033855	0.83588254	0.7247386	0.75349873	0.8549959	0.57947844	0.8126198	0.69472384	0.85697687	0.7628864	0.75168777	0.8067389	0.7387867	0.89078826	0.62694526	0.81574255	0.7579482	0.8693133	0.8219562	0.82116354	0.7726024	0.624005	0.7654218	0.830262	0.64597464	0.82428426	0.6301509	0.81614184	0.70331514	0.8605845	0.82708246	0.68034166	0.8151588	0.6787909	0.67682624	0.7990737	0.6793642	0.8408309	0.7837783	0.83032095	0.7938259	0.6114793	0.7457006	0.6790146	0.72019374	0.62808406	0.75160056	0.7026301	0.7456872	0.7079135	0.71068907	0.8384149	0.8843503	0.6742818	0.7954639	0.8094176	0.81887436	0.6576004	0.56381214	0.78450674	0.8079838	0.7202617	0.8513465	0.79528546	0.93247545	0.8481825	0.6721311	0.6571023	0.7483202	0.7608671	0.8663696	0.7868959	0.74588394	0.70166826	0.77486014	0.85457146	0.54078275	0.7287643	0.7561743	0.0	0.7244042	0.832455	0.84646165	0.80117655	0.6783291	0.87633497	0.81446564	0.7213207	0.8011566	0.8538999	0.74173295	0.81740314	0.8578149	0.695487	0.7447295	0.6672371	0.7160646	0.75150245	0.67716557	0.73712885	0.9138471	0.93969953	0.7478689	0.7456949	0.62939847	0.6591197	0.89937556	0.5985689	0.66347086	0.68181807	0.79023504	0.832433	0.80650413	0.8619927	0.6732073	0.8062092	0.76532674	0.7659408	0.84156483	0.7501564	0.7855123	0.7085924	0.85939324	0.8549887	0.8183402	0.28201282	0.7240062	0.814521	0.75971425	0.9473053	0.8472166	0.77986	0.8671882	0.83819854	0.71012866	0.7797499	0.766644	0.66770685	0.77717173	0.78559506	0.867601	0.7381786	0.68024844	0.8349963	0.8256805	0.7781198	0.9632144	0.67570955	0.7462938	0.87496376	0.8686392	0.81554866	0.686305	0.8254282	0.76698184	0.6494467	0.9110761	0.69121027	0.78605676
eveneens/adv	0.8610181	0.8192104	0.69509816	0.7753979	0.8066136	0.8065939	0.81893617	0.8746767	0.8313931	0.8360883	0.77924603	0.85680795	0.6294025	0.7672508	0.79485863	0.7933067	0.7692854	0.81141895	0.75738394	0.7499882	0.83578634	0.7926468	0.81340504	0.78438777	0.81475806	0.8347158	0.8373299	0.78803825	0.83438826	0.8416467	0.81126976	0.7112926	0.73475266	0.82077044	0.7691887	0.79676276	0.8185364	0.8486317	0.8562182	0.7629222	0.71599215	0.7093775	0.72771484	0.7877149	0.6668147	0.7685444	0.80799246	0.7518681	0.8525835	0.7895303	0.8110854	0.8770363	0.7178583	0.86701494	0.85741746	0.8301037	0.8031743	0.8244122	0.8217629	0.7798646	0.7980392	0.68011606	0.8724774	0.76798034	0.70937824	0.88556695	0.83546597	0.8330476	0.8279849	0.816103	0.8216662	0.82351005	0.70392203	0.81478584	0.7852997	0.81279624	0.8617046	0.6275186	0.82667315	0.75124073	0.8095607	0.8018764	0.8275678	0.7275988	0.8735231	0.6931833	0.7807249	0.8137329	0.76269376	0.8629345	0.8500857	0.8234719	0.76979303	0.79477906	0.83592033	0.7244042	0.0	0.81504536	0.8196256	0.8287446	0.66291976	0.84707105	0.83523446	0.8096627	0.86148024	0.75173485	0.7032167	0.81519574	0.85858595	0.76033074	0.768379	0.75444955	0.8814192	0.88518524	0.8210872	0.7172457	0.78976214	0.81885064	0.79716	0.8378553	0.70784813	0.8780877	0.74175745	0.73013455	0.81079173	0.76758564	0.869873	0.81860167	0.8007183	0.9075353	0.7456579	0.8339079	0.85107064	0.730674	0.7479799	0.7490592	0.84878516	0.82077515	0.79688144	0.86725724	0.7487362	0.75610083	0.7876897	0.86300826	0.8090547	0.8906191	0.77885956	0.6453347	0.81082606	0.7534231	0.8182591	0.6856557	0.73407483	0.87562	0.8130521	0.76018703	0.8860138	0.79708993	0.73495096	0.7906753	0.6862198	0.88412184	0.85208535	0.80436903	0.7443758	0.84639585	0.8005635	0.8223513	0.78544164	0.73844516	0.65786177	0.75243306	0.82660264	0.838892	0.84096795
gezag/noun	0.89835083	0.8299104	0.86161995	0.90970814	0.8511067	0.8731279	0.8397268	0.9086211	0.8890503	0.8977619	0.8532606	0.8936507	0.7353316	0.83643705	0.9271746	0.93352807	0.8747534	0.7539589	0.8745496	0.84496856	0.58494616	0.8217393	0.7086406	0.78306127	0.91049516	0.7273724	0.6713102	0.7938006	0.8708936	0.8705257	0.7782862	0.8064785	0.92966706	0.90943456	0.9341875	0.7188221	0.5812765	0.85722506	0.88405246	0.87531483	0.7648103	0.8633248	0.8323509	0.86921376	0.8553556	0.9024355	0.9485449	0.8882731	0.7658746	0.814933	0.78778845	0.9100248	0.90876186	0.6736425	0.7456447	0.7538289	0.91074324	0.8878625	0.8624054	0.8856209	0.9313489	0.7597655	0.7358824	0.7857369	0.88995296	0.8892627	0.8147415	0.9363241	0.9453351	0.82915723	0.88425004	0.8478134	0.8435493	0.8666273	0.73548996	0.82907224	0.8267605	0.77913755	0.9189057	0.8880471	0.96595114	0.904562	0.9005353	0.77172816	0.8340757	0.9008903	0.9247365	0.8438138	0.8778776	0.8412986	0.8722752	0.9204056	0.78831244	0.8157314	0.912835	0.832455	0.81504536	0.0	0.88828653	0.8085056	0.87290263	0.8876332	0.6293943	0.91147655	0.86923385	0.90842587	0.81449974	0.78831744	0.92209435	0.87582034	0.8974832	0.8264518	0.83032894	0.89913726	0.91584814	0.8491789	0.94538105	0.9696698	0.9480318	0.9065029	0.9160826	0.8710113	0.95217276	0.83610964	0.919948	0.82015747	0.8501798	0.6675209	0.82900727	0.7254178	0.8492498	0.75106114	0.8247808	0.74138874	0.81220526	0.90177083	0.8701731	0.93534684	0.70585954	0.65933573	0.9033281	0.84102553	0.67710996	0.8698504	0.8560241	0.97243863	0.86313236	0.75172806	0.6220347	0.6956599	0.8622054	0.89927256	0.8242911	0.9082764	0.8799523	0.81724775	0.95786625	0.8584672	0.80009776	0.917778	0.8275314	0.7151418	0.9545375	0.88524836	0.8195476	0.73795974	0.602612	0.82169336	0.83495796	0.7483291	0.88634145	0.8446869	0.88081366	0.89976174	0.5829591
huisstijl/noun	0.9009324	0.89256954	0.81395143	0.8965571	0.8421208	0.8605999	0.8911278	0.88481027	0.87988794	0.9071781	0.90045834	0.9206441	0.8725227	0.8616297	0.87078774	0.8586553	0.7844804	0.8692105	0.91316724	0.88882476	0.9083433	0.86500853	0.8702657	0.89417374	0.90707564	0.85337013	0.843966	0.8340248	0.84504783	0.9164134	0.8478502	0.8787453	0.89358085	0.86791027	0.8609067	0.86304724	0.8827389	0.89683646	0.8951122	0.8196731	0.8379385	0.8592192	0.85338366	0.89047843	0.88417006	0.9108602	0.86398435	0.87665397	0.91209924	0.8805031	0.8547642	0.8608913	0.8542389	0.89911836	0.8513194	0.85532105	0.8664289	0.8775686	0.86345184	0.8696608	0.8658573	0.7976243	0.8937158	0.80299664	0.9040959	0.90013015	0.86065525	0.90504235	0.91715753	0.874751	0.86577165	0.8942563	0.8569603	0.86885	0.8487896	0.84705323	0.87610257	0.8968345	0.89879125	0.8173377	0.9050847	0.91559553	0.86658657	0.8636174	0.8634648	0.9119185	0.88644093	0.8820805	0.80700254	0.90078145	0.8993542	0.87998784	0.8425048	0.83540887	0.85473883	0.84646165	0.8196256	0.88828653	0.0	0.8285947	0.825982	0.8621279	0.8618729	0.8805509	0.88357055	0.828881	0.8304557	0.84874856	0.87819564	0.91732854	0.86375475	0.878199	0.86570865	0.9041444	0.88333356	0.89308006	0.91439325	0.90275073	0.8592135	0.8746877	0.8974003	0.88498765	0.8727691	0.86729467	0.8508114	0.8399313	0.8646165	0.84508	0.85938525	0.8915873	0.907965	0.8920206	0.8631387	0.82754505	0.847076	0.8814956	0.83582735	0.8862627	0.8432515	0.8834285	0.88376343	0.8190469	0.84867954	0.860116	0.8712626	0.9001892	0.9007743	0.9013424	0.91783607	0.88313204	0.90659505	0.9240525	0.87179744	0.8641929	0.8645778	0.8360348	0.90812504	0.8676488	0.8900321	0.89325327	0.8625976	0.90171057	0.91855174	0.86381376	0.88777155	0.7886952	0.92342204	0.8229529	0.85217273	0.8962071	0.89905024	0.8762753	0.874271	0.8970392	0.86482835
men/pron	0.8887679	0.7267667	0.79133844	0.93319654	0.7192031	0.763103	0.7238128	0.70480275	0.6700474	0.8797821	0.7269181	0.8435233	0.88091034	0.7523251	0.92235243	0.93992156	0.844965	0.83616304	0.87419736	0.8557109	0.809274	0.8049041	0.8364378	0.8607328	0.8589845	0.8617519	0.7521583	0.8358375	0.8297083	0.8713952	0.6612347	0.88231826	0.8895201	0.8889863	0.90579885	0.88677526	0.80641526	0.81709856	0.8595904	0.7146808	0.5917977	0.85857207	0.74353945	0.81059206	0.8439143	0.9040452	0.9144984	0.8368596	0.837722	0.80709606	0.8289319	0.73526156	0.7994055	0.7926664	0.7725396	0.7571261	0.8481366	0.75446993	0.7516092	0.7680332	0.8448725	0.8302796	0.8288937	0.8033335	0.8417297	0.7962249	0.8334143	0.88504136	0.9173748	0.7337281	0.83730114	0.82230306	0.879506	0.84121966	0.7176448	0.4212575	0.52835083	0.9007473	0.8102029	0.8570322	0.9569167	0.8625945	0.78354216	0.76868725	0.7840359	0.91199124	0.8794456	0.79005796	0.8735075	0.6497517	0.8537766	0.8124796	0.6833382	0.83839786	0.87088704	0.80117655	0.8287446	0.8085056	0.8285947	0.0	0.7897754	0.8401655	0.78058463	0.81841207	0.82855296	0.92279184	0.72689193	0.6861005	0.8819123	0.86453974	0.7550163	0.82047015	0.8213067	0.84378606	0.8347851	0.8552287	0.9284406	0.96150196	0.81462157	0.79825795	0.8790826	0.7120957	0.9292966	0.7805199	0.8398727	0.7808391	0.6257678	0.7755198	0.8450859	0.85327256	0.792593	0.8560415	0.7186476	0.90341586	0.52041614	0.7691275	0.39634627	0.89845663	0.82240963	0.766775	0.9083846	0.7143903	0.7000649	0.5931143	0.81867963	0.9714409	0.90073735	0.89445955	0.81466675	0.88399893	0.83229727	0.923917	0.7508787	0.70009124	0.6686566	0.76348186	0.926153	0.8154872	0.74830633	0.8941061	0.8940331	0.81557524	0.96487904	0.75726926	0.7771592	0.8185457	0.8902986	0.40028912	0.6880151	0.8736933	0.8980849	0.88251925	0.87607485	0.82698524	0.77318674
opnieuw/adv	0.8647752	0.80219877	0.71271396	0.67979026	0.7785138	0.7900204	0.8694046	0.81144905	0.7167133	0.7916712	0.7368907	0.8197973	0.7055731	0.85322875	0.7928387	0.7821617	0.8322754	0.8790038	0.8111534	0.7892723	0.84770226	0.71358216	0.87969977	0.8465244	0.80293787	0.8371249	0.8767465	0.85860354	0.8295044	0.8856069	0.7099756	0.7244905	0.80328393	0.8188414	0.6982974	0.81746364	0.8369942	0.8015689	0.8708033	0.7111792	0.72267616	0.6596723	0.62434506	0.83530223	0.81617796	0.8407883	0.75457263	0.60080075	0.9034494	0.8462876	0.827051	0.8289974	0.5276573	0.89275295	0.881494	0.8824378	0.7086633	0.7161534	0.75963604	0.60046566	0.6452496	0.7714442	0.8883224	0.83307403	0.76183367	0.8048196	0.88161856	0.73595	0.82150614	0.7959063	0.7936763	0.79350585	0.7259041	0.8426087	0.73485684	0.7227242	0.8548372	0.6279125	0.6513729	0.6495621	0.82508355	0.8591439	0.4086249	0.7541148	0.86486816	0.83103395	0.6525375	0.84599656	0.8363739	0.76861435	0.8383658	0.74262017	0.7171143	0.8062771	0.6953732	0.6783291	0.66291976	0.87290263	0.825982	0.7897754	0.0	0.76562625	0.8699203	0.8082766	0.876662	0.7542824	0.657045	0.8177805	0.8615643	0.79084146	0.5874471	0.77545667	0.7939563	0.8871437	0.78217846	0.76386625	0.79533803	0.8245865	0.7213706	0.78083974	0.773872	0.7735303	0.7299547	0.7431781	0.7815342	0.749392	0.88301325	0.8838203	0.83722436	0.88855493	0.75432205	0.89585143	0.86404544	0.87000346	0.6949824	0.6245325	0.65981185	0.81506544	0.81072986	0.91312385	0.8048813	0.6476455	0.8568285	0.80061966	0.8188125	0.87448627	0.8180405	0.74987406	0.8480123	0.880581	0.85769	0.7895819	0.75356424	0.7896377	0.6421481	0.8106537	0.80730927	0.76170933	0.7606083	0.7327666	0.73623693	0.83023024	0.8874526	0.831248	0.6780944	0.8964429	0.80274296	0.737432	0.7992043	0.7752175	0.77960044	0.778667	0.8877445	0.8066277	0.87407094
thuis_reputatie/noun	0.90113294	0.9280992	0.8342077	0.8563407	0.8765675	0.87481904	0.9375577	0.9024308	0.8162344	0.9009827	0.9009455	0.94078636	0.898861	0.9146184	0.820438	0.8225651	0.93814915	0.6467118	0.9012438	0.89576614	0.9008079	0.8906608	0.93000174	0.8878081	0.9118707	0.93991697	0.910311	0.90583295	0.87121534	0.92924964	0.8865365	0.91642356	0.9209531	0.8999586	0.74320513	0.8725357	0.82959694	0.8823509	0.93198824	0.82857895	0.83897007	0.78846914	0.8982016	0.922409	0.92107403	0.9065509	0.7934839	0.86932623	0.9048587	0.89333975	0.89146	0.8559865	0.72994715	0.89961934	0.9025957	0.9026137	0.74316937	0.88926256	0.8857293	0.85864526	0.7087932	0.8896956	0.9385889	0.9398383	0.91435295	0.9236831	0.8977852	0.9166155	0.85511315	0.84969044	0.89669544	0.8549642	0.8980933	0.9468415	0.9054772	0.859731	0.85390174	0.9090734	0.9207864	0.6376566	0.7973408	0.89535594	0.84769523	0.8499644	0.91635704	0.9317398	0.90851873	0.8961089	0.93264467	0.9006408	0.8833388	0.75616765	0.85000503	0.9324457	0.78241414	0.87633497	0.84707105	0.8876332	0.8621279	0.8401655	0.76562625	0.0	0.8905277	0.9226632	0.8928546	0.77219003	0.83166325	0.8986622	0.90928304	0.9007877	0.85354316	0.9434936	0.86823916	0.9304235	0.92771333	0.8965765	0.80843633	0.79763174	0.86224115	0.84480256	0.9102132	0.9113642	0.7345818	0.8728221	0.91075486	0.9092577	0.8547817	0.912043	0.89905065	0.9229146	0.9304915	0.90560037	0.901044	0.93719995	0.8485402	0.76324266	0.72900206	0.94230556	0.88696855	0.91466457	0.8432338	0.8563166	0.9328585	0.8091287	0.8900031	0.8501385	0.88975435	0.92886496	0.95430756	0.95236397	0.9160075	0.9366229	0.892955	0.83404964	0.8708397	0.90955585	0.83176434	0.84226334	0.931715	0.8169172	0.90479237	0.8218974	0.8744012	0.8791014	0.93469083	0.82554936	0.94730407	0.75527346	0.88556594	0.9352326	0.9235307	0.8400253	0.91760737	0.9002198	0.8995413
democratie/noun	0.89597046	0.7975089	0.86636686	0.89748013	0.82634586	0.83668315	0.83590055	0.88502073	0.88797593	0.89038426	0.8820761	0.87120456	0.8715198	0.8277874	0.9421119	0.939309	0.8605718	0.77808666	0.84338576	0.87670416	0.56304383	0.7684142	0.82614726	0.6650308	0.9264003	0.75033516	0.45722842	0.7227411	0.8030213	0.9209769	0.7631309	0.90020674	0.9435583	0.9249244	0.92166716	0.87033653	0.65299666	0.8401719	0.8848892	0.89861345	0.7843344	0.9023004	0.8959334	0.8963704	0.8715817	0.93513876	0.92886007	0.9113698	0.8351841	0.7983906	0.7425049	0.8430103	0.92186904	0.5230018	0.6734504	0.5963261	0.8984268	0.8620293	0.87300813	0.9041522	0.9136682	0.73610383	0.6685953	0.7735409	0.88484734	0.83940595	0.7112943	0.94928664	0.9540298	0.79929346	0.90587354	0.8447526	0.8132442	0.8782798	0.714797	0.8454027	0.82436043	0.8812479	0.90845823	0.873829	0.964851	0.8988055	0.88645667	0.75440025	0.74390423	0.9353504	0.94491583	0.776402	0.89068663	0.82504326	0.83650815	0.9428944	0.7732124	0.8083752	0.9183912	0.81446564	0.83523446	0.6293943	0.8618729	0.78058463	0.8699203	0.8905277	0.0	0.88440716	0.84192455	0.9268575	0.8547415	0.8345951	0.91166306	0.85514784	0.9002102	0.8534638	0.7665396	0.87344134	0.90916586	0.8412613	0.96179456	0.97437936	0.9368718	0.9001833	0.9149827	0.8400091	0.9604683	0.84652644	0.8930254	0.8162286	0.79303324	0.51725733	0.8151813	0.75831056	0.8591978	0.70688117	0.7627188	0.74936163	0.8518541	0.888961	0.84330577	0.93757844	0.78511995	0.60013676	0.92133987	0.8308455	0.7457118	0.8414514	0.82056284	0.96767336	0.85218465	0.8759834	0.70161796	0.8131165	0.9018209	0.91247314	0.85851467	0.8912202	0.8877836	0.8922411	0.95462376	0.8672227	0.81098306	0.9284178	0.92235005	0.7693198	0.9857003	0.87423325	0.8668075	0.66817486	0.7186285	0.7596953	0.83467835	0.8672148	0.90222543	0.8104539	0.9111265	0.8946825	0.59066164
voetpad/noun	0.8622438	0.83347666	0.8190213	0.89349705	0.86559844	0.89744014	0.8827845	0.8650019	0.88569176	0.9359503	0.79733104	0.5489621	0.9156014	0.8389022	0.817822	0.9521701	0.7326933	0.90182364	0.89667326	0.8549321	0.9316683	0.8220099	0.89384276	0.8901762	0.88840157	0.8730881	0.8848297	0.89404666	0.88156486	0.9352237	0.8136563	0.91661596	0.6774123	0.90211385	0.87754804	0.8535409	0.8937698	0.8578227	0.7650874	0.7032485	0.860949	0.8276314	0.802313	0.8772022	0.88142526	0.8458925	0.91064215	0.80636215	0.9010335	0.8529518	0.89077395	0.9243616	0.78337294	0.908049	0.8848431	0.8869736	0.89574796	0.81087923	0.80573416	0.8199537	0.8809871	0.7634845	0.81574416	0.8410782	0.8860604	0.8612633	0.8943445	0.90497833	0.9039925	0.85208106	0.74932694	0.878517	0.8581929	0.7517661	0.7808671	0.8454303	0.9077831	0.8681114	0.88912815	0.9049375	0.91496575	0.9210348	0.8396792	0.8785292	0.8248628	0.91329306	0.85483027	0.8306648	0.6368836	0.8915963	0.910365	0.8952431	0.8164759	0.8148824	0.8800504	0.7213207	0.8096627	0.91147655	0.8805509	0.81841207	0.8082766	0.9226632	0.88440716	0.0	0.8701768	0.922619	0.82752657	0.8916877	0.9251492	0.90573514	0.876298	0.7850275	0.8739697	0.80401754	0.7202318	0.90679824	0.9166089	0.9395504	0.84313136	0.8776718	0.80587286	0.8542884	0.8822475	0.83095855	0.39303267	0.75105524	0.90533906	0.8790345	0.8937509	0.89611524	0.88932765	0.9012082	0.87950665	0.8251195	0.8857992	0.860383	0.8519978	0.64880353	0.8883894	0.931608	0.93780065	0.637391	0.86519265	0.89018774	0.880376	0.9660132	0.90863824	0.91197896	0.9267379	0.91390413	0.8423796	0.93325174	0.864328	0.865018	0.8166473	0.73491025	0.9163566	0.8844084	0.82902896	0.89606994	0.86285496	0.9191916	0.9418429	0.8760838	0.8421676	0.91416323	0.9127951	0.8753077	0.8660711	0.8320673	0.9300398	0.90627	0.9457379	0.73586607	0.87151855
water_kwaliteit/noun	0.8477037	0.8174979	0.8574344	0.9307308	0.85381377	0.83366	0.83123666	0.90244246	0.8806904	0.92896736	0.8699131	0.87146544	0.93461305	0.8295614	0.92609406	0.9587239	0.83117974	0.84672624	0.76416934	0.8928693	0.88085485	0.8037652	0.89555746	0.74396837	0.92849743	0.8890759	0.83782387	0.8407718	0.83160126	0.932694	0.82027864	0.91307855	0.9117925	0.92923105	0.94804657	0.9052616	0.8379705	0.8210746	0.83927655	0.8473777	0.80526054	0.911574	0.882182	0.89361435	0.86090297	0.9027269	0.9332813	0.9049153	0.8910872	0.7636996	0.85975033	0.86229753	0.89814186	0.8558091	0.86338174	0.8917937	0.9068002	0.84335077	0.8746423	0.900484	0.91606545	0.8336669	0.7218284	0.86459893	0.8514145	0.8840543	0.77762985	0.9577176	0.9345336	0.8228928	0.88572204	0.9264258	0.8715217	0.8465406	0.81498486	0.8657567	0.86489487	0.93109185	0.93006146	0.9196244	0.9517013	0.89809185	0.8792857	0.8666277	0.7937882	0.8919486	0.901765	0.8101057	0.8784573	0.89312124	0.8718492	0.94263923	0.8362461	0.8364684	0.9281677	0.8011566	0.86148024	0.86923385	0.88357055	0.82855296	0.876662	0.8928546	0.84192455	0.8701768	0.0	0.93950623	0.8774296	0.9096949	0.92706	0.80460095	0.9206753	0.8800194	0.85664487	0.85869277	0.8708228	0.8518079	0.94190735	0.96093565	0.8935154	0.90790933	0.8436811	0.89251083	0.94046426	0.86370885	0.847829	0.8540774	0.8242089	0.8884568	0.8986238	0.89691156	0.8680309	0.84262925	0.8166921	0.83865315	0.88998413	0.90175414	0.8467253	0.90384775	0.87488353	0.8784622	0.9049977	0.8029815	0.81576395	0.8939359	0.88886327	0.9570626	0.9316728	0.9280116	0.87868756	0.86757874	0.8639535	0.9039993	0.8926999	0.8804354	0.8661176	0.8347569	0.94596285	0.8804631	0.84384596	0.9293583	0.93600845	0.86640716	0.9664322	0.8587953	0.91198355	0.8982647	0.92227083	0.8521774	0.82965386	0.90675104	0.8916933	0.8270831	0.9363209	0.85645545	0.85729045
middenvelder/noun	0.9016568	0.9147842	0.79231995	0.7573942	0.8924194	0.92994016	0.9296483	0.92667115	0.8514097	0.7196213	0.87522006	0.93831885	0.7720863	0.9196431	0.69072014	0.4972033	0.9147241	0.8960745	0.9313852	0.766012	0.92177653	0.9051486	0.8899921	0.8934174	0.82677925	0.9227045	0.9189932	0.8958539	0.86871535	0.90180045	0.91444844	0.8198413	0.9277469	0.79579484	0.3418795	0.79615664	0.9265348	0.85900426	0.9104813	0.87656105	0.8757877	0.7258034	0.8605466	0.902179	0.920933	0.8939477	0.7169417	0.812909	0.93303853	0.9301287	0.9226458	0.8799678	0.7194343	0.9387617	0.9085974	0.92523897	0.6802421	0.8795037	0.86139446	0.8271419	0.7394262	0.771953	0.9640957	0.91851646	0.9140608	0.9284759	0.93616927	0.86594707	0.7101127	0.8957578	0.89358246	0.8904929	0.8707896	0.931414	0.91152644	0.89575315	0.9250092	0.76811314	0.8608478	0.5808871	0.56338346	0.82470286	0.8682697	0.9063701	0.9420376	0.9150206	0.8674366	0.9288937	0.93387157	0.91970885	0.90173364	0.78986853	0.8934259	0.92314315	0.6841893	0.8538999	0.75173485	0.90842587	0.828881	0.92279184	0.7542824	0.77219003	0.9268575	0.922619	0.93950623	0.0	0.8094271	0.91665727	0.7818637	0.9404758	0.85058826	0.87116563	0.85742384	0.92280346	0.9324752	0.90083486	0.59109783	0.5141214	0.8638061	0.8154714	0.89164853	0.9128324	0.70310056	0.863971	0.9342911	0.9071624	0.9437729	0.895156	0.87064266	0.95296323	0.8670669	0.93629515	0.9550203	0.87377936	0.8244076	0.6539392	0.86800414	0.9564075	0.84575194	0.9447998	0.6966514	0.8617374	0.9048729	0.9105611	0.85027313	0.68296146	0.7960086	0.89652485	0.92811763	0.8876313	0.9489547	0.91214573	0.8324147	0.9011625	0.8835699	0.89821565	0.82178766	0.7599212	0.8878009	0.5296938	0.77491784	0.8762198	0.59862614	0.93061656	0.88749313	0.9123725	0.8879209	0.8886565	0.8684055	0.85841423	0.88399017	0.8557194	0.82744455	0.8736351	0.93466616
