	bank/noun	overheid_schuld/noun	ver/adj	daarom/pp	eerder/noun	voor/comp	voetbal_bond/noun	keer/adv	activiteit/noun	dochter/noun	maar/adv	namelijk/adv	organisatie/noun	economie/noun	familie_bedrijf/noun	binnen/prep	om/comp	staal_industrie/noun	landbouw_sector/noun	drastisch/adj	spoor_weg/noun	al/adv	bank_sector/noun	Belgische/name	luchtvaart_maatschappij/noun	huishouding/noun	vervolgens/adv	diep/noun	Fabricom/name	die/det	netwerk/noun	nu/adv	Hof/name	druk/noun	ingekort/adj	Europa/name	brandweer/noun	volop/adv	luchtvaart_bedrijf/noun	snel/adj	secretariaat/noun	slechts/adv	afdeling/noun	tijd/noun	choreografie/noun	en/vg	schooljaar/noun	AG/name	mede/adv	grotendeels/adv	vermogen/noun	Nissan/name	tak/noun	ze/pron	moet/verb	opleiding/noun	Chrysler/name	weer/adv	bovendien/adv	filiaal/noun	fabriek/noun	Top/name	jaar/noun	dus/adv	fors/adj	het/det	waardoor/pp	opnieuw/adv	Philips/name	intussen/adv	zich/pron	jeugd_beleid/noun	merk/noun	directie/noun	Bax/name	marketing_afdeling/noun	groep/noun	productie/noun	flink/adj	terwijl/comp	volledig/adj	gewoon/adj	regio/noun	jeugd_voetbal/noun	ten/adv	lening/noun	vermoedelijk/adj	totaal/noun	gebied/noun	dienst/noun	voetbal/noun	zonder/prep	Franse/name	we/pron	bestuurder/noun	markt/noun	zodat/comp	container_park/noun	Unilever/name	topman/noun	marketing/noun	Italiaan/noun	top/noun	dringend/adj	1999/noun	grondig/adj	dagenlang/adj	management/noun	administratie/noun	uiteindelijk/adj	sector/noun	volgens/prep	club/noun	zwaar/adj	zonder/comp	eerst/adv	medium_groep/noun	doorgaans/adv	schuld/noun	concern/noun	traject/noun	onderneming/noun	leger/noun	zichzelf/pron	tot/prep	wij/pron	staat_bedrijf/noun	bedrijf/noun	er/adv	bedrijf_terrein/noun
zonder/comp	0.8204607	0.8308215	0.75695235	0.6766689	0.8111247	0.62107956	0.8423728	0.7552933	0.83124006	0.8785546	0.7491981	0.699226	0.83999896	0.8413602	0.8304237	0.84496	0.5706835	0.8483708	0.824119	0.7982107	0.8250935	0.8064934	0.81866944	0.92490184	0.85160387	0.84027064	0.56397665	0.8121565	0.88396114	0.6839997	0.8321103	0.77229017	0.88753283	0.8383681	0.89066935	0.838471	0.8703561	0.8117861	0.87604576	0.7199557	0.8753498	0.83382535	0.9287351	0.81234854	0.8121328	0.7007769	0.87020767	0.8752297	0.8393327	0.7718579	0.8027062	0.8089525	0.8486955	0.5117272	0.5456549	0.85525835	0.85615873	0.743114	0.6612854	0.9025475	0.8593696	0.94733614	0.9175233	0.6979655	0.80598325	0.8105973	0.6671742	0.75321704	0.8657911	0.74277544	0.7385819	0.8286455	0.8290939	0.8219469	0.9225569	0.8755655	0.8791858	0.8475003	0.75320077	0.6889035	0.7514151	0.6924814	0.9078597	0.90542626	0.81286854	0.83997357	0.8155053	0.87116736	0.8328899	0.8678052	0.88974965	0.60665774	0.89909035	0.6154678	0.828745	0.8508363	0.60948616	0.82804304	0.84670615	0.9283972	0.8480053	0.84836626	0.8982336	0.8104551	0.91133595	0.7842536	0.73304236	0.80757546	0.7964885	0.7294179	0.83257073	0.88147336	0.8680525	0.79874575	0.0	0.63170695	0.85832846	0.7105502	0.81896234	0.8296483	0.79620314	0.7996776	0.8432128	0.7141655	0.8769306	0.61447066	0.84351665	0.80160415	0.76488525	0.82097983
eerst/adv	0.84875625	0.88381326	0.7253505	0.685067	0.82218504	0.5879872	0.81354654	0.78208005	0.89344746	0.90383685	0.72053385	0.77555126	0.88464147	0.91473836	0.8862318	0.8405095	0.6504889	0.9029919	0.8552438	0.8419365	0.846331	0.7804535	0.8620089	0.9102273	0.87561375	0.8700166	0.5151699	0.8117381	0.8729871	0.7536229	0.883177	0.6867261	0.8897033	0.8663093	0.88559616	0.8912177	0.8371184	0.7746917	0.8907028	0.7251167	0.850472	0.87782234	0.9089126	0.81185156	0.8898778	0.7590323	0.811309	0.90406126	0.89938223	0.83276576	0.91300255	0.87287426	0.89029646	0.5837774	0.53981566	0.80759865	0.88457644	0.7141347	0.76447654	0.9088586	0.88883257	0.9318707	0.910179	0.7447729	0.89323527	0.82341397	0.77717173	0.6421481	0.8919033	0.67369044	0.81234133	0.84827775	0.8976318	0.7593622	0.9275854	0.9019115	0.9075045	0.9060685	0.78560466	0.74377084	0.7851962	0.7151919	0.91865665	0.9011864	0.8263661	0.8768036	0.8439878	0.8870743	0.88073224	0.86031735	0.8965615	0.7946994	0.9022416	0.5824436	0.88914734	0.8902451	0.66416943	0.8316751	0.8827981	0.9415985	0.87104064	0.8580937	0.89705503	0.7385894	0.918075	0.6724888	0.76449287	0.82939696	0.7709003	0.7351134	0.88247883	0.8639754	0.8747348	0.86263764	0.63170695	0.0	0.8990352	0.80980945	0.87979525	0.8723388	0.7872915	0.89049095	0.8704833	0.81775236	0.90085405	0.6439376	0.8818181	0.84839654	0.7371812	0.8329413
medium_groep/noun	0.6635821	0.8423616	0.8725931	0.8616915	0.8076615	0.9091259	0.80723476	0.9023423	0.7911285	0.8307632	0.92024034	0.87720114	0.8214542	0.7570771	0.7135581	0.86485606	0.85282385	0.7915669	0.83641744	0.8652445	0.7918129	0.87859553	0.73345244	0.791143	0.64931333	0.87746805	0.86513495	0.89150226	0.81112695	0.88261694	0.78469205	0.88088965	0.88035804	0.8559818	0.9140513	0.8029268	0.93369764	0.86403084	0.7344847	0.89191175	0.86216134	0.8792929	0.79699665	0.91984385	0.9035944	0.8513936	0.8979324	0.70433015	0.8543997	0.83743656	0.82709044	0.7494035	0.77729166	0.8816963	0.8650947	0.9183379	0.74674517	0.8956458	0.8270766	0.7282176	0.7751209	0.88367045	0.8837422	0.9053756	0.7823828	0.8475646	0.82534516	0.8391533	0.6834671	0.7869011	0.898959	0.86278474	0.7712329	0.77901137	0.9168347	0.87625444	0.78724486	0.80744517	0.85298187	0.8509233	0.8318197	0.9360172	0.85170716	0.8902823	0.9105631	0.7861221	0.91390526	0.86453843	0.8859685	0.85060906	0.8972374	0.91377246	0.7586415	0.87046236	0.8592988	0.75115865	0.8538158	0.87790024	0.6897186	0.7545045	0.84079283	0.91670513	0.8716135	0.90349174	0.8143844	0.90518147	0.8639333	0.7401277	0.8088994	0.8600137	0.7850055	0.83778274	0.7695141	0.9047793	0.85832846	0.8990352	0.0	0.8661736	0.8363146	0.56588364	0.9016911	0.59389246	0.83250153	0.9168657	0.8815843	0.86558867	0.7338717	0.56839144	0.88857317	0.8765764
doorgaans/adv	0.8001434	0.8428798	0.8425752	0.7141279	0.8364921	0.82989025	0.87317353	0.79838806	0.77092737	0.89778924	0.74920976	0.60234964	0.78253806	0.79805994	0.8018006	0.7953319	0.72622	0.860241	0.80340695	0.81020933	0.8509261	0.8314807	0.79822195	0.9128481	0.8497704	0.8055769	0.77094185	0.8136221	0.90829116	0.67206514	0.77814156	0.7869965	0.920024	0.8065082	0.84281373	0.7721251	0.9159414	0.8342096	0.881869	0.7752675	0.85131896	0.74821246	0.8713271	0.80358064	0.73773724	0.6418321	0.872837	0.8686069	0.75156885	0.6998549	0.7387197	0.84112126	0.7957252	0.71002877	0.7375909	0.7596394	0.8216771	0.82834053	0.5427201	0.87147427	0.8625816	0.92050886	0.8879431	0.67446005	0.79612434	0.7759748	0.6450971	0.8363864	0.8492866	0.79247373	0.7171195	0.8335658	0.7651965	0.8753319	0.9037585	0.87491286	0.73340595	0.7892938	0.78246546	0.6732384	0.79387116	0.739017	0.82823074	0.88832694	0.81275094	0.79950756	0.7883332	0.8629772	0.758761	0.8369902	0.8271505	0.75411844	0.86761093	0.7801066	0.8707245	0.74794495	0.6762636	0.85481197	0.8169893	0.919587	0.7772499	0.81690466	0.8773618	0.85277545	0.8973963	0.8516822	0.74536145	0.7625092	0.7931915	0.7739483	0.7194047	0.7966138	0.8546913	0.79445624	0.7105502	0.80980945	0.8661736	0.0	0.82784843	0.81310797	0.7948152	0.73476523	0.85671175	0.75774294	0.8655899	0.7233025	0.7827023	0.7497827	0.78444433	0.8443004
schuld/noun	0.722813	0.70290613	0.87738216	0.8477843	0.7957896	0.90849394	0.85535514	0.8545648	0.82124424	0.8322568	0.88095844	0.78993446	0.86507857	0.8023198	0.82344246	0.8481945	0.824151	0.82505125	0.8038418	0.80196226	0.826941	0.8593012	0.7969749	0.9093818	0.78075445	0.82640064	0.8462066	0.90223306	0.868248	0.8337331	0.8212424	0.8485296	0.92382133	0.7872634	0.92602956	0.8338487	0.9435269	0.9232043	0.84320796	0.8760073	0.91759735	0.81008494	0.92356884	0.89559096	0.9303255	0.8386201	0.90284795	0.87262803	0.7875138	0.78722984	0.6366322	0.8463403	0.87676644	0.82982737	0.80338603	0.88863343	0.838918	0.89692545	0.75426495	0.83162236	0.83729494	0.94000596	0.82481027	0.8357624	0.7361648	0.86661005	0.74446833	0.8567291	0.79543436	0.8106889	0.86680686	0.906741	0.87594736	0.85204726	0.9178009	0.8682251	0.8770519	0.8238132	0.8063839	0.7789234	0.8098995	0.9010349	0.8892877	0.9311513	0.7896035	0.535223	0.83459175	0.76587206	0.863642	0.8610082	0.9264843	0.86200666	0.89598024	0.87305886	0.86922383	0.8371972	0.8204635	0.8911736	0.78721654	0.8512008	0.895505	0.91368926	0.87712765	0.8810506	0.81880206	0.9259632	0.8466446	0.8016767	0.83298606	0.8173172	0.7983976	0.8136934	0.8661232	0.8192654	0.81896234	0.87979525	0.8363146	0.82784843	0.0	0.72022474	0.86165273	0.69546175	0.8572999	0.8208549	0.81159705	0.8459425	0.729965	0.69492567	0.8276615	0.875112
concern/noun	0.47166854	0.7617109	0.8173608	0.7970661	0.65653145	0.90271	0.76846755	0.8599571	0.6812612	0.7826269	0.9095136	0.79298466	0.7556664	0.66541386	0.61864746	0.8071926	0.8040701	0.7332411	0.7797787	0.7303009	0.73687375	0.8103231	0.62351525	0.82038254	0.52000004	0.83330554	0.82978725	0.8992949	0.76167303	0.84368736	0.7152369	0.84817713	0.9083746	0.8150976	0.9012173	0.6918794	0.9301433	0.8503388	0.6690797	0.84299195	0.8658499	0.82508826	0.78120196	0.8929169	0.9069172	0.8329268	0.8630295	0.6702372	0.72684586	0.75644624	0.6893331	0.62357754	0.6908677	0.8592089	0.799669	0.8658263	0.574971	0.8747711	0.708784	0.6395438	0.6506485	0.90360063	0.7707548	0.87037313	0.5595163	0.8404345	0.7326324	0.80335176	0.35757065	0.7981615	0.84949887	0.85809875	0.62998736	0.6625174	0.8825086	0.77303636	0.7479129	0.6558155	0.69290125	0.8017582	0.7980376	0.9247902	0.8559593	0.88558775	0.8287309	0.64612067	0.8846255	0.7781108	0.832677	0.8070551	0.8945278	0.88339126	0.78876084	0.85273916	0.8383233	0.60089624	0.82170796	0.8608805	0.35640335	0.5963942	0.74356884	0.8976154	0.82887924	0.8797355	0.7034346	0.89904946	0.86412036	0.5984298	0.8109703	0.82577425	0.6443354	0.76941913	0.768293	0.8791018	0.8296483	0.8723388	0.56588364	0.81310797	0.72022474	0.0	0.8758382	0.3211065	0.79338306	0.87599957	0.8091409	0.84305984	0.6134514	0.29210597	0.87411046	0.8330491
traject/noun	0.8855145	0.86538637	0.8281152	0.8174635	0.8705031	0.81706804	0.9240396	0.8871354	0.7586963	0.9449486	0.8848865	0.7777791	0.84952116	0.896679	0.84427106	0.82217443	0.7999891	0.8942032	0.8648629	0.8150989	0.6290877	0.81307936	0.8505346	0.90526825	0.8089053	0.8733636	0.77492124	0.867428	0.89474684	0.82102513	0.7408393	0.848781	0.90484077	0.9206989	0.8093996	0.84092236	0.8654183	0.87896633	0.8816351	0.8033135	0.8342941	0.75423694	0.8542262	0.84247893	0.837621	0.77822804	0.7466918	0.86798644	0.89446735	0.81266034	0.82605594	0.8244155	0.8493264	0.8431435	0.7637354	0.7423785	0.8556908	0.8564084	0.7524897	0.7944393	0.8115293	0.9078326	0.7691406	0.83887553	0.87217116	0.81905067	0.7103424	0.82078284	0.88713086	0.7929914	0.86239934	0.86312443	0.8237535	0.8526896	0.9249833	0.913893	0.8058231	0.8150973	0.86507934	0.8137221	0.7900233	0.8672906	0.7687877	0.8766959	0.828274	0.79901606	0.8437191	0.7273816	0.72969055	0.80923164	0.9204932	0.8491385	0.8900041	0.83105516	0.8134695	0.883454	0.6604807	0.74959767	0.8945333	0.94437104	0.85859734	0.8887496	0.85732555	0.85965335	0.89070326	0.78983474	0.8315962	0.832198	0.83235383	0.86975574	0.81309986	0.9100702	0.88060194	0.86780095	0.79620314	0.7872915	0.9016911	0.7948152	0.86165273	0.8758382	0.0	0.8132387	0.8969299	0.8948637	0.83309084	0.86062896	0.8368245	0.80040663	0.8088916	0.7418194
onderneming/noun	0.4753595	0.7420786	0.8367362	0.7665026	0.72481036	0.9176666	0.79892254	0.8791356	0.5525771	0.8046498	0.8999076	0.7183576	0.5829829	0.6331095	0.55183285	0.7588384	0.742225	0.7062776	0.7434215	0.74200404	0.7085043	0.82740986	0.6146622	0.81912494	0.5197672	0.77220774	0.8352076	0.9083826	0.7814622	0.80630773	0.58035374	0.8445286	0.9096975	0.7933827	0.89952844	0.6620084	0.9306644	0.84090966	0.6473751	0.84941244	0.8011009	0.79438186	0.7206221	0.89294326	0.86769474	0.7666898	0.83874404	0.68786645	0.6947122	0.7297585	0.6062162	0.6670333	0.67234653	0.8495805	0.7587894	0.72302973	0.66484416	0.9037107	0.6281959	0.5836833	0.6252245	0.9020257	0.79818153	0.81071234	0.63147163	0.81200206	0.67105436	0.8453472	0.4975214	0.7999253	0.830881	0.801608	0.62221754	0.69501674	0.8840723	0.74652874	0.6756834	0.62757945	0.74675	0.78947425	0.7603307	0.89358693	0.79108125	0.84394646	0.8029696	0.57923204	0.8903937	0.7654943	0.75457615	0.68430555	0.896999	0.854171	0.79725695	0.854716	0.80680823	0.5717381	0.77804345	0.825673	0.51677275	0.70986044	0.66501045	0.8947425	0.8114218	0.84498453	0.75649154	0.8799284	0.88022244	0.5226753	0.7059028	0.83113885	0.5014187	0.7786322	0.73158145	0.86656755	0.7996776	0.89049095	0.59389246	0.73476523	0.69546175	0.3211065	0.8132387	0.0	0.8020592	0.82277197	0.8204246	0.8081333	0.5256917	0.16411662	0.83942354	0.76487076
leger/noun	0.81281066	0.8797523	0.9076437	0.85917234	0.7353784	0.86364675	0.73687816	0.84895676	0.84975016	0.85704005	0.9539873	0.87990886	0.7216092	0.7844338	0.8423984	0.78432345	0.7780372	0.8182822	0.8468875	0.8592895	0.78310394	0.8892006	0.80377984	0.89152914	0.73154426	0.88657117	0.79840803	0.88255346	0.87822324	0.87233925	0.79381776	0.91329926	0.8667027	0.81416124	0.93170756	0.7787931	0.79241693	0.8730623	0.8290833	0.8795721	0.8826648	0.9108475	0.878745	0.94874024	0.9083803	0.78174573	0.91626376	0.887265	0.8605034	0.795707	0.9013381	0.85048825	0.79970086	0.8382765	0.84312505	0.85198957	0.8511904	0.9018561	0.8509078	0.83229756	0.8162544	0.940921	0.9331175	0.93361294	0.9017478	0.8464302	0.8686392	0.80274296	0.8764051	0.7803456	0.82878864	0.89087784	0.88547695	0.82360065	0.9487028	0.92320406	0.7497253	0.8789292	0.9169082	0.8242637	0.8269143	0.93856674	0.7986854	0.9200163	0.835943	0.89959204	0.7538326	0.8699181	0.60920846	0.7739266	0.90316683	0.86040545	0.84153837	0.90609705	0.86741364	0.83855903	0.8689767	0.9001334	0.8814559	0.88743645	0.90494853	0.86510915	0.8541674	0.85676295	0.85281974	0.8850022	0.72630906	0.81279457	0.83059734	0.8713825	0.86418486	0.73518443	0.85233736	0.8349561	0.8432128	0.8704833	0.83250153	0.85671175	0.8572999	0.79338306	0.8969299	0.8020592	0.0	0.842229	0.89045995	0.87939334	0.7400447	0.77924114	0.8939775	0.8673492
zichzelf/pron	0.89663506	0.90228623	0.86740494	0.7213228	0.85127723	0.84780693	0.8818155	0.77448356	0.90147495	0.88539743	0.77452236	0.7302668	0.8429236	0.89365256	0.8543638	0.9048438	0.71554726	0.84648	0.84164476	0.863366	0.90494114	0.86963296	0.8790109	0.9285094	0.8957695	0.8693091	0.74516755	0.88693935	0.9260713	0.73703516	0.87356055	0.8069691	0.9194498	0.86736524	0.9262275	0.8534708	0.91039574	0.868328	0.87224245	0.83382714	0.9300024	0.8934817	0.9464385	0.8676497	0.8392622	0.8036264	0.9178276	0.92078257	0.8480072	0.8149116	0.8433744	0.8527371	0.90094477	0.62959313	0.75092614	0.87820417	0.8764117	0.8249058	0.7513662	0.9350949	0.9264913	0.9350931	0.93952763	0.76162386	0.8878908	0.8844148	0.8033644	0.8295265	0.91008186	0.8273995	0.6741688	0.87867343	0.8551439	0.8782113	0.90274614	0.89653146	0.8549049	0.9073942	0.8639941	0.7736892	0.81138724	0.80090755	0.92874587	0.90974694	0.8317934	0.8858777	0.8629461	0.9337122	0.8523041	0.9052716	0.8940811	0.84614587	0.9045057	0.73553145	0.8804551	0.87870896	0.7926625	0.93078095	0.8925092	0.9081736	0.8720777	0.8387835	0.92656416	0.8974658	0.92926306	0.8884361	0.8042043	0.8326183	0.8727319	0.81375176	0.87853956	0.88978666	0.88056284	0.88805646	0.7141655	0.81775236	0.9168657	0.75774294	0.8208549	0.87599957	0.8948637	0.82277197	0.842229	0.0	0.8990279	0.69491524	0.8697206	0.84850615	0.8561334	0.87158227
tot/prep	0.8845364	0.81862056	0.81804025	0.86924064	0.8351972	0.8492018	0.87294	0.8898986	0.8652591	0.9148771	0.87017864	0.88161695	0.9102746	0.8726896	0.8289556	0.79705447	0.8157974	0.8760914	0.879699	0.7800394	0.8842221	0.797193	0.8504102	0.89402014	0.8485317	0.8808897	0.8602991	0.8290351	0.85825515	0.85237104	0.8888546	0.8857477	0.8705393	0.9050006	0.8692766	0.85172784	0.90919816	0.92037445	0.8647648	0.8515045	0.86118567	0.6732489	0.93227524	0.88507295	0.897929	0.83056074	0.82117987	0.8488471	0.8365859	0.8890524	0.7759689	0.82521963	0.90965235	0.9015738	0.845066	0.9065647	0.8413546	0.8434254	0.85287297	0.85379195	0.8779464	0.86734354	0.5907962	0.89027196	0.7700068	0.8731517	0.79505914	0.7860601	0.81992644	0.8380281	0.8972175	0.8955649	0.9169332	0.87581813	0.9131993	0.95716774	0.8604014	0.7924628	0.8084438	0.84360147	0.877792	0.9385826	0.88684225	0.88331294	0.756862	0.8015467	0.83911055	0.6856678	0.8894678	0.91483563	0.93976194	0.8817823	0.8840535	0.8869973	0.90517396	0.8764259	0.820095	0.8454927	0.8082285	0.9138602	0.91143465	0.89796317	0.8309877	0.8953341	0.57123125	0.9047044	0.8693704	0.89854294	0.8992257	0.80271715	0.8688968	0.9256547	0.9089791	0.88403064	0.8769306	0.90085405	0.8815843	0.8655899	0.81159705	0.8091409	0.83309084	0.8204246	0.89045995	0.8990279	0.0	0.91170466	0.84574765	0.8190354	0.85844195	0.880428
wij/pron	0.8347559	0.85164917	0.7658504	0.5095842	0.872474	0.76230854	0.8228893	0.78484076	0.8440569	0.89919573	0.6206604	0.6539799	0.7904811	0.86603075	0.84307635	0.85896415	0.58855	0.8404151	0.79933757	0.84816974	0.86329985	0.73393404	0.83440834	0.90193105	0.8563432	0.8502529	0.74714947	0.8454933	0.8492758	0.5939395	0.8437768	0.543804	0.90312785	0.8511942	0.8936612	0.82790494	0.8893235	0.7584182	0.85858655	0.74933934	0.87813526	0.8300966	0.9169899	0.812774	0.8495834	0.8209063	0.8443637	0.893585	0.84762174	0.82723486	0.8281766	0.84731096	0.90891576	0.4264741	0.501438	0.83207154	0.8610283	0.7437161	0.62371254	0.92110056	0.907392	0.9388014	0.92037845	0.5203189	0.8795803	0.85248935	0.81554866	0.737432	0.8818563	0.72793096	0.7306801	0.78720415	0.8338294	0.7677684	0.90004843	0.860142	0.8396481	0.8797911	0.8320179	0.75906444	0.77684546	0.6163163	0.90071976	0.86780626	0.77322865	0.86870813	0.9103277	0.910695	0.87875426	0.86219835	0.79943556	0.8122045	0.90235156	0.17454493	0.9120426	0.84887075	0.69871265	0.84987724	0.84525836	0.9475693	0.8280102	0.81698084	0.89133435	0.74181443	0.94561744	0.80899405	0.81930566	0.7879261	0.7712895	0.7321302	0.82240874	0.89767265	0.7751026	0.8699747	0.61447066	0.6439376	0.86558867	0.7233025	0.8459425	0.84305984	0.86062896	0.8081333	0.87939334	0.69491524	0.91170466	0.0	0.8641101	0.7955195	0.6770887	0.87046295
staat_bedrijf/noun	0.62064624	0.80803794	0.8767991	0.82846826	0.75978786	0.890683	0.78093964	0.84311223	0.71970177	0.7872951	0.9151197	0.7819599	0.7319044	0.7349688	0.63669735	0.80626315	0.8043506	0.76044184	0.79484373	0.7798925	0.65685546	0.84279436	0.70504487	0.81402814	0.5791825	0.84785694	0.8084402	0.8940948	0.80465376	0.8320004	0.72281444	0.85460943	0.89077765	0.828239	0.9058194	0.75399005	0.91626364	0.8603319	0.7156486	0.84942967	0.8313265	0.8486495	0.78378075	0.8972833	0.84138566	0.76583004	0.89359343	0.746362	0.78037125	0.77358025	0.76766616	0.7488599	0.755164	0.8608536	0.82296365	0.8289406	0.7157139	0.8868098	0.73164666	0.6627332	0.65189886	0.9134202	0.8493372	0.85853314	0.74998593	0.82687783	0.733613	0.8552139	0.68512636	0.79868805	0.8687968	0.8649803	0.7356858	0.7326702	0.91236526	0.78144133	0.7883145	0.74895674	0.8138468	0.804944	0.7905328	0.8960036	0.8402108	0.8888875	0.85771614	0.6928468	0.8708173	0.82953763	0.7756952	0.7524348	0.8866149	0.86477244	0.7652606	0.88536924	0.8278688	0.73400664	0.8057495	0.8470771	0.69894165	0.7457509	0.7826282	0.84392273	0.85154384	0.8698331	0.7944648	0.86415946	0.82834333	0.6486912	0.75248	0.8486131	0.6868439	0.78179806	0.81292456	0.8742711	0.84351665	0.8818181	0.7338717	0.7827023	0.729965	0.6134514	0.8368245	0.5256917	0.7400447	0.8697206	0.84574765	0.8641101	0.0	0.52081245	0.8729741	0.81560445
bedrijf/noun	0.44038206	0.75927424	0.8287057	0.7521288	0.7095286	0.8900727	0.7657262	0.8811878	0.5641279	0.7922102	0.9100152	0.72908545	0.60571843	0.66473347	0.5423502	0.75908566	0.7179575	0.6861422	0.73932445	0.73698926	0.66906387	0.79790056	0.60509646	0.80548894	0.47629035	0.7929089	0.7932371	0.9054629	0.74516344	0.80162036	0.5762102	0.82590854	0.895789	0.81221217	0.90273726	0.6923785	0.8747295	0.8096944	0.6249878	0.8327712	0.77765065	0.7934035	0.68444216	0.89582783	0.88020575	0.7603183	0.80949795	0.6666149	0.7354169	0.7218527	0.6605309	0.6526461	0.6717817	0.8258697	0.72624075	0.73732543	0.644819	0.89175105	0.6182803	0.5437952	0.5357264	0.8997956	0.7774488	0.83254176	0.6215905	0.8242281	0.66482854	0.8160658	0.47043908	0.7554556	0.8217615	0.81639785	0.59931636	0.6588501	0.8808773	0.7593554	0.6823355	0.6057134	0.73931664	0.78266793	0.74992394	0.8767017	0.7805234	0.85128117	0.80205727	0.5686562	0.86349475	0.7094668	0.7453628	0.6305373	0.89857113	0.8411432	0.7762309	0.8406253	0.81245	0.5681366	0.7412076	0.7477199	0.50449544	0.70778346	0.66148317	0.903935	0.85847473	0.82768697	0.75059754	0.8613153	0.8581877	0.541891	0.67481494	0.8262671	0.5085461	0.7772762	0.70520747	0.8543423	0.80160415	0.84839654	0.56839144	0.7497827	0.69492567	0.29210597	0.80040663	0.16411662	0.77924114	0.84850615	0.8190354	0.7955195	0.52081245	0.0	0.81706256	0.7055178
er/adv	0.89271796	0.84887207	0.83201224	0.77945703	0.86912024	0.73849344	0.88929445	0.8491147	0.8221448	0.94736457	0.6779902	0.68050194	0.86584014	0.87276566	0.8640897	0.8269515	0.7262429	0.86716336	0.8242899	0.8190382	0.83784366	0.6834123	0.8296353	0.91469413	0.87819546	0.8633152	0.8086385	0.84874356	0.8752646	0.71193385	0.8620075	0.6577116	0.9303302	0.8559143	0.90143514	0.85816324	0.85337937	0.78922975	0.88893634	0.76752836	0.8655971	0.76095384	0.91963947	0.7336867	0.8683967	0.80958235	0.8140328	0.9074697	0.867127	0.8258599	0.84094095	0.86059827	0.8738229	0.67891544	0.7014946	0.84892887	0.86085665	0.7151971	0.6969683	0.8601389	0.8428779	0.9531133	0.8324772	0.6211699	0.8590554	0.84140176	0.6861248	0.76331943	0.90449476	0.74990535	0.8730852	0.8494282	0.8668733	0.83470654	0.92904353	0.8618835	0.86064	0.880484	0.7911384	0.7667291	0.83915204	0.7519225	0.86740184	0.8714484	0.7954589	0.8724945	0.81139714	0.8014524	0.8443507	0.8856193	0.8952042	0.76169467	0.9285331	0.6179993	0.8967769	0.84777224	0.6709756	0.8337288	0.8899474	0.95324475	0.9091333	0.89506084	0.9009923	0.7814237	0.8956881	0.7890094	0.7742615	0.8544595	0.82424796	0.79004765	0.82399756	0.8755203	0.8614532	0.8535971	0.76488525	0.7371812	0.88857317	0.78444433	0.8276615	0.87411046	0.8088916	0.83942354	0.8939775	0.8561334	0.85844195	0.6770887	0.8729741	0.81706256	0.0	0.7741438
bedrijf_terrein/noun	0.85808134	0.85761786	0.82202375	0.8053646	0.8768005	0.83347857	0.91202074	0.90139586	0.7353027	0.9233455	0.9006834	0.8037868	0.8347477	0.8578525	0.7872312	0.8252716	0.7833517	0.8579018	0.8419744	0.8042679	0.69163406	0.8596561	0.8561405	0.9068401	0.84089136	0.88121986	0.7778532	0.88096225	0.7979757	0.83194435	0.7512839	0.8812507	0.9067305	0.9043838	0.9116596	0.8229306	0.7476585	0.8412184	0.85610235	0.8381162	0.8030161	0.85273516	0.82930666	0.87990236	0.8787091	0.7686455	0.8346906	0.8466861	0.87264895	0.76769066	0.8237467	0.80306685	0.8221499	0.83732367	0.79518366	0.82066125	0.8155602	0.85682935	0.75232977	0.7749047	0.6539327	0.9259456	0.8845135	0.83640885	0.83849084	0.8115893	0.72242856	0.80392444	0.8501008	0.8187325	0.8607956	0.83975935	0.8381165	0.8425652	0.941888	0.8914992	0.87150866	0.7844457	0.84554726	0.8430092	0.7674911	0.8799262	0.7736886	0.89007306	0.864624	0.8144728	0.7839229	0.80614	0.6748402	0.8062747	0.92562664	0.8677898	0.87620974	0.85720164	0.83192563	0.83397406	0.6924867	0.66220134	0.8604206	0.89500916	0.8503108	0.9219503	0.8921735	0.82551754	0.89002585	0.8201604	0.8163886	0.8172059	0.81177914	0.8622794	0.7830244	0.87241375	0.88021713	0.8535403	0.82097983	0.8329413	0.8765764	0.8443004	0.875112	0.8330491	0.7418194	0.76487076	0.8673492	0.87158227	0.880428	0.87046295	0.81560445	0.7055178	0.7741438	0.0
