	Charlie/name	EU/name	Albanees/noun	winkel/verb	baas/noun	vrijheid/noun	inmiddels/adv	zoals/comp	Anthuenis/noun	vergadering/noun	prostituee/noun	klus/noun	vanwege/prep	Blair/name	prietpraat/noun	immigrant/noun	Linda/name	Amerikaan/noun	in/adv	journalist/noun	stilaan/adv	Leys/name	hoewel/comp	Arabier/noun	jodendom/noun	moeder/noun	gij/pron	Cools/name	alles/noun	platteland/noun	heb_lief/verb	namelijk/adv	kunst/noun	woord/noun	Duitser/noun	islam/noun	systeem/noun	om/comp	meute/noun	Olympische/name	type/noun	hoe/noun	overigens/adv	politiek/noun	Friesland/name	super_held/noun	kind/noun	sinds/comp	Syriër/noun	evenzeer/adv	elkaar/pron	intens/adj	VS/name	oorlog/noun	stad/noun	wegens/prep	die/det	Irving/name	zij/pron	regel_DIM/noun	diep/adj	daarna/pp	zo/adv	je/pron	vrede/noun	hartstochtelijk/adj	eigenlijk/adj	moslim/noun	pas/noun	Waal/noun	laconiek/adj	Tutsi/noun	Barend/name	en/vg	liefde/noun	maar/vg	ding/noun	vijand/noun	erg/adj	hartgrondig/adj	premier/noun	om/prep	zozeer/adj	geit/noun	iedereen/pron	realiteit/noun	tegenstander/noun	ze/pron	destijds/adv	Bardot/name	niet/adv	tennis/noun	man/noun	Wout/name	gelijkelijk/adv	maandag/noun	Borms/name	vrouw/noun	armband/noun	film/noun	als/comp	ons/noun	etiket/noun	omdat/comp	oprichter/noun	toch/adv	het/det	geweld/noun	men/pron	soms/adv	Sperwer/name	wereld/noun	haar/pron	anderzijds/adv	Amerika/name	genocide_wet/noun	gezeik/verb	vader/noun	Mondriaan/name	aartsvijand/noun	NAVO/name	mens/noun	misschien/adv	volk/noun	ras/noun	ik/pron	tuig/noun	van/pron	Mona/name	perfectie/noun	terwijl/comp	al/comp	toerist/noun	gewoon/adj	dat/det	voordracht/noun	dirigent/noun	Cézanne/name	waarschijnlijk/adj	erom/pp	gevoel/noun	Mussolini/name	jullie/pron	hier/adv	u/pron	staat/noun	ongelijkheid/noun	voetbal/noun	mij/pron	natuurlijk/adj	hen/pron	hij/pron	we/pron	ander/noun	Boudewijn/name	me/pron	ons/pron	strafschop/noun	huis_werk/noun	wanneer/comp	Engelsman/noun	Schenk/name	kerst/noun	jezelf/pron	pop_ster/noun	Derksen/name	fel/adj	regelrecht/adj	wat/pron	Frank/name	sprookje/noun	overzee/pp	mezelf/pron	jood/noun	muziek/noun	zichzelf/pron	wij/pron	Nederlander/noun	hem/pron	Reagan/name	zwart/adj	president/noun
staat/noun	0.91059154	0.68026066	0.71154594	0.9400452	0.8856675	0.68984234	0.7937112	0.84221274	0.9188358	0.8840766	0.81904024	0.9304972	0.7742644	0.80823654	0.9461234	0.69639814	0.93449366	0.75172937	0.8592381	0.8002955	0.906814	0.94136065	0.78863573	0.65550506	0.73843026	0.8912865	0.88701147	0.9426848	0.9021293	0.7783117	0.8978437	0.79177123	0.8387585	0.9186204	0.8840245	0.68900937	0.772448	0.81681526	0.9015104	0.9389432	0.89687425	0.8738445	0.82160056	0.6901784	0.85138845	0.90766346	0.87804365	0.7574397	0.8333001	0.80357593	0.88129693	0.8956679	0.73364484	0.70432866	0.72630346	0.77833056	0.84365684	0.87657946	0.74750555	0.87416446	0.8949225	0.9071357	0.93075264	0.9315988	0.67454743	0.83524543	0.94312084	0.63978505	0.8993882	0.86746407	0.9077635	0.80713767	0.9525996	0.7504735	0.8940631	0.8668251	0.93935806	0.72339827	0.9374876	0.91735274	0.7543011	0.92919046	0.8471999	0.90893936	0.90311104	0.84180444	0.84816855	0.88535327	0.7860209	0.9012331	0.89335144	0.9183206	0.879188	0.9440376	0.83236086	0.9162772	0.960662	0.8350376	0.92541337	0.8880101	0.89273924	0.8703032	0.86894786	0.7834972	0.87163967	0.92963827	0.80066216	0.72575474	0.8658955	0.9252141	0.88743985	0.7980044	0.89476323	0.7519162	0.705984	0.80125964	0.9616465	0.88939	0.89087373	0.76562476	0.68934107	0.8757932	0.9523479	0.6716096	0.7591142	0.95801866	0.8575833	0.93446195	0.8957646	0.8811454	0.84408504	0.898316	0.8357358	0.929828	0.88700217	0.89495504	0.9104629	0.919793	0.8674817	0.86217743	0.8852879	0.8507649	0.91113514	0.92956674	0.9415961	0.0	0.77669686	0.8843374	0.93223566	0.9187629	0.8265413	0.86914915	0.91465545	0.9092326	0.92612106	0.9404413	0.89288235	0.95673466	0.9141886	0.88217944	0.9018628	0.90890354	0.91916716	0.88342434	0.8358474	0.9085586	0.85295796	0.8293699	0.92768943	0.9604928	0.8929608	0.8494291	0.91935384	0.6890546	0.899103	0.82223845	0.8452856	0.87522525	0.8717783	0.8123561	0.89846575	0.66632855
ongelijkheid/noun	0.9066127	0.7378284	0.81606704	0.8705581	0.889107	0.6905626	0.845563	0.796271	0.88285995	0.9138712	0.8365369	0.8983943	0.74214685	0.8601979	0.9035146	0.7306322	0.92923975	0.8377875	0.91055584	0.886944	0.8286751	0.92268527	0.75835323	0.7755598	0.7995024	0.9149841	0.8649323	0.93076885	0.8781022	0.7469164	0.8701596	0.7325386	0.7950956	0.87535375	0.89703304	0.70276284	0.72899866	0.77714956	0.8998562	0.95384854	0.84843236	0.8150661	0.780424	0.72568923	0.86090356	0.89129543	0.8641802	0.8486438	0.89558715	0.72123814	0.8510817	0.8345413	0.82392204	0.7815576	0.85017526	0.82253647	0.7369653	0.8920356	0.76196444	0.8128698	0.84215623	0.9024019	0.85666746	0.85504276	0.75704706	0.8279446	0.8950423	0.7485621	0.91415983	0.82075727	0.86545044	0.8194927	0.9290431	0.7307148	0.8469068	0.8034048	0.86082375	0.7914637	0.8712675	0.8588656	0.90102667	0.9095229	0.83202195	0.8779753	0.8578811	0.7361301	0.8634708	0.84099287	0.83178324	0.9239586	0.84222543	0.8826418	0.8856575	0.93380874	0.85835415	0.9437607	0.9277975	0.85540867	0.90382874	0.89142126	0.8493797	0.8497046	0.8591715	0.7704309	0.92760915	0.87486154	0.7988158	0.6641284	0.7714764	0.83210164	0.92924964	0.7943052	0.8711562	0.6552843	0.7776066	0.82088983	0.87110674	0.91234285	0.8867301	0.8470844	0.8077357	0.80649817	0.8757037	0.81586003	0.73893595	0.8922243	0.8428916	0.90030515	0.9006066	0.81571877	0.7975882	0.8308924	0.8685302	0.87237257	0.7592449	0.9120639	0.9208209	0.9306772	0.82395285	0.8408312	0.8068202	0.8693382	0.87499523	0.87123483	0.89665556	0.77669686	0.0	0.9201553	0.870166	0.8324129	0.8352286	0.853261	0.83724844	0.85388553	0.92412287	0.8896692	0.8575276	0.94869876	0.8747305	0.8120081	0.8749306	0.90036213	0.87475353	0.8240036	0.86201215	0.90368617	0.8102827	0.8047409	0.8650381	0.9528639	0.8551529	0.84804064	0.8596254	0.8128651	0.8647997	0.81223094	0.79497147	0.87385523	0.8580599	0.86006224	0.83542544	0.881141
voetbal/noun	0.8850645	0.90254563	0.95088583	0.8437449	0.8453411	0.90600544	0.8991403	0.8707301	0.74203527	0.90804726	0.9053185	0.83089745	0.85457456	0.92833376	0.89098847	0.8688947	0.89474326	0.90779454	0.9420061	0.8730279	0.8169017	0.8868855	0.81283486	0.92837226	0.8794063	0.93318295	0.89286196	0.8765121	0.86717385	0.8604598	0.8896984	0.8557004	0.7953296	0.90010446	0.85680795	0.89789957	0.87697256	0.8897628	0.8986381	0.75930715	0.8805954	0.8486599	0.8729048	0.77700114	0.8832231	0.89834535	0.9227547	0.82698977	0.9312401	0.8485197	0.90093064	0.84016657	0.909242	0.91582865	0.86202455	0.90513825	0.84014547	0.9361946	0.9104853	0.8890157	0.9256801	0.85770667	0.8426789	0.8224637	0.90131855	0.82010686	0.8313464	0.9394167	0.8937353	0.8325498	0.88309133	0.94530386	0.89103943	0.78744173	0.83412933	0.76884645	0.82632184	0.9195958	0.8467456	0.93865246	0.91247505	0.9032513	0.884627	0.9180517	0.8614161	0.86720824	0.67096007	0.86698866	0.84599084	0.90640736	0.8611365	0.5375241	0.9212758	0.8608419	0.9423282	0.90766424	0.8994655	0.8747288	0.90574974	0.8277645	0.8554661	0.85181975	0.88562894	0.8819227	0.9286737	0.8001189	0.8525957	0.9011331	0.8728344	0.85774046	0.93753654	0.87590265	0.90418404	0.84272146	0.8492862	0.9151759	0.9008115	0.92207295	0.90951794	0.82032704	0.9357296	0.87524676	0.8412153	0.8480152	0.8708867	0.80872405	0.90275216	0.89390284	0.91691893	0.8357195	0.8810824	0.82061136	0.8618759	0.82085586	0.85728353	0.8926901	0.8649192	0.9309928	0.89833707	0.89186066	0.87571657	0.8814789	0.8440864	0.84221464	0.8956881	0.8843374	0.9201553	0.0	0.84224516	0.82805026	0.91034484	0.8666942	0.78964186	0.89797616	0.8708611	0.8539854	0.8406273	0.7903827	0.85404426	0.89073527	0.77882606	0.85556847	0.8477815	0.86475205	0.86037123	0.8398334	0.8755641	0.863613	0.8803402	0.8586001	0.8448379	0.9116206	0.85788465	0.90087295	0.76849586	0.8940811	0.79943556	0.8516873	0.88299346	0.91184014	0.94256634	0.9116398
mij/pron	0.87500805	0.91488695	0.89930815	0.78208864	0.83454704	0.8278506	0.89839315	0.8639368	0.7538838	0.92436254	0.8794744	0.8352274	0.88947976	0.8478906	0.83139586	0.9013054	0.88064015	0.8197505	0.88244474	0.82240134	0.84773004	0.90973073	0.79196787	0.8271297	0.8490468	0.7808966	0.71200335	0.93852764	0.7055609	0.90840477	0.73525804	0.6942864	0.86174893	0.75817657	0.8748498	0.8498537	0.8885698	0.74823236	0.83149445	0.9503847	0.838299	0.7234546	0.70266604	0.8000179	0.9180418	0.87641716	0.79873747	0.90078264	0.8902503	0.7464647	0.75204104	0.7671003	0.9561897	0.9194945	0.94349766	0.94511956	0.6609961	0.88311386	0.65922886	0.77772933	0.8313878	0.86588436	0.66228247	0.4741528	0.88055533	0.82539225	0.4963001	0.8717386	0.904805	0.82353616	0.8242747	0.90933174	0.858448	0.8794891	0.7644353	0.6236299	0.57863486	0.80633396	0.68978846	0.8333205	0.9108488	0.8954713	0.8057675	0.89057475	0.5493146	0.7901956	0.831512	0.5442066	0.8160925	0.88502693	0.52450013	0.7929578	0.8220857	0.9012521	0.9024108	0.95693606	0.9167836	0.80749303	0.88884926	0.89105934	0.5739479	0.4704305	0.8319702	0.7133921	0.9693431	0.52563703	0.8749272	0.9001109	0.63230014	0.61170304	0.92484945	0.84207606	0.42261845	0.75172067	0.86752176	0.89299196	0.79814935	0.8238289	0.8899858	0.9137352	0.89650893	0.65042365	0.56911623	0.7877658	0.87400794	0.40355694	0.81639665	0.7511592	0.8465029	0.81370634	0.8168361	0.5761413	0.8533193	0.63892496	0.5233031	0.9227537	0.9195741	0.9224625	0.8015322	0.7270764	0.7141371	0.8439076	0.48276788	0.6117228	0.5213663	0.93223566	0.870166	0.84224516	0.0	0.57781	0.50087935	0.6149002	0.6158339	0.75170654	0.8896659	0.16012663	0.27965975	0.94355583	0.79189795	0.6801784	0.849678	0.8457645	0.807794	0.5615078	0.8542987	0.8553724	0.89379156	0.8575401	0.52213717	0.94743496	0.82931733	0.8822637	0.48996997	0.87156665	0.8200591	0.6995956	0.5573699	0.84797907	0.38371325	0.8529557	0.93002546	0.9270453
natuurlijk/adj	0.8776245	0.91603905	0.9263607	0.7901567	0.88494736	0.7972216	0.89609396	0.80828315	0.7936676	0.9560642	0.90295887	0.79868317	0.8130945	0.90316623	0.8014438	0.8832983	0.91523224	0.87661266	0.897852	0.8937201	0.8400009	0.9338302	0.692307	0.8491622	0.8439702	0.84694475	0.7208481	0.9476791	0.70899785	0.8757144	0.77575517	0.6080285	0.8338663	0.7873243	0.90592825	0.8350385	0.83324885	0.7428067	0.87202036	0.94244045	0.7925997	0.7543182	0.6904762	0.8361782	0.89752203	0.87214077	0.81836975	0.9100357	0.91834337	0.7204313	0.8081677	0.753913	0.9492415	0.89858794	0.92792815	0.91683125	0.61741257	0.88004726	0.7730844	0.7476319	0.8478066	0.8841146	0.6267339	0.5103921	0.8513752	0.81472284	0.43684953	0.8997303	0.9023264	0.8310908	0.8038996	0.91625106	0.90049154	0.80942917	0.76081455	0.515371	0.5815222	0.8530246	0.62560445	0.841823	0.96497875	0.9064505	0.8122267	0.8610463	0.62347984	0.75591725	0.85927916	0.6451712	0.87193424	0.9119289	0.62768424	0.7811459	0.887074	0.89573234	0.9076066	0.9774684	0.9371305	0.8757125	0.8903863	0.83684456	0.56157315	0.7278894	0.79848564	0.70530707	0.96755064	0.44609922	0.8341514	0.882852	0.68190074	0.5399711	0.91914886	0.83127254	0.77490044	0.6703602	0.85835063	0.88652086	0.79038316	0.86706173	0.9032783	0.91113186	0.89982563	0.7085682	0.4519267	0.8305401	0.81187487	0.510344	0.821103	0.74279416	0.8626882	0.7776443	0.8159578	0.5000995	0.86777914	0.5916395	0.49362212	0.92549103	0.92439854	0.9317531	0.7319796	0.7260335	0.6945616	0.882426	0.5815258	0.6132124	0.67357683	0.9187629	0.8324129	0.82805026	0.57781	0.0	0.7993952	0.7435828	0.6166061	0.7636068	0.90403455	0.6454444	0.670364	0.9269085	0.83440566	0.6890776	0.8642911	0.8792548	0.80662817	0.64094204	0.8617245	0.88409454	0.89556205	0.823452	0.61236846	0.9710808	0.77948886	0.8588376	0.6611856	0.88832957	0.7892751	0.77592444	0.6031326	0.87993103	0.76722693	0.883765	0.91385984	0.96762705
hen/pron	0.8629841	0.8275002	0.67666984	0.80560875	0.84289646	0.7879137	0.79148877	0.8751509	0.81001407	0.89642465	0.68624014	0.84761536	0.8178798	0.8125995	0.8808572	0.7527094	0.87012017	0.70224065	0.8585061	0.7344054	0.87279856	0.86155605	0.8011749	0.70212007	0.8386426	0.7217916	0.7654097	0.8953663	0.77119017	0.846689	0.76329327	0.73462224	0.8682936	0.81910455	0.7924812	0.79872847	0.8252609	0.6223464	0.7711971	0.94531065	0.86139214	0.7742772	0.77162606	0.81019735	0.8768999	0.8803151	0.6434559	0.8559793	0.7947676	0.75227845	0.6759254	0.81777316	0.8703574	0.844417	0.87282777	0.7692412	0.7354444	0.8712969	0.4498626	0.7975703	0.8582377	0.77141243	0.8009037	0.6728014	0.80964273	0.8328128	0.80358696	0.6983805	0.87698174	0.7956335	0.8604762	0.7393709	0.89058167	0.788539	0.81510717	0.7514032	0.7400034	0.7338337	0.82173914	0.86558616	0.8653662	0.8989706	0.8384826	0.8418165	0.64312196	0.7988432	0.778165	0.47726893	0.76444113	0.8772212	0.6767952	0.8879725	0.6373167	0.9056367	0.83740336	0.8943841	0.9265051	0.6664555	0.864212	0.9103327	0.7167431	0.42274517	0.8215362	0.63978434	0.9332743	0.7537507	0.87286294	0.76032317	0.6727216	0.761835	0.89727074	0.8431879	0.3381704	0.7388576	0.83205205	0.84547067	0.88097924	0.76355755	0.8729001	0.85765845	0.78560716	0.57001525	0.7887617	0.7314101	0.8306909	0.699721	0.77596724	0.79120106	0.843887	0.8492553	0.7817827	0.751614	0.7402811	0.7726685	0.732653	0.8979405	0.9023563	0.91102517	0.7973071	0.74021363	0.80739486	0.8114431	0.61200744	0.7658796	0.67170656	0.8265413	0.8352286	0.91034484	0.50087935	0.7993952	0.0	0.56960034	0.6825433	0.7394164	0.884621	0.53285587	0.3924229	0.92296016	0.77708924	0.69083863	0.80680555	0.8631371	0.8239939	0.63920134	0.80739033	0.8766359	0.8862994	0.8444617	0.7065248	0.9514439	0.8791745	0.823991	0.6524416	0.72147727	0.86339986	0.6310321	0.6166264	0.76816386	0.26451212	0.8279748	0.90790117	0.8502692
hij/pron	0.7825085	0.85269284	0.7730833	0.82678425	0.7713439	0.8366354	0.73925024	0.8288376	0.70326644	0.85627955	0.75674677	0.84347403	0.7952911	0.65945506	0.8453752	0.8480929	0.8241644	0.688587	0.8681458	0.7187519	0.7986556	0.8226984	0.7403251	0.74483865	0.820662	0.64650726	0.673712	0.8167819	0.70643735	0.8621313	0.7510158	0.7392998	0.87318254	0.7191632	0.74002993	0.8312664	0.85394204	0.7127733	0.7505972	0.8821348	0.8487844	0.75980955	0.7035929	0.7902361	0.8381397	0.8442228	0.7489034	0.736608	0.7809114	0.74754035	0.72768456	0.78868604	0.8674357	0.83497185	0.9014286	0.7710605	0.7087689	0.77361596	0.3037839	0.7945454	0.80108714	0.6325459	0.68370986	0.5178753	0.8434041	0.73812556	0.70605385	0.7916935	0.82657176	0.780342	0.7499329	0.80437756	0.8093801	0.79134405	0.7877834	0.6333519	0.70731735	0.7668575	0.77970016	0.7875867	0.733994	0.86754876	0.80228674	0.82642543	0.56040514	0.7923752	0.7545885	0.24600583	0.64774394	0.8280956	0.6386773	0.8055978	0.62281555	0.82370764	0.90876484	0.842329	0.87607247	0.6889696	0.8289319	0.8556907	0.62698174	0.68194425	0.8017171	0.6557189	0.88693815	0.6526429	0.8691183	0.83753866	0.52041614	0.6732889	0.86394864	0.83631766	0.48642606	0.7443768	0.78144026	0.8264865	0.84261394	0.6703282	0.8438909	0.80961424	0.7808669	0.6694331	0.7209586	0.7826724	0.87231123	0.4063241	0.76530546	0.73698485	0.77204347	0.7971394	0.7397674	0.60999334	0.8035416	0.7165874	0.7286055	0.8811669	0.8359734	0.8724849	0.75459564	0.73932976	0.7698171	0.7663598	0.54992986	0.69014394	0.57347256	0.86914915	0.853261	0.8666942	0.6149002	0.7435828	0.56960034	0.0	0.5452429	0.7140235	0.78252316	0.5836266	0.6526203	0.878529	0.79600334	0.6222749	0.74556375	0.75195205	0.78533244	0.6395366	0.7562966	0.7573476	0.8333592	0.8214822	0.69489336	0.8712103	0.82009315	0.83777434	0.6113196	0.79030716	0.8433337	0.6283319	0.54914004	0.76731503	0.44062573	0.70856726	0.8790824	0.75923866
we/pron	0.88422316	0.8501326	0.8804004	0.75924015	0.8418236	0.80877876	0.8301701	0.8562516	0.6705225	0.8798031	0.8705946	0.7212333	0.8918728	0.8519368	0.807065	0.88243175	0.9128465	0.8222943	0.8734752	0.881813	0.7160006	0.8829561	0.734275	0.84335124	0.8639778	0.8277713	0.7185683	0.9044062	0.6069641	0.86609685	0.7897438	0.7133255	0.8930126	0.81044096	0.8451186	0.89684594	0.78899485	0.6059288	0.8024795	0.90713584	0.83903885	0.77071714	0.75882536	0.8350395	0.86399126	0.8678142	0.78201437	0.8789254	0.8671065	0.7885642	0.71244127	0.79121053	0.9436726	0.8995339	0.8846576	0.9231643	0.62213606	0.9108125	0.54956126	0.7710013	0.85707784	0.7176842	0.6428925	0.39218837	0.81990683	0.84064156	0.60676837	0.8864902	0.83813304	0.74621725	0.8600997	0.90333784	0.9102593	0.82886183	0.8483984	0.51493216	0.6424358	0.8314448	0.70090365	0.8573654	0.9252478	0.86058784	0.85402113	0.83460754	0.4949205	0.7632463	0.74952304	0.3794402	0.8418765	0.9002245	0.52845764	0.7811017	0.8605639	0.86386776	0.90535	0.91559654	0.9090405	0.8643737	0.87779593	0.89436513	0.55723464	0.6276906	0.8293364	0.7110987	0.97535884	0.4753353	0.863451	0.8885102	0.39634627	0.699195	0.86619556	0.85593814	0.7021754	0.6390542	0.86138195	0.84425914	0.7978729	0.86999196	0.88359505	0.8687004	0.84265655	0.66920644	0.60821044	0.7995647	0.86354107	0.33132917	0.78622085	0.72836673	0.86508465	0.7897395	0.7612877	0.5594003	0.8196393	0.6035534	0.59657353	0.92156357	0.9135007	0.9151774	0.7797926	0.7478457	0.7623371	0.8756773	0.4116444	0.58232725	0.55273396	0.91465545	0.83724844	0.78964186	0.6158339	0.6166061	0.6825433	0.5452429	0.0	0.73697853	0.9080629	0.60112786	0.5122053	0.854545	0.7096386	0.6507575	0.81373334	0.86096513	0.7794992	0.59666896	0.8664869	0.8470112	0.8733911	0.856415	0.6256757	0.96339	0.85082465	0.8474721	0.5630553	0.89979076	0.8627651	0.73553145	0.17454493	0.84079945	0.68984485	0.86760443	0.9358636	0.9435029
ander/noun	0.88285875	0.8855251	0.8913539	0.8878586	0.8760787	0.84181356	0.8635422	0.87805206	0.8509334	0.90446496	0.8736005	0.8679854	0.88874257	0.8792794	0.906516	0.8917158	0.91336286	0.86138105	0.93433386	0.88306105	0.84764576	0.9364891	0.8389449	0.85361814	0.85599196	0.8508956	0.7928355	0.9279956	0.64786136	0.90235174	0.79460114	0.79446375	0.86686933	0.8107489	0.898466	0.85921896	0.824431	0.7648862	0.87058914	0.959165	0.87771887	0.7910345	0.79974675	0.8326689	0.91033673	0.8853056	0.8439013	0.8981446	0.90423363	0.7849938	0.74754333	0.83001286	0.9483153	0.8866013	0.9385969	0.9268493	0.75406265	0.89819527	0.69177485	0.83510447	0.8631011	0.82372403	0.791108	0.6684817	0.8778619	0.83632016	0.78601325	0.88342494	0.8962224	0.8708945	0.87476534	0.9123822	0.92217624	0.86254287	0.8022172	0.77926445	0.6904075	0.8614932	0.8439418	0.89980334	0.91866416	0.9281335	0.90066266	0.85167336	0.7607825	0.81425613	0.8598008	0.6681063	0.8453785	0.9012663	0.7495961	0.8835747	0.86938715	0.91823655	0.9056738	0.9520455	0.9550721	0.8547117	0.8939403	0.902646	0.75252974	0.7867628	0.85536623	0.84117585	0.96516776	0.7390251	0.85496813	0.8811405	0.7193043	0.75367427	0.9228785	0.8645233	0.70399797	0.8059435	0.89472586	0.8575566	0.88378423	0.8667084	0.8840826	0.9164168	0.8795444	0.79741466	0.8078235	0.85552	0.87068266	0.73562163	0.8456852	0.6728679	0.8578388	0.81347656	0.8587711	0.75739706	0.9000491	0.8078346	0.66997844	0.91443604	0.91923577	0.92324746	0.8533528	0.8171597	0.8037233	0.89068353	0.7307761	0.8259379	0.76983786	0.9092326	0.85388553	0.89797616	0.75170654	0.7636068	0.7394164	0.7140235	0.73697853	0.0	0.90925634	0.7701044	0.7573212	0.958425	0.8334106	0.74782985	0.8990919	0.8866288	0.8579112	0.68610436	0.85495	0.90061224	0.9038658	0.8742041	0.64859486	0.9543461	0.84959817	0.88571227	0.76048136	0.8824356	0.86956203	0.7579249	0.72131	0.88860077	0.71402514	0.8848361	0.91716635	0.9327867
Boudewijn/name	0.74626184	0.9047175	0.9224778	0.90509516	0.803372	0.9220994	0.83489114	0.84847313	0.8438256	0.8509801	0.89509517	0.9184604	0.87958986	0.8274338	0.95192784	0.91120523	0.69256973	0.87736315	0.9382207	0.7773191	0.8891378	0.76022404	0.8888837	0.8940951	0.8840144	0.7827792	0.8396153	0.70662975	0.9283837	0.92477894	0.87350833	0.8855257	0.89040786	0.8849023	0.8805334	0.90925735	0.9378255	0.9109357	0.8847698	0.9226426	0.8888932	0.8416248	0.8839892	0.8932668	0.8326862	0.9088442	0.8854637	0.79448783	0.89940625	0.8369063	0.9084866	0.8892656	0.90206814	0.9316931	0.9125903	0.8999877	0.88507205	0.80094135	0.84201574	0.8977937	0.9152521	0.8492809	0.9222819	0.90981054	0.932506	0.8036986	0.9246385	0.9104832	0.91324115	0.83113205	0.80115306	0.9035155	0.72608685	0.7644887	0.86493945	0.9098033	0.9321527	0.9155144	0.9373417	0.878059	0.7757359	0.9086655	0.8635392	0.9017031	0.9108772	0.91811675	0.884907	0.858317	0.72315025	0.84801155	0.9200553	0.90743196	0.87950313	0.7178714	0.94643235	0.8493594	0.81516516	0.85613453	0.90871197	0.8611289	0.8997583	0.8912078	0.9029356	0.90405434	0.69895697	0.9248026	0.88424367	0.94701815	0.9010311	0.89427173	0.90941525	0.92882735	0.827553	0.89382184	0.90255517	0.8715247	0.90470064	0.68044305	0.8041846	0.8122361	0.9123541	0.90847397	0.92252856	0.88948417	0.92301893	0.8829782	0.90257275	0.90693814	0.8059287	0.90614104	0.88787925	0.91408527	0.9076292	0.9098283	0.9296494	0.7844756	0.71476686	0.9143337	0.89697415	0.8929993	0.9253688	0.79117125	0.89042294	0.9112382	0.8731788	0.92612106	0.92412287	0.8708611	0.8896659	0.90403455	0.884621	0.78252316	0.9080629	0.90925634	0.0	0.90297025	0.91075414	0.8774739	0.8898872	0.8589484	0.86102647	0.8051684	0.8340306	0.8977871	0.78585976	0.751589	0.90941125	0.8803867	0.9141314	0.59892774	0.82249904	0.89773965	0.919747	0.8823297	0.8730995	0.8737738	0.90062463	0.8054118	0.8383548	0.7436755	0.9007274	0.7906767
me/pron	0.8820186	0.9284947	0.9040565	0.7943648	0.8543268	0.86564267	0.9042266	0.88512754	0.7817627	0.93128276	0.8845348	0.860098	0.901291	0.8692378	0.8530333	0.9095281	0.89340305	0.82498014	0.8971652	0.84046876	0.83982044	0.91811645	0.8051872	0.83846223	0.8683628	0.77776194	0.74266934	0.93476874	0.7148402	0.90345365	0.77771324	0.7269205	0.8938488	0.78947586	0.876364	0.89081305	0.8855616	0.74066114	0.80164325	0.9578503	0.8529565	0.75364685	0.7581848	0.8183525	0.9215908	0.8857528	0.79023033	0.9062705	0.88637227	0.7861037	0.7369769	0.7772256	0.9579043	0.93112886	0.9496535	0.9350679	0.6940038	0.89539677	0.6667365	0.78370476	0.8412566	0.82719433	0.6546514	0.4425258	0.89843714	0.8538064	0.5704131	0.887798	0.88101876	0.83088803	0.83933616	0.9072895	0.8805047	0.8708096	0.82562876	0.6413567	0.60594094	0.8283799	0.6794364	0.85246944	0.9220988	0.90623164	0.8049615	0.87819993	0.5401179	0.8131766	0.83446467	0.5074731	0.8351709	0.9051234	0.56906843	0.80092293	0.8123635	0.9097747	0.91020536	0.95694584	0.91953534	0.8105519	0.8853117	0.8983847	0.5857976	0.52104354	0.8454173	0.72660387	0.9716889	0.5544954	0.8952986	0.89936924	0.64333135	0.6129875	0.91592413	0.86089313	0.43355644	0.76510024	0.8742368	0.89577425	0.818859	0.827662	0.9024573	0.91844153	0.90907454	0.652678	0.6111573	0.81409216	0.89000094	0.3885492	0.8086486	0.7327875	0.8493589	0.833826	0.8105544	0.6079416	0.8484217	0.65598476	0.5959314	0.9321183	0.9282451	0.9292735	0.83641934	0.74334264	0.7365497	0.8602874	0.5118791	0.6633518	0.55342454	0.9404413	0.8896692	0.8539854	0.16012663	0.6454444	0.53285587	0.5836266	0.60112786	0.7701044	0.90297025	0.0	0.25909436	0.93822706	0.79738164	0.6877961	0.84071624	0.8651107	0.82563186	0.55721533	0.86025727	0.86560625	0.88138825	0.8827124	0.596003	0.9548455	0.85227656	0.8911129	0.48323882	0.8808914	0.8406971	0.7024441	0.58205956	0.85888857	0.41111708	0.8556828	0.93036807	0.93353146
