	steun/verb	Albanees/noun	word/verb	winkel/verb	baas/noun	joods/adj	vrijheid/noun	inmiddels/adv	hoe/adj	tv/noun	Anthuenis/noun	vergadering/noun	wreed/adj	prostituee/noun	klus/noun	nuchterheid/noun	prietpraat/noun	13-jarige/adj	begin/noun	Amerikaan/noun	in/adv	journalist/noun	on_versneden/adj	Arabier/noun	ultra_orthodox/adj	jodendom/noun	moeder/noun	alles/noun	platteland/noun	heb_lief/verb	namelijk/adv	waarom/adv	verrekt/adj	kunst/noun	liberaal/adj	woord/noun	leer/verb	Duitser/noun	islam/noun	systeem/noun	meute/noun	dagelijks/adj	varken/noun	zelfs/adv	grinnik/verb	type/noun	hoe/noun	overigens/adv	politiek/noun	super_held/noun	kind/noun	luister/adj	Syriër/noun	ga/verb	evenzeer/adv	intens/adj	oorlog/noun	religieus/adj	stad/noun	verlies/verb	schop/verb	bemin/verb	soort/noun	zal/verb	lach/verb	regel_DIM/noun	Javaan/noun	diep/adj	zo/adv	vraag_af/verb	kater/noun	namaak/noun	talentvol/adj	vrede/noun	hartstochtelijk/adj	eigenlijk/adj	moslim/noun	meest/adj	begin/verb	land/noun	Waal/noun	pas/noun	zeg/verb	onderwijs/noun	laconiek/adj	Tutsi/noun	opgesloten/adj	draadloos/adj	liefde/noun	las/verb	onderonsje/noun	ding/noun	vijand/noun	erg/adj	hartgrondig/adj	premier/noun	geit/noun	eeuwig/adj	hoezeer/adv	realiteit/noun	tegenstander/noun	vervloek/verb	destijds/adv	tevoren/adv	verdwaal/verb	nooit/adv	niet/adv	computer_spel_DIM/noun	tennis/noun	man/noun	gelijkelijk/adv	maandag/noun	vrouw/noun	middelmaat/noun	criticus/noun	armband/noun	toestand/noun	film/noun	ons/noun	etiket/noun	koop/verb	oprichter/noun	stuk_DIM/noun	toch/adv	opzettelijk/adj	geweld/noun	persoonlijk/adj	medium/noun	reden/noun	tegenwoordig/adj	heel/adj	soms/adv	wereld/noun	modern/adj	trend/noun	genocide_wet/noun	Democraat/noun	gezeik/verb	allebei/adv	vader/noun	aartsvijand/noun	romantisch/adj	mens/noun	misschien/adv	volk/noun	intellectueel/adj	ras/noun	tuig/noun	perfectie/noun	gewoon/adj	ander/adj	voordracht/noun	steeds/adv	dirigent/noun	waarschijnlijk/adj	zeur/verb	gevoel/noun	hier/adv	staat/noun	ongelijkheid/noun	voetbal/noun	wantrouw/verb	natuurlijk/adj	pest/noun	schoen/noun	ander/noun	verhuis/verb	strafschop/noun	huis_werk/noun	Kosovo_crisis/noun	Engelsman/noun	vecht/verb	oud/adj	baan_DIM/noun	kerst/noun	allemaal/adv	pop_ster/noun	fel/adj	boek/noun	regelrecht/adj	duif_liefhebber/noun	feite/adv	vraag/verb	sprookje/noun	Nederlander/noun	zwart/adj	Iraans/adj	president/noun
vergadering/noun	0.8112435	0.88369286	0.8038682	0.98054576	0.9930624	0.9301511	0.7944145	0.788432	0.9067224	0.85845685	0.95862097	0.0	0.93798447	0.98306775	0.9149914	0.81052727	0.9601775	0.9187632	0.5995406	0.85592866	0.8796058	0.7811751	0.99864393	0.97283673	0.98388046	0.9352769	0.9518462	0.9217675	0.9886049	0.93971926	0.945731	0.94622976	0.88180447	0.9193549	0.82800996	0.9474602	0.8449919	0.9582074	0.94714844	0.963279	0.9591698	0.8526635	0.9961219	0.87233907	0.7379556	0.8783758	0.83368975	0.7430014	0.8275156	0.976518	0.9550868	0.8751503	0.8174614	0.9518791	0.9155864	0.875249	0.892109	0.9302096	0.95896155	0.8669812	0.9446619	0.9516407	0.89650226	0.8618688	0.9006862	0.9391213	0.9757584	0.96939844	0.96983147	0.8749319	0.99036145	0.9352427	0.98939365	0.8546411	0.7829741	0.87942624	0.907905	0.91762507	0.71377254	0.8875375	0.99521506	0.98523635	0.85315514	0.8779936	0.85065395	0.99390936	0.8756919	0.99681896	0.9005879	0.9908726	0.91304106	0.87965775	0.93578434	0.82165766	0.99303913	0.7603557	0.99900794	0.9572966	0.8772664	0.86714447	0.879535	0.9814113	0.9285392	0.9411655	0.98091716	0.8370707	0.9724059	0.9701562	0.8916096	0.98876595	0.889058	0.5623665	0.94722825	0.9693383	0.98093534	0.9944527	0.96391904	0.9573654	0.89134973	0.9922808	0.90125287	0.95068115	0.943839	0.97586143	0.9390421	0.91076595	0.81510234	0.83490276	0.99135226	0.84492564	0.90307087	0.90176475	0.88718253	0.90343106	0.9600102	0.99053204	0.93707687	0.94957864	0.98793924	0.9744762	0.9874347	0.89528614	0.9031196	0.89905804	0.9169665	0.8502592	0.9990554	0.959865	0.98883706	0.7523606	0.9413068	0.5528343	0.8869208	0.9933217	0.7312286	0.9614671	0.7641244	0.8484875	0.95618314	0.9457432	0.8766531	0.95224226	0.80532795	0.97107613	0.98614186	0.92115396	0.9627557	0.98617667	0.9397418	0.86862123	0.93312263	0.7991593	0.9755493	0.9575139	0.95925313	0.9667956	0.95329684	0.85172784	0.97532815	0.9350181	0.7906108	0.929919	0.8965452	0.9613229	0.8802503	0.97246313	0.93394476	0.8610082
wreed/adj	0.67837703	0.8042201	0.6950925	0.9196596	0.7751507	0.732172	0.7168906	0.91265106	0.65229857	0.76092	0.84871244	0.93798447	0.0	0.8877181	0.98180497	0.7753469	0.910873	0.9250692	0.81000066	0.67344296	0.8821707	0.8477413	0.7748621	0.664242	0.8319001	0.8304357	0.71712136	0.7806572	0.73644423	0.5055773	0.8272608	0.7417568	0.8070024	0.743178	0.8199824	0.7490341	0.62397456	0.6865045	0.6175597	0.88792837	0.8728862	0.72093964	0.9396541	0.612823	0.875426	0.7507429	0.7253274	0.8583555	0.7260232	0.7539972	0.64380413	0.8035192	0.81097794	0.8288609	0.7228579	0.59311503	0.4859873	0.7461569	0.80267006	0.7236099	0.7515689	0.66209304	0.7002899	0.7208376	0.7580621	0.84242433	0.85160244	0.73051095	0.6967947	0.7618306	0.900856	0.9132472	0.8768257	0.5268034	0.6197864	0.76879185	0.68199265	0.64808637	0.76474977	0.59102976	0.8440474	0.9051466	0.81133676	0.91563606	0.6967748	0.71948385	0.7192029	0.9008887	0.5259223	0.7632785	0.81453186	0.67888534	0.47421563	0.65562737	0.70788	0.84740967	0.9157684	0.5768051	0.6834611	0.54136974	0.6825966	0.6048418	0.7379727	0.8884273	0.89205444	0.8223065	0.797956	0.75045884	0.7906895	0.786221	0.6603594	0.9849218	0.7327322	0.82476616	0.7552457	0.9457449	0.70724964	0.6294892	0.74645364	0.86541677	0.8578258	0.947228	0.86988485	0.8461416	0.6304383	0.617012	0.7909777	0.6841055	0.89963984	0.7372341	0.7590155	0.5192112	0.6096549	0.6659423	0.82756925	0.9577298	0.9006805	0.8818789	0.82349205	0.72550356	0.6927829	0.5771205	0.66919076	0.64538914	0.5375031	0.7119493	0.79080445	0.92234474	0.78270113	0.79332566	0.79399985	0.8346925	0.7553916	0.8931936	0.78952545	0.8229867	0.78905207	0.7252119	0.71505237	0.7575025	0.76957774	0.7262283	0.67405844	0.7840076	0.8692017	0.6984166	0.85351187	0.8819607	0.8714216	0.912539	0.7172483	0.61187744	0.6954626	0.8938045	0.7147026	0.8560885	0.8906908	0.7707054	0.7234226	0.6688267	0.87558067	0.8031186	0.7918402	0.4842944	0.78853834	0.8103294	0.7619877	0.7513855
prostituee/noun	0.9099276	0.88349146	0.8381521	0.84597725	0.9303592	0.7214966	0.90193355	0.83879477	0.8527857	0.8954549	0.99128443	0.98306775	0.8877181	0.0	0.9810802	0.88615716	0.92130613	0.49310154	0.988217	0.8290105	0.7862351	0.89611596	0.9107153	0.7481636	0.8051749	0.88641775	0.65094495	0.88128746	0.85407263	0.8662058	0.91546553	0.89551836	0.94305325	0.9327439	0.92754525	0.94222313	0.89558035	0.9128525	0.8774661	0.95399046	0.8874747	0.8500379	0.93384707	0.926247	0.93429816	0.927046	0.9422648	0.94482493	0.9077273	0.870948	0.72426534	0.9293721	0.83852935	0.8845327	0.9039472	0.9064101	0.8598558	0.858307	0.80848235	0.857729	0.8442335	0.87415594	0.90394557	0.9268767	0.9478011	0.93589276	0.8228499	0.92069	0.95087343	0.93436116	0.91710055	0.9212338	0.8886669	0.8583299	0.85703695	0.95773786	0.80519885	0.8133463	0.8631768	0.838287	0.9637837	0.95436245	0.8865276	0.9873411	0.9548162	0.91283375	0.77787423	0.96041477	0.83546895	0.9626452	0.96133065	0.9092077	0.91474706	0.92442286	0.92358553	0.9766901	0.9517524	0.9000781	0.8942305	0.90486896	0.9572166	0.93534243	0.76631474	0.93532926	0.9031558	0.91567445	0.9526485	0.88303936	0.9536475	0.66769993	0.865988	0.81143975	0.5891521	0.93277925	0.9079461	0.76516336	0.84284097	0.9065355	0.8581345	0.9444639	0.88568056	0.96253514	0.9255392	0.93790907	0.87167174	0.7496352	0.9856723	0.8948468	0.96628034	0.8552533	0.9002507	0.9327044	0.9082195	0.90283453	0.94200367	0.9910488	0.9449136	0.9532486	0.8623393	0.68463516	0.8788781	0.9272009	0.85906076	0.9373449	0.8129252	0.9340096	0.85023266	0.88777614	0.9694889	0.8209256	0.8835136	0.9941408	0.8912286	0.94542575	0.9016403	0.9240308	0.9286362	0.8492731	0.8048488	0.86763895	0.95640457	0.88509357	0.941449	0.8844054	0.88152397	0.9704732	0.74841356	1.0	0.95943785	0.94721687	0.9660722	0.8390348	0.7886562	0.7366725	0.88514024	0.86863536	0.7918272	0.9256124	0.9360378	0.9370264	0.9308093	0.8258816	0.8836863	0.9082763	0.8987513	0.71371317	0.7981733	0.91871434
klus/noun	0.9356377	0.8285269	0.83204776	0.8932039	0.9298856	0.97800034	0.9766959	0.8969768	0.9101493	0.9093818	0.98133403	0.9149914	0.98180497	0.9810802	0.0	0.97057855	0.95140433	0.93756497	0.9724585	0.95590353	0.97360337	0.83837914	0.9526711	0.9894378	0.9942125	0.97669715	0.9341055	0.9066211	0.9954589	0.9933457	0.8819572	0.9100717	0.94688714	0.972269	0.99725014	0.95297444	0.92280227	0.8861894	0.9473666	0.81971043	0.74353105	0.88604605	0.9677403	0.8651232	0.8841519	0.8792685	0.9222883	0.8893611	0.9765457	0.944567	0.85225284	0.9476412	0.9713039	0.876135	0.9871686	0.9440546	0.93412936	0.98612946	0.89407146	0.9650295	0.9377748	0.9833631	0.9164222	0.85429406	0.84214175	0.90214473	0.9887573	0.90602416	0.89869416	0.9167646	0.9144181	0.9292188	0.9859201	0.93092275	0.9641422	0.7368239	0.98552173	0.9649196	0.7772843	0.80191857	0.96692425	0.9760847	0.90219545	0.95940727	0.9756443	0.8727303	0.95729625	0.95540863	0.9457876	0.92918384	0.95297474	0.83210087	0.9397763	0.83368206	0.9859253	0.8795158	0.9632836	0.8957029	0.97973573	0.9323466	0.9609175	0.9134705	0.95400023	0.83779335	0.9616317	0.6299226	0.8026043	0.86361724	0.80398834	0.9710255	0.97610795	0.8988487	0.96357477	0.967126	0.9474933	0.9933197	0.88847804	0.92384315	0.8761391	0.97137946	0.88684016	0.7955279	0.8754568	0.7668207	0.97715706	0.9259886	0.9744231	0.95162827	0.97948605	0.88233536	0.7383561	0.8472301	0.8069348	0.9795519	0.88599324	0.97323453	0.82638735	0.8199758	0.98906	0.96542835	0.9100667	0.90037495	0.8746284	0.8676822	0.8408049	0.9115277	0.9165269	0.9174837	0.9838851	0.78102756	0.9310397	0.939185	0.9252603	0.9919061	0.89295465	0.7489647	0.89310336	0.85460716	0.99423045	0.9956177	0.9233329	0.9562071	0.77257484	0.8928119	0.9535401	0.9503743	0.92126995	0.9572432	0.64345884	0.98846185	0.9263468	0.8827203	0.92587	0.75501883	0.89442843	0.8804641	0.7718622	0.9326852	0.84626544	0.98101574	0.89235616	0.85418594	0.7828498	0.9604347	0.93622524	0.9667676	0.9417271	0.90948844
nuchterheid/noun	0.89550954	0.96685034	0.9200596	0.91963905	0.9304585	0.8906044	0.83691144	0.89667463	0.8411823	0.94487673	0.7523632	0.81052727	0.7753469	0.88615716	0.97057855	0.0	0.87031245	0.8880653	0.95568776	0.8724308	0.79520357	0.93083215	0.87944555	0.9088673	0.9739107	0.9372415	0.7935797	0.7498785	0.92651045	0.8526379	0.7930229	0.9065043	0.9386175	0.8369993	0.9670501	0.8225359	0.7052746	0.82383424	0.8587076	0.94397366	0.9214698	0.83720905	0.9844369	0.82093364	0.88704854	0.72132075	0.885376	0.83734775	0.8408629	0.8071407	0.86963785	0.86365163	0.8663529	0.8885291	0.5879985	0.83426905	0.8661008	0.9102684	0.9839476	0.6862868	0.9682267	0.8357103	0.6794642	0.93123305	0.90748054	0.93104994	0.90031886	0.87900865	0.83854854	0.9031681	0.95273834	0.8977921	0.9076325	0.92611605	0.8847879	0.84798616	0.8946307	0.8822777	0.9194394	0.95029306	0.87429184	0.97483104	0.7404664	0.86892825	0.4488443	0.94531983	0.8737094	0.94832075	0.783527	0.9154783	0.9424744	0.7985473	0.7940085	0.7640358	0.94153357	0.87556267	0.96591115	0.89338756	0.88683426	0.6577003	0.80195415	0.8748847	0.77231705	0.9322311	0.89063275	0.85065866	0.87572604	0.8938806	0.90986013	0.94884944	0.91109794	0.9323376	0.9314603	0.8885705	0.85863894	0.8873964	0.8928989	0.86445665	0.88182336	0.8824736	0.88324875	0.9042494	0.9172797	0.83464444	0.8615582	0.9279438	0.808141	0.8528128	0.9019524	0.8965341	0.89231277	0.6875371	0.9407343	0.8443331	0.951866	0.95519304	0.91642046	0.9155569	0.8580539	0.8383172	0.9080165	0.82493734	0.8207741	0.6597488	0.8147406	0.8823964	0.89881176	0.9500064	0.8607662	0.8283099	0.843776	0.8814193	0.8540827	0.9149263	0.96791196	0.8927287	0.6832725	0.7307291	0.8921161	0.884845	0.85830086	0.8339192	0.7635281	0.8500858	0.94392866	0.8957983	0.93654746	0.9041525	0.9239565	0.9612113	0.83531696	0.8413588	0.853134	0.8867637	0.9304518	0.8952856	0.9193758	0.73722166	0.90466255	0.86143047	0.9230018	0.7361809	0.8833197	0.787993	0.7323251	0.94234794	0.922222	0.912104
prietpraat/noun	0.8808549	0.95654553	0.8326178	0.8946787	0.8865596	0.8686098	0.7606236	0.9510678	0.75706744	0.8338628	0.8427139	0.9601775	0.910873	0.92130613	0.95140433	0.87031245	0.0	0.92983276	1.0	0.9011507	0.8823684	0.8426522	0.896684	0.8918885	0.9210615	0.8778146	0.96768403	0.8039117	0.95274395	0.93652254	0.9164831	0.80596304	0.83563143	0.86708015	0.7457552	0.9250818	0.9143241	0.94806755	0.83373314	0.8697294	0.9499764	0.90959376	0.95075667	0.83142376	0.92158616	0.7968393	0.877827	0.8593031	0.82193446	0.8508152	0.9127453	0.8831456	0.7927431	0.82725406	0.8562884	0.8527544	0.9273156	0.82566583	0.9599932	0.91097	0.93066037	0.92639256	0.7412385	0.79542434	0.8797482	0.8352424	0.80786204	0.90634614	0.77526426	0.8120321	0.9788855	0.7337345	0.8268476	0.9508981	0.84488106	0.73213935	0.86024415	0.8629532	0.87026274	0.87646204	0.89692247	0.9795885	0.88831353	0.89654994	0.9111843	0.889077	0.8653223	0.81847066	0.93910336	0.91640586	0.6105225	0.6483811	0.8848556	0.673965	0.89862657	0.80373317	0.9701168	0.9643398	0.8666111	0.8490175	0.8858559	0.82209605	0.8823928	0.8923007	0.8914373	0.8381381	0.7248093	0.809166	0.891956	0.9404346	0.9213823	0.93352985	0.9313676	0.7773242	0.7617891	0.870952	0.83277136	0.8817934	0.7816523	0.7735307	0.88287014	0.96507055	0.8836651	0.6933799	0.90754515	0.90178335	0.7658778	0.81443286	0.8797023	0.7963668	0.8157044	0.8197192	0.88553673	0.83168846	0.88384926	0.9178581	0.8160366	0.7078104	0.95133597	0.94653636	0.94184697	0.9039339	0.70823514	0.761425	0.89829814	0.79854095	0.8822012	0.8965955	0.8945427	0.80878454	0.9449697	0.8841275	0.7821687	0.9833233	0.95154744	0.8263211	0.8964033	0.72669876	0.9206888	0.85812044	0.8498975	0.8730683	0.78917116	0.83072686	0.899107	0.9165065	0.97144824	0.9845294	0.8366252	0.73133725	0.9659547	0.9433352	0.93059206	0.87677616	0.8818422	0.788638	0.90013987	0.9018401	0.8726375	0.89668465	0.8922086	0.84325165	0.87956625	0.95573646	0.89421916	0.97758627	0.864068	0.836598
13-jarige/adj	0.9560508	0.92988837	0.79667425	0.94010484	0.8205591	0.7514562	0.97778666	0.6819804	0.8646502	0.95650643	0.9242961	0.9187632	0.9250692	0.49310154	0.93756497	0.8880653	0.92983276	0.0	0.9755206	0.94800013	0.9082719	0.9169142	0.97988075	0.9240786	0.9109447	0.9146755	0.52067375	0.9498539	0.92144555	0.9278723	0.9127145	0.93982136	0.9532617	0.9830005	0.9607354	0.9890111	0.8910904	0.9363355	0.9767171	0.9883695	0.9213805	0.864599	0.9517045	0.8970004	0.8568082	0.977103	0.92351836	0.98068607	0.95827484	0.9781511	0.7203797	0.9795133	0.927431	0.9539817	0.96926725	0.9536346	0.91403615	0.89527714	0.91522866	0.7377925	0.66654897	0.9321987	0.88839096	0.92825747	0.93196833	0.9933224	0.8560672	0.96774054	0.9393464	0.9343381	0.9895644	0.932933	0.930253	0.9561174	0.9285085	0.9492054	0.959551	0.86735606	0.7754724	0.93031657	0.94707304	0.9792699	0.8724958	0.9687723	0.99222016	0.95721024	0.8545755	0.991786	0.9088821	0.9490869	0.9614723	0.9778975	0.96441036	0.92259187	0.9207955	0.8968398	0.9942453	0.92187995	0.9518804	0.9613309	0.89863634	0.895957	0.6205331	0.8667729	0.9441434	0.87600726	0.98053294	0.91691303	0.9486128	0.8064746	0.9273143	0.6570252	0.7383174	0.9929364	0.90465736	0.9354666	0.8083854	0.9439009	0.94251573	0.9934265	0.9082962	0.8597387	0.9940999	0.94419	0.87880415	0.9150464	0.93169504	0.94398457	0.94096094	0.8426602	0.94144315	0.8998043	0.88601774	0.91751236	0.8848174	0.92430896	0.96189964	0.8608357	0.8126288	0.48672193	0.96758676	0.95494366	0.9449501	0.9059471	0.9020674	0.95277184	0.9514615	0.9274315	0.9580897	0.892581	0.8648541	0.9471945	0.88578206	0.88990337	0.9371522	0.8321141	0.9616048	0.8997651	0.84981984	0.97252095	0.9540787	0.9645169	0.9668129	0.95171344	0.901488	0.86473495	0.67289567	0.961138	0.879574	0.9887212	0.97057647	0.8696738	0.81340545	0.58947915	0.9157995	0.92267084	0.58273554	0.92629147	0.9548538	0.9767935	0.97557986	0.9325955	0.86477804	0.9605276	0.9079494	0.88412195	0.8934712	0.8904731
begin/noun	0.6843933	0.6665698	0.7189503	0.97871315	0.9621556	0.85850084	0.8485255	0.66725665	0.93571377	0.74925137	0.99622995	0.5995406	0.81000066	0.988217	0.9724585	0.95568776	1.0	0.9755206	0.0	0.67426133	0.90786946	0.7307313	0.91789764	0.87835354	0.9833257	0.9272136	0.93500865	0.93773735	0.9165401	0.8819215	0.8788389	0.9343097	0.9466686	0.87277246	0.9406739	0.9214474	0.89123315	0.86784565	0.8740256	0.95533127	0.9873321	0.84567654	0.9849897	0.88324994	0.9754243	0.9185713	0.9244056	0.87046325	0.67897296	0.88741755	0.94351745	0.9502055	0.8888765	0.9314718	0.91240734	0.9269347	0.7519217	0.9108059	0.9774866	0.86096114	0.9857719	0.9151726	0.89114404	0.81034344	0.9053528	0.99812114	0.9701643	0.9098122	0.9127117	0.9124725	0.9448811	0.967317	0.99927783	0.7688816	0.9188836	0.87235236	0.84757143	0.83473647	0.7130866	0.783062	0.92432064	0.93531716	0.9293866	0.9907583	0.9767958	0.8066516	0.9290353	0.9729792	0.81599754	0.87832886	0.92832243	0.93898535	0.8988868	0.8025683	0.97589827	0.74440444	0.97345984	0.8465746	0.73390126	0.8839518	0.6604233	0.8537232	0.9305507	0.94865024	0.9732799	0.9038469	0.98207134	0.92131776	0.97696567	0.8918434	0.6810211	0.7831949	0.9225412	0.9598451	0.8768355	0.99401504	0.96716064	0.88034296	0.8312929	0.92266977	0.9920225	0.9973493	0.9639794	0.95926136	0.954399	0.8211807	0.81206405	0.6682591	0.8608717	0.9022798	0.95611984	0.9513029	0.9233156	0.9203801	0.92975175	0.9837661	0.91056	0.9448956	0.9800729	0.8756139	0.9331284	0.84933233	0.9361583	0.95447516	0.86668336	0.7693025	0.93181705	0.9468839	0.91859025	0.8801354	0.8747452	0.92397404	0.8198956	0.96178395	0.71882147	0.9630473	0.9065734	0.9689963	0.8470553	0.99020785	0.8666269	0.8491026	0.9092858	0.9328415	0.9978668	0.9212155	0.9381285	0.9672649	0.9873425	0.7812358	0.79710704	0.69927657	0.93249327	0.96588486	0.9096129	0.9267305	0.9525593	0.848511	0.8729106	0.7755188	0.8329689	0.90964234	0.9296944	0.91408134	0.85952735	0.8973604	0.9204292	0.77905977
Amerikaan/noun	0.4972989	0.7221384	0.6764977	0.8527186	0.81981725	0.6664951	0.7384249	0.7040572	0.8358489	0.8066501	0.92144656	0.85592866	0.67344296	0.8290105	0.95590353	0.8724308	0.9011507	0.94800013	0.67426133	0.0	0.8611622	0.7630123	0.8258632	0.5712141	0.7958719	0.85625416	0.8443051	0.7629111	0.84973514	0.7190344	0.83172506	0.72889435	0.71634483	0.83300126	0.8118291	0.7570287	0.7393328	0.37846565	0.6809969	0.8666706	0.88085496	0.82175046	0.91005975	0.710533	0.93502647	0.8813514	0.8827648	0.8010305	0.64252853	0.85604113	0.8579621	0.9420974	0.7061807	0.84520435	0.77850354	0.8105541	0.57137024	0.7391789	0.8010911	0.7098283	0.71781397	0.7061342	0.856616	0.7039727	0.80444777	0.8606652	0.7785166	0.70118177	0.78953093	0.7690525	0.8913959	0.7721089	0.7997849	0.68966925	0.71473956	0.8198988	0.58025324	0.6495768	0.8329458	0.61985874	0.6517174	0.9192133	0.8128694	0.9260864	0.74093926	0.8000642	0.80392694	0.95934576	0.8390615	0.8047944	0.90726805	0.819381	0.64904404	0.80929446	0.7503464	0.6695037	0.96502405	0.78297836	0.61301243	0.83227384	0.61642605	0.74373317	0.70366323	0.8065566	0.8881879	0.8084961	0.8751232	0.8165652	0.8780676	0.7901399	0.6144929	0.941019	0.790052	0.93672943	0.7492994	0.85001624	0.9391859	0.91000456	0.6517528	0.81057125	0.8454315	0.92641723	0.8870862	0.8596756	0.8397634	0.7742031	0.8202523	0.65205395	0.7817648	0.7463931	0.91408896	0.7795761	0.7551655	0.8482265	0.79152966	0.7004976	0.6820195	0.89268357	0.86890936	0.79434824	0.7067063	0.86369044	0.6902595	0.7779695	0.55234826	0.8194067	0.7762534	0.8299516	0.88402206	0.7971406	0.794042	0.9162065	0.6716392	0.7675823	0.711072	0.8667509	0.80875283	0.6755909	0.6195486	0.8944615	0.8872696	0.7292114	0.78482366	0.7372308	0.79928756	0.70799077	0.87499285	0.87275904	0.9709069	0.6635407	0.47779024	0.45612985	0.823514	0.90233755	0.807328	0.8736952	0.9304444	0.65409184	0.8756341	0.8609824	0.9120158	0.84279424	0.8379	0.90690523	0.4680518	0.7282534	0.76450765	0.6399984
in/adv	0.8515804	0.87630284	0.90329623	0.93159115	0.863689	0.9006471	0.85016435	0.8448452	0.76770335	0.9174688	0.9353868	0.8796058	0.8821707	0.7862351	0.97360337	0.79520357	0.8823684	0.9082719	0.90786946	0.8611622	0.0	0.748482	0.9614695	0.8651687	0.94887143	0.93785614	0.9138528	0.74774647	0.9174043	0.83088326	0.78952503	0.77813834	0.881174	0.9346607	0.9086421	0.8952786	0.80637884	0.9323963	0.8564668	0.9234478	0.8792055	0.9015363	0.91400915	0.8545996	0.8739873	0.8277894	0.7437297	0.8578076	0.8007109	0.77870196	0.8867658	0.86101127	0.913951	0.7152527	0.81143963	0.8868475	0.86877203	0.87130696	0.9587648	0.8514432	0.9155514	0.87995607	0.7218733	0.8433017	0.85367584	0.94406694	0.93191195	0.88269556	0.8576716	0.73016644	0.85142386	0.9709126	0.82872134	0.8741399	0.91695285	0.65711856	0.83943796	0.79155004	0.8605856	0.8821474	0.91851443	0.98869276	0.8855045	0.94300383	0.83729315	0.883966	0.9467524	0.9332682	0.89401853	0.93859035	0.9549438	0.8022213	0.82828534	0.82463115	0.96373004	0.9518598	0.8472837	0.87034035	0.9236191	0.95326674	0.92819417	0.91239184	0.8676915	0.88671863	0.9645878	0.8304102	0.8347726	0.95626336	0.93408567	0.8978709	0.9103202	0.98028564	0.889481	0.8604823	0.88781476	0.77873445	0.89123684	0.79972726	0.8543771	0.94184595	0.82986164	0.96185213	0.95995724	0.80330867	0.8815353	0.90335476	0.8946779	0.884231	0.8527391	0.7917831	0.79727745	0.8439614	0.86753863	0.84667975	0.8496425	0.98990613	0.9479979	0.91833055	0.8211306	0.9370663	0.87715465	0.91821504	0.7929809	0.84766364	0.88079184	0.8734264	0.9432282	0.9755366	0.87116283	0.6894119	0.8439639	0.9259771	0.7757433	0.8764555	0.9001305	0.7597765	0.90600395	0.7546978	0.8458176	0.92136914	0.9173347	0.83098775	0.8733353	0.9237295	0.92131734	0.85942185	0.9319181	0.9443276	0.9413538	0.97214144	0.9152603	0.87488276	0.87626344	0.8940051	0.9466996	0.77137816	0.9283456	0.9086103	0.8570609	0.76777095	0.9791579	0.83733284	0.7846907	0.9511832	0.8452755	0.8592144	0.9488723	0.97105366
journalist/noun	0.762692	0.7045063	0.72177655	0.9309208	0.77506393	0.74416816	0.6861429	0.5853872	0.64525884	0.7315358	0.88321996	0.7811751	0.8477413	0.89611596	0.83837914	0.93083215	0.8426522	0.9169142	0.7307313	0.7630123	0.748482	0.0	0.9388313	0.7480261	0.8734818	0.8641405	0.8337336	0.8633053	0.7870724	0.91298896	0.65944624	0.67822134	0.86205935	0.8163332	0.6863626	0.76028264	0.76094294	0.76501375	0.75808525	0.7212342	0.7949024	0.69321156	0.9648043	0.7287178	0.90241885	0.745142	0.6800461	0.73401064	0.6268823	0.8754568	0.73134744	0.8689329	0.8493379	0.83778226	0.83512944	0.8551231	0.792462	0.7801579	0.8367281	0.8905147	0.91963965	0.92280376	0.82164574	0.9165843	0.7639385	0.84598494	0.7547624	0.84161836	0.78618443	0.6732201	0.81567967	0.907544	0.77463007	0.8175923	0.92133296	0.6518185	0.58264625	0.69561577	0.7308674	0.80352145	0.8779072	0.9799427	0.68441075	0.8434621	0.8830212	0.89275753	0.8469646	0.95989424	0.9107467	0.8687464	0.7888213	0.7426783	0.8055769	0.81553143	0.9475047	0.6635509	0.9575029	0.69890374	0.7693408	0.8935985	0.8315828	0.9083737	0.72044945	0.8826663	0.90519404	0.7834332	0.82072884	0.8128544	0.9293394	0.7532384	0.8286561	0.85953486	0.8039669	0.8368946	0.6119598	0.9761996	0.9051195	0.71189225	0.61754805	0.81368154	0.88284886	0.8273531	0.88722426	0.7501095	0.8651222	0.72253895	0.74754095	0.4837156	0.8181093	0.7613185	0.68380654	0.73292863	0.8276416	0.85394776	0.92067534	0.9829973	0.8510372	0.8153818	0.8611057	0.75316155	0.8978929	0.8499413	0.6285314	0.7425475	0.7640377	0.65371823	0.9197033	0.76849127	0.85472167	0.65642595	0.77250236	0.91957355	0.7480688	0.68530107	0.7508026	0.64081424	0.8162003	0.85705847	0.8264003	0.9430347	0.89020944	0.7815951	0.7756585	0.80329674	0.92870325	0.8205266	0.81786025	0.9086835	0.7980939	0.8426877	0.82610786	0.80075026	0.8356512	0.72646916	0.8875115	0.7729049	0.80288935	0.7791746	0.8306454	0.81809056	0.9642529	0.81822765	0.752929	0.9567541	0.66735196	0.84131575	0.71750724	0.67949396
