	Hewitt/name	alleen/adj	eraan/pp	alsof/comp	blijf/adj	als/prep	nog/adv	Nationaal/name	lief/adj	kerst_avond/noun	maar/adv	documentaire/noun	plek/noun	alles/noun	Eddy/name	discussie/noun	Lily/name	Michiels/name	versregel/noun	inwoner/noun	woord/noun	ook/adv	passage/noun	voorman/noun	bitter/adj	dagelijks/adj	zelfs/adv	altijd/adv	uit/prep	Madonna/name	niets/noun	minister-president/noun	gesprek/noun	daaraan/pp	feit/noun	niets/adv	Ria/name	alleen/adv	producer/noun	die/det	publiek/noun	Blok/name	zij/pron	mentor/noun	zo/adv	lezer/noun	acht_baan/noun	geweeklaag/noun	goed/adj	je/pron	amper/adv	bewindsman/noun	nota/noun	tv_kijker/noun	periode/noun	tekst/noun	magie/noun	wie/pron	Von/name	Marja/name	laat/adj	iedereen/pron	Ten/adv	dokter/noun	voornaam/noun	ze/pron	graag/adv	toen/adv	SP/name	niet/adv	les/noun	iets/noun	man/noun	weer/adv	aan/prep	ons/noun	Bram/name	The/name	kast/noun	Mike/name	niemand/pron	men/pron	vooral/adv	leraar/noun	haar/pron	meisje/noun	Croes/name	zich/pron	duur_voort/adj	opeens/adv	Grosjean/name	Tomislav/name	mens/noun	levendig/adj	song/noun	misschien/adv	Gerard/name	plaat/noun	ik/pron	Rosenmöller/name	klassieker/noun	partij_genoot/noun	voorts/adv	Lamine/name	dat/det	correct/adj	Rijkaard/name	achteraf/pp	meer/adj	concert/noun	u/pron	mij/pron	geleden/adj	toen/comp	foto/noun	Clinton/name	hij/pron	we/pron	VVD'er/noun	me/pron	weinig/adj	ons/pron	gelukkig/adj	lang/adj	Robert/name	dag/noun	begin_periode/noun	atlete/noun	Ids/name	vaak/adj	politicus/noun	veld_slag/noun	werk_dag/noun	voorzitter/noun	Frank/name	niks/noun	detail/noun	veel/adj	5-1/num	het/adj	muziek/noun	wij/pron	Charlotte/name	satire/noun	café_bezoeker/noun	hem/pron	eens/adv
toen/comp	0.8128369	0.8894217	0.88150984	0.73708725	0.9007588	0.8339192	0.7916794	0.90624696	0.8361601	0.74212456	0.8489907	0.8952006	0.8731131	0.85548884	0.8767949	0.9083572	0.8312879	0.87284434	0.9321553	0.8604334	0.88238746	0.8771331	0.89096653	0.84708333	0.852977	0.8450268	0.7697779	0.84254706	0.7328507	0.7822843	0.8616865	0.87129587	0.8368396	0.9196212	0.83176017	0.8699897	0.8244768	0.88801426	0.8588414	0.84034777	0.84773624	0.90080535	0.75355434	0.82529455	0.8564168	0.8811471	0.88185203	0.8938419	0.883505	0.7901071	0.75661916	0.86329126	0.88892865	0.8349095	0.79389846	0.9319414	0.85581267	0.7588817	0.81670153	0.8381672	0.6428662	0.804884	0.80569446	0.8007674	0.8594777	0.6592628	0.799713	0.37498468	0.91008776	0.84863627	0.8854474	0.8248234	0.61225605	0.69669574	0.89354694	0.7974267	0.8615286	0.9078747	0.8573042	0.82606715	0.7614584	0.86084986	0.89138556	0.8513247	0.6910549	0.6677636	0.8640784	0.8513145	0.79251015	0.6151049	0.8470626	0.86476785	0.7697831	0.8912117	0.8791936	0.8515776	0.8699988	0.8769628	0.7258989	0.8444395	0.8967649	0.839828	0.8964213	0.8222587	0.8878263	0.933903	0.7905235	0.7986641	0.8891723	0.87346363	0.84047043	0.81209713	0.6808495	0.0	0.9258885	0.786353	0.5891666	0.7753712	0.84544855	0.79155034	0.89619696	0.8345466	0.7568054	0.83281285	0.8529696	0.74733436	0.8657989	0.8221134	0.8763962	0.7926922	0.8679948	0.80133843	0.80588025	0.8984636	0.87128437	0.85966605	0.9060099	0.8792069	0.8681135	0.79457235	0.9243235	0.8468483	0.82008433	0.87943286	0.79041195	0.70996785	0.768193
foto/noun	0.9038946	0.94714767	0.9377802	0.92739326	0.9550354	0.9064833	0.9676262	0.9176775	0.9248004	0.8871573	0.96947414	0.77636755	0.9179537	0.9402391	0.68598616	0.9667053	0.8430597	0.65676665	0.8958714	0.9425848	0.9346891	0.93103224	0.86413616	0.7778017	0.9423781	0.91197175	0.93107855	0.945132	0.8657732	0.80322254	0.9786646	0.88975644	0.8634435	0.96968	0.9457883	0.97024053	0.79063976	0.9343988	0.709744	0.9277037	0.93605757	0.86816674	0.94305956	0.80427384	0.9480761	0.8779559	0.9503164	0.95846665	0.967602	0.94149107	0.9563535	0.9598635	0.86955404	0.8917055	0.9648043	0.68851435	0.8982463	0.92745805	0.8487997	0.89393383	0.9609427	0.95177954	0.88598514	0.79823	0.8251701	0.9283508	0.9254279	0.94337	0.79225457	0.981583	0.9603407	0.95927566	0.9313296	0.9583743	0.9366363	0.9553271	0.7298125	0.81013566	0.8361305	0.7489655	0.97575164	0.9483692	0.9442047	0.88779783	0.91427547	0.91103333	0.79979753	0.9508374	0.9457884	0.904854	0.9022056	0.92952335	0.94709295	0.86296004	0.85468966	0.9697226	0.77440476	0.8458526	0.9656271	0.9239697	0.8577453	0.7850685	0.8286532	0.884064	0.9717917	0.92657954	0.9237714	0.9101824	0.95504594	0.87332565	0.9364447	0.9690254	0.9542829	0.9258885	0.0	0.91108567	0.943343	0.9632882	0.9178197	0.97104186	0.9639084	0.971318	0.93634593	0.969417	0.75244397	0.95034194	0.8849248	0.9167908	0.87793505	0.9322455	0.93524754	0.87181103	0.91927296	0.73235	0.7000182	0.97684234	0.8784373	0.96744025	0.9116242	0.9703175	0.87087625	0.96640694	0.77364886	0.8517646	0.935542	0.938956	0.9552882
Clinton/name	0.8242167	0.8689195	0.9003913	0.894174	0.8385319	0.7839372	0.90519077	0.89822936	0.8775898	0.8613805	0.916511	0.8566846	0.9392714	0.9149964	0.90176547	0.8576635	0.88864195	0.93410504	0.9289297	0.8961442	0.83747786	0.87503713	0.8331348	0.7558937	0.8384749	0.9008906	0.8235849	0.8701128	0.8737845	0.77750623	0.8887547	0.6816503	0.73936117	0.8668227	0.849947	0.8439926	0.8532385	0.89565164	0.8112491	0.8377876	0.8670269	0.8076179	0.68029284	0.76317096	0.88295245	0.8400116	0.9015269	0.90722173	0.9229213	0.90220016	0.94295913	0.65064526	0.8092763	0.87905824	0.9170677	0.8669065	0.8812075	0.8396537	0.7672678	0.86928064	0.89974844	0.8615526	0.84123224	0.83073455	0.84610397	0.7898802	0.8601831	0.8202344	0.83145034	0.8716966	0.9075873	0.902501	0.86260986	0.9144447	0.8787542	0.8430794	0.89258426	0.8196075	0.9528825	0.80955774	0.85302323	0.8184713	0.87259066	0.8760653	0.76281166	0.90788454	0.8375625	0.80620277	0.82515013	0.8888955	0.8775287	0.8671749	0.89377904	0.8983376	0.8948679	0.9097877	0.8353374	0.91165155	0.86168116	0.68670464	0.8940402	0.6616528	0.7705673	0.7689442	0.8709078	0.8517437	0.7673461	0.82253844	0.9297895	0.898327	0.8401575	0.85291696	0.86612797	0.786353	0.91108567	0.0	0.64759326	0.87437284	0.7477093	0.8644335	0.88402736	0.8454669	0.91948706	0.9186045	0.78860205	0.89484036	0.8792945	0.8358904	0.8749658	0.869591	0.6979307	0.8499794	0.9219763	0.8167122	0.8506371	0.9229691	0.8661674	0.9119593	0.94568086	0.8956399	0.9252902	0.8233803	0.83971965	0.8454784	0.93001425	0.71141315	0.88515234
hij/pron	0.76391906	0.7078887	0.7690034	0.67595243	0.81580496	0.76720834	0.68227196	0.9372867	0.68364024	0.7814903	0.70485336	0.8765783	0.83293134	0.70643735	0.8643654	0.8677934	0.7951397	0.89623976	0.8431596	0.8935634	0.7191632	0.6910801	0.77334464	0.82249355	0.7828495	0.8224281	0.67879254	0.6575857	0.8369293	0.736263	0.7199386	0.7721906	0.8408181	0.79682213	0.7425183	0.74305373	0.78852487	0.7853019	0.8121287	0.7087689	0.7392752	0.8099663	0.3037839	0.790049	0.68370986	0.6766741	0.8430012	0.8537324	0.7798715	0.5178753	0.80855316	0.6807957	0.8126919	0.82098305	0.85823727	0.8077582	0.7857688	0.6194524	0.71380746	0.7831566	0.7353658	0.56040514	0.78827494	0.6844889	0.7845498	0.24600583	0.6835586	0.53737926	0.8687	0.6386773	0.8688903	0.6736742	0.62281555	0.67147756	0.8236978	0.68194425	0.8646995	0.9242997	0.8521522	0.817424	0.5603677	0.52041614	0.8208664	0.7692538	0.48642606	0.7012602	0.77210134	0.688707	0.70329714	0.6512315	0.8080081	0.8275622	0.6694331	0.8358384	0.7955919	0.7209586	0.82789886	0.81626487	0.4063241	0.68574864	0.8540373	0.7842225	0.7525892	0.71711254	0.7286055	0.78570294	0.6530949	0.61462224	0.8283067	0.8968038	0.57347256	0.6149002	0.75687575	0.5891666	0.943343	0.64759326	0.0	0.5452429	0.7328626	0.5836266	0.75691795	0.6526203	0.7310311	0.77277535	0.86219585	0.76933706	0.83715695	0.7509632	0.80487615	0.68580806	0.7203918	0.8431388	0.8833116	0.86915624	0.8712103	0.740323	0.79267454	0.7620722	0.92440355	0.7432622	0.8433337	0.54914004	0.8065111	0.8299449	0.80296135	0.44062573	0.6382116
we/pron	0.8271231	0.66835344	0.8238789	0.7402131	0.8236652	0.9068028	0.5301435	0.96554816	0.6390353	0.8384587	0.5852641	0.92430353	0.82849705	0.6069641	0.94370836	0.84776103	0.8611388	0.93847096	0.891425	0.9016125	0.81044096	0.5824586	0.8663631	0.9382033	0.8165318	0.8347845	0.699978	0.59726393	0.91893214	0.8681146	0.70876276	0.9118953	0.8673061	0.8045807	0.84956336	0.77225477	0.86916816	0.7171619	0.8792939	0.62213606	0.7635106	0.85335124	0.54956126	0.869292	0.6428925	0.73238766	0.8348303	0.858484	0.6508199	0.39218837	0.77639806	0.8213208	0.8633545	0.805584	0.85104364	0.87379634	0.81672466	0.6497898	0.8528309	0.84292257	0.7905426	0.4949205	0.8051233	0.7931208	0.8144314	0.3794402	0.7086743	0.67565644	0.90349674	0.52845764	0.8086625	0.5970936	0.8605639	0.62110615	0.8665494	0.6276906	0.92229617	0.98539317	0.85480726	0.91341907	0.5983282	0.39634627	0.79489905	0.85066646	0.7021754	0.8547075	0.8325841	0.79393363	0.75696963	0.6989168	0.8181971	0.89107645	0.66920644	0.8577698	0.83195627	0.60821044	0.9436388	0.834539	0.33132917	0.8270775	0.86333287	0.9148367	0.78231347	0.82487553	0.59657353	0.78884125	0.77555346	0.64679766	0.720747	0.90011674	0.55273396	0.6158339	0.8814549	0.7753712	0.9632882	0.87437284	0.5452429	0.0	0.8551518	0.60112786	0.68080795	0.5122053	0.64432454	0.7878416	0.97451335	0.8011687	0.8408473	0.84119546	0.8251085	0.7217213	0.8226095	0.84888226	0.8409406	0.97393775	0.96339	0.6484858	0.79648346	0.64989847	0.8974403	0.8153227	0.8627651	0.17454493	0.90475214	0.8811295	0.85523605	0.68984485	0.5764751
VVD'er/noun	0.87411606	0.8411666	0.8974648	0.8853735	0.84591687	0.80164254	0.8737238	0.89025563	0.8627296	0.89787203	0.8571254	0.8952114	0.8933055	0.8951424	0.8127168	0.8006198	0.88505805	0.8475098	0.9039793	0.8767483	0.8351414	0.81850106	0.8354465	0.6562716	0.8430853	0.91279864	0.81621194	0.83161765	0.8552526	0.86860895	0.8716681	0.6936275	0.7741243	0.8443526	0.8505043	0.7965076	0.7660578	0.8581708	0.8327993	0.8274127	0.87230587	0.72628045	0.71181166	0.8123822	0.839065	0.8263821	0.9223429	0.8967647	0.8963805	0.8541469	0.9128103	0.49582303	0.7026795	0.87079984	0.92491716	0.8763244	0.8923567	0.8069433	0.8137923	0.7797134	0.91738755	0.82560873	0.8316651	0.82814074	0.84673685	0.7994201	0.8471287	0.82421494	0.65401447	0.8293085	0.9217424	0.8988218	0.8863493	0.8955525	0.88452816	0.8517221	0.77850014	0.9451022	0.93649846	0.83848774	0.82923543	0.78906494	0.8407047	0.8111073	0.8375134	0.9151963	0.78140134	0.79177177	0.834446	0.8394511	0.8842927	0.89564025	0.8584151	0.8790915	0.90069497	0.86333877	0.7258839	0.9297035	0.8328616	0.5142694	0.92526746	0.4744814	0.7760862	0.78829485	0.82789475	0.83146685	0.74017966	0.8086216	0.89192605	0.9178592	0.8211578	0.8248296	0.9011396	0.84544855	0.9178197	0.7477093	0.7328626	0.8551518	0.0	0.84672296	0.8617185	0.8370415	0.8883667	0.90609473	0.79705083	0.93128854	0.9051501	0.8710451	0.8504772	0.830067	0.6597002	0.8601594	0.91325355	0.69121754	0.77912515	0.8944464	0.8976004	0.88975114	0.9001934	0.88177556	0.9224382	0.7999302	0.8624711	0.8459536	0.9120688	0.79142314	0.8584364
me/pron	0.8670989	0.7160785	0.7617738	0.6617973	0.8675371	0.89783555	0.7280499	0.98014694	0.6781227	0.85883844	0.66966736	0.93696326	0.8672248	0.7148402	0.9335177	0.8858932	0.86612695	0.9590722	0.89982224	0.92977864	0.78947586	0.6635711	0.85425144	0.93250084	0.8382183	0.88597107	0.75324	0.629081	0.9365072	0.85563797	0.73340714	0.9232193	0.9171765	0.7894092	0.8566496	0.7300705	0.8552991	0.7896544	0.88713133	0.6940038	0.7513095	0.899421	0.6667365	0.8855653	0.6546514	0.6828768	0.877961	0.82906914	0.73762965	0.4425258	0.86885333	0.85084444	0.9099383	0.8385351	0.92005956	0.870855	0.8226806	0.70761347	0.8671055	0.85689664	0.9007298	0.5401179	0.8694421	0.7810602	0.83398825	0.5074731	0.74538267	0.6714648	0.93577987	0.56906843	0.8746386	0.6701329	0.8123635	0.7245687	0.8579972	0.52104354	0.92575556	0.96861273	0.8949895	0.92781246	0.56940687	0.64333135	0.77324915	0.84715587	0.43355644	0.8188207	0.89107704	0.52179396	0.74533033	0.6368921	0.8903499	0.89511245	0.652678	0.84646976	0.8171403	0.6111573	0.92495495	0.8533967	0.3885492	0.8158057	0.8997202	0.89073586	0.8495416	0.8649732	0.5959314	0.84206563	0.81108415	0.66313624	0.78938615	0.9336456	0.55342454	0.16012663	0.9277533	0.79155034	0.97104186	0.8644335	0.5836266	0.60112786	0.84672296	0.0	0.762985	0.25909436	0.68732417	0.87220824	0.9545477	0.89117664	0.83933914	0.8788764	0.87199616	0.7328565	0.8049642	0.9088902	0.92286247	0.9646952	0.9548455	0.6759905	0.82753754	0.71417165	0.9527294	0.7991706	0.8406971	0.58205956	0.904456	0.8727947	0.8585304	0.41111708	0.62246704
weinig/adj	0.8808833	0.69022983	0.85130537	0.81319827	0.7209243	0.85618293	0.7321367	0.9634952	0.7617848	0.9183717	0.7514051	0.87255967	0.87650174	0.8000711	0.9483606	0.83258104	0.91925603	0.9507692	0.9224036	0.88991463	0.8080339	0.6257528	0.805024	0.90399355	0.7035233	0.84855294	0.7527157	0.68644345	0.8960271	0.8882234	0.600057	0.90685457	0.90535957	0.8064829	0.8278596	0.6443783	0.91017205	0.69728935	0.88877344	0.7216035	0.76791024	0.86689556	0.7326734	0.89601463	0.74281764	0.74505913	0.8927299	0.8919699	0.6923089	0.73947215	0.7399012	0.835116	0.8674288	0.820838	0.8812063	0.846178	0.7949213	0.8010004	0.8717379	0.89306176	0.8807677	0.7622789	0.8194233	0.87167037	0.84747195	0.7266772	0.7721577	0.8322012	0.92104614	0.6750546	0.85985065	0.6747125	0.9060048	0.83061415	0.8151994	0.7974779	0.94355637	0.97147834	0.93211097	0.93988305	0.68416953	0.6578072	0.6573035	0.8470095	0.8185598	0.9110341	0.86966765	0.8207737	0.7580756	0.7850688	0.89205307	0.91211414	0.76969415	0.74692535	0.81505686	0.7264034	0.94911367	0.8626978	0.7131057	0.8353505	0.8757034	0.90188473	0.787024	0.8518832	0.70936716	0.78141856	0.80713797	0.71854085	0.5670041	0.9146715	0.78383815	0.7334773	0.96091723	0.89619696	0.9639084	0.88402736	0.75691795	0.68080795	0.8617185	0.762985	0.0	0.7356914	0.76117307	0.8631954	0.9691285	0.9199049	0.8471311	0.87944335	0.89644915	0.659578	0.7852684	0.8558891	0.9147438	0.96766704	0.95727813	0.6251544	0.7596036	0.37750512	0.92797476	0.8434955	0.8264924	0.6540071	0.90654516	0.8155427	0.9039737	0.7923672	0.8100903
ons/pron	0.85617757	0.67692566	0.80404687	0.72777617	0.82158405	0.88636446	0.7126617	0.96825916	0.7177087	0.8606045	0.6965219	0.9324968	0.85275495	0.7057788	0.94182175	0.86644995	0.8853506	0.94528043	0.89898837	0.9006794	0.82725996	0.6529136	0.8529199	0.9301821	0.8447881	0.8722787	0.7596715	0.6544156	0.92004895	0.8793787	0.73384416	0.9095746	0.9057902	0.7668686	0.81847155	0.7562286	0.86786914	0.75201064	0.9099542	0.6791297	0.7224798	0.8675532	0.6153201	0.8971032	0.69647944	0.66413116	0.8935341	0.85108036	0.727823	0.5291747	0.84512687	0.8152314	0.8875854	0.81502795	0.8969163	0.8789983	0.8183446	0.7177433	0.86383677	0.8641263	0.8854106	0.56344515	0.83012795	0.8095219	0.82119584	0.5457624	0.74970275	0.7412374	0.9077616	0.5490043	0.8371844	0.68367183	0.84058654	0.75503564	0.8388885	0.36785203	0.9301502	0.985901	0.89592016	0.92982554	0.5996606	0.5931143	0.763913	0.8651497	0.48088026	0.852651	0.8684664	0.48854232	0.73575276	0.71874756	0.86943203	0.90456367	0.66550404	0.85823834	0.86472094	0.6490032	0.94140613	0.87512684	0.55483544	0.80493325	0.90772825	0.88252753	0.8013021	0.846945	0.6078646	0.7951789	0.81106544	0.70188934	0.75500154	0.9318762	0.5946535	0.27965975	0.93744016	0.8345466	0.971318	0.8454669	0.6526203	0.5122053	0.8370415	0.25909436	0.7356914	0.0	0.6910044	0.8710334	0.9634469	0.89206165	0.8459975	0.87978935	0.8569342	0.7508852	0.78617275	0.8896905	0.9004477	0.96496505	0.9613147	0.70761204	0.80263376	0.7002089	0.9208402	0.8355771	0.8629688	0.46843022	0.9283936	0.8751317	0.8602235	0.4273045	0.675539
gelukkig/adj	0.85079247	0.7555881	0.87501836	0.7045032	0.83464617	0.8671125	0.68918246	0.98023325	0.72524726	0.85358036	0.6837507	0.9271599	0.8788395	0.7322907	0.905978	0.9043737	0.85730493	0.9171498	0.9265387	0.9340172	0.85879374	0.71221983	0.8774801	0.9388072	0.79618037	0.89073884	0.74242026	0.65814435	0.886671	0.8603356	0.7734541	0.9461865	0.9084534	0.87535125	0.90071857	0.80489475	0.86509293	0.74810505	0.8933276	0.72834456	0.8470566	0.9258412	0.76862717	0.8837084	0.7147379	0.8416826	0.88118005	0.8729561	0.68331444	0.6562129	0.839549	0.90935326	0.94074816	0.8602087	0.85671043	0.9022856	0.84145486	0.7611772	0.8840831	0.8725604	0.8549415	0.7029377	0.8765838	0.84837544	0.834835	0.6608	0.7936254	0.68402696	0.9431199	0.63566005	0.8975612	0.72214544	0.83380544	0.73662806	0.89564794	0.7661991	0.9047194	0.98069614	0.8932702	0.90151155	0.73225594	0.7459756	0.84504575	0.8909564	0.7458119	0.83660394	0.8688265	0.8432645	0.82345164	0.7054428	0.87827605	0.85854566	0.75612533	0.8180661	0.8439008	0.64072925	0.9218708	0.86589026	0.59619486	0.8655521	0.88164407	0.9253942	0.8923465	0.89124244	0.6840507	0.8185958	0.8127438	0.6889205	0.81674135	0.92531794	0.77471566	0.67467916	0.9278506	0.7568054	0.93634593	0.91948706	0.7310311	0.64432454	0.8883667	0.68732417	0.76117307	0.6910044	0.0	0.8388388	0.93578833	0.87124276	0.8602286	0.871299	0.8760816	0.72986966	0.89673686	0.86823016	0.90589046	0.96010184	0.9332749	0.7265671	0.8859167	0.7036946	0.9183241	0.8835799	0.8758364	0.6661823	0.8674693	0.85019135	0.875246	0.76525503	0.74318963
lang/adj	0.9009675	0.8652129	0.885031	0.8152279	0.87242734	0.9292439	0.71875834	0.9761494	0.7961881	0.88584816	0.7818964	0.903474	0.8620516	0.87155825	0.9714184	0.8866188	0.9200904	0.9594346	0.91803527	0.8869479	0.9176805	0.87746906	0.89416003	0.9461636	0.8620058	0.8068675	0.82332	0.78711814	0.8946501	0.90466356	0.9277343	0.9570103	0.88026345	0.8918307	0.9119992	0.9156011	0.9102074	0.8611816	0.9332236	0.8042894	0.88071764	0.92518586	0.8106062	0.93833596	0.84675854	0.88390434	0.8364007	0.89941376	0.80906236	0.7867706	0.6749625	0.905788	0.93460727	0.86228204	0.79658085	0.9282084	0.88398844	0.83193445	0.9156027	0.89815295	0.6947475	0.8413478	0.8424641	0.9061181	0.921022	0.7583898	0.8685907	0.80459666	0.9545017	0.84464777	0.8812495	0.88483626	0.8199698	0.8037643	0.887559	0.84999835	0.9513427	0.9818025	0.87096345	0.94674855	0.84881437	0.81855345	0.88744175	0.9107817	0.8430091	0.8277473	0.9090716	0.89397	0.79912114	0.8103007	0.9239328	0.93483514	0.7879803	0.8661186	0.867122	0.8541115	0.9602355	0.86400414	0.7937844	0.8994899	0.91647375	0.9523493	0.8833891	0.9210607	0.8801835	0.90513533	0.89907503	0.89695525	0.7818282	0.8860014	0.8643975	0.88498324	0.7480557	0.83281285	0.969417	0.9186045	0.77277535	0.7878416	0.90609473	0.87220824	0.8631954	0.8710334	0.8388388	0.0	0.9780313	0.6547463	0.8852407	0.8665924	0.8782116	0.75363624	0.9029722	0.8757347	0.7759273	0.99000484	0.97804075	0.92850345	0.88662547	0.8086464	0.95319545	0.8846672	0.91426224	0.8296119	0.93145096	0.9010748	0.8960462	0.86560655	0.82709074
Robert/name	0.7926676	0.97191906	0.9243865	0.94800323	0.95118266	0.72203314	0.9766542	0.85550207	0.94319105	0.8667412	0.98285186	0.7512112	0.96791255	0.9815222	0.4554851	0.9652127	0.75024295	0.5832194	0.87840486	0.9310051	0.9229514	0.9581682	0.90163904	0.65799665	0.921874	0.95838964	0.93842876	0.96623504	0.8313348	0.73939455	0.9807815	0.77759945	0.8047079	0.95762867	0.95577306	0.9544928	0.63738096	0.9679799	0.5837424	0.96870637	0.932396	0.84985286	0.9243787	0.6868838	0.955758	0.91823393	0.93577194	0.9689892	0.9451003	0.97707146	0.92577946	0.8885066	0.8862645	0.9094804	0.95175576	0.8542404	0.8939807	0.8971901	0.67503923	0.7914067	0.94421273	0.97382843	0.88587976	0.7383476	0.80870306	0.9426821	0.9088198	0.88998914	0.7367157	0.9844477	0.9402728	0.9802327	0.906584	0.9749667	0.9509118	0.94282055	0.5819553	0.6634299	0.9617938	0.43196934	0.9720086	0.96706754	0.9367045	0.8012531	0.90807605	0.9130222	0.7374308	0.9296957	0.95010376	0.93988657	0.79308045	0.82167625	0.96978897	0.9102973	0.82994837	0.9721676	0.4436391	0.8701309	0.9610528	0.861869	0.78470474	0.68077326	0.8611027	0.824743	0.97533613	0.9463349	0.79844147	0.9095471	0.97413903	0.86280584	0.9455136	0.9535581	0.9126672	0.8529696	0.75244397	0.78860205	0.86219585	0.97451335	0.79705083	0.9545477	0.9691285	0.9634469	0.93578833	0.9780313	0.0	0.9710776	0.88358945	0.83684736	0.8256992	0.9548149	0.8474921	0.89774823	0.93669045	0.5819497	0.42213058	0.97995955	0.9528947	0.9732138	0.79384714	0.94454026	0.88224554	0.96913075	0.6305493	0.80789226	0.9370479	0.89556885	0.96342206
dag/noun	0.8621933	0.8950374	0.9117092	0.8572928	0.9346209	0.94050705	0.74915075	0.91467786	0.84762114	0.763	0.8213237	0.89850396	0.80002266	0.86730933	0.9561218	0.89907694	0.897763	0.9401195	0.87311864	0.7741408	0.90870416	0.9052347	0.8836931	0.94138026	0.8671619	0.6386707	0.82013965	0.84293914	0.89398414	0.8872325	0.94254315	0.94260645	0.8463523	0.92100704	0.9022348	0.9313606	0.8992391	0.88992846	0.93260425	0.8731097	0.90632445	0.96188253	0.84218323	0.89441305	0.8807989	0.8807559	0.8317548	0.91473234	0.9071075	0.8262884	0.6112273	0.8920535	0.9239458	0.831107	0.66135526	0.9336184	0.9004544	0.8451704	0.9097353	0.88049304	0.6987183	0.8392637	0.7807477	0.88358176	0.9174877	0.7740345	0.87200665	0.788739	0.9662912	0.8982086	0.8202491	0.9007877	0.74720454	0.74615955	0.89136815	0.8629183	0.93335354	0.94972783	0.8671037	0.9290988	0.88062286	0.87304246	0.91281456	0.8836103	0.8538003	0.78290707	0.89240474	0.9048292	0.8447927	0.8068665	0.89532006	0.90665853	0.7412524	0.903131	0.84554434	0.9111403	0.9504906	0.81897044	0.81637484	0.9097365	0.89521044	0.95075166	0.85743284	0.8888373	0.920937	0.9331636	0.8977722	0.9052439	0.79538184	0.78167105	0.8472091	0.9017581	0.66113394	0.74733436	0.95034194	0.89484036	0.76933706	0.8011687	0.93128854	0.89117664	0.9199049	0.89206165	0.87124276	0.6547463	0.9710776	0.0	0.8964296	0.855157	0.87448865	0.83306336	0.936488	0.8174544	0.530916	0.97957724	0.9687941	0.9338303	0.8858594	0.8704676	0.93822545	0.90403813	0.91782266	0.8817504	0.8921744	0.92718315	0.85361046	0.85854864	0.81635815
begin_periode/noun	0.9025752	0.86509824	0.9243844	0.85984075	0.86863565	0.83764124	0.86049646	0.94634694	0.8592018	0.8990602	0.8867369	0.85567963	0.89547163	0.89235276	0.89753175	0.87877905	0.87560356	0.9014764	0.894077	0.8966677	0.858663	0.82148796	0.8338066	0.8749728	0.8915816	0.8570821	0.8510717	0.8282534	0.854457	0.8429871	0.9185532	0.91861147	0.8683857	0.92870176	0.8954551	0.90294033	0.87981683	0.87810093	0.8424705	0.8244286	0.8720994	0.9025239	0.8545178	0.86226785	0.8403627	0.8590273	0.9085819	0.9040418	0.8413109	0.85965	0.87840855	0.91119254	0.89299834	0.8716111	0.77776295	0.81926763	0.8644637	0.89918	0.8710836	0.8969526	0.8591982	0.87052387	0.9057715	0.9083016	0.84235334	0.84316444	0.8648572	0.8395258	0.90869623	0.88391465	0.8677514	0.88094205	0.9003877	0.87157476	0.91598356	0.84321755	0.8956799	0.8941192	0.88562167	0.8795835	0.9114853	0.8521656	0.8433383	0.88413936	0.8744167	0.90580684	0.87615216	0.84610415	0.83595645	0.85507935	0.9162896	0.8875514	0.8766706	0.80901295	0.7920389	0.8636484	0.88583004	0.79154766	0.84066343	0.8956601	0.81854564	0.89241594	0.8500837	0.894842	0.87157226	0.8715427	0.874545	0.8590791	0.8816004	0.85853964	0.8902879	0.83666265	0.90001726	0.8657989	0.8849248	0.8792945	0.83715695	0.8408473	0.9051501	0.83933914	0.8471311	0.8459975	0.8602286	0.8852407	0.88358945	0.8964296	0.0	0.87764096	0.90103734	0.83169603	0.8624704	0.84565556	0.88401735	0.91333514	0.8905578	0.90456116	0.85800236	0.8264368	0.8965104	0.90273046	0.79761994	0.83923346	0.8881368	0.85567653	0.9098081	0.86715186	0.8927321
