	riek/verb	word/verb	pijnlijk/adj	vroeger/adv	alleen/adj	carrière/noun	blijf/adj	hoe/adj	eiland/noun	nog/adv	gozer/noun	voor_woord/noun	muur/noun	bepaald/adj	gisteren/adv	bar/noun	lief/adj	gespannen/adj	kerst_avond/noun	maar/adv	plek/noun	alles/noun	versregel/noun	kunstenares/noun	inwoner/noun	plaquette/noun	hoofd_redactie/noun	ook/adv	bitter/adj	staal_industrie/noun	dagelijks/adj	zelfs/adv	altijd/adv	niets/noun	gesprek/noun	feit/noun	niets/adv	er/noun	alleen/adv	producer/noun	zal/verb	gebeur/verb	zo/adv	lezer/noun	acht_baan/noun	geweeklaag/noun	goed/adj	echt/adv	amper/adv	moment/noun	nota/noun	commotie/noun	tijd/noun	gebeuren/noun	verrot/adj	Merksemse/adj	iemand/noun	tv_kijker/noun	periode/noun	tekst/noun	schilderij/noun	vroeg/adj	Ten/adv	kan/verb	graag/adv	schoonheid/noun	niet/adv	iets/noun	man/noun	weer/adv	wanneer/adv	gras/noun	context/noun	onraad/noun	midden/noun	ons/noun	plaat_zaak/noun	visser_dorp/noun	kast/noun	mooi/adj	atmosfeer/noun	jeugd/noun	lui/adj	vooral/adv	meer/adv	ingeslagen/adj	zomer/noun	meisje/noun	duur_voort/adj	sarcastisch/adj	mens/noun	misschien/adv	vervallen/adj	plaat/noun	partij_genoot/noun	protestants/adj	voorts/adv	homeopathisch/adj	correct/adj	herkomst/noun	bloed_heet/adj	jongeman/noun	meen/verb	concert/noun	meer/adj	aangrijpend/adj	vorig/adj	heroïsch/adj	weinig/adj	gelukkig/adj	lang/adj	dag/noun	kiezer/noun	atlete/noun	oud/adj	verleden/noun	vaak/adj	politicus/noun	veld_slag/noun	voorzitter/noun	meneer/noun	ooit/adv	niks/noun	liefst/adj	detail/noun	veel/adj	het/adj	kwaad/noun	eens/adv
lief/adj	0.7211989	0.8488791	0.8462239	0.79529196	0.6879624	0.8731522	0.88124603	0.7248734	0.88435894	0.76422906	0.7979151	0.86849606	0.8609425	0.8719657	0.9259287	0.816907	0.0	0.82608795	0.83640194	0.6439643	0.80715126	0.7308123	0.8953806	0.88562685	0.93446547	0.9083331	0.8724786	0.7185276	0.8206611	0.92482764	0.84618795	0.7224998	0.6374011	0.7785478	0.87383294	0.9012926	0.74423254	0.7428596	0.7027877	0.88117826	0.7909745	0.85674566	0.71001226	0.7969034	0.8695184	0.87766296	0.74109125	0.68783605	0.87741977	0.85145223	0.8999629	0.87195194	0.81405246	0.84625536	0.8338337	0.91621894	0.66781145	0.84610987	0.9130064	0.836185	0.8897782	0.76249576	0.87049294	0.700809	0.56925553	0.7773606	0.7023254	0.7309668	0.8058012	0.75704503	0.7871896	0.77310765	0.86757684	0.85378927	0.8925027	0.7415517	0.856032	0.8947558	0.8502481	0.7189462	0.8767717	0.80260086	0.67415106	0.7663781	0.7644516	0.8957705	0.8851654	0.76017684	0.7901112	0.8331243	0.7368448	0.6729931	0.88410085	0.8384879	0.8896375	0.87593377	0.8450638	0.8887879	0.8377846	0.86930406	0.8630177	0.85739267	0.87702507	0.9191932	0.7467581	0.8536854	0.94843304	0.82680917	0.7617848	0.72524726	0.7961881	0.84762114	0.83766	0.8976523	0.77769053	0.8462521	0.66490203	0.81909	0.8897594	0.9562825	0.70940197	0.74538195	0.7275203	0.46958333	0.8107971	0.67504585	0.84636486	0.83491534	0.6873477
gespannen/adj	0.795486	0.8689701	0.694197	0.86545014	0.85535556	0.8853715	0.8055259	0.7937316	0.8679533	0.82680565	0.9036749	0.8989166	0.83741045	0.8165437	0.80979	0.86754024	0.82608795	0.0	0.8718895	0.8462278	0.8774998	0.8625523	0.9313313	0.8688127	0.89330506	0.91596997	0.88554007	0.836264	0.8049216	0.90664506	0.88421434	0.82484126	0.7851769	0.915652	0.8067527	0.87036943	0.8797694	0.8689966	0.8234184	0.89027816	0.80604637	0.8626712	0.8280376	0.8674121	0.86821085	0.87965983	0.81019884	0.90156996	0.91847473	0.84081626	0.8663671	0.7627846	0.8829638	0.8211539	0.8233953	0.9385335	0.84773433	0.8315379	0.88484955	0.8672619	0.8914256	0.8568602	0.86978924	0.86512005	0.86445737	0.8308395	0.8677271	0.8830475	0.8658115	0.823967	0.872895	0.8468951	0.81813484	0.9267005	0.8713238	0.8547886	0.9273284	0.91121256	0.8912263	0.8298681	0.7710235	0.90707016	0.7854818	0.79302716	0.8991609	0.8970288	0.9017173	0.8672119	0.75054634	0.80364746	0.8513098	0.8348341	0.8299205	0.87272644	0.8663403	0.85045445	0.83494157	0.9130168	0.8126209	0.8694468	0.8459945	0.86503196	0.8529844	0.89601445	0.88227254	0.8122312	0.91704255	0.80756927	0.8227836	0.80428123	0.8071364	0.8999683	0.8340586	0.8848313	0.8705913	0.846673	0.7652401	0.7988576	0.8056895	0.9224796	0.8631562	0.89452684	0.9292314	0.8497697	0.84843224	0.79547864	0.92362505	0.85548735	0.87595046
kerst_avond/noun	0.83347476	0.7973	0.8892259	0.8819376	0.88245004	0.86633366	0.89833504	0.87198883	0.84164333	0.8837533	0.8879124	0.87876266	0.89083827	0.8999916	0.8070123	0.801221	0.83640194	0.8718895	0.0	0.87521684	0.8530669	0.8550068	0.9209687	0.86362946	0.82984793	0.9070214	0.8844639	0.8711402	0.8640386	0.9065042	0.80326056	0.8568892	0.8668319	0.92757905	0.85941386	0.89269173	0.9105999	0.89125115	0.90141785	0.85197747	0.849399	0.8766021	0.8711163	0.88585806	0.8837066	0.9169174	0.8946761	0.8880911	0.87705374	0.8532171	0.9063512	0.88154876	0.8842374	0.7883184	0.8795063	0.9026361	0.81998605	0.85347676	0.85532355	0.8885029	0.8777794	0.87265295	0.8177704	0.8597511	0.8387147	0.88278043	0.88625973	0.8767384	0.79462266	0.8415067	0.8242161	0.8743284	0.9099925	0.86494	0.88364416	0.8497286	0.8603747	0.88327265	0.89941037	0.8721635	0.85688424	0.82763594	0.86271614	0.88229895	0.9001204	0.8803961	0.78072095	0.81952983	0.87995434	0.86996216	0.8321442	0.88912636	0.83088917	0.8685426	0.8996668	0.8414873	0.85357916	0.933764	0.92098105	0.92975825	0.8624984	0.7929783	0.9217826	0.7751775	0.88643765	0.84405065	0.83542085	0.83852017	0.9183717	0.85358036	0.88584816	0.763	0.9096459	0.84547	0.8431113	0.90501475	0.85059047	0.8867917	0.808784	0.9000426	0.8554112	0.86165893	0.9135686	0.82738686	0.8921148	0.8928529	0.8857888	0.9199221	0.88145936
maar/adv	0.7790618	0.8603282	0.81642044	0.7695101	0.6656547	0.8867027	0.87391603	0.676878	0.93770075	0.58046776	0.78170395	0.90886587	0.9090743	0.858622	0.94357246	0.89893425	0.6439643	0.8462278	0.87521684	0.0	0.8796417	0.71382105	0.86917543	0.9255229	0.8946737	0.9293703	0.8908119	0.67354774	0.79197717	0.91541123	0.86774826	0.7031319	0.6219631	0.72931224	0.9131594	0.87836915	0.75568134	0.66019017	0.6087314	0.92080295	0.73343575	0.7689783	0.6695298	0.7844393	0.8596708	0.8794399	0.7526117	0.6478795	0.72738177	0.81738806	0.93023443	0.8808702	0.77900374	0.8747599	0.84817374	0.93553317	0.64548063	0.8408506	0.8782622	0.8635756	0.90898883	0.8377751	0.8427078	0.6427052	0.78173953	0.84197277	0.61443615	0.669828	0.85661256	0.7100046	0.7352104	0.8240639	0.8551293	0.9044723	0.9342543	0.7232388	0.88742554	0.8998076	0.8710657	0.7661848	0.8633973	0.881054	0.735347	0.8296046	0.7482878	0.8770521	0.92244524	0.8431497	0.79570335	0.83219147	0.7257787	0.5635911	0.89922434	0.83188367	0.93338954	0.9292862	0.8711705	0.8724079	0.8328332	0.89486355	0.9058398	0.90118194	0.90453553	0.91157025	0.7595414	0.8601209	0.91956615	0.85656685	0.7514051	0.6837507	0.7818964	0.8213237	0.82709527	0.8976808	0.8781842	0.8589892	0.71061146	0.8504342	0.9048844	0.9799557	0.74214715	0.79009676	0.66802406	0.7534094	0.82152516	0.71943367	0.86100256	0.8114395	0.590096
plek/noun	0.83185565	0.82040566	0.86681044	0.8837943	0.8341067	0.89321136	0.8547058	0.81999886	0.69546705	0.8498827	0.831169	0.9025487	0.72174907	0.854609	0.92495245	0.7309971	0.80715126	0.8774998	0.8530669	0.8796417	0.0	0.8543306	0.8784402	0.8901766	0.8772033	0.85646665	0.9355661	0.8371366	0.88150066	0.92465216	0.85511583	0.82428694	0.77072227	0.9125291	0.9176117	0.8961522	0.9064055	0.89205915	0.8671488	0.90517795	0.8709776	0.85751927	0.78262997	0.82818925	0.82114017	0.90720534	0.88843024	0.8922099	0.89281136	0.70034087	0.8947234	0.91317207	0.8316519	0.8335252	0.8665911	0.9242695	0.8107564	0.8634655	0.80927944	0.85882545	0.78633404	0.86272377	0.8546007	0.8342918	0.8420734	0.76661843	0.88442975	0.82113165	0.8246765	0.8127829	0.82720697	0.7031614	0.807704	0.91223097	0.7605705	0.8355508	0.8451957	0.82213736	0.77394503	0.73567843	0.7490118	0.85028344	0.8181409	0.85089266	0.89426136	0.8954245	0.8197859	0.81405264	0.83089197	0.8813236	0.76169926	0.82884127	0.7053498	0.7839637	0.93670166	0.8705297	0.8451826	0.91462386	0.9074912	0.84760565	0.83129036	0.8571925	0.9458403	0.86197144	0.8737428	0.8197219	0.932358	0.84039134	0.87650174	0.8788395	0.8620516	0.80002266	0.8957832	0.8773212	0.8017887	0.8478541	0.7815786	0.85769737	0.8369214	0.9761256	0.8690412	0.8245956	0.9051661	0.78182304	0.8018912	0.84271973	0.88456863	0.90292114	0.87670434
alles/noun	0.8045875	0.81660503	0.86410284	0.831692	0.73796993	0.86562586	0.890671	0.670611	0.9064908	0.7433792	0.82119924	0.895609	0.8436853	0.8662392	0.9419043	0.86804974	0.7308123	0.8625523	0.8550068	0.71382105	0.8543306	0.0	0.8844429	0.9069309	0.9443313	0.9226237	0.8962244	0.7280959	0.8675165	0.88896084	0.86618507	0.7975451	0.6489037	0.6529523	0.8894158	0.8489582	0.7131033	0.73476195	0.79054224	0.9077632	0.74196064	0.81087214	0.6838205	0.81994534	0.86579514	0.8840066	0.7536888	0.701219	0.8808362	0.82704026	0.904997	0.8933227	0.8343904	0.8271243	0.86040086	0.9164344	0.71153617	0.8743774	0.9149961	0.8435301	0.8761804	0.89853925	0.867233	0.7015488	0.8003824	0.80835867	0.664168	0.61495197	0.8946298	0.70012856	0.76965284	0.81199026	0.8247781	0.8700512	0.8974434	0.7380779	0.8897835	0.9142967	0.80374527	0.8017201	0.83727294	0.87685376	0.81274366	0.8733027	0.7200183	0.8841032	0.89921904	0.90230125	0.78048384	0.8808317	0.78064746	0.75242853	0.8622578	0.8392173	0.9343341	0.9204483	0.8479156	0.8846733	0.8022838	0.88209116	0.90072656	0.8938838	0.9341775	0.91819036	0.8391726	0.87077063	0.939513	0.8699183	0.8000711	0.7322907	0.87155825	0.86730933	0.86115694	0.89435875	0.9038453	0.86612487	0.781396	0.883961	0.86803937	0.98164314	0.8146934	0.8005465	0.64647436	0.7794478	0.7710941	0.7557427	0.8861154	0.8598316	0.72281337
versregel/noun	0.88864005	0.8944079	0.9146298	0.8796131	0.8995436	0.903524	0.91624904	0.87776035	0.8896664	0.8873929	0.92485714	0.80312634	0.8895688	0.89822483	0.93452686	0.9029893	0.8953806	0.9313313	0.9209687	0.86917543	0.8784402	0.8844429	0.0	0.8607577	0.92604333	0.8712192	0.90693045	0.87753683	0.8862214	0.94923306	0.9104565	0.8767001	0.8819882	0.919131	0.900039	0.9318381	0.90655464	0.908252	0.89933735	0.891868	0.9033263	0.9216605	0.86131436	0.80958325	0.9100782	0.911843	0.8995552	0.90562457	0.9189335	0.9081423	0.88210714	0.9209735	0.9143057	0.8961909	0.9170225	0.9588329	0.8633151	0.87504363	0.91500485	0.722836	0.8172382	0.9336597	0.90519494	0.8785808	0.9055693	0.8266387	0.9129526	0.8641058	0.9189076	0.8880732	0.8949433	0.8815436	0.85667825	0.92593634	0.9159193	0.90521574	0.9278329	0.9446959	0.8952442	0.8410262	0.88335586	0.89863104	0.8622298	0.90818614	0.92845297	0.9252775	0.92496455	0.90865064	0.8501727	0.8222683	0.87890524	0.8941679	0.91704947	0.83014995	0.9311797	0.9286572	0.87067485	0.9323955	0.87298787	0.9015659	0.9432675	0.9269541	0.9356634	0.8803197	0.92764586	0.79738146	0.94480705	0.88659865	0.9224036	0.9265387	0.91803527	0.87311864	0.91671705	0.93130356	0.9026025	0.9031492	0.8547129	0.9013787	0.8820161	0.94276375	0.8934756	0.87952006	0.92642814	0.90168697	0.8450988	0.91186166	0.904313	0.9124993	0.8861532
kunstenares/noun	0.8644269	0.8309803	0.8738562	0.92174417	0.8833145	0.85073274	0.8610116	0.87061715	0.8320605	0.91649115	0.91158134	0.8363408	0.83008695	0.8772963	0.8161292	0.8425244	0.88562685	0.8688127	0.86362946	0.9255229	0.8901766	0.9069309	0.8607577	0.0	0.8517623	0.8442365	0.8724744	0.8822268	0.89581954	0.8979471	0.8695438	0.88159347	0.88482064	0.9293995	0.8421801	0.9055392	0.91468245	0.9352767	0.8969098	0.71910584	0.9018668	0.92252785	0.89029133	0.83081496	0.8891737	0.92786103	0.9109223	0.94688135	0.89710903	0.926981	0.8771435	0.8865317	0.9163159	0.83153564	0.89189124	0.9059025	0.851252	0.8278234	0.90610975	0.7978207	0.6718768	0.8850295	0.8373894	0.87862396	0.86875427	0.77666634	0.92862844	0.91715354	0.8254162	0.91333765	0.87497103	0.8871959	0.8205772	0.8867968	0.8633086	0.8879512	0.8883088	0.86425346	0.8628463	0.8099738	0.8633151	0.81972975	0.87055403	0.86281043	0.91698396	0.91126573	0.8932401	0.76382697	0.8585954	0.8787404	0.8536592	0.9172761	0.84733665	0.84205246	0.8493947	0.8333521	0.80286634	0.9004333	0.88682944	0.8424166	0.90389895	0.80921537	0.8426969	0.80881363	0.89325666	0.7777855	0.89402324	0.8129517	0.8782019	0.89289665	0.8998497	0.91831297	0.8584746	0.7143477	0.8173725	0.8558946	0.83981013	0.7883357	0.8392154	0.8226501	0.80981886	0.8040462	0.93313015	0.87793416	0.8629485	0.8950052	0.8976225	0.9236498	0.9095393
inwoner/noun	0.8932315	0.8364725	0.9453887	0.93918926	0.8940375	0.9455255	0.8492663	0.9381128	0.7635943	0.8901371	0.9590003	0.9224959	0.9389011	0.8653499	0.8196368	0.8719974	0.93446547	0.89330506	0.82984793	0.8946737	0.8772033	0.9443313	0.92604333	0.8517623	0.0	0.92500806	0.893291	0.8699236	0.9239048	0.87447774	0.74752754	0.8788128	0.9193547	0.9437205	0.9101608	0.90758264	0.9254968	0.93336046	0.87951106	0.9246144	0.8334353	0.9298967	0.93160397	0.8025371	0.9095778	0.9414866	0.92253196	0.94812804	0.6594584	0.94486976	0.8955501	0.8591146	0.9077751	0.86001503	0.9328777	0.878874	0.8958465	0.73887956	0.8743403	0.9332255	0.8540849	0.90948695	0.7050656	0.8893202	0.908758	0.92009795	0.9278565	0.9456744	0.72997415	0.9382169	0.93322724	0.9311547	0.92202705	0.89939773	0.8827486	0.88231254	0.8793868	0.8246577	0.9207773	0.94057375	0.88336945	0.81551623	0.91230226	0.8238384	0.92560416	0.89289165	0.9076102	0.8004687	0.90488255	0.92143494	0.5814815	0.9365205	0.8150325	0.8984893	0.89601386	0.80482733	0.7802976	0.8943311	0.901734	0.8266777	0.87830395	0.7703217	0.9398176	0.85776097	0.67150915	0.9269906	0.81465805	0.9056569	0.88991463	0.9340172	0.8869479	0.7741408	0.7732941	0.80216885	0.77354395	0.9174967	0.888788	0.82141244	0.8253585	0.9215773	0.9216813	0.91394293	0.9472193	0.9286306	0.917874	0.8824202	0.9127548	0.9424421	0.8912665
plaquette/noun	0.90010905	0.8665161	0.9056278	0.9021503	0.91336805	0.9116833	0.8891853	0.90515214	0.9183147	0.9000332	0.9282554	0.8635638	0.75701594	0.93094265	0.87372875	0.86264956	0.9083331	0.91596997	0.9070214	0.9293703	0.85646665	0.9226237	0.8712192	0.8442365	0.92500806	0.0	0.899757	0.89070636	0.9345776	0.9457458	0.92698216	0.88657695	0.9249574	0.9284308	0.8973918	0.9095646	0.9295955	0.91922235	0.8989509	0.8908294	0.8911488	0.940812	0.9234713	0.91850495	0.90314806	0.93382	0.92330134	0.9601257	0.93533576	0.9262851	0.89766943	0.92123795	0.92951864	0.9144546	0.89328295	0.9344328	0.90157354	0.908492	0.9267775	0.8422391	0.7834729	0.89747584	0.90113825	0.9231575	0.9096885	0.8887917	0.9392607	0.9308324	0.9077917	0.913116	0.89135176	0.8872457	0.89384794	0.9312591	0.85420215	0.9005127	0.90889734	0.8953954	0.83035064	0.817044	0.8941638	0.92445827	0.9052019	0.92588556	0.94928586	0.9034994	0.92799926	0.90271616	0.9183967	0.88489133	0.93386614	0.9227336	0.833159	0.8315038	0.8998407	0.92675495	0.8705638	0.94973356	0.9095756	0.9044651	0.89694947	0.88390183	0.91204095	0.9143515	0.9466218	0.8779786	0.9256817	0.8662938	0.9288615	0.9320686	0.92610264	0.9302883	0.93738735	0.8779657	0.87672603	0.9091747	0.9123009	0.91004074	0.8976202	0.9093253	0.87200916	0.8658588	0.93641394	0.90285116	0.88039845	0.9371536	0.91800666	0.9477767	0.9262761
hoofd_redactie/noun	0.86257267	0.7778068	0.8732647	0.90802056	0.8529937	0.92324626	0.8696083	0.87173396	0.9399675	0.8734862	0.904698	0.78724134	0.93173516	0.85219485	0.7367959	0.91560274	0.8724786	0.88554007	0.8844639	0.8908119	0.9355661	0.8962244	0.90693045	0.8724744	0.893291	0.899757	0.0	0.8531821	0.86940056	0.88887084	0.78965664	0.8403485	0.86466336	0.894407	0.7367557	0.8539115	0.8732779	0.8834086	0.8942116	0.84132963	0.7919811	0.87687004	0.8670889	0.66083515	0.90898716	0.91053	0.8739696	0.90227455	0.9452412	0.9128845	0.75959027	0.82897466	0.92755073	0.88608396	0.9184676	0.9148642	0.82594424	0.8560529	0.9335067	0.82911813	0.9143088	0.90956354	0.8558705	0.83162236	0.8708037	0.90928656	0.8613552	0.8828681	0.88498056	0.89304185	0.83824277	0.9419818	0.86196214	0.87683314	0.94560796	0.83207834	0.8918738	0.93852854	0.9230026	0.91396165	0.8779699	0.9077401	0.8729143	0.8730801	0.87531674	0.9026152	0.8874353	0.91032875	0.80879843	0.81380713	0.8775379	0.87363964	0.9017688	0.90676206	0.7969142	0.8461722	0.77824175	0.8685019	0.81840545	0.892384	0.9356559	0.870928	0.8290387	0.8868349	0.91551554	0.8915062	0.84940785	0.8895337	0.8816526	0.9220029	0.9332144	0.89176613	0.8347312	0.8577974	0.92130566	0.88012236	0.8559303	0.80430984	0.8973659	0.8417361	0.8393866	0.8775562	0.90007454	0.89738446	0.8596778	0.8926836	0.90753865	0.9074544	0.8715097
ook/adv	0.79257447	0.76245224	0.79182196	0.81310403	0.5999581	0.8790378	0.7560329	0.6910059	0.9164582	0.66300976	0.81607956	0.8384664	0.9235319	0.7376993	0.8908781	0.87712806	0.7185276	0.836264	0.8711402	0.67354774	0.8371366	0.7280959	0.87753683	0.8822268	0.8699236	0.89070636	0.8531821	0.0	0.80597746	0.86654663	0.82278055	0.66089296	0.58978325	0.7160878	0.85129666	0.81104267	0.74058855	0.6952502	0.60315627	0.854239	0.5986583	0.74643767	0.6927023	0.6950073	0.8628576	0.8819105	0.70416236	0.6794462	0.8597088	0.81421113	0.82658124	0.82492095	0.8375719	0.7872129	0.8727381	0.89867747	0.6712873	0.78623813	0.8904686	0.8096573	0.862812	0.8324111	0.73905647	0.6262191	0.7347629	0.80031514	0.58662003	0.6456914	0.8969904	0.76272154	0.742565	0.8630176	0.74782526	0.8646208	0.93488866	0.7338837	0.8185446	0.88903695	0.88087094	0.7772491	0.8235035	0.78868175	0.7948096	0.6170387	0.70515203	0.86352515	0.8798021	0.8830671	0.7664367	0.8051888	0.7210848	0.5724521	0.8683536	0.81743824	0.8770468	0.85588765	0.67399013	0.8162905	0.7633607	0.8365319	0.9102215	0.8894104	0.83328974	0.8725309	0.6932593	0.8127935	0.91204864	0.8464498	0.6257528	0.71221983	0.87746906	0.9052347	0.7843647	0.87448895	0.87693524	0.7992997	0.61034083	0.7508457	0.8545426	0.95410603	0.789507	0.77440786	0.6836597	0.78222346	0.76587725	0.6099767	0.79216945	0.7973933	0.66579485
bitter/adj	0.7859546	0.8849294	0.65655845	0.83834815	0.8062463	0.87690306	0.80506927	0.82804084	0.88924026	0.8245768	0.9131434	0.83711445	0.90848476	0.8685475	0.8548575	0.88587034	0.8206611	0.8049216	0.8640386	0.79197717	0.88150066	0.8675165	0.8862214	0.89581954	0.9239048	0.9345776	0.86940056	0.80597746	0.0	0.90754986	0.8315573	0.7774708	0.7680117	0.7726737	0.8819874	0.858246	0.7960057	0.83411145	0.7688182	0.901578	0.84135014	0.90855443	0.80868554	0.80556256	0.9034341	0.8560953	0.8406997	0.87303454	0.86672556	0.868271	0.8677354	0.8348573	0.8709585	0.86839634	0.86272264	0.9379836	0.84115803	0.8466727	0.85780954	0.8424201	0.9076601	0.8830075	0.86713254	0.831535	0.8288386	0.7773229	0.8394002	0.8104217	0.8832823	0.8652165	0.8656919	0.8128432	0.83307487	0.9015305	0.8952215	0.8378239	0.9101424	0.90875906	0.9144736	0.79300344	0.8261344	0.82571936	0.81721187	0.7889328	0.88241667	0.8730718	0.88149357	0.88817644	0.7719183	0.74507916	0.85046077	0.7911078	0.8586307	0.8675436	0.86446977	0.8796421	0.86157775	0.87933695	0.8370169	0.8802117	0.87769586	0.87212294	0.8759317	0.9275203	0.84582466	0.7399422	0.9043236	0.74717903	0.7035233	0.79618037	0.8620058	0.8671619	0.8490627	0.89547616	0.8964201	0.8244402	0.72700405	0.8213168	0.80951303	0.9311012	0.85962033	0.8706438	0.78866017	0.86055243	0.8518978	0.71561384	0.90904486	0.7948686	0.8524488
staal_industrie/noun	0.9171193	0.8340485	0.8721816	0.92228377	0.8276933	0.8852239	0.7982172	0.8900513	0.8997994	0.88335127	0.9468671	0.9294755	0.9137811	0.8597245	0.87964475	0.92910224	0.92482764	0.90664506	0.9065042	0.91541123	0.92465216	0.88896084	0.94923306	0.8979471	0.87447774	0.9457458	0.88887084	0.86654663	0.90754986	0.0	0.8921283	0.8725549	0.9038693	0.90503395	0.90084136	0.87609196	0.9017898	0.9175232	0.86261344	0.9017103	0.7980127	0.90831584	0.8936113	0.89301175	0.89813983	0.8970081	0.86934257	0.94003356	0.89943165	0.9323443	0.89396566	0.88653886	0.88787305	0.8875641	0.890882	0.92366993	0.89804995	0.87301433	0.8710596	0.91417885	0.9205698	0.9332566	0.87455255	0.8473444	0.9044442	0.8933111	0.89526564	0.87956077	0.9194497	0.9025409	0.9226954	0.9265381	0.8743	0.92191684	0.9250046	0.887706	0.90210146	0.898418	0.9423095	0.92210966	0.8575853	0.8761109	0.90159017	0.79013515	0.8984129	0.9074639	0.9093848	0.9254053	0.8342235	0.9017886	0.8605578	0.902298	0.9034065	0.90623474	0.917847	0.8597345	0.8400707	0.8700186	0.9095622	0.89237064	0.92523956	0.9200325	0.8971846	0.9381647	0.84494615	0.9358222	0.8886596	0.8915927	0.86843663	0.91763884	0.9025022	0.90176535	0.85727036	0.8782999	0.9062515	0.8880994	0.886817	0.8275874	0.89098656	0.9332147	0.93482745	0.8832656	0.91709435	0.9404992	0.91540617	0.8473641	0.92589915	0.9033836	0.9267178
dagelijks/adj	0.81525683	0.7796532	0.87202334	0.91897684	0.78983015	0.9163358	0.8405932	0.8486476	0.83339274	0.8576794	0.93004924	0.90017426	0.90832025	0.8028039	0.85359514	0.82823086	0.84618795	0.88421434	0.80326056	0.86774826	0.85511583	0.86618507	0.9104565	0.8695438	0.74752754	0.92698216	0.78965664	0.82278055	0.8315573	0.8921283	0.0	0.8469666	0.8425199	0.91292286	0.84235156	0.9016385	0.89286673	0.8927783	0.81030566	0.8954245	0.81863016	0.89665216	0.8816269	0.74852264	0.8882973	0.9125742	0.85887814	0.89762855	0.75716627	0.89450645	0.8451423	0.8985551	0.87731874	0.8198406	0.87481344	0.8975996	0.83514273	0.79341954	0.86675715	0.8704244	0.8531703	0.85195285	0.7849686	0.79088503	0.8264486	0.8788856	0.89780444	0.9119295	0.8526207	0.84611607	0.80808604	0.8646253	0.87711734	0.87600136	0.90561515	0.83910257	0.8784798	0.85679984	0.8757509	0.89080524	0.85365623	0.8485111	0.8477528	0.82234174	0.8117983	0.8873231	0.8399925	0.8604745	0.70509195	0.8782842	0.6913286	0.91651595	0.8589216	0.87874806	0.9360546	0.8835968	0.749398	0.8223791	0.83180296	0.8588789	0.87323177	0.8504104	0.9314364	0.78035784	0.7463875	0.833757	0.83748436	0.84195346	0.84855294	0.89073884	0.8068675	0.6386707	0.87966466	0.8835323	0.84733725	0.8656236	0.72910774	0.880264	0.8399714	0.94167334	0.89164865	0.88625395	0.917152	0.82378906	0.8668909	0.8106557	0.87372494	0.91574645	0.83255357
zelfs/adv	0.7415464	0.77920485	0.7999673	0.84441864	0.7337383	0.8602007	0.8037914	0.81528145	0.8754181	0.7151254	0.85343444	0.8552469	0.84255826	0.77188015	0.85209584	0.82582045	0.7224998	0.82484126	0.8568892	0.7031319	0.82428694	0.7975451	0.8767001	0.88159347	0.8788128	0.88657695	0.8403485	0.66089296	0.7774708	0.8725549	0.8469666	0.0	0.6983427	0.83041406	0.87000835	0.8536273	0.8384599	0.7457526	0.6775714	0.88628095	0.71898764	0.8603294	0.72734547	0.7696395	0.8041966	0.87777233	0.8042735	0.7585068	0.7560977	0.797544	0.89244896	0.8303338	0.8233863	0.80697984	0.8331243	0.92305017	0.6815523	0.82112336	0.8149722	0.8144516	0.87945664	0.8094388	0.8051709	0.72954595	0.7514601	0.7998545	0.7121713	0.75241315	0.81327635	0.7569447	0.8120218	0.79603374	0.8267563	0.8599763	0.8810873	0.7527485	0.8656849	0.86822283	0.8357634	0.78833437	0.75943506	0.85845244	0.7418972	0.76544267	0.77051073	0.8697471	0.8518758	0.80287033	0.7685493	0.76734895	0.76934665	0.6732495	0.83548176	0.822514	0.8669437	0.8429259	0.7919537	0.849352	0.80669457	0.86429995	0.8517435	0.82976997	0.83631563	0.8884606	0.7760805	0.8129054	0.8579447	0.80665714	0.7527157	0.74242026	0.82332	0.82013965	0.806037	0.8336925	0.8424174	0.8442317	0.6527375	0.77411264	0.8055515	0.957958	0.82692856	0.7252065	0.80813605	0.77001846	0.848409	0.7262352	0.82981277	0.798714	0.72144556
