	inhoud/noun	jurk/noun	stadion/noun	prachtig/adj	feestelijk/adj	scherm/noun	pantoffel/noun	vis/noun	substantie/noun	bij/noun	pasta/noun	vlak/noun	stoel_DIM/noun	vlag_DIM/noun	boei/noun	T-shirt/noun	bloedrood/adj	tegel/noun	minderheid/noun	bal_DIM/noun	tatoeages/noun	kip/noun	blok_DIM/noun	mascara/noun	oog/noun	op/adj	lingerie/noun	samenleving/noun	vredig/adj	knot_gek/adj	stuk/noun	versie/noun	straat_beeld/noun	smaak/noun	podium/noun	onder_klasse/noun	bril_DIM/noun	intens/adj	water/noun	letterlijk/adj	publiek/noun	streep/noun	potlood/noun	zand/noun	zangeres/noun	kop_DIM/noun	flard/noun	trui/noun	aquarel/noun	glas/noun	jongen/noun	sterk/adj	bovenlaag/noun	overhemd/noun	gevel/noun	kunstmatig/adj	unilateralisme/noun	bord_DIM/noun	kleding/noun	imago/noun	ding_DIM/noun	groot/adj	informatie/noun	tekst/noun	bruin/adj	zeil/noun	bont/adj	anders/adj	politiek/adj	erg/adj	geheel/adj	laan/noun	lijn/noun	kaart/noun	plastic/noun	gezien/adj	medemens/noun	matras/noun	episode/noun	variant/noun	tros/noun	thema/noun	tatoeage/noun	helder/adj	kaart_DIM/noun	vreemd/adj	begrip/noun	voetballer/noun	hemd/noun	vrouw/noun	bol_DIM/noun	Mechelaar/noun	thee/noun	trappenhuis/noun	vrolijk/adj	bril/noun	verhaal/noun	waarheid/noun	diamant/noun	visie/noun	plexiglas/noun	bevolking/noun	stip_DIM/noun	haar/noun	wereld/noun	haar/pron	papier/noun	lichtbruin/adj	vloeistof/noun	afval_water/noun	verschil/adj	links/adj	mens/noun	bord/noun	groente/noun	vrouw_DIM/noun	licht/adj	jas_DIM/noun	hagel_slag/noun	tamelijk/adj	doek/noun	ideologisch/adj	perspectief/noun	glas_DIM/noun	vlek/noun	ets/noun	melancholisch/adj	kamer/noun	licht/noun	huis/noun	bal/noun	geheugen/noun	ronde_DIM/noun	alge/noun	bliksem/noun	staaf_DIM/noun	baksteen/noun	hemel/noun	monster/noun	scheidsrechter/noun	sfeer/noun	ring/noun	regionaal/adj	huid/noun	ballon/noun	tol/noun	stap_pers/noun	genre/noun	contour/noun	kous/noun	cast/noun	fel/adj	portret/noun	opvallend/adj	grillig/adj	rechthoek/noun	standpunt/noun	beeld/noun	tint_DIM/noun	blad/noun	band_DIM/noun	lichaam/noun	barst_DIM/noun	veel/adj	bedevaart/noun	boot_DIM/noun	vleugel/noun	rood/adj	onderdaan/noun	voering/noun	rood_wit/adj	Frans/noun	huis_DIM/noun	berichtgeving/noun	glasplaat/noun	inkt/noun	noot/noun	zwart/adj	speler/noun	afkomst/noun
vlak/noun	0.7966664	0.89424264	0.89941216	0.8644545	0.89061844	0.8565345	0.9440846	0.9237281	0.8758038	0.8616512	0.9103687	0.0	0.91580576	0.92195034	0.93338794	0.9158769	0.935798	0.8651839	0.8223429	0.8980965	0.9197942	0.9307608	0.8864235	0.9275681	0.89166784	0.93719727	0.909227	0.7251532	0.8904928	0.94315743	0.86892235	0.88144964	0.85968983	0.8354088	0.8767974	0.8991298	0.9244237	0.7935216	0.892584	0.88709396	0.90870416	0.88132536	0.89193434	0.89767224	0.9108049	0.907384	0.8964706	0.89139265	0.8686868	0.9032301	0.8946206	0.7192318	0.8536505	0.91701776	0.8818511	0.8274554	0.89148	0.91474384	0.8412849	0.7888626	0.8748796	0.8038975	0.80967873	0.8740014	0.90198714	0.89889795	0.8725383	0.9227445	0.7059157	0.8159945	0.81893283	0.90402	0.7949538	0.9155604	0.87273824	0.6175922	0.83959496	0.9247344	0.8673925	0.7942203	0.914863	0.6936979	0.9345331	0.8030423	0.93985933	0.9067401	0.75486124	0.8331763	0.90897995	0.9228668	0.8924997	0.93448365	0.9346445	0.91751826	0.8904291	0.86365414	0.8883783	0.8887514	0.8786203	0.66887665	0.91182166	0.84777755	0.900246	0.8979636	0.8159478	0.9215595	0.8652706	0.92703843	0.895123	0.8747644	0.7936722	0.8743508	0.86919415	0.89233845	0.8980905	0.8884773	0.85460496	0.870838	0.9641764	0.81392896	0.85707796	0.7134718	0.6949978	0.94180727	0.8356929	0.9064568	0.89682627	0.9101854	0.8742273	0.94481504	0.9123966	0.8301418	0.9045624	0.9230906	0.9312839	0.9235518	0.8732168	0.8959254	0.880864	0.9207673	0.83440423	0.902813	0.7215062	0.894622	0.8943513	0.80201983	0.9122005	0.7931841	0.82590795	0.8984112	0.86258614	0.86207414	0.87642026	0.79683477	0.79861414	0.88488185	0.8075126	0.86589825	0.77672	0.86137414	0.9048823	0.8760502	0.92479044	0.7669028	0.88846815	0.8982408	0.85294193	0.9093518	0.8722659	0.92949295	0.86548287	0.88505393	0.88002306	0.8378937	0.91795033	0.88508844	0.8679482	0.8986418	0.79304886	0.9045989
stoel_DIM/noun	0.8866926	0.72666705	0.7719874	0.7589885	0.8239367	0.7790891	0.80256295	0.8314717	0.85339713	0.8069625	0.8357038	0.91580576	0.0	0.7643144	0.83083236	0.73014545	0.8251944	0.65480775	0.9365352	0.72077155	0.86557525	0.8348462	0.7704867	0.8709818	0.8293348	0.8946643	0.8016554	0.93319976	0.83869076	0.90092564	0.7728744	0.8724613	0.8345413	0.879892	0.7019905	0.95663416	0.7777155	0.8555696	0.7808392	0.7873813	0.81437016	0.80326706	0.7924192	0.72169054	0.8993052	0.7374535	0.8309374	0.77614677	0.8823676	0.6553181	0.8170178	0.90154	0.8659384	0.73216295	0.6938071	0.8628486	0.9574532	0.7113537	0.7313039	0.8915819	0.7996168	0.8768015	0.92298394	0.87938374	0.7164477	0.7162886	0.7792177	0.9290377	0.9337905	0.8666458	0.8423283	0.83943266	0.8559949	0.8421113	0.68020266	0.90802217	0.88120365	0.67466044	0.9022043	0.86209047	0.8029174	0.9140339	0.87944853	0.85047424	0.80232954	0.8975002	0.93522394	0.8909958	0.7439039	0.886399	0.77676135	0.90426034	0.769189	0.7671477	0.76399374	0.72830844	0.9049477	0.93554616	0.85325056	0.93022084	0.7900939	0.93231714	0.8150158	0.77716744	0.9271855	0.84658307	0.7954645	0.84427464	0.7979781	0.8913009	0.8582147	0.8633828	0.8830049	0.69876504	0.8437934	0.813846	0.80894196	0.713758	0.90044576	0.8396235	0.7314534	0.9115412	0.9051684	0.77289736	0.784001	0.87610555	0.8674308	0.6863526	0.7762363	0.745064	0.78341246	0.8838697	0.75114375	0.84663016	0.8227118	0.7727694	0.6727185	0.80394727	0.8075268	0.88148695	0.81743395	0.7381673	0.93062	0.7941377	0.71922195	0.87626636	0.8788882	0.88729566	0.806051	0.82695407	0.8663932	0.85977507	0.8527442	0.8206975	0.8243821	0.79927665	0.9390688	0.83961236	0.85399103	0.83090353	0.7814444	0.8163167	0.8997966	0.86357427	0.90751237	0.7476379	0.7606633	0.743501	0.8840969	0.87495816	0.75289357	0.9060675	0.6632042	0.9551994	0.8231361	0.8010891	0.83080924	0.76870775	0.8764056	0.9164239
vlag_DIM/noun	0.8682976	0.7082553	0.81123054	0.76333964	0.7893791	0.8229885	0.80772316	0.8307345	0.86311394	0.83483136	0.85507405	0.92195034	0.7643144	0.0	0.828353	0.634131	0.82384807	0.7564271	0.9019169	0.77388334	0.821803	0.8446212	0.7911569	0.8699376	0.8482391	0.9049548	0.8057865	0.9069992	0.83063745	0.8997425	0.8437131	0.8503101	0.75071704	0.89459294	0.78815395	0.9142901	0.8272158	0.87354827	0.8247006	0.79581535	0.83722246	0.79178166	0.7902131	0.7875836	0.8269445	0.7846916	0.78663623	0.7308638	0.8363694	0.7636439	0.80803394	0.93599916	0.8931983	0.73737323	0.7347585	0.8551189	0.9549782	0.66754615	0.7481983	0.89248025	0.82823086	0.85648924	0.8750002	0.79099405	0.7118165	0.7512223	0.76783323	0.95168513	0.90955746	0.91220385	0.8696563	0.84696	0.87643737	0.7988226	0.72833145	0.8985076	0.8820315	0.82631665	0.8750546	0.80142987	0.7878472	0.8936062	0.8553185	0.8443139	0.75672656	0.87700486	0.9127215	0.84304494	0.7153133	0.8639201	0.7584058	0.93614763	0.82108104	0.8786584	0.70865595	0.7485876	0.8815669	0.9371489	0.8305719	0.92187834	0.85077846	0.8800168	0.8217761	0.7627778	0.9065471	0.8479077	0.781314	0.8292129	0.8190691	0.9139428	0.8531412	0.8734597	0.87488365	0.6985388	0.8409276	0.8086962	0.8570807	0.7117008	0.8582826	0.85891247	0.74602747	0.887284	0.90925306	0.83502644	0.75357777	0.8409697	0.8643296	0.8485609	0.7975627	0.83483535	0.82442963	0.8767403	0.79952496	0.86643815	0.86219215	0.82108086	0.7741087	0.7997222	0.79141605	0.82732767	0.87545234	0.8204808	0.9260566	0.8052932	0.6494308	0.898016	0.8771965	0.9038563	0.809073	0.79520166	0.90128064	0.85089064	0.787922	0.77605194	0.8328378	0.80104715	0.9286903	0.8230979	0.81041604	0.81031924	0.7877621	0.8160826	0.9416067	0.91670394	0.87017757	0.7981301	0.82626796	0.6454803	0.83681417	0.8630823	0.7285999	0.88642466	0.7949318	0.91477764	0.8452721	0.7978023	0.84381735	0.71673214	0.87771237	0.8300387
boei/noun	0.8897698	0.8375919	0.88817626	0.89837605	0.89832115	0.8756862	0.9006797	0.84034103	0.87142736	0.8674411	0.8988233	0.93338794	0.83083236	0.828353	0.0	0.8422534	0.88863194	0.83357894	0.92273104	0.8114069	0.8933717	0.8792218	0.86008	0.9141866	0.8748782	0.9039939	0.8810543	0.9179687	0.8865062	0.9482871	0.8571523	0.91725636	0.8924401	0.92406976	0.8719819	0.9235902	0.8618385	0.8989018	0.8296552	0.8313104	0.9023712	0.8605853	0.88507974	0.7980857	0.9126674	0.8724577	0.85933405	0.8570924	0.9300936	0.86237633	0.82287574	0.9282774	0.88702387	0.8468846	0.8511685	0.86259735	0.9602288	0.85080135	0.8411628	0.897505	0.8997423	0.9185814	0.9098463	0.9082867	0.8460479	0.79048	0.8576751	0.9412368	0.92532784	0.92859066	0.8836393	0.8979248	0.8662613	0.9193087	0.85669225	0.9319378	0.8764015	0.8336078	0.9098312	0.90186524	0.84581506	0.9237905	0.9302535	0.8769617	0.90572846	0.90472627	0.9215103	0.91727436	0.83048403	0.83239716	0.8111768	0.8900968	0.89136124	0.90006715	0.8689823	0.82227206	0.9114885	0.91709006	0.85534483	0.9337044	0.90634084	0.9296411	0.9079162	0.8274476	0.89788485	0.7979765	0.8704793	0.9027166	0.84461564	0.891037	0.89336115	0.8929886	0.8814594	0.8681215	0.91108847	0.8507904	0.8953196	0.8413007	0.9632542	0.87456536	0.85569376	0.88073593	0.91312736	0.88170516	0.851063	0.93474925	0.9133885	0.86809343	0.8557573	0.8607255	0.8400669	0.88898605	0.82438564	0.9115408	0.877105	0.8765006	0.83351564	0.8776446	0.8285587	0.9027972	0.9280464	0.8011295	0.9180499	0.81652313	0.83614236	0.9143865	0.91912544	0.92921036	0.8678761	0.86229575	0.9215313	0.8769315	0.91793334	0.8992097	0.86879086	0.879352	0.9224962	0.8910633	0.9046134	0.9100566	0.84592956	0.8113092	0.9261816	0.91188574	0.9116024	0.7897193	0.8729321	0.8373971	0.8956686	0.923239	0.86445075	0.9055973	0.864858	0.9476792	0.90528977	0.8718202	0.8824842	0.8528808	0.9289891	0.89097697
T-shirt/noun	0.8306684	0.45158142	0.8281545	0.7213763	0.7614065	0.7826303	0.70987743	0.7890549	0.8426196	0.7942555	0.7921651	0.9158769	0.73014545	0.634131	0.8422534	0.0	0.7717539	0.69013333	0.93422663	0.742115	0.7487716	0.8206091	0.73752904	0.8209635	0.78139657	0.88512504	0.60619795	0.9307699	0.86317205	0.8793355	0.7686786	0.8096396	0.7541963	0.8187225	0.7539892	0.9346171	0.6658432	0.8277054	0.8350207	0.75424373	0.81921446	0.69818485	0.7294864	0.7562585	0.80050516	0.7199427	0.7564149	0.4877001	0.80679655	0.6903383	0.73957753	0.90856	0.8756674	0.47826725	0.7076305	0.8624132	0.966075	0.6933806	0.48025662	0.8279679	0.77874595	0.8660513	0.87309885	0.7514064	0.5532646	0.72930205	0.6763041	0.93936133	0.9221295	0.85469836	0.8485552	0.87285984	0.8513875	0.74860144	0.6579796	0.8892324	0.8518609	0.7482331	0.86799955	0.7930635	0.7767637	0.86470056	0.765857	0.7925794	0.67481923	0.83622164	0.9300656	0.8489562	0.43558234	0.793723	0.7326939	0.92243487	0.745342	0.85145867	0.6616609	0.5593281	0.85189456	0.9221469	0.7545557	0.91764474	0.81100607	0.91568893	0.7890593	0.58931065	0.8872307	0.7726577	0.70617867	0.75858617	0.81416154	0.92996776	0.8282515	0.8625991	0.8666024	0.69765925	0.7969107	0.758879	0.8010476	0.46091074	0.85758644	0.78465855	0.65768194	0.8860876	0.8870194	0.78109443	0.6701934	0.7855036	0.8352614	0.796897	0.7984264	0.8272287	0.83851105	0.8697879	0.80321544	0.8677056	0.8870168	0.80591106	0.73754257	0.79225534	0.7779981	0.88095367	0.8428029	0.76811665	0.9198385	0.6836923	0.6527294	0.8921693	0.83857274	0.8363626	0.7796489	0.6033278	0.8636061	0.81966025	0.76163197	0.6942941	0.82263625	0.7954687	0.92654234	0.79508424	0.7791462	0.7453412	0.7011621	0.7790204	0.930914	0.8608261	0.8972513	0.8324849	0.7985122	0.56976557	0.880208	0.70638156	0.656677	0.876113	0.7888264	0.93218535	0.8296185	0.74253124	0.809534	0.5541841	0.8640718	0.8952494
bloedrood/adj	0.90548986	0.7405394	0.90695107	0.763629	0.8537053	0.83380246	0.84530896	0.8222394	0.8517319	0.8567581	0.83644927	0.935798	0.8251944	0.82384807	0.88863194	0.7717539	0.0	0.7573946	0.96636856	0.819775	0.83874065	0.8630742	0.8289704	0.8381375	0.7706185	0.94416994	0.84679806	0.9329792	0.833769	0.93805003	0.85929126	0.9226444	0.8438782	0.8501959	0.82435495	0.9635854	0.8289876	0.83970296	0.7663145	0.768979	0.91040945	0.7791078	0.81593025	0.7591231	0.87818694	0.8315622	0.8224417	0.79870677	0.8653236	0.7375494	0.8765538	0.9405927	0.91105926	0.7826004	0.78784716	0.86969054	0.97413355	0.8452258	0.81903374	0.94313174	0.8998214	0.900064	0.94555837	0.8595206	0.64589244	0.83142716	0.7983136	0.9607104	0.930848	0.92029995	0.8751652	0.88732076	0.90115154	0.91495246	0.7682391	0.9193282	0.8999741	0.83810055	0.91456985	0.8651406	0.8331356	0.9180608	0.8686188	0.78428733	0.91840214	0.8699354	0.9497184	0.9221221	0.7667376	0.8814605	0.7887218	0.9433353	0.81824976	0.8658368	0.78039044	0.7898145	0.90541005	0.939366	0.8957938	0.9515646	0.7879838	0.9508369	0.78276134	0.71728384	0.92813283	0.84123486	0.8394078	0.76826215	0.7985071	0.91364014	0.868667	0.9009155	0.9249218	0.79681295	0.8472291	0.83073056	0.8214623	0.7808555	0.9160971	0.88299567	0.7236818	0.907161	0.9092545	0.8549204	0.72661215	0.8853259	0.8767388	0.8505918	0.7702347	0.9102368	0.8997793	0.90802	0.86000335	0.88799196	0.8532349	0.84998417	0.7994704	0.7505505	0.84778285	0.9383204	0.91504586	0.84343934	0.95730853	0.7639336	0.77767885	0.9476348	0.92924094	0.90528965	0.7722274	0.81786513	0.9178482	0.8186046	0.85434836	0.83377504	0.80057335	0.8598393	0.95825326	0.85054743	0.90849084	0.83736396	0.87086064	0.81439775	0.8941027	0.8982473	0.94060206	0.8432747	0.85595715	0.59906995	0.93718123	0.8002763	0.7944849	0.91426307	0.85789	0.956813	0.8407715	0.77944374	0.83469456	0.674004	0.955194	0.9361601
tegel/noun	0.85177857	0.67869985	0.8424367	0.704587	0.8472678	0.772342	0.7860227	0.76790416	0.7920834	0.80084825	0.76069784	0.8651839	0.65480775	0.7564271	0.83357894	0.69013333	0.7573946	0.0	0.937136	0.734779	0.8087424	0.8046807	0.69269705	0.84247774	0.788488	0.89520496	0.76382256	0.8888279	0.82765293	0.91910446	0.6716064	0.83389986	0.7877894	0.80596846	0.8058636	0.93834424	0.7695561	0.8386591	0.6750655	0.735935	0.8914911	0.72820234	0.76236045	0.6032579	0.89856684	0.7267786	0.7840345	0.739389	0.7803148	0.54439276	0.836907	0.9102327	0.7829644	0.69166875	0.52894175	0.8090611	0.94858074	0.6981539	0.6718129	0.85062844	0.81384933	0.8526901	0.8871662	0.8070177	0.5985843	0.6717733	0.77111804	0.93669134	0.9153924	0.8624438	0.80854696	0.7847463	0.8094678	0.858483	0.5365117	0.8831722	0.8709288	0.6449069	0.88523626	0.80513674	0.7930539	0.8743235	0.8361064	0.7688884	0.8387998	0.88399684	0.9135998	0.8953013	0.69327545	0.8781787	0.70714813	0.91357714	0.7714265	0.74218965	0.7743322	0.6742852	0.88935435	0.91606903	0.77237546	0.9069556	0.6787344	0.91843385	0.799067	0.6933627	0.88650835	0.8396985	0.69577724	0.7420789	0.7166138	0.8170742	0.80802286	0.86380666	0.8802098	0.6570353	0.76335	0.7927655	0.75658906	0.6898522	0.87149596	0.7888373	0.61203533	0.8674489	0.86753434	0.81977993	0.6428292	0.81028175	0.8556919	0.6841478	0.7017487	0.727849	0.81894934	0.83189183	0.8003095	0.7967289	0.817255	0.7398195	0.52170205	0.7729573	0.78307855	0.9021329	0.84957725	0.70948124	0.9069533	0.6558398	0.71551156	0.899795	0.89589477	0.8662297	0.7326015	0.7771594	0.86973345	0.8351321	0.7778055	0.7867222	0.74265575	0.7323856	0.94281584	0.7487953	0.8171315	0.7569604	0.7841501	0.7477757	0.84877175	0.860448	0.8910493	0.79939234	0.76492465	0.6669544	0.9043193	0.8125349	0.7696112	0.88782746	0.6504757	0.9370805	0.69131345	0.736823	0.790003	0.7011883	0.9035387	0.9056587
minderheid/noun	0.8734791	0.92946637	0.91973776	0.941627	0.9301809	0.91350824	0.95944715	0.92767686	0.92141205	0.9180868	0.9448902	0.8223429	0.9365352	0.9019169	0.92273104	0.93422663	0.96636856	0.937136	0.0	0.9355045	0.87268496	0.9445335	0.93598264	0.95611197	0.9134131	0.94453484	0.9291921	0.5989539	0.85837066	0.9727641	0.93391335	0.8958042	0.85366106	0.89925957	0.91166526	0.76045114	0.94010854	0.85732645	0.941018	0.8966408	0.8603556	0.91641253	0.93086445	0.9371907	0.90229213	0.9287069	0.9268322	0.942312	0.93656266	0.956185	0.8617368	0.82081854	0.8339118	0.9459352	0.9242776	0.85544115	0.8716569	0.9259136	0.90215206	0.82424206	0.94072455	0.8427706	0.8931427	0.8948575	0.92467594	0.9037131	0.8574688	0.9122221	0.662643	0.8717536	0.8207797	0.9057583	0.89109385	0.9469303	0.93515074	0.85778856	0.7489713	0.9371296	0.8629689	0.8135923	0.91961104	0.7869373	0.9236989	0.87943524	0.94588375	0.87902904	0.7342387	0.8626223	0.9404246	0.7841099	0.92849255	0.9272464	0.92236865	0.9398991	0.9291679	0.9072049	0.9192131	0.86615515	0.8955359	0.7768775	0.96448874	0.5645203	0.9627546	0.94254196	0.7945983	0.8877427	0.91672534	0.956178	0.92741954	0.92228425	0.78589463	0.7051151	0.8103348	0.9487001	0.9175591	0.88030934	0.91512597	0.9168691	0.97575986	0.8154091	0.93412095	0.7248532	0.8129679	0.95357835	0.8845048	0.93976474	0.90127075	0.92507243	0.9350875	0.91511256	0.9475196	0.88559216	0.9347722	0.9209481	0.94297343	0.95816565	0.910702	0.9199913	0.88184994	0.89940184	0.88827604	0.9334738	0.7607138	0.90518856	0.9314307	0.88606215	0.9117386	0.8467152	0.8900807	0.9288265	0.8692949	0.7846776	0.8919864	0.86722875	0.87185967	0.93947023	0.7302018	0.8766542	0.85687196	0.8941014	0.9169094	0.88064414	0.9347974	0.844906	0.8737904	0.90638924	0.8070936	0.941942	0.723136	0.9666041	0.9048401	0.85123575	0.910528	0.7739197	0.9479791	0.9097301	0.927659	0.8255068	0.88115615	0.6481811
bal_DIM/noun	0.84649676	0.7610418	0.8451472	0.81848687	0.8482499	0.7402863	0.8122948	0.6745542	0.7875838	0.8077309	0.68705493	0.8980965	0.72077155	0.77388334	0.8114069	0.742115	0.819775	0.734779	0.9355045	0.0	0.8681352	0.71057236	0.66160476	0.87828124	0.80074626	0.87426066	0.83055	0.91803396	0.8556342	0.90066075	0.7744018	0.88498604	0.8679191	0.75651705	0.78659916	0.93537664	0.7951498	0.8363609	0.7200823	0.74603003	0.8470435	0.7930977	0.7667699	0.6828414	0.91163737	0.66057044	0.8204688	0.78040695	0.8926827	0.6693579	0.7888211	0.90772027	0.8651444	0.77742004	0.7781341	0.84475183	0.95731187	0.711175	0.79318404	0.88505316	0.78816867	0.8585024	0.8811539	0.8595748	0.67565644	0.7712256	0.8207299	0.897399	0.9105702	0.85540587	0.8500188	0.8698108	0.8518933	0.8382512	0.69734657	0.8805544	0.89075637	0.75581855	0.88985974	0.82249665	0.79058975	0.9081538	0.8849202	0.8329651	0.84047735	0.884921	0.91841155	0.86414516	0.76715875	0.8785652	0.6795581	0.9166257	0.70681703	0.8490186	0.7747924	0.77801454	0.8805531	0.8996491	0.8337839	0.9254735	0.80862296	0.93978375	0.83761436	0.7563621	0.8996463	0.8150482	0.75470996	0.7784906	0.72528195	0.88491076	0.8580204	0.8466269	0.85935754	0.6424689	0.7114754	0.7537255	0.81464726	0.7610159	0.8484801	0.82418203	0.7477098	0.8717055	0.87459314	0.7527884	0.75313056	0.8800689	0.8862924	0.81489	0.80788076	0.8455006	0.5569583	0.8463174	0.7375552	0.8503674	0.85864466	0.7527244	0.725865	0.83413345	0.81643516	0.8602463	0.868145	0.72200835	0.9280915	0.7479742	0.7401288	0.8745668	0.9015754	0.8498823	0.804722	0.8227198	0.8823626	0.8783008	0.89467436	0.8446205	0.80700517	0.7762654	0.9099466	0.83048064	0.87825274	0.8033625	0.7719589	0.79300845	0.89003074	0.84674793	0.916184	0.7561686	0.7917349	0.7187803	0.89087784	0.8806621	0.787314	0.87347287	0.77984893	0.9421236	0.8161219	0.75511646	0.753223	0.76469404	0.8657291	0.92515874
tatoeages/noun	0.8832857	0.7107482	0.89625823	0.8297141	0.88460875	0.85648006	0.8783739	0.8565381	0.8579905	0.8514064	0.84808004	0.9197942	0.86557525	0.821803	0.8933717	0.7487716	0.83874065	0.8087424	0.87268496	0.8681352	0.0	0.8684483	0.85774434	0.8412355	0.77953756	0.92424	0.7768991	0.8750124	0.84587246	0.8639741	0.8690994	0.8749278	0.83135986	0.86749446	0.84990203	0.91450095	0.78557706	0.85531425	0.89045364	0.8133654	0.8675883	0.8102108	0.8272498	0.8279439	0.8689912	0.8447794	0.84049207	0.79205287	0.83963054	0.82128257	0.79636866	0.8867666	0.8961692	0.7423694	0.81043565	0.84401405	0.9488025	0.8263029	0.72731936	0.8566592	0.8591448	0.8933024	0.9182539	0.83134663	0.7393675	0.85537386	0.8201556	0.9445655	0.892514	0.8520595	0.86294395	0.9078406	0.911425	0.91751295	0.7845306	0.88524216	0.82437444	0.84293497	0.8607903	0.8361544	0.8793152	0.8494261	0.6857138	0.8558041	0.9115136	0.83162206	0.8788913	0.8755779	0.7276254	0.8053472	0.8362756	0.9032892	0.8778072	0.8749106	0.8034836	0.71669304	0.83598894	0.8952085	0.8023042	0.88787407	0.872862	0.9152377	0.8950233	0.6837061	0.857925	0.7841726	0.8498765	0.84174395	0.83806753	0.9209453	0.8721792	0.8899524	0.8344335	0.8370973	0.86611915	0.8209532	0.8638563	0.75304955	0.94036084	0.7992855	0.7489866	0.8674915	0.9017384	0.88593274	0.74125063	0.8363223	0.8579105	0.88995445	0.8731916	0.9164333	0.88649577	0.8992947	0.8857926	0.8901223	0.9171784	0.8641032	0.806522	0.84575546	0.78868294	0.9203695	0.88523924	0.82614523	0.93614215	0.7355249	0.8268404	0.91986895	0.9000866	0.85508764	0.81562346	0.82728153	0.88673514	0.8799769	0.8038751	0.8030399	0.83495194	0.88680524	0.914158	0.8032199	0.8402617	0.8293376	0.83733654	0.77546984	0.89424175	0.86742944	0.9026084	0.90344864	0.84781295	0.7810747	0.86784184	0.8692485	0.8310164	0.9211086	0.89425546	0.9254252	0.8727263	0.8015257	0.86092967	0.7171607	0.9236124	0.8810934
kip/noun	0.8584903	0.8305986	0.9118466	0.8673482	0.8619959	0.88810265	0.81550914	0.37506574	0.7561902	0.7294526	0.5201156	0.9307608	0.8348462	0.8446212	0.8792218	0.8206091	0.8630742	0.8046807	0.9445335	0.71057236	0.8684483	0.0	0.61689174	0.8983047	0.87601835	0.91735417	0.84757984	0.9247176	0.84483314	0.8948155	0.75242496	0.89750475	0.85597163	0.6901617	0.8842381	0.94177854	0.85408735	0.86358297	0.666583	0.7863052	0.8900579	0.8896458	0.834159	0.7224565	0.9170908	0.65371025	0.8590767	0.86966133	0.90786386	0.6814662	0.8460221	0.92853	0.88304645	0.83562124	0.8627509	0.7814322	0.95697063	0.73463315	0.76994145	0.8976269	0.8573117	0.88645244	0.8997409	0.90366066	0.5947062	0.8432693	0.8292522	0.92125756	0.9532271	0.890792	0.8620582	0.91832286	0.9262473	0.8753254	0.7103748	0.90038013	0.8577786	0.77394646	0.9231574	0.75994414	0.7949232	0.9103904	0.88203907	0.88908696	0.87583923	0.85259134	0.91026783	0.9004068	0.85242873	0.86303866	0.71860564	0.9413741	0.6010834	0.8733579	0.8181827	0.807001	0.9067948	0.9242944	0.81056905	0.95803446	0.8755997	0.89282554	0.90267116	0.77944416	0.90375394	0.85072154	0.81482553	0.71409094	0.7209239	0.83237946	0.84486735	0.9233937	0.7679455	0.6495575	0.42529356	0.7486911	0.82719505	0.83259046	0.7645017	0.8632873	0.837847	0.90170205	0.91800696	0.71862096	0.78548	0.9162102	0.89815056	0.83828646	0.89780915	0.8364842	0.85382175	0.8759314	0.81645036	0.7432823	0.86663294	0.82038164	0.7846072	0.8772526	0.692935	0.9175823	0.90217793	0.797621	0.9309717	0.68133426	0.8083937	0.90409833	0.9115298	0.9043359	0.8960016	0.8453815	0.9138253	0.90384465	0.9184568	0.89950657	0.87399364	0.91116494	0.96260846	0.8929372	0.8641828	0.8321775	0.8639034	0.7715529	0.9161611	0.8560617	0.92606294	0.82503176	0.8392591	0.73812133	0.87664664	0.91963166	0.84946764	0.9006963	0.82349133	0.9394055	0.8893277	0.82220876	0.745172	0.76025504	0.9335031	0.90681845
