	windstoot/noun	bijzonder/adj	hoe/adj	stem/noun	helling/noun	ziektekiem/noun	kop_stoot/noun	bedrieger/noun	wel/adv	min/adj	reactie/noun	blok/noun	spel_DIM/noun	elleboog_stoot/noun	ondertoon/noun	ook/adv	waarin/pp	dat/comp	inslag/noun	woestijn/noun	fantasie/noun	bespreking/noun	schrijnend/adj	syfilis/noun	Madonna/name	volwassene/noun	schuiver/noun	pleeg_ouder/noun	weide/noun	rap/adj	soort/noun	door/adv	streek/noun	Kim/name	god/noun	zo/adv	campagne/noun	vernedering/noun	dijk/noun	tand_DIM/noun	Waal/noun	tovenaar/noun	zaak/noun	in_borst/noun	ding_DIM/noun	ding/noun	genoeg/adv	bas_lijn/noun	uiterst/adj	producent/noun	schilderij/noun	fout/noun	aanmerkelijk/adj	grond/noun	grimas/noun	tegenstander/noun	ze/pron	overtreding/noun	glimlach/noun	man/noun	oog_DIM/noun	voetballer/noun	manier/noun	criticus/noun	vraag/noun	opmerking/noun	klank/noun	rivale/noun	broodje/noun	echt/adj	blessure/noun	kindervriend/noun	ernstig/adj	Esther/name	rotzooi/noun	val_partij/noun	heel/adj	ontzettend/adj	haai/noun	nogal/adv	loer/noun	spul/noun	schurk/noun	met/prep	bluesy/noun	mens/noun	volk/noun	nicht_DIM/noun	ik/pron	lief/noun	tackle/noun	dat/det	kwasi/adj	daad/noun	gevoel/noun	val/noun	kop/noun	kanker/noun	racist/noun	charmant/adj	lek/noun	complot/noun	heel/adv	hij/pron	stroper/noun	machine/noun	recht/noun	deler/noun	naar/adj	virus/noun	overval/noun	trap/noun	tante/noun	vaak/adj	portret/noun	wat/adv	beetje/noun	veelvoud/noun	ronduit/adv	chef/noun	sprookje/noun	veel/adj	Chantal/name	jood/noun	iets/adv	drempel/noun	sheriff/noun	spel/noun	paal_DIM/noun
glimlach/noun	0.8958893	0.8245409	0.81458193	0.79082775	0.8651567	0.92877555	0.8429165	0.86134064	0.811974	0.8451577	0.85249007	0.87010884	0.8241252	0.8654702	0.76974106	0.8357965	0.83846605	0.8442584	0.8563366	0.85332006	0.8059442	0.9342572	0.8322696	0.9040177	0.8130872	0.86946094	0.8706138	0.8715256	0.8538612	0.7951754	0.8462099	0.7860333	0.88133985	0.8869727	0.7976712	0.77955896	0.8808192	0.81120455	0.8507384	0.8211081	0.86046183	0.83611566	0.9199226	0.8172081	0.7942547	0.8280046	0.8395504	0.86511546	0.79706657	0.93235993	0.8525386	0.8765463	0.84503	0.9081	0.6883842	0.8550054	0.67729753	0.8929786	0.0	0.7913322	0.76251704	0.84475785	0.85869884	0.82897156	0.85952157	0.7557751	0.7577866	0.8626969	0.79768634	0.803861	0.8784717	0.8764374	0.9084588	0.83896685	0.80968976	0.882117	0.8278222	0.7732998	0.82672596	0.77984977	0.89481825	0.8274406	0.81898236	0.79627967	0.88249195	0.8235263	0.83304584	0.82995355	0.7373109	0.78209925	0.8497281	0.8269742	0.7984588	0.8641826	0.7363845	0.9161763	0.81519634	0.89626914	0.8426312	0.69339156	0.8876613	0.86911905	0.7486913	0.6889305	0.8967653	0.87257606	0.9130933	0.90975744	0.8144941	0.8962909	0.9272637	0.8391619	0.7813351	0.7957898	0.84257036	0.71277976	0.7343782	0.8852451	0.80045784	0.89138025	0.79715455	0.8043789	0.8533311	0.90013516	0.77575016	0.89413416	0.8630166	0.81607884	0.8646138
man/noun	0.88608617	0.8839614	0.8495112	0.8349539	0.86658823	0.88344723	0.8203505	0.83688885	0.88866746	0.88345045	0.8960802	0.8252565	0.8574859	0.88519454	0.86902493	0.8969904	0.8626117	0.88975435	0.8456484	0.80182284	0.84197617	0.93820214	0.8535324	0.85995656	0.8062466	0.7187488	0.88792855	0.8109073	0.8206574	0.8266274	0.8798487	0.8079618	0.86984885	0.8774396	0.80951923	0.8401111	0.92872643	0.8422279	0.87236035	0.8941771	0.81578517	0.7820506	0.8829458	0.86449766	0.83741766	0.85024464	0.86867696	0.9102717	0.8809604	0.9376025	0.85275644	0.8922704	0.8845674	0.86006683	0.85859215	0.8410754	0.6273721	0.8001051	0.7913322	0.0	0.80745935	0.80511236	0.8648522	0.8624064	0.91955954	0.87720764	0.87617105	0.8358691	0.8805153	0.8646524	0.9256288	0.8726407	0.8205652	0.79242265	0.8302592	0.84221596	0.86441725	0.8187308	0.76938736	0.84487754	0.90456927	0.7912403	0.73335993	0.80008614	0.92952657	0.577955	0.79643494	0.70189023	0.8010118	0.7668707	0.8808144	0.912163	0.83781195	0.82662016	0.85445523	0.84724265	0.832724	0.81387174	0.7980808	0.79889274	0.84124047	0.83173764	0.8527516	0.62281555	0.75793076	0.8593679	0.90619403	0.9398904	0.8562015	0.812171	0.59509003	0.8601258	0.68347085	0.7622535	0.85156965	0.8416426	0.8143593	0.850536	0.8640329	0.8715457	0.85757214	0.86334145	0.79498273	0.74535537	0.86065155	0.90838677	0.7818235	0.89336467	0.8347483
oog_DIM/noun	0.9068091	0.8915359	0.86727065	0.8842722	0.86867595	0.92268157	0.8519639	0.89255905	0.8635932	0.89226943	0.8809697	0.8573532	0.84643775	0.8795755	0.859069	0.84015983	0.8850475	0.8593899	0.87449205	0.8429056	0.87920094	0.89507985	0.8585523	0.94591516	0.8617896	0.88359106	0.91224873	0.89542925	0.8162895	0.8654431	0.87722284	0.8363559	0.88480926	0.9086779	0.8731792	0.8515788	0.878751	0.8603165	0.8693981	0.84174085	0.8657001	0.84771353	0.8860903	0.8821849	0.8520641	0.8602479	0.8921748	0.8918223	0.86819136	0.89740086	0.887674	0.90449	0.88619447	0.85923785	0.85189044	0.87594736	0.7731696	0.8698942	0.76251704	0.80745935	0.0	0.8664263	0.9090061	0.8616929	0.9071736	0.8356539	0.8456294	0.8571582	0.8390718	0.8867359	0.9095179	0.894569	0.9050862	0.865595	0.8473074	0.90231764	0.8542435	0.8605104	0.82876706	0.8765596	0.8624655	0.86671543	0.8451084	0.84041476	0.9190918	0.84579045	0.8659818	0.82655597	0.83386064	0.8589303	0.8711581	0.9053082	0.845935	0.90760505	0.88781905	0.92660916	0.8302915	0.92376965	0.84488946	0.78489226	0.8594508	0.82806224	0.82616574	0.8151396	0.8414616	0.8770954	0.88973844	0.9358716	0.87310755	0.9112087	0.8788346	0.8672611	0.80570364	0.8427229	0.86301655	0.8217448	0.8348372	0.8980795	0.88514936	0.85430986	0.86823434	0.8874211	0.864106	0.8907655	0.8552016	0.89149976	0.83392614	0.8892468	0.80315894
voetballer/noun	0.95668125	0.83441406	0.85868615	0.86277217	0.9040422	0.9443711	0.82825655	0.8819503	0.84868425	0.83964837	0.911416	0.88227946	0.8451021	0.81143576	0.9058484	0.809342	0.8510705	0.8962938	0.85805243	0.8845083	0.849554	0.898407	0.85213745	0.92126006	0.80196345	0.80023444	0.8936184	0.8588329	0.8961022	0.82436335	0.8651152	0.8332903	0.8696834	0.8097635	0.86481583	0.82238317	0.8938271	0.8055644	0.9317221	0.86310744	0.83600295	0.7734617	0.8940339	0.8729526	0.8384927	0.80970865	0.82627493	0.89827704	0.8544619	0.8186198	0.83640754	0.85949486	0.8370659	0.9401655	0.882949	0.69293046	0.7976321	0.8497086	0.84475785	0.80511236	0.8664263	0.0	0.8512504	0.82698685	0.92250013	0.8610939	0.824144	0.7654837	0.8924699	0.80045503	0.7453011	0.8621861	0.90747607	0.80180895	0.85388106	0.8802651	0.8390834	0.7925034	0.8621756	0.85214764	0.8764669	0.86850154	0.7880865	0.83640075	0.9064111	0.78091	0.79415774	0.8254765	0.7789451	0.8178767	0.77850765	0.83885396	0.8451459	0.860303	0.87315273	0.9080975	0.90942025	0.90241474	0.8507432	0.7803259	0.9277769	0.88320243	0.78953713	0.7761503	0.8664818	0.87466425	0.87865716	0.912894	0.8479944	0.90394586	0.91961014	0.86847067	0.8440391	0.8172183	0.80011547	0.84581614	0.84816945	0.87838376	0.8109921	0.79957277	0.80762124	0.8187637	0.8406059	0.83238137	0.871013	0.89757466	0.87296087	0.75220686	0.9279879
manier/noun	0.9127341	0.71946967	0.6057656	0.85801893	0.9068287	0.8464629	0.92074406	0.84684193	0.747033	0.73973083	0.78772545	0.87694424	0.7236751	0.9254395	0.7702391	0.7466342	0.7579076	0.83026195	0.81314045	0.89027417	0.73667294	0.90823257	0.8056589	0.8968531	0.88040984	0.7944673	0.90873337	0.867946	0.8959373	0.8216656	0.6801268	0.75112844	0.82457936	0.95956767	0.82867146	0.62132645	0.79367435	0.8185024	0.91798407	0.9142171	0.8528406	0.8480242	0.76256096	0.82172537	0.7561617	0.63781154	0.71603894	0.84157455	0.68799585	0.87751675	0.834975	0.844194	0.7994031	0.8983667	0.8426116	0.8556942	0.7151767	0.8542515	0.85869884	0.8648522	0.9090061	0.8512504	0.0	0.8385922	0.7831558	0.7594918	0.70261323	0.91074854	0.8955837	0.7547861	0.88788265	0.9210151	0.87855494	0.89483064	0.8366271	0.8597905	0.81560737	0.7563606	0.86577	0.7544188	0.8800433	0.80391705	0.8105978	0.7941333	0.86474377	0.70994014	0.84415925	0.8916808	0.800466	0.8194661	0.8616358	0.74432504	0.8373414	0.7702903	0.72123754	0.91474414	0.93308043	0.82649374	0.85386187	0.7549548	0.86748123	0.8322414	0.635712	0.78951293	0.85369915	0.760585	0.8186579	0.87484384	0.8278012	0.78176725	0.8860815	0.92098445	0.87892497	0.7162411	0.8547703	0.7359265	0.7740187	0.85963833	0.7833866	0.91532356	0.79078543	0.7137965	0.91931266	0.86505985	0.7920251	0.8488895	0.8863081	0.72243536	0.8805761
criticus/noun	0.9116587	0.81063336	0.83314383	0.84318185	0.88714594	0.8951807	0.89573073	0.8271423	0.8245934	0.81732786	0.7083985	0.8752267	0.83283365	0.8976535	0.7673138	0.79668915	0.72652805	0.7008022	0.78177035	0.8962467	0.7794705	0.8287734	0.80647784	0.87277013	0.78757906	0.8292027	0.92830366	0.8552302	0.9367426	0.83924866	0.81461555	0.794914	0.87267447	0.8910173	0.7957499	0.78101474	0.80472124	0.81270385	0.91914076	0.9066463	0.8293487	0.836372	0.8394299	0.8004044	0.8605088	0.8246586	0.855852	0.91718763	0.79468066	0.80578274	0.83059907	0.85742265	0.82724386	0.9408701	0.8510511	0.67761433	0.761191	0.8572437	0.82897156	0.8624064	0.8616929	0.82698685	0.8385922	0.0	0.8196176	0.70037204	0.82101727	0.75698876	0.9058435	0.8373176	0.9035921	0.8943934	0.8310604	0.7879806	0.846341	0.87660825	0.89736336	0.8450243	0.86796814	0.72390145	0.921305	0.9065189	0.76495934	0.84579927	0.89621794	0.822861	0.78255653	0.86341095	0.8076415	0.8712599	0.8743962	0.8069244	0.87195337	0.78708625	0.8441066	0.88615394	0.88932645	0.88920784	0.7304325	0.8007156	0.853667	0.6955141	0.86188525	0.6849054	0.8525928	0.90761346	0.847851	0.84601676	0.8633939	0.8680946	0.913925	0.9299321	0.8535789	0.75085425	0.7508151	0.8477609	0.85791767	0.874691	0.7417226	0.7834201	0.8147141	0.8423958	0.86531126	0.7345487	0.8378415	0.8995974	0.8449998	0.85571826	0.90377694
vraag/noun	0.9375288	0.86198264	0.7756016	0.8754845	0.9146221	0.9131095	0.9224133	0.8993218	0.80399966	0.8493885	0.7188283	0.9212851	0.82030904	0.9260991	0.8638818	0.7558377	0.8392634	0.8065001	0.88537455	0.9462813	0.8583845	0.8298936	0.83773285	0.9374449	0.93406165	0.89498526	0.9565589	0.87524307	0.93784374	0.8613812	0.82180333	0.8626745	0.90249085	0.9756937	0.8486911	0.80910385	0.8575348	0.8735194	0.940625	0.91390693	0.9087078	0.92379516	0.72239625	0.90706265	0.8519943	0.7399025	0.846551	0.89956176	0.8474075	0.8965648	0.9381187	0.83460563	0.87441844	0.91928244	0.9043873	0.89740574	0.80486596	0.86715627	0.85952157	0.91955954	0.9071736	0.92250013	0.7831558	0.8196176	0.0	0.65271115	0.8829409	0.9313557	0.9362807	0.8579489	0.8918292	0.93287647	0.86643773	0.93567175	0.85301816	0.9068409	0.86933976	0.859159	0.9096851	0.7953477	0.8978613	0.87389636	0.8993201	0.86989963	0.9630202	0.8055153	0.88147134	0.92028415	0.82295775	0.88325757	0.9108734	0.80295694	0.87121195	0.8519003	0.8068371	0.92852825	0.91612124	0.8782575	0.86013716	0.9101686	0.8904174	0.8669276	0.8173729	0.8234086	0.9267515	0.880651	0.83893335	0.9094935	0.8679458	0.8862845	0.9189532	0.9529322	0.90202594	0.79516506	0.932105	0.8664783	0.86349356	0.9064615	0.85760295	0.9124026	0.907992	0.85488343	0.9181871	0.90157616	0.844563	0.861753	0.93841636	0.9111175	0.8921771
opmerking/noun	0.90941995	0.7934256	0.7825688	0.83295834	0.9059778	0.89617854	0.83895934	0.8615123	0.74013907	0.82933074	0.57059026	0.8898394	0.7759001	0.8476403	0.7339184	0.73623526	0.8012868	0.71085894	0.83125365	0.91088206	0.7855176	0.7817352	0.8010711	0.90786844	0.8653608	0.85349166	0.8733885	0.870816	0.9192678	0.84256566	0.8197845	0.82797784	0.8774226	0.9264822	0.8420122	0.77755356	0.8112582	0.7880227	0.9227648	0.8867383	0.83443093	0.85844326	0.78727186	0.8370234	0.7895742	0.7096076	0.79562044	0.89614266	0.7809867	0.92039937	0.86457783	0.766662	0.84164953	0.92190707	0.8000964	0.8294635	0.76762044	0.78881043	0.7557751	0.87720764	0.8356539	0.8610939	0.7594918	0.70037204	0.65271115	0.0	0.80626756	0.85162807	0.89959556	0.8247718	0.81672984	0.92876226	0.83427536	0.84176475	0.7980753	0.83233654	0.8661043	0.7685	0.8869799	0.6857243	0.87539315	0.83246636	0.8212267	0.8577703	0.909492	0.8134849	0.86199546	0.84019923	0.76631695	0.8519317	0.82540506	0.7470496	0.83160776	0.77430385	0.77913284	0.867404	0.8698521	0.8908204	0.76517856	0.77114296	0.8532593	0.7936559	0.7658093	0.7432959	0.9060677	0.878243	0.89537257	0.884686	0.83011234	0.87659013	0.89962745	0.8839811	0.83090174	0.73148143	0.8309297	0.79620373	0.78124714	0.88844275	0.7227076	0.8698608	0.8268296	0.82783294	0.88402027	0.85580045	0.80618036	0.8634763	0.88945216	0.8481043	0.8479856
klank/noun	0.8579115	0.71402395	0.79859835	0.6585492	0.841983	0.8781707	0.88414836	0.8728143	0.8274256	0.77780306	0.823517	0.84257066	0.7389329	0.93065345	0.63838816	0.7974988	0.67683804	0.88661987	0.72861314	0.80501974	0.6834388	0.90418595	0.80069613	0.91207767	0.79053664	0.83966446	0.8894034	0.8947545	0.84465015	0.7852454	0.6753475	0.74912345	0.8012601	0.93827367	0.7951949	0.74640083	0.8657563	0.8169037	0.8644166	0.8517142	0.8495567	0.81101924	0.8591448	0.76111495	0.7414311	0.7324257	0.785685	0.60216933	0.742141	0.8601913	0.7569113	0.9000203	0.7828307	0.8759993	0.76231456	0.8716318	0.78016365	0.9077334	0.7577866	0.87617105	0.8456294	0.824144	0.70261323	0.82101727	0.8829409	0.80626756	0.0	0.894635	0.80963147	0.76712155	0.91517895	0.89618033	0.9174232	0.849741	0.8128378	0.8759341	0.76976275	0.7650117	0.84064627	0.7097709	0.907863	0.80679786	0.80296916	0.74097705	0.65607584	0.8191953	0.8139319	0.858428	0.8404435	0.8173772	0.87141144	0.8117341	0.79161495	0.8100718	0.68315196	0.9398125	0.84802777	0.8838876	0.87251097	0.7041494	0.879694	0.85000634	0.6953095	0.81824875	0.8808464	0.7251148	0.9081297	0.8528732	0.774472	0.83551353	0.9342313	0.8607975	0.8446897	0.71279997	0.768877	0.7028556	0.7651483	0.829523	0.74700856	0.9039057	0.6667906	0.7656276	0.90054107	0.85933256	0.7476946	0.8740969	0.90564805	0.6921102	0.8720576
rivale/noun	0.9148051	0.91803855	0.92538995	0.7912504	0.8730875	0.9233492	0.82382774	0.86187935	0.94134355	0.86480343	0.88053906	0.8126237	0.8805734	0.85175496	0.8686345	0.9023393	0.87119657	0.8915685	0.830451	0.887028	0.8802918	0.838072	0.89296716	0.9408622	0.8208878	0.92138296	0.80492425	0.8681178	0.9163168	0.8177643	0.92353153	0.85739595	0.9062518	0.76848257	0.8655941	0.9168181	0.7849496	0.7893251	0.9171747	0.8558859	0.7956319	0.82374054	0.9259697	0.85018957	0.92444664	0.9280282	0.9188359	0.9217277	0.84892774	0.81662226	0.8918433	0.8779798	0.8350552	0.91483724	0.8582016	0.5445839	0.8516699	0.90957505	0.8626969	0.8358691	0.8571582	0.7654837	0.91074854	0.75698876	0.9313557	0.85162807	0.894635	0.0	0.9290432	0.8924394	0.8426615	0.8970896	0.91817707	0.82706875	0.89214164	0.81995684	0.93607044	0.9198304	0.85669976	0.89911646	0.86236775	0.9175522	0.7562387	0.80558383	0.9122184	0.90947735	0.8274669	0.82254267	0.92451	0.8341558	0.85284275	0.92138845	0.82493454	0.85705596	0.9197439	0.8539592	0.86150956	0.88994277	0.82941794	0.82400584	0.8632635	0.77635807	0.9367808	0.8117682	0.8235779	0.89497143	0.91575086	0.92095053	0.891353	0.90245306	0.904475	0.8608037	0.8512969	0.88676065	0.823006	0.9031248	0.92336863	0.9001594	0.86331254	0.7912434	0.86216944	0.9050773	0.83471173	0.81481963	0.8664471	0.888607	0.8410415	0.8553454	0.8875232
broodje/noun	0.89943373	0.87252164	0.89294076	0.89719963	0.8629906	0.8711233	0.8714618	0.89613336	0.86636454	0.87121224	0.9236984	0.82771313	0.798407	0.9169054	0.87129796	0.8529232	0.87363386	0.9296234	0.8601263	0.8499242	0.89808947	0.92981845	0.9074957	0.908881	0.86340296	0.8500565	0.9019715	0.92000675	0.76717377	0.8179009	0.7764256	0.7890467	0.8524055	0.9365315	0.9096824	0.838954	0.92718714	0.8802049	0.8689932	0.87265146	0.8732344	0.8766891	0.91909677	0.8911089	0.7655995	0.8480036	0.88206595	0.8939517	0.9160073	0.8364794	0.85869265	0.92657876	0.8537919	0.84660053	0.89500266	0.90647507	0.7483338	0.9227854	0.79768634	0.8805153	0.8390718	0.8924699	0.8955837	0.9058435	0.9362807	0.89959556	0.80963147	0.9290432	0.0	0.831127	0.9482796	0.8893024	0.96338344	0.88373715	0.7544353	0.8929673	0.82222927	0.84036016	0.8083247	0.86811584	0.9441679	0.66974604	0.8780517	0.7776939	0.9026952	0.85316646	0.89168686	0.8817065	0.8188485	0.8129296	0.90376997	0.8851185	0.8782452	0.9398955	0.8627014	0.952618	0.7422044	0.91132903	0.88345814	0.8268732	0.8886559	0.90515393	0.8401798	0.8628623	0.8953224	0.79587597	0.94167316	0.93170506	0.8122588	0.9021525	0.9352826	0.86235046	0.8015164	0.8421594	0.89933527	0.80176353	0.7892824	0.8683555	0.8752391	0.8725566	0.85912085	0.8576522	0.9091459	0.92235893	0.8159976	0.9014296	0.9068791	0.8802383	0.8418984
echt/adj	0.9025223	0.6868305	0.6605682	0.8768559	0.87149125	0.892671	0.8988314	0.81951046	0.56298405	0.7308089	0.8410703	0.90925914	0.71560097	0.9098472	0.8013648	0.63746536	0.81056523	0.7196481	0.8350474	0.8534355	0.7602467	0.92614055	0.8137231	0.9209111	0.81927264	0.8273521	0.9108643	0.85307205	0.88197184	0.77530324	0.7223052	0.76098084	0.8505248	0.90872926	0.7497394	0.6307677	0.8914908	0.8284537	0.86567426	0.8625832	0.8254369	0.806696	0.86116064	0.84970886	0.75257385	0.61955917	0.6987022	0.87593013	0.8035841	0.92576027	0.89471364	0.8650185	0.8198043	0.9187052	0.81513566	0.852374	0.60529226	0.91320264	0.803861	0.8646524	0.8867359	0.80045503	0.7547861	0.8373176	0.8579489	0.8247718	0.76712155	0.8924394	0.831127	0.0	0.8782473	0.8545459	0.8367977	0.86297965	0.7583053	0.847345	0.75932336	0.5453164	0.83153576	0.71846807	0.8579416	0.83331704	0.81624377	0.8099765	0.8535518	0.7075543	0.8152925	0.85957015	0.48669106	0.7391802	0.8718892	0.6207324	0.8051084	0.8366174	0.72500014	0.9229395	0.89240086	0.8857991	0.8018953	0.7536208	0.8743809	0.84627056	0.62098664	0.6961467	0.85893995	0.84225225	0.8971033	0.9078668	0.7706837	0.86530125	0.9329432	0.91475326	0.8111023	0.717005	0.8782045	0.6860523	0.5768738	0.8682994	0.7150191	0.919055	0.7371521	0.6579721	0.90453094	0.89294416	0.7468098	0.87775314	0.87454563	0.74785995	0.88533676
blessure/noun	0.8652416	0.8767444	0.8900934	0.93915457	0.8628831	0.8698923	0.8023049	0.93347263	0.87612414	0.8602064	0.8710121	0.8905808	0.86320144	0.71866727	0.8687991	0.84267515	0.9080436	0.88673854	0.8839043	0.92650497	0.92352337	0.8733275	0.8461274	0.90244824	0.9216186	0.9143879	0.81070507	0.88175964	0.89658254	0.85255826	0.9193254	0.87139845	0.9269935	0.7461518	0.9214236	0.8812872	0.8930161	0.8146187	0.8845341	0.8352428	0.8692452	0.9022073	0.88585603	0.93520015	0.8677838	0.89617884	0.8437902	0.93152183	0.8859468	0.9373267	0.92738175	0.7317698	0.8569563	0.91531366	0.87378526	0.7712686	0.83523035	0.79387146	0.8784717	0.9256288	0.9095179	0.7453011	0.88788265	0.9035921	0.8918292	0.81672984	0.91517895	0.8426615	0.9482796	0.8782473	0.0	0.93665457	0.78608215	0.88168603	0.8942464	0.6064997	0.8854571	0.85565424	0.89548033	0.8350482	0.9038322	0.9039193	0.864971	0.8505623	0.9582411	0.88183296	0.9338854	0.8893058	0.82781565	0.8559108	0.71383905	0.8672651	0.8073642	0.9194472	0.8804757	0.79772586	0.9092703	0.82092136	0.9068093	0.8835273	0.78173405	0.90419155	0.84717655	0.81319076	0.89341104	0.9140586	0.94022936	0.9455546	0.8812723	0.8426855	0.8890447	0.8046989	0.90818465	0.8144959	0.9316785	0.83251166	0.84511065	0.9051783	0.8811196	0.90570396	0.91331655	0.833393	0.8687231	0.93733007	0.89884406	0.8910441	0.8937635	0.81385845	0.87577605
kindervriend/noun	0.9441479	0.9151457	0.8910804	0.9293622	0.9227542	0.94421375	0.90651715	0.8768562	0.8824666	0.8962988	0.93307966	0.9417199	0.87377214	0.91295946	0.8810026	0.8785825	0.90830994	0.8824867	0.9272957	0.9248303	0.90497345	0.9403139	0.9082947	0.9178381	0.852684	0.88410074	0.9468414	0.89322805	0.90884745	0.89774513	0.9088437	0.87902814	0.9070928	0.93338716	0.86627394	0.8825559	0.8987099	0.8984111	0.9164397	0.9130297	0.9103807	0.8659057	0.93257284	0.88697267	0.89500827	0.8914291	0.9161828	0.93759656	0.9529105	0.92267144	0.8861187	0.9435117	0.89646757	0.93810844	0.8995762	0.9132647	0.83209324	0.9587349	0.8764374	0.8726407	0.894569	0.8621861	0.9210151	0.8943934	0.93287647	0.92876226	0.89618033	0.8970896	0.8893024	0.8545459	0.93665457	0.0	0.9332239	0.88498044	0.88540995	0.9203599	0.9008825	0.8726181	0.88169765	0.89068925	0.9124148	0.8993373	0.8508866	0.9133443	0.882302	0.869274	0.9118034	0.8708134	0.86674666	0.8837774	0.91747385	0.88002306	0.9100747	0.8850539	0.9186424	0.935436	0.9302989	0.91133744	0.8673584	0.87570125	0.91651773	0.89637554	0.88181883	0.8361929	0.8829541	0.93228114	0.94426066	0.9390271	0.91322356	0.9284023	0.92872983	0.93301684	0.8694736	0.87792933	0.88843876	0.88570356	0.8768747	0.93175846	0.91395724	0.88658804	0.8931785	0.903675	0.8721067	0.90667164	0.8949198	0.9367145	0.8781234	0.9292078	0.92736113
ernstig/adj	0.85900795	0.8517685	0.84332347	0.9412236	0.9274976	0.82836497	0.85639274	0.8782594	0.85951513	0.80324745	0.8355862	0.9386978	0.8981381	0.8596389	0.86570144	0.81094176	0.8391148	0.7661262	0.7802485	0.926522	0.8813784	0.8986806	0.70308757	0.82355964	0.92017007	0.8163785	0.9067908	0.8474823	0.94489455	0.88774705	0.79818535	0.8124293	0.9214582	0.94936115	0.9034454	0.88996583	0.88352656	0.8155531	0.89728767	0.92426723	0.8822031	0.8979646	0.83959913	0.9029616	0.9051447	0.9033973	0.8945147	0.9351008	0.8206122	0.9451254	0.9421685	0.81488156	0.81479603	0.9303078	0.91390705	0.864866	0.8222435	0.7685108	0.9084588	0.8205652	0.9050862	0.90747607	0.87855494	0.8310604	0.86643773	0.83427536	0.9174232	0.91817707	0.96338344	0.8367977	0.78608215	0.9332239	0.0	0.9183161	0.8869925	0.74644446	0.923951	0.8925546	0.83692706	0.77209973	0.9429072	0.9329665	0.87264574	0.8274944	0.95469445	0.7860154	0.89094067	0.87660825	0.8794282	0.9006645	0.87678283	0.83151567	0.88327247	0.80787325	0.8687243	0.81097096	0.9487888	0.70575523	0.8811624	0.88943166	0.76087874	0.8103558	0.87274456	0.80512476	0.8503057	0.90901536	0.85627073	0.92954373	0.8809738	0.71119994	0.7860759	0.92332166	0.89857435	0.6667608	0.9259312	0.8865805	0.8978849	0.8615745	0.8589635	0.9430195	0.9207014	0.8042869	0.91177434	0.87789655	0.88610315	0.8588371	0.9094115	0.89669883	0.8845609
Esther/name	0.92743516	0.8642338	0.87540495	0.84247035	0.89917576	0.94854504	0.8814107	0.88405085	0.89224064	0.90706825	0.8908785	0.9002762	0.8389208	0.88638765	0.83854294	0.867063	0.7877302	0.8845571	0.8500235	0.8536922	0.824216	0.8652997	0.82650685	0.90797675	0.7140807	0.8324172	0.907557	0.8297041	0.8813551	0.84185654	0.87736833	0.83923066	0.90187955	0.7413677	0.82932	0.8670847	0.90680015	0.86816776	0.88779795	0.8916676	0.84637207	0.8111126	0.92233574	0.88506025	0.85520315	0.87825274	0.9166825	0.93166995	0.8932859	0.8276201	0.78979063	0.90590566	0.86143064	0.9175573	0.8437285	0.88562703	0.7597331	0.8937257	0.83896685	0.79242265	0.865595	0.80180895	0.89483064	0.7879806	0.93567175	0.84176475	0.849741	0.82706875	0.88373715	0.86297965	0.88168603	0.88498044	0.9183161	0.0	0.8581224	0.8613975	0.8910053	0.8679443	0.8675059	0.8682478	0.89838207	0.8737061	0.8223051	0.840372	0.9076184	0.85365784	0.88343006	0.72193843	0.83287346	0.782653	0.8790738	0.86595005	0.83639634	0.87533426	0.8939151	0.922064	0.9089976	0.8738246	0.8416561	0.7767689	0.900246	0.84876895	0.893571	0.7692251	0.85533416	0.8903395	0.91255313	0.93733335	0.8626081	0.8995485	0.8644963	0.87994754	0.7025988	0.8326648	0.7389808	0.876719	0.87211066	0.8864655	0.8467925	0.80692303	0.772571	0.9026344	0.68655133	0.8626982	0.87400365	0.9072503	0.827222	0.8624473	0.8947552
