	goud/noun	fabrikant/noun	vervanging/noun	diesel/noun	bier/noun	hoe/adj	middel/noun	nog/adv	bus/noun	hoofdzakelijk/adj	vlag/noun	pc/noun	amusement/noun	krediet/noun	medicijn/noun	BMW/name	alles/noun	effectbejag/noun	vrij/adj	internet/noun	techniek/noun	Kinepolis/name	oog/adj	vlees/noun	product/noun	vervoer/noun	om/comp	stuk/noun	woning/noun	type/noun	overigens/adv	arbeid/noun	versie/noun	factuur/noun	luchtvaart_maatschappij/noun	relatief/adj	mode/noun	te/comp	die/det	kop_DIM/noun	zo/adv	antibioticum/noun	extreem/adj	maaltijd/noun	model/noun	onderwijs/noun	dollar/noun	euro/noun	kleding/noun	en/vg	meestal/adv	vlucht/noun	ticket/noun	ding/noun	uitgave/noun	erg/adj	rommel/noun	hout_soort/noun	het/noun	grond/noun	elektriciteit/noun	kantoor_ruimte/noun	kool/noun	kwaliteit/noun	ze/pron	programma/noun	arbeid_kracht/noun	huisvuil_zak/noun	niet/adv	charme/noun	consument/noun	iets/noun	Gill/name	eten/noun	truc/noun	boek/verb	aandeel/noun	abonnement/noun	winkel/noun	trip/noun	tarief/noun	grafiek/noun	zo/adj	echt/adj	formule/noun	appartement/noun	bewering/noun	prijs/noun	populist/noun	genees_middel/noun	stroom/noun	vooral/adv	gerecht/noun	spul/noun	hotel/noun	merk/noun	mest/noun	tweewieler/noun	sperma/noun	pak_DIM/noun	leven_middel/noun	paraplu/noun	Konmar/name	productie/noun	flink/adj	alternatief/noun	lijn_dienst/noun	dat/det	wao/noun	huur_woning/noun	kamer/noun	bel/verb	inseminatie/noun	lening/noun	opvang/noun	spul_DIM/noun	bedrijf_investering/noun	merkelijk/adj	pin/verb	heel/adv	makelaar/noun	devaluatie/noun	strafschop/noun	Brussel/name	Unilever/name	rook/verb	inkoop/noun	reis/noun	rij_auto/verb	lekker/adj	juist/adv	uiteindelijk/adj	strafschop_doelpunt/noun	vaak/adj	technologie/noun	heruitgave/noun	permanent/adj	grondstof/noun	veel/adj	ster_restaurant/noun	telecom_aandeel/noun	maatschappij/noun	coke/noun	was_poeder/noun	wij/pron	rij_DIM_huis/noun	artikel/noun	bedrijf/noun	aanzienlijk/adj	ham/noun
kamer/noun	0.89334095	0.856186	0.8718132	0.8599263	0.8056122	0.9223789	0.8980024	0.8906229	0.8008047	0.83262014	0.83494484	0.79296434	0.8917808	0.88434756	0.88395935	0.83298576	0.851916	0.94426405	0.86039674	0.86840266	0.8917336	0.896104	0.77961606	0.88449425	0.88685215	0.8691216	0.85023123	0.80963707	0.5336857	0.81760645	0.8919856	0.9054743	0.86421275	0.86678135	0.91252136	0.8555244	0.88399154	0.82702214	0.85096776	0.7424692	0.8861066	0.9164426	0.8962809	0.7530712	0.8124691	0.9166878	0.931462	0.8973685	0.7367346	0.69922817	0.75460494	0.85390645	0.8733516	0.89826745	0.8863849	0.89523715	0.76901907	0.8584837	0.96531695	0.75871044	0.77327573	0.6195911	0.8499107	0.9086441	0.740358	0.8823013	0.88242555	0.8713182	0.92450815	0.8484944	0.91102946	0.8934144	0.90773505	0.76179624	0.88008034	0.9062725	0.9350558	0.8670775	0.62502724	0.8655814	0.88483393	0.86597013	0.903861	0.9101829	0.853106	0.4005164	0.9308747	0.8707057	0.9423392	0.9011348	0.8677727	0.9040327	0.85667264	0.70687145	0.49309164	0.8680936	0.8671015	0.8828587	0.8792802	0.77861875	0.86204016	0.80922973	0.9013974	0.8983393	0.8753699	0.8946465	0.920366	0.93778527	0.9055501	0.69521534	0.0	0.8553348	0.93665457	0.9032774	0.82723564	0.7887161	0.98351467	0.9305308	0.91209185	0.86444885	0.7915349	0.9616073	0.95951843	0.84766066	0.93751144	0.8559712	0.88908225	0.8469219	0.8867125	0.77763325	0.9194205	0.884552	0.96941626	0.83072853	0.88320005	0.9011705	0.7649344	0.8919098	0.8850825	0.8687719	0.9524444	0.8795341	0.8826603	0.900286	0.8885138	0.7622076	0.928801	0.89331526	0.8886314	0.8658131
bel/verb	0.95613325	0.8433559	0.8980108	0.9194981	0.9268551	0.89289635	0.9451619	0.8924971	0.80650157	0.89870715	0.93190706	0.82161313	0.9070787	0.8877679	0.9062405	0.8780062	0.9271772	0.9458779	0.93201554	0.758721	0.94406074	0.911652	0.89963347	0.94477004	0.916162	0.8658716	0.851779	0.9516184	0.89449096	0.8866331	0.89754164	0.946058	0.9378312	0.85681224	0.8982801	0.9378022	0.93793356	0.8790265	0.8726854	0.8895901	0.89396423	0.9187763	0.9373965	0.8571701	0.93493193	0.9624874	0.9601361	0.9369471	0.8864778	0.82672256	0.82145345	0.8404304	0.8217274	0.91069764	0.9453039	0.9181572	0.89923173	0.9727557	0.95378774	0.94720715	0.8724407	0.9090928	0.9393593	0.96294695	0.7756402	0.90265584	0.92939675	0.91578853	0.87640953	0.9333429	0.81139916	0.90929204	0.9009794	0.88673204	0.88435763	0.9275216	0.95012975	0.7682158	0.8834402	0.89444315	0.8270427	0.92219967	0.90665	0.8873693	0.91716176	0.87932384	0.8977464	0.9085418	0.9432115	0.9223117	0.84795773	0.91114247	0.9071441	0.8575206	0.8389497	0.9241545	0.935156	0.8902106	0.9134633	0.8642267	0.92513466	0.9096085	0.94130707	0.94204015	0.9428579	0.93508935	0.9278277	0.9293668	0.94240427	0.9358167	0.8553348	0.0	0.92114526	0.92664003	0.905977	0.8960506	0.97440314	0.92691535	0.84125525	0.9093828	0.7761425	0.9625307	0.9526557	0.8230084	0.92951447	0.8694904	0.8843088	0.86535716	0.84435326	0.87953025	0.9404244	0.90985227	0.97065663	0.82985944	0.90864694	0.9316393	0.8730469	0.9387658	0.9090909	0.93343127	0.96921283	0.9346451	0.90189624	0.9353732	0.84402	0.9387072	0.924624	0.9017327	0.93486935	0.9381445
inseminatie/noun	0.97680473	0.90597194	0.9107301	0.88920224	0.9364973	0.89745665	0.8504269	0.92728597	0.9340544	0.9113548	0.96526796	0.91008496	0.9142533	0.92526406	0.828464	0.9401825	0.9017594	0.9574003	0.8961157	0.87889695	0.85876274	0.95426106	0.94594723	0.90959966	0.86767405	0.8939083	0.8534484	0.9263698	0.9443177	0.91457593	0.87927866	0.8662466	0.9296288	0.9416196	0.93152976	0.91278964	0.91951865	0.8691436	0.8723146	0.95835036	0.8950084	0.8651957	0.9029199	0.92242026	0.8977168	0.9122758	0.9521571	0.95559794	0.9299435	0.8819543	0.8730328	0.935763	0.9391222	0.9106774	0.93839985	0.91514874	0.9449316	0.9286316	0.9291846	0.92972755	0.9170276	0.92261106	0.9439599	0.905072	0.88558114	0.93095815	0.895184	0.9193388	0.888377	0.9439108	0.8715074	0.91205525	0.93721056	0.9175228	0.87705934	0.9547707	0.9449353	0.93101746	0.94744956	0.93597007	0.9041494	0.94262844	0.9100779	0.91283923	0.8793695	0.9570508	0.9240968	0.920728	0.9575718	0.82713705	0.9207517	0.89798963	0.92753637	0.9138232	0.9516851	0.92342424	0.87353987	0.94629717	0.8240467	0.944045	0.9069789	0.9531932	0.9218018	0.9171917	0.9378568	0.8919866	0.9267783	0.8799718	0.90758336	0.9078677	0.93665457	0.92114526	0.0	0.95509934	0.8762344	0.93793386	0.9508084	0.9460544	0.93101007	0.88957053	0.91672486	0.9400675	0.96936727	0.9586313	0.91450846	0.8704684	0.9083072	0.9253998	0.9159098	0.9399563	0.8915758	0.8943782	0.97686744	0.85924375	0.86644423	0.9417676	0.9291855	0.9059523	0.8891747	0.97384965	0.95929515	0.89110893	0.9262562	0.9460156	0.8858309	0.9440244	0.9334721	0.8999755	0.9071862	0.935991
lening/noun	0.8773049	0.8113542	0.8214834	0.82014936	0.915507	0.93353534	0.7761663	0.8975563	0.94091094	0.81606144	0.9231983	0.8483732	0.9068667	0.3555907	0.7867289	0.8744906	0.90766597	0.9315429	0.88780403	0.84270406	0.875776	0.81681705	0.93728155	0.9020334	0.7691653	0.8128477	0.76044	0.8748418	0.83732486	0.8994684	0.81209946	0.7709057	0.8963418	0.67467105	0.71017	0.7431044	0.9481159	0.7502272	0.8015673	0.9238387	0.90623057	0.86921924	0.88264173	0.85641694	0.85383296	0.8184905	0.5865251	0.6163023	0.8937838	0.8643539	0.8314881	0.85548985	0.7978168	0.938389	0.6362949	0.9151999	0.91809493	0.91204274	0.9340622	0.8673663	0.80126786	0.83817875	0.9020829	0.86542064	0.8922123	0.8887926	0.81707233	0.80086577	0.87842053	0.9291704	0.7471899	0.9295792	0.9236758	0.9181903	0.8779854	0.79340684	0.56242347	0.69279623	0.8735301	0.8762009	0.63443017	0.86711013	0.93272036	0.9444915	0.8190259	0.87944824	0.8923607	0.7658254	0.95419025	0.7607856	0.8001312	0.84381115	0.9081056	0.8578537	0.8961853	0.85082424	0.85757077	0.93185616	0.8985422	0.89914095	0.87074107	0.90339637	0.8953689	0.78302974	0.8214638	0.8314653	0.8771394	0.85362154	0.8006909	0.7504427	0.9032774	0.92664003	0.95509934	0.0	0.7887711	0.9069676	0.8174647	0.8716494	0.85977703	0.929856	0.7444788	0.8034742	0.9055371	0.90652525	0.76103926	0.9330018	0.78016114	0.88581246	0.8881498	0.95730215	0.8658216	0.8561139	0.9651672	0.87857974	0.82637715	0.89799976	0.86121166	0.8015734	0.88267565	0.9091978	0.8556381	0.7924147	0.89590657	0.9227454	0.87165415	0.920178	0.9054195	0.5966462	0.7095142	0.9113841
opvang/noun	0.9716304	0.8636154	0.7694139	0.88776517	0.9348116	0.8972358	0.7073612	0.9003609	0.85527277	0.7689706	0.94685334	0.8580447	0.8523233	0.77110326	0.7522421	0.9246989	0.8921934	0.93101096	0.876301	0.8454437	0.8086989	0.9154178	0.9008077	0.9108408	0.8151575	0.63773537	0.7282934	0.9186196	0.78838795	0.8731252	0.84093034	0.69776636	0.90803057	0.8404157	0.84622246	0.8164923	0.9105549	0.7851946	0.8349795	0.91809654	0.8931728	0.83323324	0.878427	0.76543427	0.8584256	0.623013	0.899294	0.87936246	0.8288705	0.7422078	0.7679493	0.8249834	0.8849295	0.9061667	0.7559329	0.89064014	0.9115252	0.8927519	0.93670416	0.8775792	0.82246965	0.7720711	0.92288643	0.76929027	0.85748756	0.8445497	0.697262	0.8753682	0.87907284	0.9088205	0.8275158	0.9091293	0.9232167	0.8508461	0.89247346	0.94041246	0.90754485	0.8268708	0.87811744	0.859504	0.81542647	0.9117338	0.9109254	0.90025043	0.8346946	0.8376727	0.88887846	0.8861057	0.94940126	0.75242716	0.7862307	0.7461494	0.88125646	0.85969645	0.8372593	0.88582283	0.8519776	0.90278774	0.88621897	0.90816075	0.8334673	0.9104729	0.925329	0.79615694	0.8904319	0.7463371	0.8788516	0.8918565	0.775584	0.7228757	0.82723564	0.905977	0.8762344	0.7887711	0.0	0.8857939	0.9260895	0.8968881	0.90471876	0.86543345	0.82897025	0.90416634	0.96673006	0.88133526	0.9048292	0.8847595	0.8205664	0.85415095	0.8976473	0.9369073	0.80924	0.8821813	0.9807105	0.7455511	0.8034841	0.8999433	0.6812804	0.8446164	0.8311994	0.963526	0.953257	0.753836	0.888065	0.935659	0.8064474	0.9057687	0.9132561	0.7865129	0.7892365	0.9264805
spul_DIM/noun	0.84625816	0.829226	0.8841427	0.87448543	0.77079034	0.8859496	0.88180417	0.88016903	0.8539452	0.8427326	0.8489949	0.823254	0.8669456	0.9022287	0.8512364	0.86652553	0.809403	0.9437041	0.8990102	0.8423341	0.8650311	0.9231781	0.8203498	0.8023555	0.76976454	0.8971108	0.837706	0.790505	0.8419561	0.84093106	0.8910765	0.9013343	0.87505686	0.855501	0.90272343	0.8933606	0.82735187	0.8190409	0.8186309	0.7804829	0.836809	0.86436003	0.903587	0.81030744	0.81415564	0.9410111	0.8975499	0.8955052	0.6568911	0.7455555	0.8114828	0.89325297	0.8588414	0.772709	0.8715113	0.8584979	0.65791166	0.86826503	0.917183	0.8416837	0.86542284	0.8679018	0.82225597	0.91657156	0.7525251	0.88721204	0.904617	0.81216323	0.8945742	0.85451186	0.8506522	0.82991815	0.92630935	0.73622775	0.8390405	0.91736835	0.899156	0.8567234	0.7440343	0.84772897	0.932766	0.85376173	0.8850672	0.8608458	0.8726612	0.8345138	0.91699827	0.8830633	0.93473583	0.85850424	0.86752975	0.8633412	0.859945	0.4888069	0.8267715	0.8036536	0.83163625	0.84312826	0.8503272	0.7351119	0.76955247	0.7965318	0.90018165	0.88651407	0.8698131	0.8687602	0.9268634	0.89366865	0.92727005	0.86187303	0.7887161	0.8960506	0.93793386	0.9069676	0.8857939	0.0	0.96857697	0.9048966	0.88452935	0.83391917	0.8443404	0.95943576	0.9571439	0.9211803	0.9012645	0.9000421	0.8553886	0.84523976	0.88018024	0.7973585	0.89123434	0.9074197	0.97798157	0.83049387	0.87981105	0.89228505	0.8588785	0.8308581	0.84314716	0.91114557	0.9295826	0.9016899	0.84629697	0.83797926	0.8664122	0.85571223	0.8528119	0.8811174	0.9015187	0.8250408
bedrijf_investering/noun	0.9661077	0.87884253	0.90992135	0.8816039	0.9360542	0.9422764	0.9215462	0.93022764	0.96812594	0.8803293	0.97168577	0.88179773	0.94214267	0.8208106	0.90884537	0.91927785	0.95356	0.95382416	0.91753584	0.9060919	0.9049275	0.853864	0.96191335	0.9331377	0.8579396	0.89249784	0.8943397	0.93095577	0.9524549	0.9327344	0.876078	0.8204336	0.93651277	0.91305846	0.8665334	0.7997922	0.9549366	0.8731307	0.8755959	0.95730627	0.9132354	0.90836203	0.8580933	0.93440247	0.8981029	0.862654	0.78714716	0.8339628	0.94855326	0.8949473	0.9073987	0.9214198	0.97529584	0.967451	0.77047247	0.93373394	0.9457522	0.9582592	0.9487608	0.9533089	0.8870991	0.91547644	0.921115	0.86893034	0.9433414	0.9479836	0.8201401	0.91438437	0.94105774	0.95086175	0.7816945	0.9334449	0.95956594	0.9729279	0.9387263	0.8325208	0.78073126	0.92959833	0.9684474	0.9553478	0.8266529	0.89977574	0.9337713	0.9447661	0.93525136	0.9705543	0.92094016	0.83994085	0.935611	0.86567444	0.8378699	0.8166882	0.95302755	0.95029116	0.9668732	0.90523064	0.9083413	0.95091987	0.93047553	0.9648215	0.9015008	0.95471334	0.9526143	0.77743	0.7994398	0.9290414	0.9005651	0.8717474	0.87358725	0.8827783	0.98351467	0.97440314	0.9508084	0.8174647	0.9260895	0.96857697	0.0	0.8722799	0.9467822	0.9228013	0.9231192	0.7845018	0.96193993	0.948566	0.77581894	0.94289887	0.8835348	0.97209036	0.91431016	0.97170323	0.8267398	0.9257856	0.9568414	0.9285102	0.82887113	0.9403947	0.93284094	0.8523206	0.8939189	0.9657601	0.8163278	0.85973805	0.93290764	0.95370996	0.9132503	0.9734303	0.95751065	0.81172985	0.7561563	0.964148
merkelijk/adj	0.9419888	0.8960276	0.92697185	0.83862287	0.8885996	0.893067	0.90367246	0.86771953	0.902485	0.8575702	0.95958227	0.88342583	0.916379	0.8730875	0.87882763	0.89489746	0.91616154	0.92913	0.8422434	0.8916646	0.85811377	0.89725876	0.90315765	0.9011034	0.85586715	0.8394807	0.8667627	0.85873604	0.89644736	0.88335156	0.87595695	0.8596977	0.90390587	0.87497365	0.90485775	0.7153919	0.94202214	0.88567555	0.8745308	0.9093808	0.8559766	0.8876512	0.8493759	0.8820862	0.8856866	0.8688681	0.8547225	0.85721	0.90540105	0.8183433	0.8392672	0.8899701	0.935684	0.9317749	0.8591304	0.8343114	0.918854	0.94129807	0.95836043	0.9144584	0.8536397	0.91048706	0.9040104	0.8397607	0.89133185	0.91349435	0.85970247	0.8583231	0.91264474	0.91330945	0.8406774	0.8827485	0.92482615	0.8931843	0.9284201	0.89785784	0.84641844	0.89320564	0.9025966	0.9181248	0.8284512	0.90501404	0.8759777	0.8941992	0.9133037	0.9359032	0.9349523	0.81641215	0.93252885	0.85947746	0.8599583	0.8040265	0.9076444	0.9002706	0.92846876	0.89376605	0.9025331	0.9016814	0.90475285	0.9098039	0.84932685	0.9140121	0.90251786	0.86029917	0.7879572	0.89958906	0.9142227	0.8984718	0.89504856	0.8755164	0.9305308	0.92691535	0.9460544	0.8716494	0.8968881	0.9048966	0.8722799	0.0	0.90847504	0.8263328	0.89324504	0.89692265	0.90788984	0.94068646	0.86972034	0.90353185	0.8879727	0.92674047	0.8711641	0.86722666	0.8599957	0.8842077	0.93053234	0.85366553	0.8574888	0.94182175	0.9017457	0.8723713	0.76803356	0.9504614	0.84059554	0.89815253	0.9157578	0.8988737	0.87760717	0.9307171	0.94430244	0.853747	0.7086632	0.9317273
pin/verb	0.9033885	0.8329128	0.8661893	0.8769159	0.8716865	0.8768967	0.8972567	0.87256116	0.8865167	0.8819681	0.91386384	0.86284006	0.90003526	0.8532016	0.8911183	0.88371694	0.8810406	0.9220232	0.874703	0.8546968	0.88028824	0.90685016	0.89215344	0.88570875	0.8401618	0.85807204	0.81402373	0.88344574	0.90192354	0.8645135	0.8561448	0.864913	0.91120136	0.8422277	0.8669162	0.86766934	0.8960215	0.82127374	0.8330161	0.86435604	0.85429585	0.90128696	0.8939458	0.8584242	0.86233073	0.9243939	0.87394154	0.84002024	0.8190178	0.8337946	0.8132865	0.87405825	0.8547023	0.87085277	0.867288	0.8747856	0.86437935	0.92940474	0.8869364	0.88528496	0.8782227	0.90741765	0.9045812	0.8977426	0.824526	0.9148879	0.878434	0.8546697	0.87342465	0.8927758	0.7922385	0.9056008	0.93182516	0.8664416	0.8423692	0.89745915	0.9003119	0.8194027	0.8166815	0.8850738	0.8249294	0.90455884	0.9043001	0.88544565	0.847735	0.9083134	0.88526326	0.87739164	0.93438286	0.87989247	0.84214854	0.8552276	0.85934347	0.8227087	0.88557947	0.86363924	0.8991233	0.8721489	0.905753	0.8085168	0.8569022	0.8680645	0.8542603	0.8936693	0.85166585	0.89285266	0.9082242	0.8502057	0.9162056	0.89703673	0.91209185	0.84125525	0.93101007	0.85977703	0.90471876	0.88452935	0.9467822	0.90847504	0.0	0.8652414	0.848084	0.90953135	0.9320515	0.91963726	0.89938444	0.89770633	0.87691563	0.8633228	0.8262134	0.8786816	0.875336	0.88259685	0.95989	0.8199935	0.9015421	0.94378436	0.8894606	0.895003	0.8736608	0.9150255	0.92452204	0.88695085	0.8822105	0.887205	0.85714436	0.920936	0.9200155	0.86401594	0.855985	0.8971211
heel/adv	0.9176012	0.8867885	0.87342834	0.8671681	0.8417685	0.5597312	0.85882044	0.73632604	0.9293229	0.8297746	0.91949934	0.8655614	0.76960385	0.89936465	0.88327867	0.9007695	0.74762017	0.84782493	0.6938218	0.87624353	0.73631006	0.89978087	0.7250537	0.86248714	0.84566367	0.87451375	0.7605093	0.6894707	0.91386193	0.70660746	0.7230656	0.824744	0.7999598	0.8995313	0.92884725	0.7195525	0.78562903	0.8242273	0.7274215	0.79331416	0.41658944	0.8533751	0.68070054	0.81049573	0.7914835	0.88654315	0.94966763	0.95279306	0.7733644	0.6866943	0.65671444	0.92160785	0.94899887	0.59194094	0.8884771	0.3340757	0.8556806	0.82740235	0.7021896	0.89638543	0.9200219	0.8857354	0.86184937	0.8154568	0.66429937	0.8072319	0.8567903	0.9336167	0.7411294	0.76149786	0.78390276	0.59096944	0.9215893	0.78788745	0.79742706	0.8973713	0.9401769	0.915111	0.8771574	0.787462	0.89790887	0.850144	0.5374389	0.63432825	0.7718947	0.90845895	0.8564867	0.8896105	0.851169	0.880042	0.869365	0.63834614	0.8403797	0.8217163	0.8741081	0.83773124	0.86455107	0.86727494	0.886262	0.8412373	0.8958579	0.84302634	0.9056747	0.86637586	0.83887416	0.80011207	0.9282783	0.6746124	0.8913656	0.90441597	0.86444885	0.9093828	0.88957053	0.929856	0.86543345	0.83391917	0.9228013	0.8263328	0.8652414	0.0	0.8550991	0.89926744	0.92756015	0.9436618	0.8866046	0.84541404	0.8855377	0.83076185	0.76305556	0.6794032	0.66648245	0.86894405	0.9526389	0.64722013	0.81640077	0.8811285	0.8886374	0.8515878	0.42888707	0.92696905	0.9033819	0.8478937	0.8796921	0.92815584	0.68064976	0.86074126	0.9018496	0.9048377	0.81277806	0.86712736
makelaar/noun	0.85802054	0.71181744	0.8640808	0.86338246	0.8661384	0.8605021	0.8494941	0.86928755	0.87153685	0.7860772	0.86419624	0.7834263	0.86111885	0.75154775	0.83426595	0.8139094	0.84947085	0.8942975	0.85155034	0.7367184	0.8479175	0.83081585	0.8286128	0.8766265	0.756137	0.8436413	0.7513525	0.8563635	0.75493395	0.81230295	0.75862	0.8211376	0.8639248	0.7397377	0.739359	0.8260333	0.86553127	0.7326561	0.7835022	0.84676313	0.81038964	0.86935383	0.85215944	0.8310635	0.7719334	0.88465273	0.82130253	0.8353133	0.7984407	0.74397457	0.7510222	0.8730613	0.8326935	0.8625039	0.841998	0.85954034	0.8546189	0.9119607	0.92327976	0.8239437	0.8124462	0.76692235	0.8780367	0.8491991	0.7423656	0.87729424	0.82177085	0.85800785	0.8333081	0.8503812	0.72818285	0.8839273	0.8613146	0.8783338	0.80416775	0.9041523	0.7778074	0.7717529	0.73766524	0.8728722	0.72410274	0.8479928	0.8722501	0.8746821	0.7753411	0.74285316	0.8290765	0.7748646	0.8756317	0.79728365	0.8060099	0.8149378	0.81061584	0.77972627	0.76982635	0.7651885	0.8874036	0.88423	0.8915038	0.80635506	0.82398623	0.81675434	0.8710009	0.838387	0.8537276	0.8608415	0.89803576	0.84327334	0.8502001	0.76935905	0.7915349	0.7761425	0.91672486	0.7444788	0.82897025	0.8443404	0.9231192	0.89324504	0.848084	0.8550991	0.0	0.90863466	0.9237697	0.8811762	0.7916651	0.9030309	0.813056	0.87553364	0.8886779	0.8887607	0.8310534	0.8315555	0.97513014	0.75703466	0.8143673	0.9085711	0.821512	0.83344436	0.84239066	0.9237336	0.8800032	0.78606176	0.8827552	0.9026928	0.77983534	0.83456165	0.8542216	0.6743089	0.8208949	0.8925489
devaluatie/noun	0.9055507	0.8820494	0.86921495	0.88635564	0.9351565	0.91049594	0.88653123	0.9044051	0.9501473	0.84833395	0.8866892	0.9273369	0.9146564	0.8150486	0.8980627	0.90888476	0.9283401	0.92947316	0.8834407	0.9181843	0.9125165	0.86690414	0.92897445	0.92206967	0.87263966	0.8873083	0.8534201	0.9316423	0.94409657	0.9216605	0.8214916	0.84863394	0.9022565	0.87532616	0.7818778	0.81687397	0.9381578	0.828621	0.84179306	0.93968356	0.8943237	0.89449877	0.8229133	0.9294667	0.8809699	0.87985265	0.7762863	0.8380244	0.9351182	0.8757309	0.878192	0.86956954	0.94178414	0.9288215	0.8279261	0.90173197	0.92142016	0.9500544	0.92277354	0.9232956	0.8933851	0.9210869	0.907292	0.8976042	0.90700144	0.9396737	0.8236822	0.89139754	0.87207854	0.9151866	0.8109931	0.9114227	0.94531965	0.93844944	0.9102236	0.85888207	0.80104053	0.91313016	0.9230851	0.8863378	0.80829424	0.9060463	0.9074968	0.9023726	0.8993889	0.95409614	0.87971544	0.82080376	0.9154059	0.8791727	0.84185886	0.8053628	0.9083385	0.9393849	0.9278415	0.8985356	0.88768435	0.94101906	0.9163451	0.94107854	0.890469	0.9234226	0.908908	0.8243779	0.8295751	0.90419954	0.92474437	0.816057	0.85473263	0.88981783	0.9616073	0.9625307	0.9400675	0.8034742	0.90416634	0.95943576	0.7845018	0.89692265	0.90953135	0.89926744	0.90863466	0.0	0.9377502	0.8959066	0.8375614	0.9029772	0.8850981	0.9204654	0.89220303	0.96659774	0.8272418	0.88231623	0.95554566	0.8720275	0.87532365	0.9329029	0.8912335	0.842434	0.84237516	0.940759	0.8414749	0.81375444	0.90838176	0.95758957	0.88826555	0.9542997	0.9430645	0.81783575	0.79616714	0.9514447
strafschop/noun	0.86712646	0.93999773	0.8782414	0.9437849	0.95059294	0.9590866	0.931224	0.8671008	0.9384169	0.94279736	0.9229337	0.9465577	0.94799703	0.88509804	0.9303108	0.9316583	0.93348026	0.9218025	0.838447	0.96307814	0.950161	0.93537676	0.8909764	0.95996714	0.9552419	0.9604533	0.8998071	0.9456882	0.9508037	0.9473772	0.8727108	0.91434604	0.95799255	0.9294068	0.9380457	0.92850065	0.97267234	0.8456334	0.8466491	0.90672433	0.91604364	0.9368686	0.94207275	0.94347894	0.9692194	0.9648468	0.9167113	0.9262191	0.9624433	0.90454555	0.89678866	0.9111116	0.88821477	0.9376389	0.9285264	0.9264577	0.9484486	0.96008307	0.92954296	0.89100873	0.93898946	0.960961	0.94724053	0.9452588	0.8903726	0.96683455	0.94155854	0.9287054	0.88388467	0.9205183	0.9358381	0.9279859	0.93488955	0.94880044	0.9246196	0.93635476	0.90600276	0.91996	0.9726426	0.8899118	0.943125	0.9460618	0.96221733	0.9377428	0.95324296	0.9656878	0.9111039	0.93179077	0.91961145	0.93873507	0.9274777	0.9218904	0.94032973	0.9344249	0.9640485	0.95355797	0.9572784	0.9490935	0.9717617	0.9234152	0.9560521	0.95191705	0.9282767	0.9583317	0.89610076	0.9607664	0.9550441	0.89397085	0.9094767	0.92849296	0.95951843	0.9526557	0.96936727	0.9055371	0.96673006	0.9571439	0.96193993	0.90788984	0.9320515	0.92756015	0.9237697	0.9377502	0.0	0.97366375	0.92315525	0.94249946	0.9694069	0.95672727	0.94225645	0.9417422	0.9305945	0.7622675	0.612587	0.8838388	0.9519956	0.93971574	0.9515794	0.94341534	0.9040878	0.97574	0.9286566	0.9565301	0.94216484	0.9871497	0.8400378	0.9691224	0.9430936	0.950221	0.93681693	0.9513164
Brussel/name	0.9262547	0.8973074	0.9029156	0.9140724	0.9359274	0.96991575	0.9030535	0.9306845	0.78983575	0.82014054	0.87647307	0.8961134	0.8973905	0.89497966	0.92907876	0.8638175	0.94577724	0.9620542	0.9254423	0.8398114	0.9404996	0.8278355	0.9355258	0.95110023	0.90328264	0.79603696	0.85194886	0.92747253	0.88403845	0.92535806	0.8828711	0.9120862	0.8980206	0.8602122	0.7764369	0.91079843	0.8741449	0.8533118	0.90639514	0.9342284	0.95326483	0.95184517	0.9301177	0.8855324	0.9087192	0.86378074	0.92254275	0.8964424	0.91139513	0.82637584	0.9093011	0.8155849	0.82802796	0.9747513	0.89544374	0.9684824	0.9361226	0.9603607	0.9829771	0.93457377	0.89205086	0.88084215	0.9316088	0.9317287	0.87945294	0.8530143	0.8876513	0.9237056	0.96262515	0.9046752	0.9208669	0.9523406	0.94523907	0.92828894	0.92282903	0.8939961	0.88526356	0.8446462	0.83929414	0.84786737	0.88056153	0.8844093	0.9445952	0.9421545	0.899181	0.8731717	0.9142762	0.89575404	0.9335843	0.9064903	0.89273643	0.8832625	0.8675278	0.9014902	0.76041144	0.89761364	0.92855847	0.91188407	0.94419694	0.9165503	0.93559647	0.917315	0.9379997	0.8781556	0.92102	0.87049025	0.8514648	0.9531121	0.910317	0.89182514	0.84766066	0.8230084	0.9586313	0.90652525	0.88133526	0.9211803	0.948566	0.94068646	0.91963726	0.9436618	0.8811762	0.8959066	0.97366375	0.0	0.8904778	0.9336344	0.90737796	0.8555573	0.9155647	0.958246	0.9193383	0.8801439	0.98286635	0.90111196	0.9098914	0.906258	0.803501	0.9269384	0.9246812	0.9289974	0.9328946	0.83291346	0.9327416	0.9491724	0.9031069	0.934672	0.9181952	0.8302474	0.8890951	0.9585503
