	eind/adv	verhouding/noun	evengoed/adv	dan/adv	daarom/pp	nog/adv	uzelf/pron	daar/adv	gips/noun	mentaal/adj	wel/adv	binnen/adv	ziel/noun	voor/comp	verschrikkelijk/adj	maar/adv	behoorlijk/adj	ertegen/pp	twijfel/noun	net/adv	om/comp	bijna/adv	Amsterdammer/noun	al/adv	overigens/adv	Chris/name	kind/noun	sinds/comp	lucht/noun	tegenslag/noun	alleen/adv	weekend/noun	zo/adv	eenmaal/noun	amper/adv	snel/adj	plots/adj	meestal/adv	hitte/noun	andapos;s/adv	simpelweg/adv	anders/adj	bloem/noun	Lelièvre/name	makkelijk/adj	's/adv	ze/pron	wereld_DIM/noun	niet/adv	stank/noun	zeeman/noun	tijdens/prep	weer/adv	bovendien/adv	als/comp	thuis/adv	tot/adv	student/noun	toch/adv	karakter/noun	men/pron	soms/adv	haar/pron	intussen/adv	zich/pron	golfplaat/noun	door/prep	Verhaegen/name	Schneider/name	zodra/comp	pupil/noun	verdriet/noun	ik/pron	geur/noun	tegen/prep	kaas/noun	gewoon/adj	dat/det	werk/noun	pijn/noun	hier/adv	mij/pron	toen/comp	zonder/prep	hen/pron	hij/pron	we/pron	even/adj	zodat/comp	me/pron	provincie_raad_lid/noun	evenwel/adv	wanneer/comp	dag/noun	huid/noun	concurrentie/noun	leven/noun	volgens/prep	blijkbaar/adj	week/noun	vaak/adj	wat/pron	beetje/noun	eerst/adv	zolang/comp	Ronaldo/name	wieler_sport/noun	spier_pijn/noun	beton/noun	nauwelijks/adv	Lance/name	hem/pron	angst/noun	ondanks/prep	speler/noun	er/adv
golfplaat/noun	0.9268258	0.9469962	0.89499146	0.9071031	0.93474334	0.9191614	0.9194597	0.84434533	0.8238384	0.94956434	0.94865054	0.73862666	0.8947566	0.8852254	0.91324854	0.9208116	0.89614254	0.9365307	0.9504442	0.9203559	0.9055755	0.8918917	0.92053884	0.93465304	0.920271	0.95102423	0.9400056	0.9262401	0.82939965	0.9400608	0.88412553	0.92100334	0.90851074	0.8883427	0.902054	0.90546745	0.84113336	0.8383249	0.79948044	0.87174714	0.87397814	0.9557718	0.82806885	0.9663572	0.90827304	0.87670255	0.85838777	0.9184132	0.9377249	0.8343288	0.89512557	0.9528157	0.8834942	0.87849724	0.9150193	0.89696777	0.9350256	0.9518701	0.92674255	0.91389596	0.91040677	0.8517987	0.8986876	0.89537823	0.9255971	0.0	0.8351062	0.9435856	0.942862	0.86896175	0.91445637	0.915171	0.93977284	0.85698986	0.9128167	0.8738482	0.8870604	0.93603176	0.9336642	0.9365932	0.86028373	0.93330276	0.8899219	0.8936611	0.9275607	0.90332234	0.9378048	0.90519726	0.7738178	0.9294249	0.9670664	0.9064288	0.8756287	0.91577524	0.7854568	0.9439121	0.93592715	0.95084786	0.9270758	0.9571599	0.8946562	0.93248254	0.90289134	0.86815715	0.9286275	0.94427633	0.94582033	0.94313043	0.6328814	0.91172016	0.9575733	0.9242054	0.9336127	0.92164403	0.95435625	0.8868662
door/prep	0.8367398	0.79996395	0.7607726	0.8640163	0.7900731	0.91253054	0.8418521	0.8230981	0.85387176	0.7964711	0.91255116	0.7937299	0.79727584	0.8010948	0.7602891	0.8913282	0.77046764	0.8220446	0.82251465	0.8322787	0.7613895	0.83646476	0.79184335	0.859898	0.7630533	0.8064281	0.78526866	0.7055431	0.75976765	0.7448982	0.7674278	0.8474496	0.8371403	0.7672892	0.8591	0.7630706	0.6955161	0.725258	0.672995	0.7906046	0.74777746	0.9130677	0.81641114	0.861673	0.8297242	0.82538474	0.73898596	0.8316933	0.8538664	0.7459221	0.7672596	0.7555518	0.8206342	0.68427646	0.81817764	0.85793173	0.71120334	0.79087275	0.8846099	0.80247283	0.8577311	0.73272127	0.68216306	0.7477797	0.7926098	0.8351062	0.0	0.83961535	0.7989725	0.7093948	0.80245	0.77468807	0.9003327	0.7699541	0.73336977	0.87011504	0.8585998	0.8470887	0.79867524	0.8135717	0.84794766	0.8440896	0.6919215	0.7830385	0.66148174	0.7277864	0.8889766	0.83899033	0.67714953	0.818951	0.8682986	0.7427793	0.7070024	0.8382431	0.7643793	0.7707846	0.82771957	0.7035905	0.79206645	0.82417744	0.70908386	0.89159876	0.8458979	0.7648225	0.7440093	0.78547484	0.81484056	0.85218805	0.7482761	0.78302324	0.81387043	0.6584389	0.66807824	0.6681436	0.8309114	0.83927906
Verhaegen/name	0.8806287	0.917585	0.8580696	0.8541514	0.837149	0.8334288	0.8948686	0.87107	0.88801616	0.8938981	0.8662492	0.8782514	0.8982919	0.8571104	0.89426416	0.8785123	0.864404	0.91654354	0.9303638	0.8314065	0.85427547	0.91583455	0.83374643	0.8632395	0.85592484	0.7236831	0.9239252	0.8820553	0.9041908	0.8667305	0.872386	0.83251476	0.8674719	0.84457904	0.85988164	0.8242999	0.80254966	0.8793678	0.8786016	0.9015884	0.8814901	0.92541325	0.89575005	0.9367566	0.86645746	0.9130314	0.8184023	0.9127778	0.8646827	0.9179969	0.9083821	0.8796273	0.8566007	0.84864634	0.8511001	0.88200015	0.8732433	0.88968503	0.82642066	0.9032747	0.8435782	0.86344755	0.8566357	0.81758016	0.8835474	0.9435856	0.83961535	0.0	0.8520472	0.8382038	0.8320386	0.8951974	0.82595116	0.9155752	0.8465039	0.93799603	0.89068264	0.8988551	0.88656026	0.9044953	0.90082586	0.860168	0.7954054	0.86372334	0.85389954	0.7448583	0.80736566	0.80113685	0.82148206	0.85889566	0.8663901	0.786544	0.81377226	0.8984988	0.91724455	0.8899846	0.90111893	0.90641004	0.8473183	0.855517	0.8922999	0.9031961	0.8616629	0.8113158	0.88037324	0.78316367	0.87238353	0.94428146	0.8956964	0.89486206	0.77989113	0.81890094	0.9181682	0.8586749	0.8100233	0.88585943
Schneider/name	0.87435484	0.8903054	0.8189428	0.8572043	0.84858686	0.8782401	0.87724173	0.87457424	0.9367371	0.90890896	0.8665272	0.8900865	0.8601116	0.84777015	0.8801626	0.89070225	0.84697616	0.89897025	0.89328986	0.84678704	0.8610013	0.86883605	0.8410517	0.88066816	0.8074421	0.7143959	0.9014221	0.79543215	0.9168077	0.844854	0.8813096	0.8788551	0.85575825	0.84673375	0.8881814	0.8776118	0.84932816	0.84147966	0.9156719	0.90485185	0.85876554	0.9105987	0.89628196	0.89368814	0.8655001	0.90820736	0.8083445	0.86957306	0.8796511	0.9308439	0.8721391	0.8815628	0.8634702	0.83951044	0.84138626	0.87350404	0.8389874	0.88800377	0.84510255	0.8642163	0.85297984	0.8257322	0.8307114	0.817085	0.86525005	0.942862	0.7989725	0.8520472	0.0	0.825643	0.84864664	0.82803214	0.8435595	0.91400206	0.87387735	0.9088476	0.88571393	0.87191105	0.8804698	0.8924004	0.87074095	0.85478216	0.8090719	0.8748086	0.8692233	0.71881187	0.8625889	0.83888984	0.8551497	0.86988425	0.90399736	0.831087	0.8198775	0.9003786	0.8930633	0.8812372	0.8738998	0.85270566	0.87347186	0.87076	0.83354753	0.8916679	0.8785623	0.8392131	0.86698174	0.80181843	0.8735954	0.93668085	0.90798956	0.8669094	0.82072824	0.8253758	0.8799814	0.85304224	0.8749077	0.90333796
zodra/comp	0.69350815	0.82675415	0.7380654	0.5834034	0.73812985	0.7445507	0.82385045	0.6788957	0.8354695	0.815483	0.77710384	0.7324298	0.7922342	0.46041638	0.78554946	0.76856196	0.7546496	0.81884557	0.84298277	0.7378174	0.64176226	0.76862454	0.7967148	0.74606824	0.7797835	0.9011823	0.825742	0.66837656	0.7190971	0.8104394	0.7316073	0.8091362	0.7905634	0.51882374	0.7651992	0.5932143	0.5602126	0.67278767	0.6994922	0.7026632	0.69322467	0.834112	0.78914577	0.84906876	0.7028729	0.6952777	0.60372615	0.8203504	0.73466593	0.7553247	0.82838094	0.82902217	0.5798705	0.6660719	0.48036838	0.80833507	0.7562114	0.84409535	0.7529127	0.84409547	0.72717774	0.704618	0.739609	0.6073444	0.7970586	0.86896175	0.7093948	0.8382038	0.825643	0.0	0.8118788	0.81904876	0.7443125	0.7404916	0.7966962	0.8363589	0.7136622	0.7878669	0.83843887	0.78452367	0.71392775	0.8158095	0.5742809	0.65111756	0.72344184	0.6607826	0.73169696	0.67277026	0.50475705	0.80677843	0.892684	0.69719684	0.38334936	0.7534268	0.7280005	0.82624036	0.84863204	0.81060654	0.7322368	0.7529983	0.71695864	0.8229736	0.78447235	0.6415539	0.58528817	0.8002251	0.8336639	0.8504727	0.7560614	0.7133101	0.8234646	0.7432717	0.7680969	0.79652524	0.82464874	0.67843556
pupil/noun	0.8994204	0.8551005	0.82712567	0.82319456	0.81043655	0.84047306	0.8322253	0.8437513	0.8800641	0.7881536	0.8532216	0.8532872	0.8537451	0.85378426	0.8543531	0.8345686	0.81770724	0.9000468	0.88926685	0.8508781	0.79593027	0.8795318	0.78023165	0.84483564	0.8297293	0.8568938	0.788125	0.83914363	0.8756577	0.8378451	0.8103392	0.8293743	0.8134903	0.7919697	0.8285096	0.8331805	0.82735634	0.8161733	0.84794176	0.83716345	0.8267625	0.88353753	0.8715226	0.91070944	0.871295	0.83670205	0.7204423	0.8737627	0.8476055	0.9051038	0.8628477	0.83079904	0.81531405	0.8016988	0.8175459	0.8548842	0.81726253	0.8094889	0.82527995	0.85810506	0.8046947	0.7960981	0.7305644	0.8148348	0.8665915	0.91445637	0.80245	0.8320386	0.84864664	0.8118788	0.0	0.8551711	0.7836645	0.87347555	0.84961474	0.9162017	0.8529349	0.8753715	0.88780725	0.86286527	0.8563033	0.7850005	0.835127	0.85097885	0.73837864	0.69488454	0.7990331	0.81956744	0.7961062	0.786905	0.9379934	0.82870805	0.7838164	0.866122	0.8532164	0.8431312	0.87800467	0.9068237	0.841309	0.85395247	0.7901794	0.87028015	0.8387972	0.83828026	0.84992087	0.76242733	0.82478195	0.89184207	0.88652724	0.8204314	0.78222626	0.7418942	0.8671466	0.8374409	0.71787477	0.88520604
verdriet/noun	0.94183356	0.84790456	0.7568294	0.8177417	0.840734	0.8556766	0.8272054	0.85123736	0.9113732	0.8053754	0.86457944	0.87633556	0.6818306	0.84713703	0.68661296	0.8270053	0.82623875	0.8712028	0.70561975	0.8728776	0.8507985	0.82252175	0.8177744	0.87027365	0.8338901	0.90622973	0.77487475	0.8405371	0.86112916	0.7103534	0.769507	0.92872685	0.7939878	0.8355496	0.8665761	0.86427426	0.77048975	0.7554904	0.7635407	0.8877734	0.80794823	0.8842919	0.83341384	0.9194224	0.85332686	0.8929516	0.72568166	0.8610933	0.8465737	0.7861284	0.78682804	0.89730024	0.82988966	0.8284967	0.78616047	0.85650474	0.8620806	0.90844977	0.7914276	0.8170991	0.8256738	0.6441821	0.7438507	0.8239431	0.85149324	0.915171	0.77468807	0.8951974	0.82803214	0.81904876	0.8551711	0.0	0.7712084	0.78392303	0.8838748	0.89921033	0.8548279	0.8063083	0.8969286	0.52416384	0.8094959	0.77104884	0.7890786	0.81278425	0.8017956	0.7540188	0.8528625	0.81827086	0.8484195	0.80784893	0.95575446	0.7972782	0.7010358	0.86886823	0.8208551	0.889146	0.715777	0.9215563	0.7757476	0.915955	0.6987708	0.82170194	0.7683134	0.8866048	0.8240289	0.8491427	0.8494361	0.8841445	0.8516453	0.8004711	0.85180515	0.79735017	0.4778496	0.777776	0.89542407	0.83420527
ik/pron	0.9167102	0.92534155	0.7713798	0.45233655	0.62712955	0.6575822	0.7267337	0.6542164	0.8939362	0.81007636	0.47620225	0.8479618	0.81253606	0.69706106	0.61171955	0.5524212	0.7289927	0.86920434	0.89122987	0.7643163	0.7324041	0.8632538	0.7529908	0.72786975	0.77253795	0.87908995	0.7328422	0.82759184	0.9096672	0.78831756	0.7203157	0.8535406	0.6030623	0.7311752	0.7925967	0.765187	0.73176396	0.72261	0.8285072	0.76694345	0.7568817	0.6748141	0.8829829	0.8591143	0.7643683	0.7440524	0.32746673	0.7709413	0.5474159	0.85050726	0.8611416	0.8832812	0.67770964	0.7666663	0.48657817	0.6992761	0.86615133	0.8224299	0.44839782	0.89152586	0.5041002	0.6013591	0.60188806	0.76059556	0.773041	0.93977284	0.9003327	0.82595116	0.8435595	0.7443125	0.7836645	0.7712084	0.0	0.8463534	0.9202504	0.89995784	0.55098176	0.6448206	0.8611093	0.72704536	0.61369705	0.47428882	0.6899015	0.8388701	0.7136344	0.38742977	0.3942536	0.6125529	0.824047	0.45437145	0.93195206	0.78104234	0.60994124	0.79062885	0.8736538	0.86474025	0.7792753	0.9627635	0.60812664	0.83962727	0.6780312	0.58849233	0.55833524	0.70425284	0.7793106	0.79191965	0.8216903	0.82183707	0.9076335	0.7530875	0.74004287	0.62142366	0.80813444	0.88130426	0.73464006	0.7675512
geur/noun	0.94100106	0.8612586	0.77518624	0.84672517	0.8552308	0.8673253	0.8728288	0.80664456	0.8265774	0.8720724	0.8668371	0.7347996	0.7618992	0.8374808	0.80515516	0.84368575	0.7998272	0.89178026	0.90448856	0.8560284	0.84050393	0.8792645	0.843788	0.90420353	0.85551685	0.94547886	0.878866	0.8762394	0.6384996	0.8732532	0.7600882	0.8906344	0.7754009	0.7813101	0.8651273	0.86054325	0.7667165	0.7103275	0.6539409	0.788901	0.807705	0.9078304	0.5997162	0.9233031	0.81154007	0.7925614	0.75657237	0.8338053	0.857136	0.5517382	0.83831596	0.91067976	0.8129665	0.78445506	0.8192754	0.84026736	0.87317216	0.8856949	0.8230118	0.7443654	0.8090159	0.6911865	0.80361634	0.8524585	0.8579482	0.85698986	0.7699541	0.9155752	0.91400206	0.7404916	0.87347555	0.78392303	0.8463534	0.0	0.9218045	0.59602195	0.7961503	0.85864806	0.8779769	0.8186064	0.7628188	0.8426014	0.8490226	0.80844283	0.8404545	0.8540654	0.88198715	0.78382736	0.7138328	0.83344936	0.9542303	0.83171624	0.73517597	0.85373527	0.65687144	0.89343166	0.81608367	0.9305745	0.784304	0.941106	0.774647	0.8532113	0.7462832	0.83669657	0.8346216	0.89533883	0.85516083	0.87229156	0.7253009	0.80881137	0.8853576	0.84701663	0.7822734	0.84668434	0.9117474	0.82041144
tegen/prep	0.87662894	0.87734544	0.8483156	0.88675886	0.82838285	0.86986625	0.9053636	0.9005737	0.9158095	0.8714775	0.92767024	0.85986584	0.906553	0.86820686	0.83707994	0.91991204	0.8678546	0.663517	0.8852019	0.86377937	0.7831004	0.9001671	0.80706775	0.85749376	0.8240403	0.9011132	0.9183631	0.769512	0.8864869	0.8535813	0.8486111	0.82141894	0.90061027	0.84432656	0.843929	0.86178064	0.8370328	0.8623905	0.835851	0.90763324	0.8376354	0.9418912	0.9236673	0.8944137	0.886693	0.9194224	0.8714688	0.9088531	0.90679353	0.8804744	0.90384233	0.79586315	0.88093626	0.82401097	0.840114	0.8677635	0.7480477	0.892383	0.88704884	0.8743057	0.8913089	0.86064076	0.8908171	0.8266027	0.8392954	0.9128167	0.73336977	0.8465039	0.87387735	0.7966962	0.84961474	0.8838748	0.9202504	0.9218045	0.0	0.9532397	0.88859767	0.92696553	0.9256338	0.8942958	0.9127995	0.921927	0.8167787	0.81346506	0.8393531	0.8330848	0.8366161	0.8843457	0.7978551	0.91874856	0.90270543	0.76067674	0.8289043	0.90082026	0.89968807	0.8751631	0.9303661	0.81873333	0.88260746	0.817732	0.83466613	0.9534064	0.91601187	0.84676564	0.72814155	0.80950415	0.9057387	0.91515934	0.8832001	0.8666083	0.85086834	0.855481	0.77154815	0.7112946	0.8225027	0.8901094
kaas/noun	0.95499253	0.91752785	0.80280584	0.85037786	0.897194	0.8818272	0.89744157	0.85689294	0.8250078	0.92691	0.8949361	0.7738291	0.88026834	0.85629344	0.9101338	0.834886	0.82023424	0.93145096	0.9487276	0.8762063	0.86714756	0.89113826	0.8873932	0.92760545	0.8886906	0.944854	0.90404296	0.9242465	0.7727379	0.90798545	0.81982344	0.9199191	0.8478657	0.8502048	0.87854075	0.88125277	0.87461	0.7419748	0.8554518	0.8061349	0.8385368	0.9376264	0.5286213	0.95741904	0.8504837	0.8064849	0.80246174	0.8943458	0.92203474	0.79679984	0.88294053	0.9448837	0.87623733	0.84312296	0.87547857	0.814384	0.909976	0.90845346	0.87723595	0.86073697	0.8455018	0.8128267	0.8945962	0.8534665	0.92073923	0.8738482	0.87011504	0.93799603	0.9088476	0.8363589	0.9162017	0.89921033	0.89995784	0.59602195	0.9532397	0.0	0.7553004	0.90511197	0.9119065	0.92689943	0.8104507	0.92790556	0.93672657	0.8523162	0.927612	0.91118723	0.88409793	0.82365364	0.7698363	0.9194071	0.9609979	0.90499914	0.85139966	0.8564769	0.72691566	0.91398704	0.9085908	0.94890785	0.88116705	0.9615132	0.86003125	0.9148215	0.7962518	0.82145405	0.8858681	0.92458993	0.8852147	0.94747853	0.76223147	0.8871973	0.91248524	0.91366935	0.92318344	0.9126274	0.92161775	0.88406277
gewoon/adj	0.9120865	0.89598143	0.7252675	0.53995097	0.74493283	0.7727845	0.8293743	0.67569196	0.8724203	0.8496936	0.66223794	0.7693189	0.8541183	0.7193978	0.70763457	0.59705806	0.7555083	0.8593462	0.9423974	0.758138	0.74286973	0.8470944	0.7820896	0.85429	0.8236335	0.928618	0.75921685	0.8537265	0.859707	0.85166967	0.6806638	0.8228034	0.67827344	0.7428969	0.808981	0.760442	0.75887245	0.64148664	0.81550896	0.6910732	0.62600744	0.7464187	0.8027542	0.9035464	0.71331215	0.6721576	0.55327207	0.819982	0.68453395	0.8204368	0.8642888	0.8806522	0.6818832	0.73703456	0.5473992	0.6534921	0.8781703	0.8243197	0.62890744	0.8866495	0.73305064	0.6594254	0.751153	0.7812437	0.86898464	0.8870604	0.8585998	0.89068264	0.88571393	0.7136622	0.8529349	0.8548279	0.55098176	0.7961503	0.88859767	0.7553004	0.0	0.7163594	0.85388184	0.8529287	0.60154164	0.7219081	0.82172745	0.7466868	0.78465205	0.7007779	0.6190661	0.6473899	0.70397186	0.734993	0.94223106	0.8330481	0.6710057	0.79067343	0.8225895	0.87448883	0.8107123	0.9147357	0.71565855	0.8777187	0.6690674	0.74395216	0.6493956	0.72370464	0.73819506	0.8288253	0.8672228	0.9004674	0.83489764	0.7738729	0.8563875	0.7783631	0.86600983	0.8846153	0.8350662	0.7838142
dat/det	0.90801877	0.7944674	0.7426871	0.6216778	0.6342263	0.7600225	0.7826396	0.83884513	0.92893684	0.8008059	0.5192745	0.9405287	0.8879656	0.832685	0.73945236	0.6497896	0.7300103	0.87601805	0.81792533	0.87198555	0.72230047	0.8188677	0.83846503	0.8278807	0.55943227	0.9354028	0.8791002	0.89327484	0.9311269	0.79742146	0.70917237	0.9228116	0.62415373	0.8339896	0.8414879	0.7919647	0.8455473	0.72773266	0.8483879	0.9219506	0.694852	0.7414379	0.9252046	0.8847801	0.7774788	0.935118	0.6866368	0.8259579	0.55433714	0.8498061	0.9108215	0.9413528	0.7995242	0.59143627	0.6028023	0.87672853	0.789359	0.8991448	0.5321194	0.8087786	0.6476586	0.6513168	0.758777	0.8009355	0.87139434	0.93603176	0.8470887	0.8988551	0.87191105	0.7878669	0.8753715	0.8063083	0.6448206	0.85864806	0.92696553	0.90511197	0.7163594	0.0	0.8551664	0.80785996	0.7462379	0.60293317	0.884367	0.8399895	0.74311936	0.7478186	0.6558119	0.79930115	0.78584886	0.68039715	0.9377557	0.6470683	0.6886823	0.9095079	0.88104224	0.81850255	0.7984166	0.75610507	0.6313828	0.90184337	0.69965506	0.51684004	0.70030177	0.8174485	0.69760656	0.87704563	0.7935827	0.8603348	0.8890192	0.71991324	0.8602435	0.7279359	0.78216463	0.82132584	0.8492899	0.77342325
werk/noun	0.82446814	0.84708184	0.8244338	0.87550986	0.80336016	0.8771894	0.8818343	0.8874583	0.90698713	0.8643321	0.8679319	0.9291569	0.8577297	0.865798	0.89590824	0.8850823	0.82764065	0.9001077	0.9185995	0.8882856	0.8239727	0.8636789	0.8632267	0.87898636	0.8207708	0.8705871	0.88081187	0.90119123	0.9272831	0.8749832	0.8525329	0.8800024	0.8354242	0.88291335	0.9083496	0.8872411	0.9046424	0.78049725	0.906684	0.8836458	0.8215188	0.9091786	0.8688235	0.92805755	0.8801522	0.91878295	0.8316581	0.8319422	0.8686685	0.90294105	0.8973784	0.8961468	0.88340783	0.77428204	0.86404455	0.8924647	0.8568152	0.82107294	0.87400794	0.76877713	0.8464643	0.7937685	0.8672892	0.82126534	0.87596405	0.9336642	0.79867524	0.88656026	0.8804698	0.83843887	0.88780725	0.8969286	0.8611093	0.8779769	0.9256338	0.9119065	0.85388184	0.8551664	0.0	0.9100104	0.85776174	0.8540372	0.9179447	0.86988664	0.847863	0.83369315	0.8392598	0.87535435	0.7752931	0.8695017	0.9122398	0.8602201	0.83803684	0.89923275	0.91337967	0.8935569	0.780916	0.88009924	0.84530866	0.8727364	0.773535	0.8735275	0.8719621	0.85103774	0.84151524	0.89005953	0.8531194	0.9388644	0.85522866	0.8354652	0.8917751	0.8504128	0.91910577	0.87988085	0.8727946	0.88777256
pijn/noun	0.9502205	0.90273327	0.85636544	0.7945039	0.84318626	0.8586583	0.87217057	0.86999595	0.8216048	0.7543686	0.8341722	0.89343524	0.7429304	0.839609	0.69571745	0.8253846	0.81444746	0.8917669	0.78589135	0.8674127	0.8377735	0.86678815	0.82942075	0.87858456	0.8729641	0.9219749	0.81832004	0.8536195	0.87297755	0.72069204	0.80641425	0.94303215	0.817626	0.79979265	0.85179365	0.82480973	0.76316994	0.7791706	0.7070337	0.8679426	0.8384009	0.87313616	0.9025478	0.93261683	0.8526028	0.8866188	0.7290719	0.886566	0.82452226	0.73753923	0.87213826	0.90899986	0.82251453	0.8065819	0.7558847	0.887556	0.8775679	0.9368159	0.7860583	0.8952038	0.83687454	0.6824696	0.749424	0.85381365	0.8953499	0.9365932	0.8135717	0.9044953	0.8924004	0.78452367	0.86286527	0.52416384	0.72704536	0.8186064	0.8942958	0.92689943	0.8529287	0.80785996	0.9100104	0.0	0.84757817	0.78019416	0.8106866	0.8206836	0.827549	0.7596951	0.831826	0.79419136	0.8193245	0.77617717	0.96263635	0.8383319	0.71891904	0.8903057	0.7373973	0.8422015	0.8076736	0.93213415	0.7737992	0.9086164	0.7237961	0.8435004	0.79556936	0.89168465	0.83538544	0.8304812	0.84958243	0.63472646	0.86946785	0.7998009	0.85329485	0.79929084	0.58898395	0.79126465	0.88221085	0.87959653
hier/adv	0.9005198	0.88190144	0.7203245	0.6275786	0.7857003	0.73613214	0.8353834	0.38336444	0.8902839	0.87221295	0.69326437	0.76190627	0.79677576	0.71974945	0.73268914	0.7144566	0.7857308	0.8893609	0.8873879	0.76776385	0.77314126	0.8294703	0.7508889	0.76268613	0.78366005	0.92838514	0.7637718	0.80096287	0.8210379	0.88163614	0.7217003	0.77045995	0.7058189	0.72511035	0.79653114	0.8064444	0.73652196	0.6499197	0.7983417	0.6809671	0.74443316	0.73640704	0.7975091	0.8862425	0.79387844	0.6729355	0.5793605	0.74123096	0.74275315	0.787984	0.8335841	0.8554611	0.7159798	0.7339196	0.6415827	0.6605122	0.8455034	0.8211669	0.6562818	0.8432179	0.7174262	0.67506886	0.77546597	0.7764296	0.83643496	0.86028373	0.84794766	0.90082586	0.87074095	0.71392775	0.8563033	0.8094959	0.61369705	0.7628188	0.9127995	0.8104507	0.60154164	0.7462379	0.85776174	0.84757817	0.0	0.70594203	0.7703711	0.81044364	0.77026707	0.70131433	0.6524852	0.6934484	0.7653613	0.7550964	0.9517402	0.8239846	0.6599537	0.74574304	0.83361745	0.90161735	0.8018117	0.89697474	0.73435974	0.84021014	0.6682823	0.7395474	0.73953074	0.74372685	0.7611786	0.85007626	0.8416219	0.89616317	0.8135035	0.7692816	0.83495414	0.79902995	0.8142545	0.88524675	0.8571982	0.6003623
mij/pron	0.9475858	0.8999255	0.77547103	0.60555017	0.6487342	0.7807029	0.71049565	0.7790038	0.92996776	0.8478229	0.61273205	0.89265496	0.7925628	0.8286766	0.6971339	0.6774566	0.7929422	0.8652893	0.85937643	0.84116125	0.75576514	0.8813261	0.7567294	0.83508974	0.7055582	0.8945232	0.77445763	0.86837125	0.9184118	0.8352776	0.7531848	0.90784055	0.695544	0.8029967	0.8434	0.84500027	0.7732703	0.77199936	0.866081	0.8680253	0.76266533	0.76116407	0.87745637	0.85379684	0.8185078	0.8640776	0.5506023	0.7928799	0.57920617	0.8450587	0.885855	0.9237111	0.7896012	0.7513368	0.6178735	0.8077799	0.8516321	0.8404365	0.5881951	0.86218506	0.6567297	0.64850307	0.42430758	0.8210061	0.6455822	0.93330276	0.8440896	0.860168	0.85478216	0.8158095	0.7850005	0.77104884	0.47428882	0.8426014	0.921927	0.92790556	0.7219081	0.60293317	0.8540372	0.78019416	0.70594203	0.0	0.7959519	0.87433845	0.47489697	0.60095143	0.69246805	0.75358295	0.85540825	0.16308117	0.92921144	0.7706947	0.69122255	0.8808591	0.8907562	0.88029575	0.78071797	0.9173813	0.6143105	0.9141394	0.7180564	0.569904	0.6857166	0.81874955	0.7771354	0.8323102	0.81237453	0.8730956	0.90649015	0.73960114	0.8059882	0.38813943	0.81017685	0.90427357	0.7981888	0.8150695
toen/comp	0.7587156	0.91162217	0.8306758	0.67971146	0.8716046	0.8056908	0.86742413	0.7016237	0.89473015	0.8847232	0.852878	0.72482777	0.8624532	0.5650718	0.7563559	0.8441564	0.82420355	0.8518919	0.8951979	0.659193	0.8333119	0.80136997	0.7976302	0.7433237	0.87802625	0.8622652	0.78052366	0.5952093	0.8084905	0.79247886	0.88045424	0.77943534	0.84886307	0.62555623	0.7786337	0.7112738	0.48651183	0.7998251	0.7434771	0.67614603	0.83402234	0.8881939	0.8716466	0.847526	0.8353187	0.68142354	0.5869317	0.8565134	0.8470215	0.8045212	0.79303515	0.7516291	0.688478	0.88843435	0.5995184	0.76553184	0.8018224	0.85331416	0.7859509	0.9514812	0.83420306	0.7734649	0.6760144	0.72036594	0.8566296	0.8899219	0.6919215	0.7954054	0.8090719	0.5742809	0.835127	0.7890786	0.6899015	0.8490226	0.8167787	0.93672657	0.82172745	0.884367	0.9179447	0.8106866	0.7703711	0.7959519	0.0	0.80682826	0.72602546	0.56855047	0.7723704	0.6343491	0.7617664	0.7741121	0.8882219	0.75254065	0.4986096	0.7486508	0.87732077	0.8934736	0.85627955	0.88157034	0.8198801	0.73234034	0.78745526	0.8936968	0.8134603	0.70237106	0.85795194	0.74622154	0.87620467	0.89443874	0.84888273	0.841282	0.77948487	0.6956167	0.80487853	0.8546829	0.842363	0.7636063
