	terstond/adv	inmiddels/adv	als/prep	na/prep	Rintje/name	Hakkinen/name	ermee/pp	in/adv	voor/comp	trio/noun	gisteren/adv	maar/adv	prompt/adj	ten/prep	deal/noun	Afrikaan/noun	namelijk/adv	alsnog/adv	atleet/noun	om/comp	stuk/noun	nummer/noun	al/adv	bij/adv	VS/name	echter/adv	vervolgens/adv	wegens/prep	die/det	Canadees/noun	zangeres/noun	Australië/name	zij/pron	deelnemer/noun	Kim/name	onderzoeker/noun	behoefte/noun	geenszins/adv	je/pron	jury/noun	stichting/noun	Spirit/name	definitief/adj	wereldkampioen/noun	daarna/adv	zwemmer/noun	veroorzaker/noun	1996/noun	Zuid-Koreaan/noun	Frankrijk/name	Donovan/name	Jon/name	Ferrari/name	kandidaat/noun	staatssecretaris/noun	erg/adj	Engeland/name	plaats/verb	laat/adj	bevolking_groep/noun	A_merk/noun	woensdag/noun	iedereen/pron	land_genoot/noun	's/adv	tegenstander/noun	ze/pron	toen/adv	genetisch/adj	niet/adv	nadat/comp	tijdens/prep	ploeg/noun	Thorpe/name	daarmee/pp	als/comp	omdat/comp	Durand/name	door/comp	toch/adv	echt/adj	Nederland/name	men/pron	nationaal-socialisme/noun	daarop/pp	impliciet/adj	haar/pron	gisteravond/adv	overdaad/noun	tijdperk/noun	Belg/noun	Martina/name	zich/pron	logischerwijze/adv	elftal/noun	meteen/adv	IOC/name	hiermee/pp	Joegoslavië/name	door/prep	luchtvaart_autoriteit/noun	mens/noun	donderdag/noun	Melkert/name	liberaal/noun	uiteraard/adv	misschien/adv	Carpenter/name	kinderloos/adj	Bauer/name	Jack/name	weinig/noun	coureur/noun	getuige/noun	winnaar/noun	auto/noun	daardoor/pp	NU/name	11/num	zaterdag/noun	automatisch/adj	bestuur_lid/noun	voor/prep	achteraf/pp	toen/comp	zondag/noun	Schumacher/name	hen/pron	hij/pron	kwartet/noun	Maij/name	Gordon/name	partij/noun	scheidsrechter/noun	Brussel/name	commissie/noun	Brit/noun	dag/noun	Marcus/name	opponent/noun	vanmorgen/adv	Italiaan/noun	rest/noun	renner/noun	management/noun	volgens/prep	aanvankelijk/adj	sector/noun	boek/noun	mensheid/noun	Deen/noun	Mexicaan/noun	voorlopig/adj	Libië/name	eerst/adv	Duitsland/name	gistermiddag/adv	Van/name	noodzakelijkerwijs/adv	zichzelf/pron	viertal/noun	twee/num	hem/pron	Tweede/name	Groenewold/name
elftal/noun	0.90439475	0.86384237	0.7996154	0.7619549	0.8361507	0.84969544	0.94062495	0.9473622	0.9006412	0.8202921	0.81294465	0.9136327	0.82820594	0.8599338	0.90165424	0.8434868	0.8871304	0.77393293	0.7201246	0.8804155	0.9176291	0.84616894	0.8690721	0.88662064	0.9153559	0.8580665	0.87071997	0.8787219	0.8743969	0.7850975	0.82347584	0.7440526	0.8756907	0.86232436	0.7984713	0.88052976	0.9251035	0.8332723	0.91140103	0.87871176	0.9035158	0.9247106	0.8406186	0.6818423	0.84113085	0.75893486	0.9556886	0.83044606	0.7745015	0.7745569	0.8500079	0.8106406	0.81046563	0.84725976	0.93294144	0.91775995	0.6602435	0.83556557	0.8454789	0.88016474	0.9005478	0.83253765	0.8940425	0.7819212	0.9563031	0.6498926	0.88408315	0.8418848	0.90110886	0.90092534	0.80223244	0.80940187	0.37427723	0.79236615	0.8673427	0.90465266	0.903709	0.92197037	0.85592675	0.85401744	0.879268	0.8008481	0.91705436	0.9239012	0.9120132	0.9092035	0.9235966	0.691466	0.9048918	0.8862685	0.78185856	0.8303375	0.8947674	0.8762163	0.0	0.8364608	0.8701534	0.8923266	0.7846206	0.8595568	0.9309241	0.93236774	0.8826237	0.89362115	0.8849006	0.82901424	0.89704055	0.93312573	0.92154616	0.87805605	0.8870344	0.88771516	0.75401807	0.9498921	0.7881345	0.9433462	0.82391876	0.94683224	0.92001647	0.8120538	0.8852029	0.8330074	0.82665354	0.9012575	0.8466308	0.80518156	0.8170153	0.9151211	0.81447613	0.7226981	0.94020975	0.8813887	0.86924756	0.68111885	0.91603214	0.9054177	0.8797342	0.9179484	0.85568297	0.6418201	0.89058864	0.79273224	0.90117913	0.800214	0.83676356	0.9120385	0.843161	0.9173601	0.9215587	0.9049055	0.70152056	0.87337387	0.8442223	0.87349015	0.8823825	0.76037776	0.7999782	0.8540798	0.93091506	0.8839523	0.7349003	0.8266169	0.874851	0.94293284	0.81863403
meteen/adv	0.65111935	0.7861096	0.8311741	0.6693951	0.7785976	0.78582925	0.76677966	0.8873594	0.6571721	0.83310413	0.7803219	0.79093283	0.49497646	0.9318236	0.8685652	0.8195629	0.80641085	0.62461245	0.85335994	0.7249572	0.8573607	0.8645246	0.7589604	0.80266285	0.9184314	0.688095	0.5563624	0.81514937	0.7230661	0.806458	0.89734524	0.8744178	0.6993574	0.8792669	0.8749136	0.87769455	0.9037428	0.74348533	0.72098124	0.87262	0.91764224	0.8778906	0.7149977	0.8732178	0.5919601	0.8396966	0.8814949	0.8661739	0.82892346	0.9100392	0.90108216	0.8850312	0.7965741	0.85380983	0.917426	0.8634907	0.8822757	0.8697845	0.73389876	0.8835256	0.8975249	0.87584007	0.71342087	0.84658366	0.8308363	0.7911942	0.622921	0.6241412	0.89497334	0.75554454	0.67808235	0.8447388	0.75971854	0.8149657	0.72694236	0.709989	0.74008274	0.88263345	0.73065364	0.6900901	0.7258482	0.9148337	0.7550163	0.8770105	0.6294626	0.8123542	0.71127445	0.78407454	0.84879327	0.88023496	0.8571837	0.8706295	0.83164936	0.82376015	0.8364608	0.0	0.844854	0.7505796	0.8857687	0.80475634	0.88773143	0.8297456	0.87167996	0.8094487	0.851277	0.7413981	0.79134613	0.92738473	0.90458626	0.8499912	0.9150818	0.8338835	0.8204719	0.8066476	0.8676695	0.78434104	0.77421266	0.91037166	0.95187676	0.8757006	0.68887454	0.9232925	0.77974737	0.7383536	0.65734667	0.8504982	0.7967678	0.73488384	0.61414856	0.8077935	0.85865086	0.8992158	0.8637544	0.7856483	0.91799784	0.87902254	0.8624526	0.80443376	0.9008799	0.76188	0.8189748	0.8068198	0.8685025	0.79670197	0.88430405	0.902306	0.73747444	0.92466974	0.87741125	0.8752905	0.7716787	0.8368377	0.7482408	0.8511113	0.6646273	0.918561	0.78530955	0.9294732	0.87877077	0.81003135	0.72067976	0.76265675	0.6845716	0.9069247	0.82025987
IOC/name	0.8293309	0.79829764	0.81413776	0.84768593	0.86216754	0.88823533	0.8761378	0.9079159	0.86356044	0.9093454	0.7349659	0.9253159	0.8059552	0.84163517	0.8339073	0.86147124	0.8055874	0.7316284	0.71339196	0.7934663	0.9306324	0.916767	0.8624618	0.87847435	0.795069	0.7969622	0.81041986	0.78550667	0.81674385	0.8012444	0.8958954	0.8239938	0.71103454	0.84907395	0.8567908	0.7897056	0.9009645	0.8220042	0.9176063	0.7756282	0.7197578	0.83955216	0.7663349	0.83130133	0.86933416	0.7786658	0.8808206	0.7655616	0.8053572	0.85046095	0.8784978	0.87965757	0.8608834	0.77701575	0.81729203	0.93703365	0.89835286	0.8664053	0.91054046	0.84548223	0.9086719	0.84742266	0.88168776	0.8697423	0.9510951	0.8694868	0.8379796	0.85570157	0.8350021	0.8633935	0.75952905	0.80544627	0.87485385	0.79723656	0.79656684	0.8689486	0.7927551	0.9116517	0.8185488	0.9000782	0.9209243	0.84335953	0.8261286	0.8886431	0.80035114	0.7772784	0.858246	0.7958963	0.9088457	0.87420946	0.8787183	0.87818575	0.83869064	0.9156636	0.8701534	0.844854	0.0	0.80674106	0.75535864	0.8024038	0.81530637	0.90373844	0.8394489	0.761737	0.8047291	0.8628131	0.93709123	0.91593015	0.8963497	0.8757029	0.90066874	0.868611	0.82319754	0.87298024	0.84145474	0.93491256	0.88081205	0.8899624	0.95007133	0.9060366	0.8175943	0.76458704	0.80524874	0.8468431	0.86738336	0.91002536	0.8798807	0.81625164	0.7646035	0.8337213	0.8437394	0.8531338	0.75983465	0.8557776	0.8485866	0.5948033	0.8327275	0.9049056	0.90818655	0.85079545	0.8110975	0.8648426	0.93986666	0.87176806	0.7690636	0.8111512	0.828282	0.84798163	0.9167998	0.8673434	0.8502529	0.8340773	0.7867123	0.755285	0.8340497	0.86370134	0.82139826	0.93637276	0.88949704	0.85668105	0.82695013	0.8939468	0.81681585	0.8117404	0.8595156
hiermee/pp	0.82888776	0.73712754	0.7933197	0.8793269	0.89272404	0.8535526	0.63996375	0.8532446	0.8482497	0.92013466	0.6993325	0.84598565	0.7528577	0.8322168	0.7344903	0.8472524	0.72660464	0.6564839	0.86009383	0.68710756	0.89092857	0.93755394	0.8417396	0.8253448	0.82910144	0.6576503	0.74310493	0.8266404	0.7227974	0.86445093	0.9187458	0.9068312	0.6556642	0.89886457	0.93277836	0.8081662	0.7750129	0.7057611	0.8499402	0.8517817	0.781544	0.8400226	0.7300158	0.90843594	0.80279875	0.86156714	0.84474385	0.8547911	0.865852	0.88325936	0.9447205	0.91194594	0.8587153	0.8517766	0.7786152	0.8951845	0.9113369	0.8855041	0.8861891	0.79414904	0.8550807	0.87468994	0.8338828	0.8791711	0.94734025	0.8388885	0.7719009	0.8389783	0.82204944	0.78101313	0.7947904	0.9076804	0.878238	0.85510993	0.23107785	0.7852845	0.73246187	0.9242362	0.5780935	0.8306085	0.8654159	0.8170763	0.7182075	0.8501716	0.74091387	0.6903665	0.83655	0.7625357	0.8301754	0.7992177	0.9058389	0.92874944	0.7468475	0.8700623	0.8923266	0.7505796	0.80674106	0.0	0.8195161	0.761768	0.8595554	0.8534814	0.85927033	0.69790626	0.73008615	0.79382277	0.86703527	0.94437385	0.8803719	0.8900324	0.91956824	0.8487737	0.8641555	0.8779043	0.90831506	0.90579474	0.7054667	0.88062274	0.95276755	0.92830175	0.78525764	0.85304934	0.7958801	0.81208766	0.87291586	0.92514116	0.8567601	0.7790653	0.74485934	0.8527547	0.80838543	0.8834801	0.7608027	0.87951314	0.88670117	0.75847924	0.8566973	0.90541244	0.9035058	0.8337835	0.73194945	0.86660475	0.8553033	0.8947109	0.74817574	0.7018259	0.7131395	0.7595401	0.8873127	0.7985404	0.84731376	0.8643764	0.75478566	0.8031769	0.7862267	0.85492635	0.78183275	0.9168332	0.8249041	0.78518236	0.81367254	0.90038216	0.7997664	0.76546556	0.8485292
Joegoslavië/name	0.85130656	0.78169304	0.81938416	0.80498195	0.9157623	0.87816006	0.89871895	0.90196264	0.89264715	0.90952855	0.7280142	0.93803656	0.81423175	0.7823299	0.859194	0.8092219	0.8662702	0.75911397	0.8598806	0.8301822	0.93973595	0.92027	0.8619405	0.8900778	0.5943588	0.8345426	0.8477599	0.7551131	0.8702321	0.79243803	0.9199669	0.6223841	0.7611089	0.91804206	0.8445586	0.9042222	0.91157335	0.8243818	0.9454002	0.8771291	0.85426724	0.90859103	0.8379663	0.7642638	0.87465	0.87834394	0.890103	0.7521527	0.8086139	0.5594676	0.9002291	0.8770177	0.87696505	0.8644655	0.88179576	0.9459644	0.62236416	0.8661277	0.89304614	0.733883	0.925541	0.8334738	0.927233	0.8340107	0.9517255	0.7486099	0.87273043	0.83170736	0.88675404	0.9028874	0.70997477	0.7681548	0.8337895	0.86279875	0.7916554	0.8647984	0.8199357	0.90973353	0.81715167	0.92923045	0.9240885	0.6695396	0.890507	0.8629044	0.82635707	0.7775025	0.90067536	0.74944836	0.8949367	0.81661	0.8555435	0.8469744	0.84840596	0.91400355	0.7846206	0.8857687	0.75535864	0.8195161	0.0	0.7544615	0.8420808	0.91177386	0.8505894	0.83492196	0.8264121	0.9179623	0.9537009	0.9369494	0.9205698	0.8946868	0.9102942	0.87517285	0.88368744	0.83867234	0.8498226	0.93356866	0.86915904	0.8955496	0.9293188	0.88777554	0.866418	0.907134	0.86389303	0.92776525	0.8104937	0.89636225	0.8708327	0.8292072	0.8242147	0.8406974	0.8911633	0.8789894	0.7674559	0.87662685	0.8330501	0.825883	0.76167166	0.8910513	0.86881053	0.7596835	0.8166494	0.8081703	0.86315817	0.89574933	0.87477756	0.8009223	0.81998664	0.87670493	0.9464842	0.79744864	0.7667423	0.8212682	0.8399037	0.58240485	0.8873168	0.55241704	0.800863	0.9250948	0.8564552	0.86937594	0.8268651	0.8670991	0.8616252	0.8052821	0.8827674
door/prep	0.78421247	0.7602192	0.7552123	0.7626569	0.85130775	0.8597213	0.87079823	0.88670576	0.82928056	0.79957247	0.71778536	0.9262055	0.6972536	0.78799623	0.8088002	0.7248597	0.76063323	0.7634615	0.80229294	0.78903747	0.830379	0.90751874	0.8832204	0.8648189	0.7783234	0.78802913	0.68568176	0.65084606	0.75498676	0.7366003	0.8146614	0.8464538	0.7189492	0.88049525	0.8670206	0.776212	0.84328616	0.77505046	0.87451994	0.78264445	0.7867285	0.8758501	0.81653404	0.8585434	0.7791635	0.8150635	0.7804029	0.7880678	0.8077417	0.83656645	0.86451304	0.79603845	0.8228167	0.8417929	0.8688524	0.88143647	0.84845066	0.8726078	0.875335	0.72122085	0.906941	0.86196893	0.8938781	0.7545426	0.8784713	0.7777042	0.7984156	0.792522	0.78618693	0.89921343	0.6453774	0.7656847	0.86050075	0.8652066	0.7613871	0.8413992	0.7014383	0.878336	0.6870863	0.912072	0.88582206	0.83146167	0.88317406	0.84619766	0.7291146	0.76722085	0.7274416	0.74919975	0.7964044	0.83226377	0.82889694	0.87154007	0.7816299	0.8902696	0.8595568	0.80475634	0.8024038	0.761768	0.7544615	0.0	0.85982186	0.79111266	0.8481781	0.83081204	0.8162265	0.8345737	0.91347015	0.8903046	0.83528864	0.8206072	0.80750704	0.8530658	0.7900184	0.7287166	0.88036346	0.75916797	0.69098294	0.88556385	0.96313626	0.9183521	0.7491514	0.80008364	0.7865843	0.84659576	0.7205993	0.9049843	0.83341026	0.7025558	0.77608347	0.7608513	0.8571521	0.7898484	0.81570685	0.8260025	0.8358589	0.76465535	0.7288983	0.8793421	0.82831925	0.7808237	0.7731723	0.7610156	0.837764	0.83231497	0.7555168	0.69732976	0.757962	0.7782617	0.85870403	0.78555	0.7613418	0.7741256	0.81626767	0.7609469	0.8050068	0.8259157	0.7180078	0.8842143	0.83444715	0.77020866	0.7068268	0.74776834	0.7069017	0.85924697	0.8759723
luchtvaart_autoriteit/noun	0.9097014	0.8607979	0.91954404	0.89072084	0.9374971	0.92518795	0.88464403	0.94260716	0.88069606	0.9377033	0.7774385	0.93995446	0.8432303	0.913448	0.84856755	0.9350673	0.8816134	0.8351091	0.8963462	0.8612822	0.93570983	0.946042	0.8993896	0.91996896	0.8365291	0.8213625	0.8369502	0.8888107	0.88615686	0.915163	0.9106656	0.87984174	0.81928056	0.9408035	0.9665706	0.81774026	0.9454514	0.8916551	0.92662513	0.8958572	0.89464706	0.9203847	0.8386892	0.90896547	0.884827	0.8955396	0.8986455	0.872849	0.90312046	0.8822809	0.9424589	0.9412516	0.9283398	0.926641	0.89124614	0.9487482	0.8993568	0.9332355	0.91351277	0.9116687	0.9519427	0.8670366	0.92383635	0.9378748	0.92481655	0.9118941	0.87250036	0.8964582	0.8986633	0.9131486	0.77779174	0.8939264	0.9259198	0.9193052	0.880678	0.90932596	0.8590293	0.9491314	0.88842934	0.92416143	0.93993723	0.9055684	0.8605886	0.9256039	0.8316746	0.8550064	0.901488	0.81732833	0.9237163	0.9376654	0.95103353	0.92904127	0.899674	0.9192724	0.9309241	0.88773143	0.81530637	0.8595554	0.8420808	0.85982186	0.0	0.9276732	0.85563046	0.8973403	0.90943533	0.90862215	0.94633627	0.95857185	0.92731565	0.9231759	0.9394212	0.9199161	0.87283444	0.87103486	0.92535716	0.92046386	0.8966345	0.945936	0.968319	0.92278755	0.8467952	0.93993235	0.897393	0.8854714	0.88612074	0.92614096	0.9295567	0.87065804	0.86283594	0.8927787	0.90246576	0.9180143	0.88861686	0.9071368	0.8586712	0.7928114	0.86747336	0.9110157	0.9325872	0.90674293	0.8047018	0.92468995	0.9437533	0.9100959	0.8440943	0.83795226	0.83700985	0.90638393	0.9650712	0.9275501	0.9242966	0.9076385	0.8599807	0.79890877	0.87398833	0.8981101	0.830621	0.9776989	0.90909445	0.90662533	0.8868807	0.9080609	0.8835451	0.8772837	0.90384215
mens/noun	0.8336868	0.72946036	0.8597662	0.90106815	0.84683263	0.89744556	0.82386434	0.67586803	0.7943147	0.91147447	0.9107163	0.7257787	0.84910405	0.842929	0.8858869	0.58723223	0.70000553	0.86558604	0.7106043	0.69399035	0.7594894	0.88122964	0.7443801	0.8845781	0.93595463	0.819811	0.79221916	0.8453846	0.72626144	0.816484	0.8927603	0.91938007	0.6039904	0.7100687	0.9475479	0.8167128	0.7627902	0.82411563	0.56414425	0.88769764	0.8863325	0.9293333	0.9461207	0.9489311	0.8127558	0.7297938	0.81793594	0.8943434	0.7617242	0.93035424	0.9212874	0.90991765	0.8872517	0.79877293	0.95777744	0.7121451	0.91414934	0.9091629	0.87670004	0.7049049	0.8635894	0.9444102	0.59261024	0.81859636	0.83429134	0.8413063	0.54260767	0.75252646	0.81333977	0.7050863	0.8317602	0.8929734	0.8841208	0.8742658	0.8529737	0.6721686	0.66466904	0.93719506	0.73645663	0.69060856	0.7075543	0.82805693	0.63582516	0.85678273	0.8628482	0.8421127	0.6638912	0.88811636	0.8156382	0.86013436	0.71048003	0.91379404	0.78218365	0.908591	0.93236774	0.8297456	0.90373844	0.8534814	0.91177386	0.79111266	0.9276732	0.0	0.9368746	0.86121964	0.88780797	0.7925263	0.7156074	0.9323757	0.77608865	0.88090557	0.92741865	0.8557834	0.7654611	0.7927941	0.9334409	0.81338406	0.74430364	0.8965037	0.9363533	0.9392999	0.8345274	0.9195347	0.80356795	0.77541316	0.7697831	0.9392486	0.9233504	0.57001525	0.6694331	0.89116555	0.8901321	0.904881	0.89160585	0.90050006	0.93813276	0.9106884	0.76158994	0.7412524	0.9249547	0.8568312	0.8973537	0.8243053	0.8752177	0.7642708	0.8593472	0.91205204	0.82919836	0.81630015	0.85498524	0.72561896	0.8255311	0.7256081	0.8907763	0.86923325	0.8144733	0.9220252	0.84070843	0.9844232	0.8349229	0.738404	0.8371111	0.8270753	0.67853725	0.9400003	0.90445095
donderdag/noun	0.8804752	0.8280078	0.9282948	0.7733875	0.91516894	0.91563356	0.9127829	0.9281991	0.8533709	0.8600066	0.48835492	0.96859175	0.80554646	0.9027667	0.84880584	0.91113687	0.9215776	0.79003173	0.8962834	0.91784394	0.94346035	0.86463475	0.8670701	0.9409779	0.85542965	0.88154346	0.8445063	0.84549356	0.9344786	0.8629739	0.9015159	0.876123	0.8637837	0.85535204	0.86626184	0.9040827	0.9793907	0.90769166	0.96744937	0.8920225	0.885031	0.84344053	0.7575054	0.9145606	0.84155345	0.8830129	0.9319455	0.5958628	0.8947427	0.89829487	0.90288687	0.8956753	0.90245825	0.8796777	0.85636175	0.97754866	0.9011578	0.9249649	0.83116984	0.93791384	0.9543795	0.08954507	0.9468497	0.9165703	0.7579935	0.88212425	0.9040077	0.85063326	0.96949613	0.95449066	0.6435976	0.67445797	0.89710337	0.8967045	0.88350534	0.91421837	0.8971194	0.92118907	0.9275126	0.9532547	0.9638759	0.87093025	0.9332285	0.9635943	0.79031664	0.89017123	0.92254287	0.55894303	0.9538092	0.9395616	0.92409015	0.89798355	0.908933	0.920571	0.8826237	0.87167996	0.8394489	0.85927033	0.8505894	0.8481781	0.85563046	0.9368746	0.0	0.847181	0.89382094	0.9347898	0.9666696	0.93367994	0.9227898	0.8721968	0.8429822	0.8876685	0.89939445	0.8289002	0.8160425	0.8504345	0.9197788	0.9067931	0.6375382	0.22263193	0.92128235	0.8695916	0.8882899	0.918507	0.7672167	0.28542626	0.9035222	0.905439	0.8486547	0.8696486	0.88274276	0.86464775	0.8832641	0.8596884	0.63315046	0.81705385	0.88887453	0.709351	0.8477756	0.87362546	0.6107365	0.912048	0.9389101	0.89253044	0.90177774	0.8146991	0.84008753	0.94275177	0.9077265	0.9531775	0.894119	0.9045079	0.82824874	0.83387303	0.8555835	0.89855576	0.574353	0.9062741	0.93873656	0.9504131	0.77796066	0.802221	0.9028547	0.8122082	0.916548
Melkert/name	0.83431923	0.8382975	0.7676941	0.83246005	0.81836504	0.86338687	0.87890714	0.9209268	0.8725709	0.9202973	0.6891342	0.8428476	0.77648425	0.89202845	0.83324045	0.85920507	0.81133974	0.7692225	0.89226747	0.79865265	0.92217636	0.9453041	0.84025764	0.8450153	0.86207455	0.71509844	0.77696013	0.86379707	0.76317096	0.8526837	0.87868303	0.9240324	0.6562387	0.9190926	0.91051334	0.8059696	0.8681791	0.752523	0.82250124	0.79156613	0.83448064	0.8160802	0.8219499	0.8900995	0.87478167	0.8881959	0.8576509	0.86634636	0.8606354	0.9096908	0.9117934	0.86112976	0.866383	0.74776006	0.56842375	0.84941345	0.92510915	0.9131957	0.903332	0.8482628	0.87178904	0.84916526	0.79422754	0.8674573	0.9341113	0.8062352	0.75919825	0.78761846	0.8845742	0.78426147	0.7879602	0.814216	0.9130279	0.8535986	0.74312425	0.7780465	0.78241926	0.9192566	0.7645044	0.82940507	0.85992366	0.8403314	0.7409101	0.8550086	0.75965726	0.6892903	0.77098566	0.71374875	0.85950917	0.8551424	0.90440714	0.8906273	0.7580267	0.89628804	0.89362115	0.8094487	0.761737	0.69790626	0.83492196	0.83081204	0.8973403	0.86121964	0.847181	0.0	0.5760242	0.8449518	0.8233531	0.94097114	0.8770798	0.84150803	0.83148277	0.78911304	0.8615287	0.83774793	0.87584597	0.9243823	0.86633074	0.86166114	0.96497726	0.91519284	0.8554355	0.79076374	0.8306582	0.76049644	0.8174426	0.929113	0.8492379	0.78760713	0.6425259	0.8506516	0.6509397	0.80865276	0.66111094	0.8645567	0.91549855	0.6829184	0.8297151	0.91571015	0.8684921	0.7724957	0.69738287	0.84795046	0.9136781	0.91673905	0.8099655	0.7692886	0.7531799	0.87056553	0.8760481	0.839193	0.83398145	0.86344117	0.8475648	0.8090873	0.8126708	0.9096843	0.7595907	0.85617447	0.875595	0.76316375	0.8666415	0.90897363	0.71065515	0.59436375	0.839664
liberaal/noun	0.8746723	0.8670224	0.80151665	0.8927683	0.90590084	0.88886076	0.8607257	0.91641724	0.9141717	0.89496493	0.7122061	0.8720381	0.790155	0.8644712	0.82712495	0.8362683	0.82017577	0.76145864	0.8744661	0.8061422	0.9336121	0.93711996	0.87570596	0.8439237	0.85789335	0.7387424	0.83602864	0.90172195	0.80540746	0.8320899	0.89565986	0.91672766	0.70550287	0.90582234	0.9081555	0.8562662	0.8778464	0.75982225	0.87456155	0.809587	0.86857843	0.6113409	0.82468426	0.89990246	0.89978516	0.8817975	0.8966625	0.8789823	0.8587388	0.84800744	0.9303701	0.8947091	0.88173574	0.6561641	0.7204345	0.8779484	0.9249856	0.9367334	0.9274628	0.8051896	0.8800901	0.9040811	0.83089197	0.8441106	0.9652563	0.75175124	0.8095455	0.82363725	0.8818736	0.8279877	0.859344	0.8909123	0.85077703	0.90242517	0.7579655	0.833424	0.7711656	0.9278885	0.78335553	0.83805877	0.8720835	0.86456466	0.7484565	0.8456309	0.81609946	0.7367894	0.849953	0.7747358	0.88600415	0.85730743	0.8213679	0.9065957	0.79647636	0.9088129	0.8849006	0.851277	0.8047291	0.73008615	0.8264121	0.8162265	0.90943533	0.88780797	0.89382094	0.5760242	0.0	0.84375364	0.88532174	0.9536054	0.8723315	0.8718046	0.88341266	0.79239297	0.8556144	0.9119197	0.8675503	0.93427044	0.87004805	0.84165084	0.9607335	0.955539	0.8485893	0.8343375	0.8266879	0.8298185	0.8929497	0.9421533	0.88750434	0.8271152	0.770074	0.83840984	0.74655867	0.8654904	0.42595696	0.8902266	0.8247505	0.7162174	0.79357624	0.9453001	0.8918713	0.7523912	0.8103802	0.84691846	0.904568	0.88210154	0.8096508	0.7791133	0.7629244	0.84180206	0.92368376	0.8438945	0.837157	0.84964985	0.82664454	0.83363044	0.8568553	0.8691013	0.84482193	0.85093474	0.85674584	0.801683	0.85235226	0.8957425	0.8099357	0.6856924	0.8940648
uiteraard/adv	0.8601469	0.85629356	0.7908663	0.87560284	0.80705255	0.832126	0.86616075	0.8876686	0.83917755	0.89416337	0.908536	0.7320187	0.8292897	0.90689963	0.84046763	0.80362487	0.63136935	0.8021668	0.80013	0.6973866	0.81610453	0.8719305	0.8355229	0.7689136	0.93891126	0.59464127	0.8424618	0.8737856	0.657773	0.8659671	0.8865497	0.9081074	0.72942626	0.8386215	0.8666852	0.87675273	0.81904	0.6645768	0.6959052	0.8423532	0.8952783	0.8915063	0.8709527	0.8814657	0.7968933	0.8118264	0.87564045	0.93896776	0.83929765	0.92323124	0.9241024	0.8936266	0.8497894	0.85417825	0.9391577	0.70585704	0.9024241	0.8554238	0.88291776	0.8166981	0.8713186	0.9390553	0.6666146	0.848035	0.90438884	0.8053796	0.72477776	0.8175316	0.805836	0.6552304	0.91072184	0.89459544	0.72700787	0.8423801	0.7722504	0.7001254	0.7038079	0.8970639	0.7516577	0.5704229	0.65893394	0.9053059	0.67817557	0.8791578	0.84325635	0.80070764	0.801986	0.8911046	0.8138747	0.8465304	0.8290597	0.8910744	0.82401615	0.77176976	0.82901424	0.7413981	0.8628131	0.79382277	0.9179623	0.8345737	0.90862215	0.7925263	0.9347898	0.8449518	0.84375364	0.0	0.6600749	0.9359149	0.8737775	0.8422506	0.92095166	0.82276106	0.80816126	0.88638073	0.8640993	0.9002443	0.7409829	0.91553617	0.96260625	0.9202837	0.76515555	0.9048762	0.69806254	0.695112	0.8956715	0.8792523	0.8567238	0.759477	0.7719846	0.8002258	0.8772508	0.8895414	0.85650826	0.8626319	0.9457544	0.8774008	0.8884943	0.8815555	0.88957804	0.7822673	0.9121846	0.8415538	0.8513544	0.7987945	0.80972886	0.8775238	0.74066335	0.8164479	0.829373	0.82621664	0.8202257	0.8524974	0.74855494	0.8737265	0.7858426	0.9295023	0.9097158	0.948503	0.804414	0.8181604	0.7898596	0.88049066	0.77039826	0.9363798	0.8607581
