	om_kade_ring/noun	bijzonder/adj	commentaar/noun	hoe/adj	onnavolgbaar/adj	toneelstuk/noun	variatie/noun	min/adj	reactie/noun	behoorlijk/adj	waanzinnig/adj	combinatie/noun	film_DIM/noun	presentator/noun	Rowan/name	ook/adv	passage/noun	speel_film_debuut/noun	gesprekspartner/noun	zelfs/adv	stuk/noun	antwoord/noun	zeer/adv	anekdote/noun	onwaarschijnlijk/adj	onderdeel/noun	column/noun	gesprek/noun	obsessie/noun	buitengewoon/adj	zo/adv	oneliner/noun	aflevering/noun	typering/noun	onbedaarlijk/adj	moment/noun	script/noun	sketch/noun	vondst/noun	debuut/noun	uitval/noun	werk_DIM/noun	trailer/noun	en/vg	cynisme/noun	draai/noun	genoeg/adv	erg/adj	lied/noun	contrasteer/adj	ze/pron	arrogantie/noun	bijrol/noun	wijze/noun	variant/noun	man/noun	zelden/adj	weerzinwekkend/adj	gedicht/noun	heerlijk/adj	manier/noun	verslag/noun	opmerking/noun	performance/noun	film/noun	duivel_DIM/noun	The/name	bedoeld/adj	toch/adv	verhaal/noun	zo/adj	aankondiging/noun	echt/adj	onweerstaanbaar/adj	heel/adj	mix/noun	scène/noun	soms/adv	vooral/adv	bloes_DIM/noun	vooruitzicht/noun	mengeling/noun	nogal/adv	af/adv	ongelooflijk/adj	voorstelling/noun	gezicht/noun	Self/name	geweldig/adj	Risseeuw/name	aria/noun	even/adv	plaat/noun	rol/noun	gewoon/adj	dat/det	Hot/name	voordracht/noun	ongekend/adj	dandy/noun	lady/noun	musical/noun	heel/adv	hij/pron	kwartet/noun	even/adj	rap/noun	effect/noun	bijdrage/noun	cast/noun	portret/noun	boek/noun	vaak/adj	vers/noun	opvallend/adj	vervolg/noun	wat/pron	beeld/noun	observatie/noun	wissel_af/adj	detail/noun	veel/adj	gast/noun	beschrijving/noun	dialoog/noun	roman/noun	stoutmoedig/adj	karikatuur/noun	satire/noun	of/vg	actie_film/noun
trailer/noun	0.92904085	0.9088777	0.9214416	0.91081727	0.9042168	0.87803674	0.9105045	0.91369474	0.9342878	0.8996129	0.89745826	0.923331	0.79785544	0.9141097	0.9288522	0.8835967	0.89531493	0.9040085	0.9309432	0.86677927	0.88117087	0.9291455	0.9102402	0.9104664	0.90392303	0.90785515	0.91858906	0.91178733	0.9193157	0.92749214	0.8966131	0.90254897	0.82707703	0.9337175	0.9580257	0.9184697	0.8751686	0.90695107	0.8713765	0.9244377	0.9236544	0.8777003	0.0	0.83783424	0.9346257	0.8958628	0.9134657	0.916594	0.9243345	0.9452786	0.8260479	0.94575286	0.9035552	0.9299976	0.8767247	0.8691624	0.88491446	0.9163755	0.92555785	0.88732845	0.91991144	0.9153317	0.90915954	0.8973038	0.8135452	0.9564745	0.8694136	0.8707361	0.91064274	0.9120206	0.9234132	0.919508	0.906832	0.92714167	0.8962633	0.8984332	0.8346967	0.87822825	0.9090597	0.92268175	0.95926315	0.90746886	0.90035766	0.8796281	0.9101685	0.87358224	0.9069042	0.9407622	0.90707743	0.9663977	0.93726933	0.8707634	0.87901986	0.95784783	0.8560695	0.9287886	0.9172806	0.94401324	0.89759827	0.93452024	0.94513345	0.8860746	0.8824793	0.8716618	0.9116835	0.8683504	0.91774213	0.9369443	0.93229806	0.8596171	0.8871059	0.89437544	0.8637451	0.913023	0.9024813	0.90183806	0.92567277	0.86124253	0.8799769	0.87384576	0.91362816	0.89172935	0.86209214	0.9056958	0.9111732	0.926171	0.94228786	0.9219378	0.9170121	0.8143439	0.8944948
en/vg	0.74851006	0.66737276	0.8130248	0.75507337	0.6964464	0.76785326	0.6084633	0.6933348	0.83365047	0.67006814	0.65403414	0.5517682	0.71170443	0.7451348	0.87327504	0.6885545	0.71119946	0.8689897	0.7384861	0.6281523	0.623599	0.85389745	0.65229833	0.7091221	0.7127452	0.7223387	0.7930435	0.8050227	0.68455505	0.6673415	0.7344121	0.7636236	0.84354424	0.77818626	0.83781904	0.8486921	0.76981425	0.741176	0.7066866	0.8033637	0.773395	0.73350734	0.83783424	0.0	0.7189783	0.7494486	0.73685175	0.7212457	0.6696517	0.7549931	0.6519939	0.7362814	0.81854665	0.6579646	0.6682321	0.6756042	0.6541718	0.75023943	0.7446561	0.56681216	0.68970466	0.8126844	0.7838558	0.68611425	0.73274153	0.8831593	0.84955186	0.62219095	0.8274044	0.72757614	0.7442216	0.81588495	0.7619921	0.6515083	0.725069	0.5634668	0.68903565	0.5688001	0.5578284	0.8068725	0.81234425	0.561229	0.6984601	0.64280534	0.6478611	0.7141896	0.69649076	0.8959835	0.6951342	0.91183215	0.74967265	0.6268354	0.7043494	0.7827714	0.6748259	0.8752629	0.829262	0.69557923	0.6487519	0.8196231	0.8054051	0.7539885	0.6866943	0.7309337	0.70595324	0.7216161	0.69767463	0.72778463	0.7479178	0.7489158	0.6797655	0.75532806	0.59704375	0.69548535	0.674446	0.79795897	0.87753856	0.6709976	0.70920587	0.57473147	0.7655675	0.6487502	0.7135159	0.6681365	0.6452402	0.76578903	0.85871494	0.75540334	0.7203259	0.34886974	0.77469504
cynisme/noun	0.9040766	0.79112434	0.7981119	0.782593	0.79461265	0.82642215	0.8049921	0.77936167	0.7630855	0.78508836	0.7800046	0.77289	0.8362495	0.8183778	0.916235	0.76664233	0.7766256	0.8903096	0.8120028	0.7126801	0.8466371	0.8674101	0.7812353	0.7501793	0.78977245	0.9087388	0.7938996	0.900678	0.6947607	0.76667464	0.75783163	0.73508894	0.89608926	0.80882645	0.8628926	0.8373803	0.84714293	0.8241718	0.7927112	0.8528409	0.81682605	0.8543711	0.9346257	0.7189783	0.0	0.8283235	0.8072139	0.7974377	0.7968911	0.87574506	0.7731494	0.59074724	0.8759963	0.74513817	0.7903756	0.8714776	0.7255688	0.80604476	0.812804	0.78025997	0.7677038	0.8821337	0.71438754	0.80359685	0.7963716	0.9291904	0.90524995	0.7648075	0.76476777	0.7502944	0.80243045	0.8358288	0.7626183	0.7251139	0.84681785	0.7582582	0.76404494	0.63809454	0.74292207	0.9378263	0.87933856	0.67717075	0.71980953	0.78779197	0.7406664	0.8149964	0.7928376	0.91622114	0.7858433	0.91087186	0.8518415	0.7625546	0.85674214	0.85662794	0.86961097	0.7539968	0.91814613	0.846913	0.7449235	0.8835452	0.862116	0.8606231	0.7875695	0.750084	0.83415425	0.8210149	0.8055248	0.8150671	0.89325726	0.81732094	0.82798165	0.8365362	0.7079375	0.7998191	0.826762	0.8341775	0.81510264	0.76820576	0.786299	0.78037196	0.80857056	0.76976514	0.8702811	0.7687939	0.75746596	0.7922227	0.91355073	0.78069395	0.6808088	0.8134458	0.8125875
draai/noun	0.87057614	0.7861502	0.8130395	0.8369632	0.7815914	0.8249023	0.8031217	0.787166	0.83385265	0.80185556	0.8146962	0.730819	0.7829585	0.86502945	0.9296336	0.8166791	0.7744875	0.8637654	0.850475	0.77748346	0.7994522	0.81105816	0.76138127	0.79619294	0.80287427	0.86579984	0.8530879	0.88151824	0.8354331	0.7804799	0.7726861	0.8061221	0.86986274	0.8263034	0.9085664	0.8395865	0.8359269	0.8189899	0.8071207	0.80984604	0.8291343	0.8276346	0.8958628	0.7494486	0.8283235	0.0	0.7670182	0.7766479	0.81452984	0.847188	0.8300252	0.8650949	0.8494466	0.74489	0.7706702	0.8952551	0.7846737	0.8891754	0.8242626	0.79499257	0.76911	0.8684741	0.80168164	0.8338806	0.77793485	0.91856974	0.8988746	0.78702855	0.7488718	0.7583404	0.84647167	0.86214423	0.8097825	0.80606294	0.827033	0.73948145	0.7674714	0.71861005	0.7882437	0.889118	0.84809285	0.77214414	0.7556089	0.8154211	0.7751536	0.8014748	0.8313122	0.9451342	0.80373865	0.92816633	0.88632286	0.7157365	0.8000491	0.86855507	0.8485553	0.8380374	0.89306843	0.86037606	0.83395207	0.9027858	0.88726294	0.82340103	0.7481102	0.8170861	0.825803	0.77187526	0.81872797	0.8090776	0.8343342	0.84223974	0.81530106	0.845615	0.7834674	0.82489204	0.8106029	0.8238953	0.89798534	0.77694106	0.77663255	0.78687906	0.8127524	0.82318014	0.84974647	0.79071885	0.7758182	0.80218196	0.9380552	0.84353864	0.7839025	0.8127042	0.8112746
genoeg/adv	0.8763883	0.6170314	0.81544936	0.6149422	0.8148521	0.86998874	0.7855664	0.5825797	0.8360953	0.667271	0.76963425	0.7330786	0.81734705	0.86484486	0.91757476	0.7336081	0.76046175	0.8674732	0.82167983	0.76478016	0.73002946	0.7876271	0.53645414	0.780354	0.76006997	0.8751976	0.8864252	0.89355135	0.8498609	0.60298824	0.49374473	0.7864851	0.8975594	0.83238184	0.89763755	0.79798365	0.8233987	0.85421145	0.777244	0.78442776	0.83000624	0.85387605	0.9134657	0.73685175	0.8072139	0.7670182	0.0	0.5517595	0.8639077	0.8549378	0.76404107	0.8690491	0.8386818	0.67666477	0.76326454	0.8461449	0.74534035	0.8748373	0.8519509	0.7940295	0.66365385	0.8523469	0.76413155	0.8412336	0.79462564	0.9438302	0.94023925	0.80613977	0.6416955	0.7412431	0.6161812	0.88009965	0.71424055	0.8048718	0.7433641	0.73180455	0.7752845	0.6152456	0.751679	0.9084756	0.851147	0.7609997	0.67923534	0.7919125	0.666446	0.8125638	0.8114975	0.94025105	0.8071362	0.90160656	0.84797	0.57023716	0.80782723	0.8910399	0.7986085	0.7544375	0.9009198	0.88211703	0.7941249	0.8855759	0.9067547	0.8724551	0.50648427	0.79436105	0.83646995	0.714252	0.82904744	0.8262959	0.8703936	0.81130517	0.79215974	0.8346866	0.72300804	0.8310952	0.7811476	0.8391023	0.8091136	0.7703133	0.72342193	0.7639247	0.75273174	0.6342666	0.8366471	0.77831817	0.7614763	0.81347764	0.92195463	0.85332	0.8044276	0.8421272	0.80959684
erg/adj	0.8523685	0.39763302	0.8118745	0.6119269	0.81780326	0.8581929	0.7824797	0.46059746	0.723606	0.52636313	0.73179805	0.7165288	0.80414265	0.8341436	0.8999624	0.6693623	0.7301353	0.86466944	0.8002983	0.7012371	0.7116217	0.7905637	0.26277906	0.7859021	0.72925925	0.8804643	0.872138	0.888332	0.85376704	0.46662456	0.4295612	0.7937379	0.88590837	0.8036348	0.8521468	0.75685394	0.79378974	0.8233681	0.7790318	0.7714447	0.8082398	0.80787206	0.916594	0.7212457	0.7974377	0.7766479	0.5517595	0.0	0.8308259	0.85696757	0.7162101	0.8371752	0.8308648	0.6931225	0.7382295	0.8364245	0.7046514	0.8532913	0.8513991	0.7643522	0.67204475	0.85475504	0.7296703	0.8368607	0.75815696	0.92644006	0.9348614	0.7996053	0.56539094	0.72425765	0.4422201	0.8427565	0.61338234	0.77254444	0.70476747	0.7502003	0.74301517	0.5213104	0.6267228	0.87456304	0.7686696	0.7628628	0.46409857	0.7478117	0.565265	0.7786255	0.7237295	0.9391898	0.7523281	0.91858006	0.8294712	0.52659786	0.79344845	0.85684	0.7847275	0.72194505	0.9089933	0.85866684	0.7814935	0.8776107	0.8512789	0.8526767	0.3340757	0.7788127	0.83747035	0.6753066	0.8037264	0.78884214	0.8564104	0.7979282	0.7953418	0.83522725	0.6436254	0.8245404	0.72773814	0.75750643	0.7805866	0.7499559	0.7604358	0.72909224	0.7840793	0.6005482	0.8054229	0.7616186	0.7546762	0.8114373	0.92307365	0.80941546	0.7540839	0.8102851	0.76373667
lied/noun	0.8969186	0.7673542	0.79176694	0.83745337	0.6885263	0.59238565	0.6756985	0.8465704	0.8596955	0.8431992	0.7437613	0.7371299	0.6749563	0.7430158	0.8933743	0.83021164	0.6010257	0.8676256	0.8417547	0.76640534	0.7135941	0.85644734	0.8049729	0.6571909	0.7899874	0.88263583	0.7322419	0.8510633	0.77076167	0.788394	0.80801713	0.7499173	0.75951165	0.79426455	0.8742317	0.8165697	0.7424482	0.6681062	0.76067686	0.7417234	0.887383	0.73930424	0.9243345	0.6696517	0.7968911	0.81452984	0.8639077	0.8308259	0.0	0.8007852	0.81794477	0.83348763	0.81620526	0.7369397	0.7016433	0.87378734	0.73208463	0.84944654	0.4663241	0.73849434	0.7889911	0.79999685	0.79741246	0.7148756	0.61116916	0.9102372	0.6814599	0.7507562	0.86977094	0.58188045	0.8420377	0.84311473	0.8104698	0.69059706	0.8126006	0.66758645	0.6278986	0.6822939	0.7811152	0.90913665	0.90715206	0.66576016	0.77787375	0.7752675	0.7588186	0.6345372	0.8089553	0.86300045	0.7540412	0.9488825	0.5391113	0.74524003	0.6050132	0.82826173	0.88108885	0.8724283	0.8085319	0.7270678	0.7909372	0.8568925	0.7802069	0.57406855	0.7895947	0.8004699	0.62633234	0.84366506	0.63300955	0.8837543	0.838176	0.73071074	0.6475096	0.6426929	0.76332617	0.55460334	0.77285534	0.82834303	0.8769315	0.6835729	0.756922	0.6521607	0.8127636	0.8616535	0.80852365	0.7166541	0.68619204	0.5921047	0.92480975	0.8025955	0.7351898	0.7857099	0.79767525
contrasteer/adj	0.90523	0.78078854	0.89947766	0.86354434	0.76297975	0.8527732	0.72651714	0.83758974	0.89506125	0.8464084	0.8231362	0.7401948	0.83957696	0.90125465	0.9408372	0.8766986	0.79916215	0.912416	0.88848364	0.8769642	0.80770546	0.926797	0.80975145	0.8308737	0.82265276	0.89688706	0.8927927	0.940544	0.8591019	0.83172226	0.843145	0.8366538	0.8837585	0.8144312	0.921584	0.92798764	0.858769	0.81655145	0.8318379	0.89092606	0.89463127	0.82926893	0.9452786	0.7549931	0.87574506	0.847188	0.8549378	0.85696757	0.8007852	0.0	0.89887875	0.8845073	0.8746093	0.82495	0.8116963	0.901215	0.8264946	0.86979336	0.8275668	0.8139141	0.8240153	0.9201707	0.9056219	0.8135212	0.818485	0.92425007	0.9148187	0.8703745	0.8956902	0.80496836	0.85727143	0.9298662	0.90186715	0.7944769	0.84610057	0.74762	0.7753832	0.75895214	0.82531095	0.8168023	0.94451374	0.770053	0.7906288	0.8721036	0.8184843	0.79721886	0.83013606	0.9133638	0.8386026	0.92809683	0.78981596	0.8274933	0.81484306	0.9039863	0.92904514	0.90286016	0.90291137	0.8758532	0.8324278	0.89406365	0.8875143	0.8341597	0.8159178	0.9052603	0.8203026	0.8861227	0.77594805	0.8473803	0.8983418	0.8249298	0.79668885	0.86130744	0.8057594	0.8123797	0.7543756	0.90985125	0.9111744	0.760532	0.7981884	0.73607576	0.7911916	0.850088	0.89839697	0.7933686	0.782153	0.8230322	0.9140981	0.8286694	0.8340248	0.84309655	0.85930586
ze/pron	0.89537066	0.80541265	0.8358009	0.62219584	0.83032405	0.8426985	0.83203673	0.7844341	0.8097291	0.7309339	0.7424203	0.847551	0.7736851	0.74712956	0.8667994	0.6474791	0.8012922	0.9317156	0.72165537	0.62758344	0.79322845	0.79585654	0.79178286	0.7964131	0.8301157	0.8974669	0.8096175	0.87095743	0.79771256	0.8053229	0.6066388	0.79718745	0.86056954	0.8277906	0.82102007	0.7617803	0.74970543	0.8270275	0.77986544	0.8859788	0.8208964	0.79193145	0.8260479	0.6519939	0.7731494	0.8300252	0.76404107	0.7162101	0.81794477	0.89887875	0.0	0.7584119	0.8535317	0.7386389	0.83945614	0.547897	0.66846466	0.80949706	0.8104365	0.7346952	0.6985116	0.88723236	0.72295177	0.8322772	0.8550335	0.8644574	0.9357881	0.848029	0.57399905	0.81129813	0.727685	0.83728033	0.63238883	0.7882966	0.7342862	0.8613251	0.7738277	0.5763466	0.7989752	0.84624726	0.90156686	0.8450023	0.7503549	0.6032863	0.69232404	0.8573159	0.6887859	0.911454	0.7582358	0.86242545	0.8463819	0.7509731	0.8077123	0.89123994	0.55327207	0.6866368	0.8718728	0.84646416	0.8513038	0.8709777	0.8160993	0.86214614	0.66429937	0.2543298	0.80037177	0.57988876	0.83369625	0.8815029	0.9030689	0.82036793	0.86573935	0.828389	0.59748876	0.8004147	0.8425078	0.84010875	0.63057184	0.8159283	0.8024327	0.7800636	0.78785527	0.68473136	0.674511	0.83510965	0.8395741	0.875703	0.87202334	0.8073695	0.8363037	0.64021665	0.87680733
arrogantie/noun	0.9142097	0.844347	0.8504527	0.80964464	0.8266031	0.8582741	0.80445117	0.8210039	0.80502	0.80020547	0.81183434	0.81042475	0.8465692	0.8293349	0.9102576	0.7895137	0.8170408	0.9328904	0.79526	0.74847054	0.88405657	0.88875735	0.8182927	0.79871017	0.8086795	0.8957392	0.8225053	0.9100505	0.71551234	0.79828095	0.78895116	0.8136887	0.92347515	0.8182211	0.9003718	0.86217326	0.85164064	0.8583791	0.81140226	0.8847249	0.82292426	0.8755985	0.94575286	0.7362814	0.59074724	0.8650949	0.8690491	0.8371752	0.83348763	0.8845073	0.7584119	0.0	0.8965956	0.76866025	0.8083694	0.8582875	0.7495082	0.8197688	0.8492502	0.8338118	0.79665166	0.90689445	0.72655797	0.8534308	0.8510132	0.94070536	0.91752577	0.81585205	0.7926278	0.8087597	0.8172467	0.8553528	0.80693793	0.77795964	0.8813029	0.8118434	0.8172095	0.69996476	0.7180829	0.93803537	0.88216805	0.7169242	0.7430688	0.82734454	0.77258134	0.85885787	0.80902356	0.9384114	0.81136996	0.9328151	0.86429095	0.8085196	0.8798938	0.8610822	0.8489309	0.77172047	0.9237955	0.8623878	0.76490086	0.8897289	0.8772773	0.8786206	0.83550596	0.7466855	0.84703887	0.850376	0.83688664	0.8594507	0.8872023	0.8508162	0.8422493	0.8548134	0.7137909	0.82866955	0.8364996	0.84966326	0.8219142	0.8077207	0.813246	0.82179934	0.84298277	0.8124131	0.868441	0.8174094	0.801479	0.8307145	0.89355487	0.7753402	0.764142	0.8232082	0.86140376
bijrol/noun	0.9057864	0.80382866	0.89672536	0.86698294	0.8007215	0.7218189	0.81053114	0.8426802	0.92370373	0.85274756	0.8096938	0.8055403	0.802132	0.8289478	0.84736866	0.8508297	0.8334486	0.80631363	0.8670588	0.82271564	0.84881806	0.9000823	0.8165789	0.80596495	0.81800765	0.89198864	0.88910115	0.9079711	0.83572453	0.8232692	0.8545769	0.7928171	0.83426565	0.86390704	0.9085473	0.87749034	0.74619013	0.79230744	0.8135701	0.7107897	0.9131055	0.8492578	0.9035552	0.81854665	0.8759963	0.8494466	0.8386818	0.8308648	0.81620526	0.8746093	0.8535317	0.8965956	0.0	0.82086104	0.81428075	0.85775375	0.7845573	0.87910914	0.8376452	0.81221336	0.84692216	0.8942268	0.8758574	0.82875293	0.6794388	0.90034175	0.7875706	0.8329699	0.8559763	0.78991026	0.89628136	0.8880463	0.81509364	0.8129176	0.87602854	0.79515094	0.7273061	0.79318345	0.80927515	0.92807955	0.8828357	0.8015071	0.82727957	0.8441377	0.81838346	0.7794117	0.85108846	0.91522914	0.8137897	0.9418095	0.8197425	0.80642	0.8525753	0.6649904	0.886809	0.88955945	0.8646151	0.8772513	0.84052575	0.8878617	0.8430687	0.7099625	0.828887	0.8336468	0.8018041	0.8704848	0.86516786	0.88853645	0.87622666	0.6844297	0.77935743	0.8225667	0.82409585	0.8178576	0.80309343	0.8053582	0.9101804	0.83686626	0.8254994	0.7568689	0.80108535	0.851494	0.8194485	0.82506824	0.7849418	0.77585083	0.91000164	0.80967414	0.775683	0.86622745	0.7587877
wijze/noun	0.81060135	0.66265523	0.7722571	0.6474445	0.7117795	0.769644	0.72895056	0.6729177	0.766357	0.74266356	0.76251554	0.6904576	0.7159519	0.7999047	0.87660223	0.745608	0.65015614	0.8419923	0.7626247	0.7288512	0.740942	0.75457466	0.59046406	0.71823645	0.7656549	0.82196283	0.78765094	0.83516705	0.7251133	0.5936865	0.6082152	0.7762909	0.8319588	0.7711045	0.8931293	0.78698164	0.76439834	0.77507603	0.6904073	0.7777553	0.8184188	0.7601367	0.9299976	0.6579646	0.74513817	0.74489	0.67666477	0.6931225	0.7369397	0.82495	0.7386389	0.76866025	0.82086104	0.0	0.6571297	0.8221057	0.6899079	0.78382283	0.7350602	0.7889205	0.22046721	0.7559239	0.7059151	0.74308884	0.700623	0.9276128	0.896492	0.6929201	0.7841661	0.64103705	0.7294332	0.8168812	0.8090375	0.77057546	0.82338345	0.67361426	0.62072456	0.60362923	0.74907845	0.9185401	0.84915566	0.6867503	0.67645323	0.8157594	0.73480475	0.7037792	0.8046637	0.9173659	0.84408695	0.9027583	0.79125214	0.57896006	0.77374494	0.7768265	0.85379153	0.7576249	0.88078344	0.7503664	0.75874114	0.88794535	0.84428483	0.7808561	0.66076785	0.7457135	0.7798366	0.79487336	0.78620595	0.7299622	0.7655326	0.774166	0.7091167	0.75855476	0.6633737	0.7388247	0.7707724	0.7709102	0.8239115	0.6027188	0.6681791	0.7077838	0.67579687	0.7727143	0.81551665	0.6631534	0.6494548	0.7131068	0.8954204	0.78188616	0.69836855	0.7671909	0.7517754
variant/noun	0.88041	0.74069864	0.82188535	0.79563844	0.75971407	0.76519805	0.6126305	0.7189188	0.8163776	0.7924713	0.77210075	0.6207533	0.7247188	0.80223066	0.8913622	0.76008344	0.7427223	0.8586435	0.7965668	0.73693305	0.7530985	0.81642437	0.6743067	0.74241567	0.7585325	0.8016765	0.8102255	0.8873417	0.7718543	0.7270152	0.74019784	0.76984423	0.813162	0.7870526	0.8954833	0.8707965	0.77223194	0.7763354	0.72086173	0.8020315	0.8445969	0.77750045	0.8767247	0.6682321	0.7903756	0.7706702	0.76326454	0.7382295	0.7016433	0.8116963	0.83945614	0.8083694	0.81428075	0.6571297	0.0	0.8557234	0.75689423	0.8533778	0.75076306	0.75209296	0.6809884	0.8503151	0.80219233	0.77790725	0.7059196	0.9027427	0.8463267	0.70559406	0.8373955	0.7181179	0.81922495	0.8503165	0.82629573	0.74383867	0.83729446	0.623863	0.7147311	0.6961417	0.73234063	0.84813446	0.86507195	0.6534835	0.70670366	0.8231591	0.80049455	0.76734537	0.79863733	0.92732465	0.8435527	0.9378354	0.8139652	0.6899641	0.7585594	0.83211535	0.83004665	0.8539786	0.86674994	0.81575644	0.7796489	0.83200014	0.8390696	0.76814944	0.7484205	0.8546324	0.7693844	0.8385328	0.7494689	0.7540544	0.8360319	0.7808691	0.73991233	0.7614852	0.7189084	0.74798656	0.729553	0.77007747	0.86396	0.7391064	0.767238	0.71147215	0.7877738	0.79307634	0.8180115	0.7216193	0.7362735	0.7270672	0.88985085	0.785059	0.7006391	0.703738	0.7603571
man/noun	0.9475011	0.8655531	0.9231066	0.83221674	0.8889109	0.90581906	0.87842375	0.8649623	0.9052459	0.848518	0.81945837	0.873318	0.8658052	0.8108348	0.8953642	0.8853615	0.8758877	0.92929053	0.8340968	0.77361184	0.8960995	0.90303755	0.84482706	0.86500573	0.862196	0.9400549	0.91973937	0.9311208	0.8152924	0.83525383	0.8140794	0.8688208	0.92634	0.88128155	0.86715895	0.84981346	0.8828833	0.9162769	0.8299616	0.906592	0.86996007	0.88061494	0.8691624	0.6756042	0.8714776	0.8952551	0.8461449	0.8364245	0.87378734	0.901215	0.547897	0.8582875	0.85775375	0.8221057	0.8557234	0.0	0.7906802	0.8396909	0.90536284	0.876045	0.8546319	0.9131932	0.86048126	0.9092681	0.89775735	0.9225549	0.9642588	0.86500347	0.8461896	0.85812616	0.841766	0.92511195	0.86089087	0.81089836	0.85507065	0.8803536	0.81159556	0.73869354	0.8693303	0.85064834	0.9501233	0.8688365	0.8260818	0.77479994	0.8143619	0.9221152	0.7142829	0.94273096	0.86270475	0.93550307	0.9044186	0.7262285	0.8923497	0.89620054	0.78678524	0.9184265	0.917055	0.9214845	0.8909896	0.80448383	0.8263242	0.9199095	0.8271035	0.5495515	0.8727386	0.78765357	0.8797685	0.9418537	0.96063364	0.87291735	0.8024275	0.91577375	0.72633886	0.8746046	0.8431064	0.895749	0.90656453	0.8647319	0.85277534	0.81018305	0.8727313	0.87327766	0.77366805	0.8436055	0.9015166	0.899862	0.86503375	0.8715063	0.87350327	0.69965863	0.8814215
zelden/adj	0.8584957	0.68142176	0.7633377	0.73717177	0.7209338	0.7251345	0.7029112	0.69885087	0.79280436	0.706663	0.6896169	0.7116283	0.735858	0.73689944	0.86137414	0.6667402	0.679108	0.8842466	0.74456525	0.62630165	0.7417122	0.82466817	0.69187784	0.6910995	0.7027725	0.8594	0.75986516	0.82360744	0.7714329	0.6826331	0.68436515	0.7321247	0.7962557	0.77597016	0.8400357	0.756161	0.76311404	0.75921005	0.748339	0.75249135	0.8093768	0.7998134	0.88491446	0.6541718	0.7255688	0.7846737	0.74534035	0.7046514	0.73208463	0.8264946	0.66846466	0.7495082	0.7845573	0.6899079	0.75689423	0.7906802	0.0	0.77843595	0.73560953	0.72541094	0.7309817	0.7780312	0.7327527	0.7407945	0.692937	0.8990421	0.78777516	0.72695637	0.688416	0.700889	0.76453584	0.7950413	0.6509923	0.7101971	0.7911924	0.7067653	0.67057544	0.5418462	0.6858523	0.92200565	0.8660387	0.6765465	0.6414858	0.64502287	0.66785544	0.7202641	0.749709	0.89276654	0.707499	0.90870905	0.7501879	0.6893183	0.7624644	0.79837227	0.753316	0.74543405	0.81109387	0.7870712	0.7091262	0.8557972	0.8127172	0.7427916	0.6818249	0.67939997	0.7470875	0.73380256	0.77394074	0.7998269	0.8320092	0.74381244	0.7460301	0.748873	0.48846006	0.7169765	0.7029538	0.80636	0.7409697	0.7240066	0.72172457	0.69133914	0.7424817	0.674115	0.74282235	0.6946689	0.69320416	0.7318607	0.8746117	0.77192795	0.7209782	0.70581406	0.76656705
weerzinwekkend/adj	0.92171365	0.82023454	0.839716	0.8124024	0.82091004	0.8293485	0.83456606	0.861456	0.82961166	0.8445967	0.76366067	0.8334585	0.820651	0.87803453	0.9252242	0.8523817	0.8233013	0.91484356	0.88455224	0.79825485	0.857954	0.8919384	0.8319481	0.8152592	0.784055	0.9048438	0.8303864	0.92554754	0.8004528	0.79416674	0.8383435	0.8132615	0.87282956	0.82942325	0.8811632	0.8707121	0.82361174	0.8278458	0.79713786	0.8981052	0.8711695	0.87332034	0.9163755	0.75023943	0.80604476	0.8891754	0.8748373	0.8532913	0.84944654	0.86979336	0.80949706	0.8197688	0.87910914	0.78382283	0.8533778	0.8396909	0.77843595	0.0	0.8369518	0.8332093	0.8367383	0.8647529	0.82044333	0.8561021	0.7949796	0.9196991	0.8696814	0.8119745	0.8569375	0.7624178	0.843369	0.8636509	0.8204206	0.80813456	0.86013246	0.8358616	0.74067104	0.73778534	0.81997	0.9410418	0.92423195	0.8029194	0.7958304	0.8617107	0.781994	0.8527937	0.84387195	0.916095	0.823544	0.9501056	0.87340933	0.7871492	0.8741038	0.8861329	0.84953934	0.83025074	0.91403383	0.8856492	0.8036109	0.89983106	0.9019648	0.85568136	0.8591698	0.8215366	0.89662313	0.8733517	0.8392328	0.8532746	0.9241748	0.8420911	0.8195897	0.8147262	0.74362373	0.8432306	0.82384294	0.841015	0.8543638	0.7723226	0.79717535	0.8312379	0.804912	0.84896934	0.89129806	0.740286	0.8027741	0.8044758	0.9011531	0.7985541	0.78550345	0.7633704	0.82241356
