	ketting/noun	immers/adv	langzaam/adj	deur/noun	alsof/comp	Claeys/name	dan/adv	touw_DIM/noun	leverancier/noun	nog/adv	Ruth/name	wielertoeristen/noun	onderaan/adv	onhandig/adj	alles/noun	pyjama/noun	beneden/adv	alweer/adv	wetswijziging/noun	poot_DIM/noun	achter/prep	hand/noun	oog/noun	ineen/pp	systeem/noun	of/comp	naar/prep	kwartier/noun	Cliteur/name	minuut/noun	schrijver/noun	component/noun	Hugo/name	White/name	achter/adv	echter/adv	energiek/adj	naam/noun	vervolgens/adv	bijvoorbeeld/adv	die/det	fiets/noun	Dirk/name	demonstratief/adj	ideaal/adj	zondag_avond/noun	arm/adj	outfit/noun	zo/adv	harnas/noun	je/pron	Koller/name	gaandeweg/adv	snel/adj	tijd/noun	De/name	en/vg	punt/noun	iemand/noun	gemeente_personeel/noun	foutief/adj	Ma/name	wagen_DIM/noun	gedachte/noun	tas/noun	design/noun	om/prep	Rossi/name	laat/adj	blik/noun	Kristof/name	iedereen/pron	in/prep	Bangoura/noun	tegenstander/noun	nadrukkelijk/adj	ze/pron	toen/adv	h/noun	sluimer/adj	ergens/adv	beugel/noun	aan/prep	graag/adj	rechter_been/noun	gek/noun	door/comp	Mike/name	Pasanen/name	wagen/noun	zak_DIM/noun	men/pron	opnieuw/adv	soms/adv	daarop/pp	halfweg/prep	af/adv	zich/pron	geluid/noun	met/prep	rugzak/noun	daarin/pp	Thomas/name	meteen/adv	door/prep	donderdag_morgen/noun	Adriaens/name	telkens/adv	zodra/comp	duim/noun	Gino/name	vinger/noun	song/noun	getrokken/adj	ter/prep	oma/noun	volk/noun	licht/adj	ik/pron	klassieker/noun	voet/noun	terwijl/comp	Baouf/name	Vermant/name	al/comp	auto/noun	daardoor/pp	gewoon/adj	regisseur/noun	stuk/adv	dimensie/noun	zweet/adj	Kanu/name	voertuig/noun	zuiver/adj	arm/noun	mij/pron	toen/comp	Armstrong/name	hij/pron	Stijn/name	zakdoek/noun	me/pron	zodat/comp	stuur/noun	kar/noun	naar/adj	Crasson/noun	Mutavdzic/name	uitblinker/noun	Vereecke/name	Bouma/name	trein/noun	dief/noun	renner/noun	traditioneel/adj	Mpenza/name	wolk/noun	lijf_DIM/noun	beeld/noun	beetje/noun	wagon_DIM/noun	fietser/noun	Penders/name	trein_DIM/noun	Van/name	eindeloos/adj	Mestdagh/name	sjaal_DIM/noun	brom_fietser/noun	twee/num	er/adv	beide/pron	of/vg	Marion/name
zak_DIM/noun	0.72498536	0.84892976	0.8202476	0.8369452	0.78183866	0.90747154	0.84303784	0.7850664	0.770649	0.89382994	0.9086637	0.9078586	0.79596525	0.8047311	0.82538533	0.81087375	0.8010175	0.8416102	0.9098739	0.7764677	0.8510034	0.7640623	0.853185	0.8727237	0.8867824	0.89822304	0.8954103	0.88308	0.950005	0.86921763	0.9251423	0.81329393	0.9075748	0.90025276	0.78533864	0.9112911	0.86727744	0.88290554	0.6981845	0.73849046	0.82426226	0.7503389	0.9284171	0.83126926	0.8848954	0.8664899	0.8790474	0.8136691	0.8679379	0.865588	0.795263	0.89774835	0.8737255	0.868875	0.9195688	0.9597806	0.6328023	0.94391423	0.8528131	0.90976006	0.8784776	0.9229906	0.7978821	0.90796465	0.50485945	0.8120327	0.88316584	0.92699766	0.9337169	0.7372532	0.9354371	0.86716145	0.83804035	0.9384409	0.9120273	0.8832012	0.7392414	0.89517856	0.8845531	0.92712337	0.77819437	0.83958143	0.8706427	0.86358774	0.89995396	0.8628986	0.762868	0.875625	0.9621505	0.79969794	0.0	0.86034894	0.8837281	0.7967735	0.7750816	0.888708	0.7770334	0.9196073	0.83615994	0.69662887	0.62246835	0.78806865	0.93816173	0.83595306	0.85006595	0.87310904	0.9487055	0.8284619	0.78675747	0.8497859	0.8944359	0.80543756	0.8535129	0.82632756	0.84063363	0.7929559	0.9075831	0.7897758	0.88088614	0.87601274	0.85810626	0.7490398	0.97775394	0.928707	0.88572097	0.77810234	0.8614655	0.7380831	0.9278829	0.8079259	0.88067836	0.8442692	0.9293667	0.823752	0.7679258	0.79454064	0.912078	0.8644494	0.8946137	0.84555364	0.9240986	0.716296	0.89658177	0.7190548	0.8214699	0.7699127	0.8529945	0.970741	0.97664136	0.90280575	0.9497229	0.9343036	0.87233084	0.8004137	0.9045606	0.8229538	0.9159827	0.8059032	0.86810476	0.8583692	0.8249513	0.92522085	0.8686302	0.9519751	0.86654806	0.96517515	0.8125346	0.9269647	0.8012809	0.90847015	0.82128036	0.86846125	0.88254666	0.62208915	0.8997475
men/pron	0.87680185	0.6429924	0.81631666	0.8899643	0.74510956	0.8683592	0.5577945	0.88519686	0.81506157	0.72481966	0.8881912	0.8866594	0.8546017	0.785026	0.70639116	0.8890802	0.88230914	0.81996983	0.806617	0.8490444	0.88856125	0.88461304	0.84405416	0.87906367	0.7496533	0.68066883	0.82776105	0.89307505	0.7752428	0.9004384	0.85206103	0.8392077	0.8497125	0.89225423	0.8498335	0.5903348	0.8593258	0.8287469	0.71368295	0.71777326	0.6373298	0.85829616	0.92407745	0.86869144	0.8701854	0.86448646	0.8702811	0.83572066	0.6547941	0.87817335	0.44132197	0.84169745	0.7483736	0.7530126	0.8521994	0.9401373	0.7799214	0.90582275	0.5987277	0.8296695	0.7821074	0.87717223	0.86894894	0.7584168	0.86980563	0.8330969	0.853229	0.878661	0.8905186	0.7995055	0.91381013	0.53779405	0.8668142	0.9118972	0.79369724	0.7804141	0.467739	0.75149375	0.8944994	0.8359904	0.76600176	0.88035697	0.82830715	0.72060704	0.88815844	0.7950933	0.63829637	0.89457226	0.9198015	0.88742757	0.86034894	0.0	0.781957	0.6816567	0.78162384	0.86384153	0.7751189	0.71316993	0.7930728	0.8147046	0.8615744	0.76756126	0.9476214	0.73806995	0.8577311	0.8845966	0.91324687	0.7837776	0.72717774	0.8790552	0.8735025	0.8594885	0.8428411	0.87345654	0.88258165	0.79972786	0.782287	0.8697378	0.5041002	0.8707198	0.90741557	0.76325685	0.91532564	0.86884695	0.59575236	0.88983876	0.7417324	0.73305064	0.8703588	0.83222955	0.820487	0.8828338	0.88557863	0.8711539	0.7739398	0.8968915	0.6567297	0.83420306	0.8164804	0.5698421	0.91878307	0.8890265	0.6720127	0.6920333	0.8923136	0.87463486	0.79862154	0.93892294	0.9441008	0.89373016	0.8849895	0.8616493	0.8736447	0.8966673	0.86685044	0.7992128	0.8518432	0.86897576	0.93173635	0.8292762	0.70518863	0.9179693	0.84963906	0.91368616	0.8882613	0.9087633	0.77620995	0.88040096	0.9161804	0.9252258	0.9205637	0.71740365	0.7665397	0.75527537	0.8862731
opnieuw/adv	0.81868005	0.7439432	0.7414899	0.8206372	0.82365143	0.7565288	0.7165979	0.88606566	0.8568348	0.7097708	0.87542456	0.8232715	0.80405223	0.84895724	0.82828987	0.8881069	0.7864052	0.551602	0.83698803	0.8768561	0.8478474	0.88464135	0.8907766	0.8552866	0.8416344	0.8432832	0.82435066	0.7176142	0.90335214	0.75007355	0.9208347	0.87016356	0.8496896	0.7944988	0.78742826	0.731537	0.8338158	0.8806171	0.630299	0.8664059	0.79244655	0.8252944	0.8554891	0.83157176	0.8544199	0.69932735	0.9050919	0.8911494	0.84380126	0.88445675	0.8130971	0.77344465	0.7258401	0.7164752	0.8208907	0.8308782	0.76929164	0.78018326	0.80751216	0.822742	0.8391538	0.88689625	0.83003855	0.8849457	0.8606701	0.8776252	0.8362319	0.8237071	0.7251563	0.88789654	0.7196933	0.7732444	0.73090595	0.8238766	0.7674507	0.80087113	0.7177249	0.67797536	0.7920263	0.8466947	0.7980117	0.889479	0.8528093	0.84109694	0.82881725	0.8388043	0.70669824	0.79467654	0.8379196	0.82113373	0.8837281	0.781957	0.0	0.8244983	0.682299	0.6675086	0.75076985	0.8332267	0.8541444	0.774433	0.85569113	0.8059758	0.85919535	0.6040574	0.7326298	0.7754023	0.83811265	0.58771336	0.6515195	0.85282165	0.7430651	0.8826758	0.8448247	0.86355495	0.8477193	0.86995184	0.8614173	0.7941688	0.81498224	0.8146192	0.82074773	0.7353569	0.819856	0.7958993	0.7983011	0.829063	0.6829625	0.8298876	0.877511	0.8353325	0.89483833	0.8813852	0.7902758	0.82914174	0.865178	0.85584813	0.8548999	0.66281617	0.77142274	0.69624484	0.77200353	0.89863825	0.83784246	0.6408493	0.8574269	0.8438381	0.841974	0.87705743	0.8457712	0.74841315	0.8055064	0.7466388	0.8281318	0.7967495	0.7632889	0.8616491	0.7106205	0.8268252	0.91932577	0.86486065	0.8575409	0.9049761	0.8294703	0.8081136	0.83428466	0.8092228	0.78862685	0.78093684	0.92515606	0.8833947	0.71448135	0.7628718	0.723166	0.8391661	0.79379547
soms/adv	0.7738463	0.7531055	0.695325	0.870306	0.5488783	0.8734845	0.6091478	0.820601	0.87526906	0.7820617	0.82003987	0.85593355	0.8013382	0.60787433	0.7316891	0.8037855	0.8020442	0.7356496	0.870749	0.7861001	0.8210595	0.82703686	0.6938529	0.77066374	0.82985723	0.7668028	0.84590733	0.81524426	0.8315858	0.8300905	0.7767888	0.784716	0.85386133	0.80725193	0.75664705	0.67397416	0.63368	0.85664815	0.7284913	0.7174913	0.62798315	0.8446727	0.92255294	0.8530777	0.8177205	0.815318	0.825199	0.7789037	0.5204554	0.80739206	0.5345248	0.8214906	0.63385034	0.77371347	0.8203188	0.97492963	0.5688001	0.9171046	0.5897794	0.8999184	0.7969772	0.81260794	0.8119407	0.622838	0.8022617	0.75947213	0.82661355	0.86061347	0.86179715	0.6161387	0.8969527	0.68680215	0.8470018	0.89607686	0.77403486	0.76477325	0.5763466	0.7267834	0.85859394	0.7840249	0.7328676	0.82363147	0.8497202	0.7665204	0.8425793	0.6870947	0.7007297	0.7929211	0.8963276	0.8824349	0.7967735	0.6816567	0.8244983	0.0	0.8256257	0.84252375	0.45598918	0.7921125	0.6059519	0.69764924	0.7909198	0.776912	0.8804665	0.7787677	0.73272127	0.835472	0.9069712	0.6797855	0.704618	0.777657	0.85032153	0.7859963	0.60911417	0.7994828	0.9293054	0.73255384	0.8125846	0.6865239	0.6013591	0.76791847	0.8189521	0.66892713	0.9267065	0.87062925	0.5967509	0.8741372	0.6592102	0.6594254	0.7794074	0.685005	0.71133864	0.7898204	0.8595509	0.88742465	0.7043573	0.7811669	0.64850307	0.7734649	0.8231825	0.64837104	0.89264387	0.80780804	0.66170126	0.70845056	0.8210302	0.8305669	0.66328275	0.9343974	0.9293038	0.85954416	0.90079266	0.84002227	0.8451239	0.88418645	0.87060094	0.77851546	0.83397925	0.6974659	0.8356691	0.604242	0.4850521	0.92977303	0.8279722	0.91677177	0.8681579	0.9558054	0.60784006	0.9006399	0.86155	0.89520466	0.8657026	0.75220746	0.7626565	0.6228494	0.8373593
daarop/pp	0.7674107	0.80671394	0.80814135	0.75102866	0.82685965	0.81146973	0.7282423	0.8514186	0.79300237	0.8779423	0.8424244	0.8832663	0.8030865	0.82954717	0.8620064	0.8335105	0.7632067	0.74923515	0.8127309	0.82373655	0.8124417	0.8238679	0.85693985	0.854483	0.8479262	0.8342429	0.8137522	0.7556433	0.8891334	0.7998589	0.90966964	0.88653684	0.84770834	0.8311777	0.76346856	0.74840105	0.86634266	0.80135167	0.5130619	0.7787663	0.7750413	0.8232276	0.90195435	0.76542246	0.90000266	0.7166462	0.9100988	0.8423545	0.8722444	0.85046005	0.82233095	0.83094954	0.817923	0.77856493	0.89165986	0.8975077	0.7422567	0.88396347	0.7572194	0.8411725	0.77463555	0.8946917	0.84423035	0.88851166	0.7172635	0.8846105	0.8641566	0.8769083	0.76503164	0.8241005	0.864511	0.84244233	0.8290597	0.8852146	0.82366574	0.7720192	0.681342	0.6631508	0.8547883	0.8912445	0.82279104	0.86973333	0.864177	0.8372056	0.8330751	0.8099862	0.7107384	0.8333229	0.9193978	0.7505804	0.7750816	0.78162384	0.682299	0.8256257	0.0	0.7704531	0.80978495	0.8084708	0.84196365	0.74777496	0.74466985	0.7523134	0.89878047	0.6243996	0.73758173	0.7688812	0.8807991	0.7132254	0.6728556	0.8411622	0.829488	0.8499805	0.86912465	0.7988452	0.80458665	0.81596226	0.88159424	0.8479939	0.84419847	0.87434983	0.8105825	0.732708	0.9318429	0.86563426	0.877091	0.752466	0.7768246	0.82347536	0.89640605	0.8188465	0.8730655	0.84202963	0.85840255	0.760496	0.874916	0.79640174	0.84249514	0.6404462	0.8520687	0.6710651	0.87887514	0.8518886	0.8335084	0.6861476	0.7797401	0.8286426	0.8356958	0.92138326	0.9194888	0.85312676	0.8654115	0.850181	0.81034905	0.77133906	0.83576405	0.8614056	0.837854	0.8440449	0.912109	0.83569527	0.901203	0.9234956	0.83235604	0.8906855	0.85583586	0.8680752	0.7908871	0.8671452	0.8491332	0.8408584	0.72250307	0.8054024	0.77108455	0.7492295	0.86896
halfweg/prep	0.8443186	0.7822816	0.7885847	0.8397025	0.8497275	0.69423676	0.7635241	0.88300586	0.89478475	0.766366	0.87776977	0.8293415	0.7718816	0.8674708	0.87309486	0.8942483	0.81006134	0.66751975	0.8766128	0.8868574	0.84199625	0.87492526	0.88693887	0.8951957	0.88237846	0.9289128	0.84293246	0.50087214	0.9404561	0.5436643	0.9276327	0.9085464	0.878948	0.7900682	0.7627931	0.73946184	0.8433473	0.9258683	0.7036928	0.8966398	0.7956713	0.84626967	0.87532014	0.85534644	0.85250604	0.7901689	0.91410744	0.907443	0.86680377	0.90529996	0.8638326	0.6939013	0.7827619	0.7069749	0.83549654	0.8208756	0.7987883	0.7300513	0.8681662	0.8982998	0.78351825	0.9015017	0.83139324	0.9057651	0.86383665	0.9076662	0.85904145	0.8261106	0.6673144	0.8877846	0.6881319	0.85422456	0.77528256	0.7805291	0.77062935	0.85652125	0.80742574	0.72395605	0.7789784	0.90281254	0.8349631	0.8826357	0.88596517	0.8911035	0.84271455	0.8558024	0.79889303	0.808892	0.8353406	0.8281369	0.888708	0.86384153	0.6675086	0.84252375	0.7704531	0.0	0.78757715	0.8811611	0.89352894	0.8278092	0.85656893	0.8477932	0.83545244	0.66955614	0.79895204	0.87861145	0.77369386	0.64065856	0.7376039	0.83664006	0.7317458	0.8845041	0.87977874	0.8950315	0.8825575	0.88617265	0.90858513	0.82691014	0.85648775	0.8431266	0.8204604	0.7741622	0.8286487	0.73743045	0.8082303	0.8436866	0.75266653	0.8537871	0.9147335	0.84900767	0.912117	0.8982108	0.7816051	0.8451161	0.8537443	0.8547783	0.885882	0.67681193	0.7362487	0.776622	0.72548425	0.89285487	0.8747511	0.7124015	0.848557	0.8622983	0.8558732	0.86851907	0.83828413	0.5954701	0.7548276	0.7421509	0.83616275	0.87285674	0.71072125	0.86876804	0.66034365	0.8282715	0.93939656	0.90205944	0.86803555	0.8703112	0.84922904	0.7835442	0.86463207	0.7690637	0.82951415	0.78367674	0.928566	0.8819423	0.7286407	0.8455478	0.7999861	0.851208	0.88114566
af/adv	0.7948288	0.84956104	0.6741447	0.86133325	0.629457	0.8764381	0.5996001	0.8382091	0.8903223	0.7961992	0.8615445	0.8564594	0.8197038	0.7328789	0.789757	0.8257349	0.71391827	0.69690466	0.9348257	0.7816255	0.8315875	0.7933357	0.73598254	0.83903295	0.9087515	0.84636277	0.81024384	0.7613484	0.89876837	0.7712991	0.86436963	0.8750199	0.87298906	0.8419142	0.75922704	0.81704044	0.7426077	0.9029708	0.66374546	0.80057347	0.7948954	0.7945537	0.91912407	0.82807523	0.8584076	0.79446507	0.8710111	0.8228779	0.74261326	0.865178	0.5935776	0.84358644	0.7317548	0.7817205	0.82332706	0.95702463	0.64280534	0.9282607	0.64728093	0.92646354	0.88070685	0.84117424	0.8042537	0.7731333	0.7929374	0.8588276	0.84259516	0.87254226	0.8293841	0.69054705	0.8604286	0.6893082	0.83873653	0.88884324	0.838093	0.82144105	0.6032863	0.7254056	0.87672675	0.8675797	0.7072133	0.8604211	0.8923132	0.6903796	0.8559669	0.73455834	0.75398946	0.816856	0.9028367	0.83772516	0.7770334	0.7751189	0.75076985	0.45598918	0.80978495	0.78757715	0.0	0.8228386	0.6827725	0.7364008	0.7835424	0.84648776	0.8945773	0.7459097	0.78260905	0.83600444	0.9147488	0.6862762	0.674314	0.7912993	0.8406368	0.7492982	0.7315637	0.8333396	0.8755727	0.70809996	0.8652129	0.7237048	0.631651	0.827927	0.7980721	0.63975966	0.9090933	0.8833038	0.697271	0.82344806	0.7824544	0.6745404	0.8498771	0.7850601	0.86334074	0.79646057	0.8638612	0.8562557	0.813492	0.7706126	0.7399649	0.7328069	0.8235034	0.65382373	0.86022764	0.82653695	0.7171215	0.7451359	0.77028894	0.8158761	0.7333459	0.93599224	0.92498523	0.8534279	0.9102356	0.8595576	0.8091043	0.8716749	0.86639786	0.84096235	0.81315506	0.6617581	0.8768246	0.798254	0.62271655	0.9327374	0.82808846	0.9200519	0.83774716	0.9387949	0.7123233	0.89632857	0.87626606	0.8808017	0.8511447	0.7492511	0.82186663	0.66851294	0.85735166
zich/pron	0.8907961	0.7791197	0.82565665	0.9229383	0.8227029	0.8975054	0.8278301	0.8822848	0.88427794	0.88661975	0.86634094	0.8997464	0.8898151	0.83472955	0.84510297	0.9003147	0.8903868	0.87356544	0.87183666	0.892943	0.87277037	0.8820859	0.85493433	0.90135	0.8749802	0.8549333	0.89289045	0.90506464	0.80229	0.93787134	0.8324059	0.89045715	0.87536496	0.87901074	0.8651433	0.78049666	0.83305687	0.8836374	0.761145	0.8684753	0.80629355	0.904299	0.9357847	0.8549787	0.8974419	0.87258697	0.8574312	0.87027097	0.7991727	0.8756686	0.72167933	0.89687693	0.7554943	0.8365824	0.8969518	0.9643011	0.82838047	0.9337813	0.79812634	0.88701326	0.8822488	0.8955287	0.88858277	0.7945962	0.9161494	0.8827307	0.91820735	0.8852808	0.9113898	0.80330515	0.8932023	0.7922187	0.8616234	0.9309986	0.813301	0.7250873	0.7323723	0.84916484	0.90737367	0.8699254	0.8583049	0.9039598	0.84708	0.79550016	0.9063294	0.82607764	0.7330687	0.8849793	0.9110295	0.9087964	0.9196073	0.71316993	0.8332267	0.7921125	0.8084708	0.8811611	0.8228386	0.0	0.845416	0.8708119	0.8839972	0.7984856	0.9014751	0.8492135	0.7926098	0.9118658	0.93788826	0.848924	0.7970586	0.8872646	0.8991826	0.9022144	0.87727207	0.8834289	0.93353784	0.8916581	0.81487894	0.9102978	0.773041	0.8907001	0.90003234	0.80007935	0.93695974	0.90194184	0.7938666	0.90866864	0.8216454	0.86898464	0.8694895	0.84306777	0.8766634	0.8840555	0.901913	0.9037022	0.86616635	0.878543	0.6455822	0.8566296	0.8586195	0.72042704	0.90140736	0.90642774	0.50543743	0.8069683	0.8948211	0.8724505	0.86929077	0.94560784	0.9696036	0.88712424	0.93012094	0.87924844	0.9176919	0.92212224	0.8690268	0.8368967	0.8762088	0.8701935	0.91715765	0.8580651	0.83733994	0.955242	0.8960917	0.9381486	0.9183154	0.94081026	0.8426627	0.9204794	0.8854474	0.9362078	0.9045512	0.9048074	0.806646	0.8656097	0.89897025
geluid/noun	0.79320836	0.81992376	0.70193976	0.863837	0.65857446	0.9207556	0.830179	0.8388436	0.8562503	0.87380123	0.8618981	0.89709044	0.8462479	0.7739543	0.8224685	0.870648	0.7882339	0.8334092	0.9038342	0.81168854	0.8502198	0.8584988	0.7875748	0.8016287	0.78846115	0.90338254	0.8673732	0.8789365	0.9044679	0.8780923	0.87030107	0.7253399	0.89616513	0.8182272	0.80515796	0.83267313	0.67542017	0.84512484	0.746169	0.74902475	0.73196137	0.84377176	0.9237459	0.8658078	0.82739204	0.8483043	0.8936023	0.8032042	0.7140858	0.8556717	0.7313133	0.9106042	0.7573139	0.8458935	0.8888647	0.96642566	0.61579335	0.94418395	0.7907005	0.91977006	0.89460856	0.84656346	0.8154197	0.7162753	0.82598794	0.7171216	0.8959188	0.88610643	0.9169349	0.68086314	0.9207414	0.81126356	0.83336157	0.9559242	0.8801106	0.7985554	0.77248704	0.8513071	0.87940395	0.8677042	0.7812892	0.849638	0.8850946	0.85417557	0.9001813	0.80607855	0.7492945	0.8429006	0.939564	0.863726	0.83615994	0.7930728	0.8541444	0.6059519	0.84196365	0.89352894	0.6827725	0.845416	0.0	0.72726655	0.83197165	0.8176086	0.90130115	0.8190967	0.73386174	0.8821377	0.90410846	0.7897327	0.7183262	0.83213115	0.89889544	0.8205391	0.5955018	0.82983875	0.90325475	0.8281841	0.8559265	0.7339144	0.83491963	0.7943545	0.86941	0.7028712	0.9492207	0.9029595	0.7919134	0.83488774	0.76422787	0.8213763	0.83266824	0.75122726	0.7346427	0.8299388	0.9193668	0.8399403	0.7163856	0.85196924	0.83878624	0.8265842	0.8814965	0.8279175	0.914888	0.84182596	0.8370811	0.6834837	0.8517111	0.8479383	0.762341	0.9461041	0.96450543	0.9040472	0.9154496	0.89347696	0.8595178	0.87020034	0.9060132	0.7534969	0.89404404	0.6877763	0.8738836	0.5677457	0.74743676	0.95157886	0.8638715	0.93041986	0.8512566	0.96780676	0.7148144	0.9263294	0.9008667	0.9144264	0.87002337	0.8411802	0.8534355	0.7222277	0.8950623
met/prep	0.70394766	0.76849806	0.7792467	0.8202382	0.72324586	0.8240013	0.83815986	0.8007853	0.7871439	0.8572483	0.8413211	0.86706144	0.7549799	0.725381	0.8657464	0.81693995	0.7757733	0.7485255	0.8837919	0.7813761	0.7894057	0.7597374	0.81480443	0.79773927	0.8323759	0.8711873	0.8417443	0.82166725	0.8987802	0.837603	0.84433746	0.7923732	0.8608018	0.7921961	0.7403153	0.8235795	0.7530159	0.8635508	0.7043747	0.6839766	0.71354115	0.8050866	0.89419484	0.7974801	0.7967301	0.79893327	0.8461147	0.75838685	0.8397521	0.82524353	0.7642339	0.8323199	0.75129926	0.8160895	0.869681	0.91410875	0.52725613	0.85783494	0.77249825	0.8396203	0.85138667	0.8356418	0.7902344	0.8639554	0.6810883	0.7734052	0.82409215	0.8477832	0.8620573	0.7482402	0.84283113	0.79468983	0.8221781	0.89154565	0.84409714	0.7717735	0.7309886	0.82736266	0.84051406	0.8467715	0.8287312	0.8054337	0.8299237	0.77005005	0.8379613	0.796697	0.7039298	0.7889196	0.877989	0.83282954	0.69662887	0.8147046	0.774433	0.69764924	0.74777496	0.8278092	0.7364008	0.8708119	0.72726655	0.0	0.7049017	0.7882889	0.8584636	0.7814565	0.7458282	0.8413754	0.89904094	0.74353766	0.7157738	0.78429925	0.8348765	0.8210302	0.764894	0.74674207	0.84189576	0.7669882	0.84824187	0.67983156	0.8327272	0.79830927	0.8104523	0.6612436	0.9193479	0.8700191	0.83295697	0.8029061	0.77718633	0.7681236	0.8277352	0.7509109	0.81359684	0.79686373	0.8672033	0.8282341	0.7579105	0.74076915	0.8666472	0.7916886	0.8141879	0.76916397	0.8357413	0.77576935	0.86856425	0.67855	0.8172025	0.766001	0.7957935	0.91496444	0.88980645	0.84252465	0.86870545	0.8560201	0.8271159	0.85044956	0.8571557	0.7017207	0.8300699	0.794556	0.8336487	0.78109556	0.80109775	0.9439679	0.8533302	0.854635	0.8393254	0.9094751	0.6964167	0.86590844	0.78472483	0.8785987	0.68746984	0.8107838	0.67489463	0.6102391	0.82615995
rugzak/noun	0.6546912	0.85144895	0.8049368	0.7810669	0.75312513	0.90118676	0.8279532	0.7626804	0.851663	0.87234634	0.8834006	0.8620597	0.80040103	0.77733696	0.8390931	0.7338598	0.73877084	0.8151038	0.9425279	0.76717824	0.79188293	0.7378992	0.83562165	0.84194535	0.8946331	0.899539	0.80977374	0.87313753	0.9350767	0.8867616	0.91843694	0.8759736	0.9230098	0.881759	0.7256328	0.88426536	0.8612953	0.89434564	0.66870075	0.8036379	0.807247	0.6045089	0.9459143	0.78093445	0.8531557	0.8054241	0.8697987	0.7415271	0.8596885	0.8277566	0.7623366	0.88606286	0.8435441	0.84685844	0.8907202	0.96484506	0.67013484	0.93509954	0.7836283	0.910105	0.8982079	0.8849473	0.7388418	0.88501436	0.40928328	0.82129276	0.8680397	0.87392545	0.9008001	0.7690375	0.9216164	0.8368027	0.8089018	0.91229516	0.9156118	0.8844353	0.68826485	0.82997966	0.87299234	0.89362794	0.74276197	0.7889683	0.86954534	0.8394623	0.8598548	0.80207735	0.8080315	0.8924187	0.9277085	0.69017303	0.62246835	0.8615744	0.85569113	0.7909198	0.74466985	0.85656893	0.7835424	0.8839972	0.83197165	0.7049017	0.0	0.8221669	0.94198763	0.7941921	0.82793576	0.79215264	0.92496645	0.8030968	0.7625636	0.8301283	0.89240706	0.835848	0.8666445	0.7451341	0.8412515	0.77320963	0.9027214	0.79975855	0.83196706	0.87692887	0.7499293	0.72419786	0.95583093	0.91892934	0.86350846	0.64249337	0.86116135	0.7476172	0.9265647	0.8237195	0.8790007	0.78754616	0.91792285	0.7176543	0.8578584	0.72641563	0.8820933	0.7748061	0.8924155	0.7797674	0.9214361	0.72271866	0.87417936	0.73579186	0.78545	0.6970736	0.83824885	0.95905423	0.927506	0.91711724	0.9407217	0.9237658	0.75972974	0.6864301	0.86645406	0.85272795	0.8873911	0.81313586	0.8078722	0.85850334	0.8555602	0.9012094	0.8123602	0.94570446	0.8322697	0.97165704	0.81680894	0.9265888	0.7481451	0.8421731	0.7636944	0.8393112	0.8394564	0.6637868	0.89854604
daarin/pp	0.84808135	0.7182114	0.8525841	0.8822228	0.84039056	0.8571057	0.8351488	0.8600913	0.8137762	0.8598765	0.8252887	0.90717494	0.7943261	0.7980682	0.84073156	0.86692816	0.8905692	0.8639116	0.7988323	0.8546564	0.8453808	0.8909862	0.893181	0.8573065	0.80233204	0.8480724	0.89744204	0.87382877	0.8149349	0.89198816	0.75976235	0.7660736	0.8211081	0.8136829	0.8217763	0.7233827	0.832953	0.81321865	0.71618056	0.723024	0.68827593	0.89242595	0.8677309	0.8660518	0.88465816	0.86063886	0.9039285	0.8518268	0.7807925	0.85870075	0.8056227	0.8672745	0.7731519	0.87570864	0.8996017	0.89204645	0.7508884	0.85150677	0.81295896	0.8737434	0.81327385	0.8721124	0.8690011	0.789685	0.7889471	0.79570776	0.8989552	0.86503047	0.85850424	0.8411161	0.911082	0.838511	0.7128799	0.9306993	0.8309286	0.7040014	0.7293333	0.83823526	0.8751756	0.8772712	0.8014698	0.88452876	0.86108595	0.8027995	0.9190463	0.8517317	0.71881425	0.8424574	0.9265156	0.8812535	0.78806865	0.76756126	0.8059758	0.776912	0.7523134	0.8477932	0.84648776	0.7984856	0.8176086	0.7882889	0.8221669	0.0	0.8397733	0.8233678	0.78179854	0.9109942	0.9074156	0.7550742	0.80739766	0.86139894	0.8645931	0.9038686	0.79085565	0.86139715	0.89611596	0.8562641	0.8601788	0.8726285	0.8460794	0.8176986	0.9176609	0.839024	0.9357521	0.8893377	0.76278436	0.89125454	0.8197953	0.8464153	0.80886096	0.7607251	0.78162676	0.90145814	0.90090173	0.8837137	0.79771614	0.8927226	0.792077	0.8965748	0.8460752	0.7184464	0.877462	0.86864877	0.8343454	0.7624828	0.9032399	0.85478723	0.85050124	0.96284986	0.94983053	0.85035324	0.883212	0.86852276	0.9266333	0.87969	0.8568244	0.8013772	0.8787768	0.8691143	0.92508626	0.73703897	0.8802577	0.9368329	0.9087178	0.9244442	0.88525385	0.8770497	0.7915637	0.8968409	0.91124845	0.93667096	0.8340269	0.82077926	0.7560228	0.78433734	0.87669146
