	gehandicapt/adj	opticien/noun	en/comp	alleen/adj	carrière/noun	dan/adv	ver/adj	Rineke/name	aanschaf/noun	C2/name	Amerikaan/noun	wel/adv	weg/noun	maar/adv	probleem/noun	trouwens/adv	ook/adv	op/adj	weduwe/noun	systeem/noun	of/comp	om/comp	zelfs/adv	uit/prep	ouder/noun	ginds/adj	niets/noun	vriend/noun	zogezegd/adj	daaraan/pp	elkaar/pron	juist/adj	te/comp	fiets/noun	zij/pron	god/noun	zo/adv	Sparta/name	cursist/noun	jongen/noun	computer/noun	lezer/noun	Europa/name	bouw/noun	je/pron	snel/adj	imago/noun	iemand/noun	broer/noun	buur/noun	mede/adv	markt_economie/noun	vakantieganger/noun	gemeente_bestuur/noun	het/noun	dokter/noun	ze/pron	weinig/det	niet/adv	wijze/noun	regeringstroepen/noun	weer/adv	werkloos/adj	valk/noun	vrouw/noun	bovendien/adv	daarmee/pp	bij/prep	aan/prep	maatregel/noun	drugsverslaafd/adj	graag/adj	1-1_gelijkspel/noun	familie_lid/noun	als/comp	ons/noun	honderdduizenden/noun	buitenlander/noun	door/comp	toch/adv	dus/adv	het/det	niemand/pron	echt/adj	stage/noun	soms/adv	democratie/noun	familie/noun	wereld/noun	haar/pron	hulp/noun	af/adv	met/prep	Amerika/name	creativiteit/noun	tijdelijk/adj	vader/noun	dame/noun	door/prep	mens/noun	klant/noun	overeind/adv	Kosovo/name	misschien/adv	vooruit/adv	ik/pron	oog_arts/noun	tegen/prep	huis_bezitter/noun	al/comp	therapeut/noun	dat/det	allochtoon/noun	u/pron	mij/pron	natuurlijk/adj	zoon/noun	hen/pron	ervaring/noun	hij/pron	kopman/noun	we/pron	bovenop/prep	partner/noun	even/adj	me/pron	ons/pron	gelukkig/adj	uitstekend/adj	tussenstap/noun	amateur_club/noun	persoon/noun	zeker/adj	mee/adv	boer/noun	beetje/noun	gemeente/noun	niks/noun	veel/adj	mezelf/pron	daarbij/pp	tekort/noun	handjevol/noun	index/noun	zichzelf/pron	Ambiorix/name	IBA/name	hem/pron	chauffeur/noun	president/noun	of/vg
probleem/noun	0.7699446	0.8790605	0.83982754	0.7629682	0.9231857	0.84668255	0.87813884	0.9485356	0.88845015	0.9549236	0.91000986	0.829629	0.900413	0.8539736	0.0	0.7974868	0.73579645	0.9001578	0.95650625	0.7542882	0.85870725	0.83104575	0.8557141	0.91910356	0.82816553	0.85778004	0.83388466	0.9265858	0.8219489	0.85617137	0.8860379	0.83450305	0.7918073	0.92988604	0.7654573	0.8866024	0.8365101	0.9475445	0.8515946	0.8861061	0.8853822	0.8501025	0.81944704	0.88631374	0.8103676	0.8268465	0.8214884	0.8381808	0.9604603	0.87869376	0.78338104	0.81835204	0.8368321	0.8637938	0.8775737	0.88350713	0.8093763	0.8105509	0.7881055	0.82699853	0.92888135	0.8881675	0.8006929	0.9395406	0.88998014	0.6749197	0.82608354	0.8826532	0.88095784	0.6934787	0.7985292	0.907076	0.95585686	0.86723083	0.8519958	0.8523675	0.8773713	0.8219557	0.7994259	0.8392122	0.8125689	0.8962143	0.845623	0.8465652	0.9074795	0.80902326	0.82919633	0.91293824	0.8491482	0.87908375	0.7466936	0.9086404	0.8475636	0.88146704	0.8079	0.8053574	0.9429639	0.9355389	0.84208435	0.78821486	0.8233304	0.8789338	0.8897716	0.8307743	0.8790596	0.8557645	0.89086306	0.93523824	0.84325767	0.7976619	0.82799196	0.77725697	0.71405315	0.87587357	0.8524095	0.8415214	0.96285963	0.80834967	0.7691521	0.8510947	0.9331852	0.7819398	0.8745414	0.8361584	0.91577214	0.8778527	0.81608117	0.85388196	0.8764289	0.86813855	0.8977289	0.8626542	0.8899001	0.9180248	0.89522266	0.89912903	0.845346	0.84926003	0.76722443	0.8695854	0.81798816	0.6145029	0.9028497	0.9387059	0.8387337	0.9546153	0.8907482	0.86012626	0.8834623	0.9458648	0.83669955
trouwens/adv	0.868171	0.83783036	0.6186095	0.7013196	0.83970153	0.6373116	0.85254854	0.9207051	0.8584177	0.9130354	0.84790397	0.5529016	0.8903684	0.7136617	0.7974868	0.0	0.5286448	0.84760714	0.910487	0.81431305	0.74517894	0.7270509	0.690752	0.87677026	0.80004543	0.71003544	0.73367	0.8257995	0.7364249	0.8130052	0.80146307	0.7847737	0.7713067	0.8619673	0.7170276	0.80385673	0.66700894	0.88263756	0.7909277	0.7973912	0.8769134	0.7191614	0.8534169	0.90896046	0.6369881	0.8231998	0.8328448	0.6849962	0.9127917	0.8013842	0.8730049	0.85187393	0.8118841	0.78889716	0.61248344	0.8285311	0.65028083	0.74794245	0.5757023	0.83017343	0.9368449	0.78583926	0.86943305	0.8758744	0.86223406	0.5992875	0.8417236	0.8358364	0.85476315	0.8208135	0.8538271	0.71056634	0.8889656	0.8641736	0.6710249	0.7358656	0.8884352	0.77607334	0.81062484	0.5171462	0.54300666	0.82635117	0.69580805	0.58720195	0.8275708	0.6723518	0.8500772	0.8737373	0.8396134	0.75656754	0.88236386	0.80630505	0.82410175	0.8587419	0.79177046	0.87900317	0.88540643	0.8251583	0.87360996	0.7330363	0.8179358	0.8207685	0.9348238	0.6154254	0.87147313	0.55402756	0.8429593	0.8881124	0.8637456	0.4926976	0.7892375	0.5774436	0.7909495	0.6786138	0.5759821	0.5888536	0.9206419	0.7499149	0.75901026	0.69814444	0.8486539	0.57197434	0.88396525	0.8594491	0.7637112	0.63351566	0.6255379	0.64345527	0.7648192	0.8473016	0.8539715	0.86164564	0.7310646	0.79422104	0.8804991	0.72259897	0.82353675	0.6805924	0.66987395	0.6884475	0.7879722	0.90996605	0.8275174	0.9061533	0.77707577	0.87223625	0.872308	0.7300553	0.8733125	0.93628645	0.83277416
ook/adv	0.80427873	0.8400109	0.56166	0.5999581	0.8790378	0.59315205	0.8247628	0.8900487	0.8026242	0.9017267	0.83121234	0.4712733	0.8852731	0.67354774	0.73579645	0.5286448	0.0	0.88114643	0.9160437	0.75847137	0.7084272	0.7191981	0.66089296	0.9049635	0.7564831	0.7406486	0.7160878	0.82971996	0.74217004	0.7568327	0.82090795	0.74453795	0.72035766	0.85083854	0.6421219	0.8093694	0.6927023	0.907464	0.7594275	0.81430507	0.8107665	0.6950073	0.803755	0.8838539	0.6010369	0.8012732	0.77633846	0.6712873	0.9336926	0.8159529	0.8068296	0.81154823	0.7703725	0.8017407	0.6321231	0.83925235	0.63154626	0.6730722	0.58662003	0.78527105	0.92496634	0.76272154	0.84018874	0.8476742	0.87586457	0.56189543	0.80657274	0.81147283	0.8423226	0.7613277	0.83198774	0.66195613	0.92239916	0.8259501	0.63802934	0.7338837	0.83414704	0.76733446	0.75645715	0.5449841	0.59042317	0.84116447	0.66850775	0.63746536	0.8498559	0.63895506	0.8172948	0.8583674	0.82534665	0.7551898	0.8074658	0.73458666	0.8435242	0.84053856	0.7449833	0.83325344	0.8978275	0.8463552	0.853493	0.7210848	0.72553754	0.8235235	0.9163872	0.5724521	0.8280675	0.58554935	0.8566368	0.91388154	0.81338704	0.53560245	0.76274693	0.56003875	0.7622963	0.6695391	0.629946	0.569347	0.92971027	0.72945774	0.7440767	0.6910801	0.8815702	0.5824586	0.86759645	0.8083519	0.7528864	0.6635711	0.6529136	0.71221983	0.77344894	0.8281307	0.8437698	0.8339014	0.7018816	0.7924036	0.83656746	0.6965643	0.7915798	0.6836597	0.6099767	0.6972122	0.7090918	0.84557104	0.7886154	0.8754482	0.7741807	0.90023434	0.84377235	0.73687446	0.87037706	0.933571	0.773453
op/adj	0.89795864	0.9116004	0.884437	0.9122193	0.91651064	0.88751745	0.8642742	0.9529797	0.8879647	0.945205	0.9230396	0.8774837	0.8626989	0.9019998	0.9001578	0.84760714	0.88114643	0.0	0.9365791	0.91587174	0.857356	0.841473	0.8885361	0.89555246	0.8997246	0.8704594	0.92442566	0.9040702	0.8395254	0.9188075	0.884817	0.8687929	0.89510775	0.8465016	0.87535244	0.9152202	0.89107823	0.9222746	0.8903815	0.90678304	0.9158379	0.89448863	0.9102041	0.9196622	0.8727551	0.8725052	0.9008615	0.8777017	0.94580215	0.89201593	0.9209788	0.9047	0.8343637	0.88361514	0.8899836	0.90748465	0.8642161	0.89310133	0.8915392	0.9236404	0.94391304	0.8440019	0.91172165	0.93731624	0.9076961	0.8727866	0.9122663	0.88815975	0.90502024	0.90170544	0.88953644	0.9019434	0.9383546	0.85880435	0.8673605	0.8753184	0.8718699	0.9021975	0.86885166	0.84382105	0.8236998	0.8891217	0.9115805	0.87098086	0.9120431	0.8844398	0.9013669	0.9220949	0.9145583	0.89351296	0.86911225	0.90880316	0.89723563	0.9077681	0.8960042	0.87520826	0.934708	0.9108234	0.89277166	0.90357506	0.89586836	0.874846	0.92456067	0.85917735	0.8460456	0.8903755	0.91109157	0.92037636	0.93576735	0.8737738	0.8434794	0.9128208	0.91795564	0.8995001	0.8996182	0.88927686	0.94323456	0.8716177	0.93613917	0.879696	0.9256261	0.8486404	0.9137755	0.8786145	0.84388214	0.89699906	0.8769343	0.87361205	0.8847425	0.88193893	0.92659926	0.91026646	0.9105966	0.854442	0.92835724	0.8487487	0.9119935	0.927621	0.89492846	0.91258097	0.90455383	0.90666777	0.8610022	0.9548582	0.89996296	0.94963074	0.92255086	0.8855537	0.8719681	0.96519417	0.81441736
weduwe/noun	0.7731657	0.864474	0.91785055	0.8794408	0.85635924	0.93614334	0.928572	0.89742357	0.91325134	0.9215664	0.7859939	0.9459731	0.9514366	0.93714404	0.95650625	0.910487	0.9160437	0.9365791	0.0	0.93933964	0.9220337	0.8930941	0.89028937	0.8073591	0.68347263	0.8619373	0.9463654	0.6296573	0.79078984	0.931032	0.8907459	0.9295554	0.8542573	0.92050695	0.72797847	0.8492879	0.9158791	0.9169234	0.843319	0.76852906	0.9297862	0.8610339	0.92408735	0.9210311	0.9160281	0.94128984	0.9029779	0.8375842	0.5817753	0.78291786	0.91064894	0.92861384	0.82916033	0.8577848	0.9595946	0.7316225	0.79519266	0.93506634	0.9312002	0.8751483	0.8703004	0.922681	0.82120657	0.92315483	0.57896584	0.88802373	0.9180679	0.88282037	0.8825923	0.9373595	0.85117936	0.8932122	0.9607825	0.62702084	0.89681846	0.8671069	0.81236434	0.8492135	0.8776985	0.929349	0.9316934	0.9011353	0.9002644	0.9216499	0.8996136	0.8892355	0.9256341	0.6011888	0.90249735	0.7302722	0.83528435	0.91799295	0.8494251	0.85500664	0.9300784	0.8764832	0.53011537	0.7072599	0.77708316	0.81449145	0.8645082	0.89507425	0.8733797	0.9388616	0.9441122	0.90106267	0.85194665	0.90847594	0.8835927	0.91909087	0.8082453	0.9352892	0.8661868	0.89915115	0.89343053	0.92899173	0.53577983	0.8063782	0.9158199	0.75069773	0.86447835	0.9133023	0.9082087	0.7911477	0.9074157	0.90880203	0.90789765	0.8522939	0.90074813	0.9443709	0.9048624	0.82700086	0.94051695	0.91230595	0.77311254	0.9198101	0.84795904	0.95689255	0.92666435	0.931518	0.88189006	0.9375713	0.8203103	0.93803394	0.8760603	0.9194848	0.92492783	0.7998706	0.8374992	0.75659406	0.8203558
systeem/noun	0.8217038	0.86808956	0.8815333	0.73967886	0.89139026	0.852831	0.84825534	0.9397348	0.741608	0.90942526	0.8898485	0.8296055	0.83987105	0.87819713	0.7542882	0.81431305	0.75847137	0.91587174	0.93933964	0.0	0.8368599	0.697637	0.83680856	0.9194829	0.86693764	0.8662816	0.9020575	0.93996435	0.7676323	0.8206082	0.8447499	0.800488	0.6978352	0.8560761	0.7338474	0.88196754	0.8083084	0.9288096	0.83507115	0.9238229	0.61362904	0.86055136	0.7636949	0.81592727	0.81340724	0.7737534	0.7959835	0.8514051	0.96728265	0.92348444	0.7791474	0.6398479	0.8214506	0.8142476	0.8813665	0.8861967	0.8022778	0.8393269	0.7993922	0.6841538	0.90575767	0.87693226	0.83709204	0.90810007	0.91324645	0.5947746	0.7988782	0.86974037	0.8587533	0.6323334	0.8404149	0.8957498	0.96770316	0.9021084	0.80760956	0.8657926	0.85163504	0.83203244	0.6802595	0.8537137	0.7483326	0.838633	0.88410616	0.86697704	0.8725496	0.8331329	0.66298056	0.9137358	0.78557396	0.8947497	0.81329995	0.9370265	0.8422418	0.8627501	0.77993214	0.7676577	0.93886393	0.937131	0.78688455	0.82670546	0.7536266	0.8704635	0.88244724	0.8659937	0.9130421	0.8974353	0.86340666	0.88814497	0.8042839	0.8549155	0.7777269	0.78803045	0.8042116	0.88584465	0.8885698	0.83324885	0.9621417	0.8252609	0.8226879	0.85394204	0.92538655	0.78899485	0.8556956	0.77561724	0.893558	0.8855616	0.8421443	0.9136515	0.8473631	0.7852355	0.85783327	0.8279826	0.8782085	0.87072563	0.8041866	0.90544593	0.7736677	0.91471916	0.815994	0.86008346	0.7773773	0.8096031	0.8512541	0.8471113	0.8091597	0.9423526	0.8258074	0.87091863	0.8666272	0.897997	0.8070799
of/comp	0.8986171	0.8798094	0.66234547	0.71063066	0.93863356	0.61713564	0.83033746	0.95125455	0.8353002	0.9690552	0.8849472	0.5962912	0.92843914	0.6770017	0.85870725	0.74517894	0.7084272	0.857356	0.9220337	0.8368599	0.0	0.67347026	0.7986053	0.94540787	0.83252865	0.8617979	0.7944181	0.88339543	0.8106736	0.82336605	0.8842636	0.75538266	0.7132671	0.8994878	0.6965543	0.8246941	0.76373947	0.95024145	0.8708898	0.8694067	0.86702824	0.7919107	0.9122728	0.9380777	0.66246355	0.8396874	0.8846941	0.6562332	0.94501877	0.8885518	0.8756498	0.8984524	0.8734938	0.84600294	0.718676	0.7996473	0.6881961	0.8269477	0.62302995	0.8467709	0.93582296	0.82711643	0.91184545	0.92110115	0.8905661	0.7452991	0.85408103	0.8828441	0.88585246	0.78942716	0.8646092	0.8009857	0.9514557	0.8669546	0.5724577	0.7692662	0.9038166	0.8782139	0.8069786	0.66132915	0.63784873	0.8789454	0.720284	0.74093693	0.9181086	0.73829025	0.8852198	0.9111904	0.89773333	0.78976405	0.84627694	0.8458988	0.8737074	0.90901464	0.87837446	0.8983032	0.9007631	0.8834218	0.8790128	0.7877685	0.83694637	0.8851525	0.9311971	0.6385572	0.8721689	0.6692836	0.8391095	0.90316564	0.88965106	0.6957272	0.80876416	0.6920403	0.87474203	0.6829111	0.6804681	0.7108978	0.9334846	0.79072833	0.8806705	0.7602958	0.9315387	0.6688075	0.91114235	0.8650106	0.730288	0.71866465	0.7468356	0.79406464	0.912722	0.8900594	0.9081854	0.85414386	0.77948654	0.8599847	0.8894586	0.7534609	0.85578424	0.7874417	0.81970847	0.74585164	0.8527938	0.9036833	0.8603275	0.9511932	0.8157192	0.95389783	0.9226283	0.7664745	0.8963154	0.9227958	0.758482
om/comp	0.7999758	0.830629	0.7910975	0.6854898	0.875854	0.7164207	0.75051475	0.9311105	0.7221348	0.9317368	0.8095062	0.7133673	0.8132789	0.76150036	0.83104575	0.7270509	0.7191981	0.841473	0.8930941	0.697637	0.67347026	0.0	0.7587557	0.8600418	0.7395004	0.767626	0.85618806	0.8427437	0.6823083	0.7632254	0.8015121	0.66819024	0.31191868	0.7837137	0.59583884	0.82007694	0.7564548	0.8975634	0.76141715	0.828823	0.76579165	0.76320684	0.8056156	0.8017789	0.6896474	0.7058407	0.80310607	0.69232863	0.93228704	0.8212528	0.7882276	0.76843494	0.7515154	0.6488695	0.7646357	0.8029466	0.62329435	0.7482972	0.68952584	0.73739934	0.84479964	0.7292347	0.7971871	0.86863995	0.850063	0.57510626	0.69747865	0.83472747	0.76804096	0.6380302	0.7918564	0.75795984	0.92384744	0.8124747	0.65256596	0.69763833	0.8114115	0.7686339	0.45460117	0.70064604	0.6241821	0.8053348	0.7558717	0.758489	0.84853405	0.7279516	0.7631309	0.8444517	0.8198912	0.7216213	0.7219097	0.7963594	0.7753397	0.83197355	0.69787025	0.7298702	0.8847439	0.86544126	0.78903747	0.69399035	0.7210969	0.8340452	0.8106883	0.75214994	0.8274348	0.7157775	0.80127335	0.81967795	0.80337685	0.7760767	0.74227405	0.7170813	0.75487506	0.7627001	0.74823236	0.7428067	0.9219295	0.6223464	0.78180534	0.7127733	0.87376255	0.6059288	0.8314231	0.76292276	0.7369081	0.74066114	0.6748642	0.8055597	0.80072427	0.8086473	0.84799886	0.8272619	0.8197025	0.71562564	0.7586561	0.78610706	0.6735931	0.858603	0.7082904	0.7190389	0.72146916	0.7978438	0.7993463	0.9041537	0.71554726	0.91089255	0.8239552	0.6949488	0.7971339	0.85660046	0.77093226
zelfs/adv	0.8419172	0.88003314	0.7244229	0.7337383	0.8602007	0.7002821	0.7820273	0.9057437	0.8033137	0.92426455	0.80402243	0.66305923	0.8870324	0.7031319	0.8557141	0.690752	0.66089296	0.8885361	0.89028937	0.83680856	0.7986053	0.7587557	0.0	0.856812	0.8128554	0.7507334	0.83041406	0.8040215	0.74812686	0.8260733	0.80065554	0.806945	0.73567295	0.84048456	0.73655754	0.7817128	0.72734547	0.85821193	0.79830253	0.78197426	0.8452835	0.7696395	0.81328875	0.92232996	0.6904177	0.7828685	0.80501145	0.6815523	0.9101562	0.80860865	0.8340651	0.86624575	0.78018856	0.90063494	0.7548677	0.82800967	0.6602236	0.80712235	0.7121713	0.8007877	0.91086066	0.7569447	0.81914884	0.86302173	0.82122815	0.674368	0.7889993	0.8450873	0.8789215	0.84264845	0.8697407	0.7612219	0.90083206	0.8068834	0.69008774	0.7527485	0.8054237	0.7884332	0.7417425	0.62717867	0.68903816	0.8517455	0.7275442	0.7218634	0.87464213	0.56006837	0.84205455	0.8487704	0.8298259	0.7304823	0.8416642	0.6625261	0.7657802	0.8024321	0.8306121	0.8307185	0.86208165	0.7988467	0.7956382	0.76934665	0.8101037	0.7980685	0.90246975	0.6732495	0.82440054	0.6859752	0.8673471	0.8252538	0.84566265	0.6015202	0.8101732	0.73358476	0.8122127	0.7827543	0.7638132	0.73651934	0.8928931	0.7545006	0.8498982	0.67879254	0.8422669	0.699978	0.8311604	0.8614954	0.7052076	0.75324	0.7596715	0.74242026	0.8540699	0.857535	0.87724113	0.86360836	0.7754775	0.80854404	0.8283082	0.7067648	0.889225	0.80813605	0.7262352	0.7536168	0.80747133	0.8459911	0.7708378	0.79812473	0.7642987	0.91236734	0.8297544	0.7306123	0.810317	0.8753595	0.6584825
uit/prep	0.8454128	0.88159317	0.9218215	0.9050978	0.86092234	0.9181185	0.866516	0.8939893	0.84691596	0.90470695	0.8490806	0.96392035	0.8497656	0.91633546	0.91910356	0.87677026	0.9049635	0.89555246	0.8073591	0.9194829	0.94540787	0.8600418	0.856812	0.0	0.86556846	0.81843054	0.95342004	0.8649901	0.7576385	0.935879	0.8558341	0.8785262	0.86173606	0.80027413	0.8745836	0.8697908	0.9279618	0.84564817	0.82366264	0.8166046	0.85805374	0.8612905	0.8061187	0.89270395	0.90896934	0.86123514	0.89215183	0.89449215	0.8626677	0.76612574	0.88598216	0.8892256	0.78234375	0.859189	0.9736819	0.8776823	0.85803807	0.8826366	0.95143324	0.8940268	0.84444135	0.8466798	0.8392313	0.89247286	0.7992674	0.8794371	0.8893247	0.82077944	0.8704345	0.92647797	0.81028014	0.8773903	0.86380357	0.8090278	0.90113425	0.8689625	0.75521165	0.80521274	0.8296034	0.9349739	0.9179885	0.78971934	0.9209802	0.89812016	0.79437244	0.8448847	0.873999	0.82714	0.8666772	0.868033	0.84144366	0.87203443	0.8039276	0.7514914	0.88731915	0.8490983	0.8498663	0.80799425	0.75603616	0.85831237	0.883371	0.8227483	0.8171731	0.9310037	0.85486764	0.92532575	0.8668395	0.78295135	0.89331967	0.93261015	0.86761665	0.9281243	0.85789657	0.91255236	0.9360192	0.9130626	0.8573339	0.8815894	0.89622	0.8369293	0.88234085	0.91893214	0.84309334	0.8935374	0.8752802	0.9365072	0.92004895	0.886671	0.847195	0.9089315	0.8612439	0.83090293	0.92871207	0.83506745	0.8087916	0.90771496	0.8118485	0.95749354	0.88363993	0.9330619	0.8453407	0.8873745	0.7900724	0.89789724	0.8899825	0.8604432	0.89524275	0.89239424	0.778818	0.8690274	0.7589315
ouder/noun	0.615506	0.8410655	0.8251555	0.7675439	0.8845668	0.81043684	0.8905949	0.9143907	0.85784036	0.9568322	0.78138286	0.8259715	0.908825	0.860304	0.82816553	0.80004543	0.7564831	0.8997246	0.68347263	0.86693764	0.83252865	0.7395004	0.8128554	0.86556846	0.0	0.8251066	0.8904007	0.6035221	0.7716871	0.8733405	0.78551126	0.84430504	0.73390543	0.8244942	0.5539206	0.7854254	0.84429926	0.9497084	0.70935154	0.64650047	0.83169353	0.72426665	0.89012164	0.9094612	0.7420175	0.8860689	0.86420786	0.6714226	0.68111587	0.6446129	0.86515117	0.89569235	0.74951386	0.7817907	0.89382464	0.6979021	0.5933225	0.8245719	0.8100898	0.8535205	0.90433246	0.89793205	0.7343421	0.8984169	0.5371268	0.7602426	0.87457573	0.80528593	0.8279422	0.85990655	0.74647224	0.7770536	0.9511352	0.5159037	0.7665237	0.7530929	0.8200257	0.74889374	0.7858449	0.8289372	0.821687	0.899673	0.7691461	0.84488475	0.82019174	0.78581005	0.86613154	0.5104172	0.8708477	0.62933815	0.7468506	0.8687161	0.799359	0.8362968	0.8256856	0.81592274	0.46120083	0.77283984	0.8132417	0.61542994	0.7057594	0.8994052	0.8886032	0.8617283	0.91894394	0.71395457	0.79568243	0.90781605	0.80369437	0.8275196	0.68476444	0.8477414	0.6683049	0.7333917	0.7534883	0.822497	0.6455073	0.6025802	0.8125905	0.7039716	0.91594225	0.75009775	0.9044061	0.6636714	0.8493625	0.7595726	0.75585926	0.7928586	0.894148	0.9243727	0.8646167	0.785202	0.9022354	0.82852244	0.7088693	0.8484001	0.7677471	0.88466465	0.8014454	0.7962887	0.8258219	0.84578717	0.82741606	0.9547318	0.8099817	0.93201584	0.9281635	0.70524025	0.79575384	0.8604756	0.7191523
ginds/adj	0.854027	0.8705208	0.7221931	0.77128536	0.85328174	0.72129387	0.8196867	0.9310178	0.875622	0.9099261	0.8382368	0.7532512	0.8449966	0.759587	0.85778004	0.71003544	0.7406486	0.8704594	0.8619373	0.8662816	0.8617979	0.767626	0.7507334	0.81843054	0.8251066	0.0	0.82578593	0.81336534	0.7410389	0.8501876	0.81221426	0.8332213	0.74938786	0.82107997	0.7408472	0.8030424	0.77309835	0.79831076	0.81715554	0.78978556	0.8717645	0.8300943	0.8543222	0.8946751	0.7082877	0.789713	0.8459015	0.7483804	0.8694949	0.7892669	0.8658132	0.8664193	0.7839104	0.86072004	0.80633885	0.8364955	0.6753726	0.8440603	0.7584268	0.8173744	0.89056313	0.7333349	0.86113274	0.8719363	0.8439339	0.7561768	0.8391109	0.80732983	0.86948365	0.89098233	0.8581704	0.76113486	0.85749435	0.81917495	0.7352549	0.7428085	0.8336959	0.80825853	0.7689009	0.66779685	0.7199687	0.83100474	0.7964733	0.7270963	0.80473924	0.7256961	0.87111115	0.8137574	0.83604807	0.77334714	0.87312967	0.77826136	0.76940215	0.8037343	0.83040214	0.84271145	0.85832834	0.8408081	0.82859594	0.7766074	0.8493852	0.77947927	0.8700172	0.7222004	0.79499686	0.6819788	0.87261313	0.7812609	0.889364	0.7266462	0.8311583	0.77388006	0.85775745	0.7889293	0.76254046	0.7524272	0.8803219	0.7705534	0.811088	0.7057275	0.82312375	0.6202244	0.86324024	0.88294315	0.752796	0.7836594	0.7109798	0.7539307	0.78903776	0.85714525	0.84692454	0.8645526	0.82245326	0.7676211	0.8594257	0.7386794	0.88123655	0.79255116	0.7270923	0.7809035	0.8326967	0.9012346	0.8210821	0.89433753	0.8147833	0.90560466	0.85879815	0.7610532	0.8438606	0.9148457	0.7854089
niets/noun	0.9530405	0.8990845	0.68908787	0.7128729	0.92579585	0.6859837	0.8702346	0.9504915	0.90838647	0.9608386	0.87465775	0.6845428	0.9297247	0.72931224	0.83388466	0.73367	0.7160878	0.92442566	0.9463654	0.9020575	0.7944181	0.85618806	0.83041406	0.95342004	0.8904007	0.82578593	0.0	0.89414513	0.83177495	0.834006	0.86169976	0.85361683	0.76835275	0.91505265	0.7310604	0.8167351	0.7758063	0.94830406	0.8971	0.8978106	0.92196375	0.8110188	0.9269534	0.9638642	0.6803255	0.84465027	0.86940867	0.74763453	0.9596977	0.885069	0.92538905	0.8913418	0.8810616	0.90136135	0.76004964	0.86864924	0.6784245	0.6008047	0.6205202	0.8933269	0.9555891	0.835809	0.9327815	0.90943563	0.9263938	0.81335926	0.86145574	0.9112387	0.88670677	0.8810482	0.92344135	0.76897717	0.9278924	0.9097918	0.74273026	0.8020822	0.9098827	0.8851967	0.8446159	0.6887255	0.71568024	0.9023511	0.6134536	0.7323181	0.9398685	0.7630483	0.8883426	0.9253858	0.90344673	0.77035594	0.9240947	0.86663204	0.92734194	0.90954703	0.82946026	0.937469	0.92208266	0.9174689	0.9374827	0.8447244	0.8756594	0.895306	0.92389363	0.7485236	0.88237554	0.67272407	0.900676	0.9451847	0.90484434	0.68345594	0.8743442	0.64697486	0.89158046	0.7211794	0.69743943	0.749596	0.95042443	0.7929877	0.8778405	0.7199386	0.92105013	0.70876276	0.91803694	0.9095726	0.8264089	0.73340714	0.73384416	0.7734541	0.9090987	0.92958117	0.9246468	0.9311032	0.8109429	0.85322165	0.9084872	0.80170447	0.90298605	0.14758962	0.722081	0.75097376	0.87239164	0.91750747	0.8942171	0.94372916	0.82842803	0.9278236	0.92966723	0.74289775	0.90832925	0.9433735	0.88183826
vriend/noun	0.81794643	0.852849	0.81540716	0.84917927	0.8592976	0.82659554	0.90861535	0.8874749	0.92361176	0.94440097	0.75473744	0.8652558	0.9187313	0.8750377	0.9265858	0.8257995	0.82971996	0.9040702	0.6296573	0.93996435	0.88339543	0.8427437	0.8040215	0.8649901	0.6035221	0.81336534	0.89414513	0.0	0.7757921	0.92188656	0.7603916	0.9293057	0.8355997	0.8301392	0.72714794	0.80576086	0.8730111	0.88971597	0.8270954	0.67298853	0.87679875	0.7979878	0.9153774	0.9600651	0.7789985	0.90954065	0.8864486	0.6898208	0.43028545	0.59828424	0.924385	0.9384032	0.7968569	0.90658134	0.91482735	0.6870179	0.6731324	0.91038156	0.87703896	0.8992872	0.8895446	0.86921823	0.8863307	0.8893603	0.6165682	0.88384545	0.9370512	0.84757936	0.8919132	0.9535117	0.8308945	0.7350077	0.9440054	0.51136625	0.8030677	0.77566445	0.85138965	0.8206043	0.844976	0.85206014	0.8757738	0.92604756	0.8319999	0.83628404	0.88672096	0.81543666	0.9153657	0.5028864	0.8731729	0.6238048	0.810518	0.81489533	0.8015321	0.8303273	0.8803842	0.89699656	0.45805222	0.7425265	0.7709788	0.7543416	0.79614395	0.87469745	0.9074077	0.8727014	0.8951937	0.7449094	0.83268434	0.9070154	0.9125798	0.85743296	0.7614012	0.9054323	0.8775744	0.78465545	0.7713224	0.83740133	0.4573663	0.7263151	0.8469535	0.70592093	0.7873808	0.79276854	0.9350369	0.71192926	0.82093346	0.78375286	0.8294845	0.7810385	0.8714964	0.9295498	0.884929	0.83912444	0.92377007	0.8260323	0.8285275	0.8407652	0.9187797	0.86596376	0.8676134	0.827067	0.88394743	0.95943844	0.82854235	0.9602722	0.8209138	0.9325795	0.9353391	0.6807146	0.804933	0.75736976	0.7611754
